window,origin,anchor,selected,raw_qc,base,usable
2018-08-30,2018-08-30T18:00:00-03:00,2018-08-30T17:00:00-03:00,2018-08-30T17:00:00-03:00,Dado aprovado,2.5,True
2018-08-30,2018-08-30T19:00:00-03:00,2018-08-30T18:00:00-03:00,2018-08-30T18:00:00-03:00,Dado aprovado,2.44,True
2018-08-30,2018-08-30T20:00:00-03:00,2018-08-30T19:00:00-03:00,2018-08-30T19:00:00-03:00,Dado aprovado,2.52,True
2018-08-30,2018-08-30T21:00:00-03:00,2018-08-30T20:00:00-03:00,2018-08-30T20:00:00-03:00,Dado aprovado,2.71,True
2018-08-30,2018-08-30T22:00:00-03:00,2018-08-30T21:00:00-03:00,2018-08-30T21:00:00-03:00,Dado aprovado,2.87,True
2018-08-30,2018-08-30T23:00:00-03:00,2018-08-30T22:00:00-03:00,2018-08-30T22:00:00-03:00,Dado aprovado,2.96,True
2018-08-30,2018-08-31T00:00:00-03:00,2018-08-30T23:00:00-03:00,2018-08-30T23:00:00-03:00,Dado aprovado,3.0,True
2018-08-30,2018-08-31T01:00:00-03:00,2018-08-31T00:00:00-03:00,2018-08-31T00:00:00-03:00,Dado aprovado,3.01,True
2018-08-30,2018-08-31T02:00:00-03:00,2018-08-31T01:00:00-03:00,2018-08-31T01:00:00-03:00,Dado aprovado,3.01,True
2018-08-30,2018-08-31T03:00:00-03:00,2018-08-31T02:00:00-03:00,2018-08-31T02:00:00-03:00,Dado aprovado,3.0,True
2018-08-30,2018-08-31T04:00:00-03:00,2018-08-31T03:00:00-03:00,2018-08-31T03:00:00-03:00,Dado aprovado,2.98,True
2018-08-30,2018-08-31T05:00:00-03:00,2018-08-31T04:00:00-03:00,2018-08-31T04:00:00-03:00,Dado aprovado,2.94,True
2018-08-30,2018-08-31T06:00:00-03:00,2018-08-31T05:00:00-03:00,2018-08-31T05:00:00-03:00,Dado aprovado,2.89,True
2018-08-30,2018-08-31T07:00:00-03:00,2018-08-31T06:00:00-03:00,2018-08-31T06:00:00-03:00,Dado aprovado,2.77,True
2018-08-30,2018-08-31T08:00:00-03:00,2018-08-31T07:00:00-03:00,2018-08-31T07:00:00-03:00,Dado aprovado,2.61,True
2018-08-30,2018-08-31T09:00:00-03:00,2018-08-31T08:00:00-03:00,2018-08-31T08:00:00-03:00,Dado aprovado,2.45,True
2018-08-30,2018-08-31T10:00:00-03:00,2018-08-31T09:00:00-03:00,2018-08-31T09:00:00-03:00,Dado aprovado,2.34,True
2018-08-30,2018-08-31T11:00:00-03:00,2018-08-31T10:00:00-03:00,2018-08-31T10:00:00-03:00,Dado aprovado,2.27,True
2018-08-30,2018-08-31T12:00:00-03:00,2018-08-31T11:00:00-03:00,2018-08-31T11:00:00-03:00,Dado aprovado,2.23,True
2018-08-30,2018-08-31T13:00:00-03:00,2018-08-31T12:00:00-03:00,2018-08-31T12:00:00-03:00,Dado aprovado,2.22,True
2018-08-30,2018-08-31T14:00:00-03:00,2018-08-31T13:00:00-03:00,2018-08-31T13:00:00-03:00,Dado aprovado,2.22,True
2018-08-30,2018-08-31T15:00:00-03:00,2018-08-31T14:00:00-03:00,2018-08-31T14:00:00-03:00,Dado aprovado,2.24,True
2018-08-30,2018-08-31T16:00:00-03:00,2018-08-31T15:00:00-03:00,2018-08-31T15:00:00-03:00,Dado aprovado,2.3,True
2018-08-30,2018-08-31T17:00:00-03:00,2018-08-31T16:00:00-03:00,2018-08-31T16:00:00-03:00,Dado aprovado,2.39,True
2018-08-30,2018-08-31T18:00:00-03:00,2018-08-31T17:00:00-03:00,2018-08-31T17:00:00-03:00,Dado aprovado,2.47,True
2018-08-30,2018-08-31T19:00:00-03:00,2018-08-31T18:00:00-03:00,2018-08-31T18:00:00-03:00,Dado aprovado,2.54,True
2018-08-30,2018-08-31T20:00:00-03:00,2018-08-31T19:00:00-03:00,2018-08-31T19:00:00-03:00,Dado aprovado,2.68,True
2018-08-30,2018-08-31T21:00:00-03:00,2018-08-31T20:00:00-03:00,2018-08-31T20:00:00-03:00,Dado aprovado,2.82,True
2018-08-30,2018-08-31T22:00:00-03:00,2018-08-31T21:00:00-03:00,2018-08-31T21:00:00-03:00,Dado aprovado,2.94,True
2018-08-30,2018-08-31T23:00:00-03:00,2018-08-31T22:00:00-03:00,2018-08-31T22:00:00-03:00,Dado aprovado,3.03,True
2018-08-30,2018-09-01T00:00:00-03:00,2018-08-31T23:00:00-03:00,2018-08-31T23:00:00-03:00,Dado aprovado,3.09,True
2018-08-30,2018-09-01T01:00:00-03:00,2018-09-01T00:00:00-03:00,2018-09-01T00:00:00-03:00,Dado aprovado,3.13,True
2018-08-30,2018-09-01T02:00:00-03:00,2018-09-01T01:00:00-03:00,2018-09-01T01:00:00-03:00,Dado aprovado,3.15,True
2018-08-30,2018-09-01T03:00:00-03:00,2018-09-01T02:00:00-03:00,2018-09-01T02:00:00-03:00,Dado aprovado,3.19,True
2018-08-30,2018-09-01T04:00:00-03:00,2018-09-01T03:00:00-03:00,2018-09-01T03:00:00-03:00,Dado aprovado,3.25,True
2018-08-30,2018-09-01T05:00:00-03:00,2018-09-01T04:00:00-03:00,2018-09-01T04:00:00-03:00,Dado aprovado,3.31,True
2018-08-30,2018-09-01T06:00:00-03:00,2018-09-01T05:00:00-03:00,2018-09-01T05:00:00-03:00,Dado aprovado,3.37,True
2018-08-30,2018-09-01T07:00:00-03:00,2018-09-01T06:00:00-03:00,2018-09-01T06:00:00-03:00,Dado aprovado,3.4,True
2018-08-30,2018-09-01T08:00:00-03:00,2018-09-01T07:00:00-03:00,2018-09-01T07:00:00-03:00,Dado aprovado,3.42,True
2018-08-30,2018-09-01T09:00:00-03:00,2018-09-01T08:00:00-03:00,2018-09-01T08:00:00-03:00,Dado aprovado,3.41,True
2018-08-30,2018-09-01T10:00:00-03:00,2018-09-01T09:00:00-03:00,2018-09-01T09:00:00-03:00,Dado aprovado,3.42,True
2018-08-30,2018-09-01T11:00:00-03:00,2018-09-01T10:00:00-03:00,2018-09-01T10:00:00-03:00,Dado aprovado,3.41,True
2018-08-30,2018-09-01T12:00:00-03:00,2018-09-01T11:00:00-03:00,2018-09-01T11:00:00-03:00,Dado aprovado,3.41,True
2018-08-30,2018-09-01T13:00:00-03:00,2018-09-01T12:00:00-03:00,2018-09-01T12:00:00-03:00,Dado aprovado,3.43,True
2018-08-30,2018-09-01T14:00:00-03:00,2018-09-01T13:00:00-03:00,2018-09-01T13:00:00-03:00,Dado aprovado,3.44,True
2018-08-30,2018-09-01T15:00:00-03:00,2018-09-01T14:00:00-03:00,2018-09-01T14:00:00-03:00,Dado aprovado,3.51,True
2018-08-30,2018-09-01T16:00:00-03:00,2018-09-01T15:00:00-03:00,2018-09-01T15:00:00-03:00,Dado aprovado,3.57,True
2018-08-30,2018-09-01T17:00:00-03:00,2018-09-01T16:00:00-03:00,2018-09-01T16:00:00-03:00,Dado aprovado,3.64,True
2018-08-30,2018-09-01T18:00:00-03:00,2018-09-01T17:00:00-03:00,2018-09-01T17:00:00-03:00,Dado aprovado,3.7,True
2018-08-30,2018-09-01T19:00:00-03:00,2018-09-01T18:00:00-03:00,2018-09-01T18:00:00-03:00,Dado aprovado,3.77,True
2018-08-30,2018-09-01T20:00:00-03:00,2018-09-01T19:00:00-03:00,2018-09-01T19:00:00-03:00,Dado aprovado,3.81,True
2018-08-30,2018-09-01T21:00:00-03:00,2018-09-01T20:00:00-03:00,2018-09-01T20:00:00-03:00,Dado aprovado,3.88,True
2018-08-30,2018-09-01T22:00:00-03:00,2018-09-01T21:00:00-03:00,2018-09-01T21:00:00-03:00,Dado aprovado,3.96,True
2018-08-30,2018-09-01T23:00:00-03:00,2018-09-01T22:00:00-03:00,2018-09-01T22:00:00-03:00,Dado aprovado,4.07,True
2018-08-30,2018-09-02T00:00:00-03:00,2018-09-01T23:00:00-03:00,2018-09-01T23:00:00-03:00,Dado aprovado,4.19,True
2018-08-30,2018-09-02T01:00:00-03:00,2018-09-02T00:00:00-03:00,2018-09-02T00:00:00-03:00,Dado aprovado,4.33,True
2018-08-30,2018-09-02T02:00:00-03:00,2018-09-02T01:00:00-03:00,2018-09-02T01:00:00-03:00,Dado aprovado,4.59,True
2018-08-30,2018-09-02T03:00:00-03:00,2018-09-02T02:00:00-03:00,2018-09-02T02:00:00-03:00,Dado aprovado,5.04,True
2018-08-30,2018-09-02T04:00:00-03:00,2018-09-02T03:00:00-03:00,2018-09-02T03:00:00-03:00,Dado suspeito,,False
2018-08-30,2018-09-02T05:00:00-03:00,2018-09-02T04:00:00-03:00,2018-09-02T04:00:00-03:00,Dado suspeito,,False
2018-08-30,2018-09-02T06:00:00-03:00,2018-09-02T05:00:00-03:00,2018-09-02T05:00:00-03:00,Dado suspeito,,False
2018-08-30,2018-09-02T07:00:00-03:00,2018-09-02T06:00:00-03:00,2018-09-02T06:00:00-03:00,Dado suspeito,,False
2018-08-30,2018-09-02T08:00:00-03:00,2018-09-02T07:00:00-03:00,2018-09-02T07:00:00-03:00,Dado aprovado,7.39,True
2018-08-30,2018-09-02T09:00:00-03:00,2018-09-02T08:00:00-03:00,2018-09-02T08:00:00-03:00,Dado aprovado,7.69,True
2018-08-30,2018-09-02T10:00:00-03:00,2018-09-02T09:00:00-03:00,2018-09-02T09:00:00-03:00,Dado aprovado,7.98,True
2018-08-30,2018-09-02T11:00:00-03:00,2018-09-02T10:00:00-03:00,2018-09-02T10:00:00-03:00,Dado aprovado,8.18,True
2018-08-30,2018-09-02T12:00:00-03:00,2018-09-02T11:00:00-03:00,2018-09-02T11:00:00-03:00,Dado aprovado,8.33,True
2018-08-30,2018-09-02T13:00:00-03:00,2018-09-02T12:00:00-03:00,2018-09-02T12:00:00-03:00,Dado aprovado,8.39,True
2018-08-30,2018-09-02T14:00:00-03:00,2018-09-02T13:00:00-03:00,2018-09-02T13:00:00-03:00,Dado aprovado,8.39,True
2018-08-30,2018-09-02T15:00:00-03:00,2018-09-02T14:00:00-03:00,2018-09-02T14:00:00-03:00,Dado aprovado,8.39,True
2018-08-30,2018-09-02T16:00:00-03:00,2018-09-02T15:00:00-03:00,2018-09-02T15:00:00-03:00,Dado aprovado,8.36,True
2018-08-30,2018-09-02T17:00:00-03:00,2018-09-02T16:00:00-03:00,2018-09-02T16:00:00-03:00,Dado aprovado,8.36,True
2018-08-30,2018-09-02T18:00:00-03:00,2018-09-02T17:00:00-03:00,2018-09-02T17:00:00-03:00,Dado aprovado,8.45,True
2018-08-30,2018-09-02T19:00:00-03:00,2018-09-02T18:00:00-03:00,2018-09-02T18:00:00-03:00,Dado aprovado,8.54,True
2018-08-30,2018-09-02T20:00:00-03:00,2018-09-02T19:00:00-03:00,2018-09-02T19:00:00-03:00,Dado aprovado,8.62,True
2018-08-30,2018-09-02T21:00:00-03:00,2018-09-02T20:00:00-03:00,2018-09-02T20:00:00-03:00,Dado aprovado,8.69,True
2018-08-30,2018-09-02T22:00:00-03:00,2018-09-02T21:00:00-03:00,2018-09-02T21:00:00-03:00,Dado aprovado,8.68,True
2018-08-30,2018-09-02T23:00:00-03:00,2018-09-02T22:00:00-03:00,2018-09-02T22:00:00-03:00,Dado aprovado,8.69,True
2018-08-30,2018-09-03T00:00:00-03:00,2018-09-02T23:00:00-03:00,2018-09-02T23:00:00-03:00,Dado aprovado,8.73,True
2018-08-30,2018-09-03T01:00:00-03:00,2018-09-03T00:00:00-03:00,2018-09-03T00:00:00-03:00,Dado aprovado,8.77,True
2018-08-30,2018-09-03T02:00:00-03:00,2018-09-03T01:00:00-03:00,2018-09-03T01:00:00-03:00,Dado aprovado,8.83,True
2018-08-30,2018-09-03T03:00:00-03:00,2018-09-03T02:00:00-03:00,2018-09-03T02:00:00-03:00,Dado aprovado,8.9,True
2018-08-30,2018-09-03T04:00:00-03:00,2018-09-03T03:00:00-03:00,2018-09-03T03:00:00-03:00,Dado aprovado,8.93,True
2018-08-30,2018-09-03T05:00:00-03:00,2018-09-03T04:00:00-03:00,2018-09-03T04:00:00-03:00,Dado aprovado,8.95,True
2018-08-30,2018-09-03T06:00:00-03:00,2018-09-03T05:00:00-03:00,2018-09-03T05:00:00-03:00,Dado aprovado,9.01,True
2018-08-30,2018-09-03T07:00:00-03:00,2018-09-03T06:00:00-03:00,2018-09-03T06:00:00-03:00,Dado aprovado,9.06,True
2018-08-30,2018-09-03T08:00:00-03:00,2018-09-03T07:00:00-03:00,2018-09-03T07:00:00-03:00,Dado aprovado,9.12,True
2018-08-30,2018-09-03T09:00:00-03:00,2018-09-03T08:00:00-03:00,2018-09-03T08:00:00-03:00,Dado aprovado,9.1,True
2018-08-30,2018-09-03T10:00:00-03:00,2018-09-03T09:00:00-03:00,2018-09-03T09:00:00-03:00,Dado aprovado,8.99,True
2018-08-30,2018-09-03T11:00:00-03:00,2018-09-03T10:00:00-03:00,2018-09-03T10:00:00-03:00,Dado aprovado,8.84,True
2018-08-30,2018-09-03T12:00:00-03:00,2018-09-03T11:00:00-03:00,2018-09-03T11:00:00-03:00,Dado aprovado,8.76,True
2018-08-30,2018-09-03T13:00:00-03:00,2018-09-03T12:00:00-03:00,2018-09-03T12:00:00-03:00,Dado aprovado,8.71,True
2018-08-30,2018-09-03T14:00:00-03:00,2018-09-03T13:00:00-03:00,2018-09-03T13:00:00-03:00,Dado aprovado,8.61,True
2018-08-30,2018-09-03T15:00:00-03:00,2018-09-03T14:00:00-03:00,2018-09-03T14:00:00-03:00,Dado aprovado,8.58,True
2018-08-30,2018-09-03T16:00:00-03:00,2018-09-03T15:00:00-03:00,2018-09-03T15:00:00-03:00,Dado aprovado,8.51,True
2018-08-30,2018-09-03T17:00:00-03:00,2018-09-03T16:00:00-03:00,2018-09-03T16:00:00-03:00,Dado aprovado,8.46,True
2018-08-30,2018-09-03T18:00:00-03:00,2018-09-03T17:00:00-03:00,2018-09-03T17:00:00-03:00,Dado aprovado,8.39,True
2018-08-30,2018-09-03T19:00:00-03:00,2018-09-03T18:00:00-03:00,2018-09-03T18:00:00-03:00,Dado aprovado,8.3,True
2018-08-30,2018-09-03T20:00:00-03:00,2018-09-03T19:00:00-03:00,2018-09-03T19:00:00-03:00,Dado aprovado,8.2,True
2018-08-30,2018-09-03T21:00:00-03:00,2018-09-03T20:00:00-03:00,2018-09-03T20:00:00-03:00,Dado aprovado,8.15,True
2018-08-30,2018-09-03T22:00:00-03:00,2018-09-03T21:00:00-03:00,2018-09-03T21:00:00-03:00,Dado aprovado,8.17,True
2018-08-30,2018-09-03T23:00:00-03:00,2018-09-03T22:00:00-03:00,2018-09-03T22:00:00-03:00,Dado aprovado,8.17,True
2018-08-30,2018-09-04T00:00:00-03:00,2018-09-03T23:00:00-03:00,2018-09-03T23:00:00-03:00,Dado aprovado,8.19,True
2018-08-30,2018-09-04T01:00:00-03:00,2018-09-04T00:00:00-03:00,2018-09-04T00:00:00-03:00,Dado aprovado,8.14,True
2018-08-30,2018-09-04T02:00:00-03:00,2018-09-04T01:00:00-03:00,2018-09-04T01:00:00-03:00,Dado aprovado,8.01,True
2018-08-30,2018-09-04T03:00:00-03:00,2018-09-04T02:00:00-03:00,2018-09-04T02:00:00-03:00,Dado aprovado,7.89,True
2018-08-30,2018-09-04T04:00:00-03:00,2018-09-04T03:00:00-03:00,2018-09-04T03:00:00-03:00,Dado aprovado,7.76,True
2018-08-30,2018-09-04T05:00:00-03:00,2018-09-04T04:00:00-03:00,2018-09-04T04:00:00-03:00,Dado aprovado,7.72,True
2018-08-30,2018-09-04T06:00:00-03:00,2018-09-04T05:00:00-03:00,2018-09-04T05:00:00-03:00,Dado aprovado,7.68,True
2018-08-30,2018-09-04T07:00:00-03:00,2018-09-04T06:00:00-03:00,2018-09-04T06:00:00-03:00,Dado aprovado,7.71,True
2018-08-30,2018-09-04T08:00:00-03:00,2018-09-04T07:00:00-03:00,2018-09-04T07:00:00-03:00,Dado aprovado,7.7,True
2018-08-30,2018-09-04T09:00:00-03:00,2018-09-04T08:00:00-03:00,2018-09-04T08:00:00-03:00,Dado aprovado,7.63,True
2018-08-30,2018-09-04T10:00:00-03:00,2018-09-04T09:00:00-03:00,2018-09-04T09:00:00-03:00,Dado aprovado,7.58,True
2018-08-30,2018-09-04T11:00:00-03:00,2018-09-04T10:00:00-03:00,2018-09-04T10:00:00-03:00,Dado aprovado,7.59,True
2018-08-30,2018-09-04T12:00:00-03:00,2018-09-04T11:00:00-03:00,2018-09-04T11:00:00-03:00,Dado aprovado,7.54,True
2018-08-30,2018-09-04T13:00:00-03:00,2018-09-04T12:00:00-03:00,2018-09-04T12:00:00-03:00,Dado aprovado,7.5,True
2018-08-30,2018-09-04T14:00:00-03:00,2018-09-04T13:00:00-03:00,2018-09-04T13:00:00-03:00,Dado aprovado,7.46,True
2018-08-30,2018-09-04T15:00:00-03:00,2018-09-04T14:00:00-03:00,2018-09-04T14:00:00-03:00,Dado aprovado,7.45,True
2018-08-30,2018-09-04T16:00:00-03:00,2018-09-04T15:00:00-03:00,2018-09-04T15:00:00-03:00,Dado aprovado,7.35,True
2018-08-30,2018-09-04T17:00:00-03:00,2018-09-04T16:00:00-03:00,2018-09-04T16:00:00-03:00,Dado aprovado,7.32,True
2018-08-30,2018-09-04T18:00:00-03:00,2018-09-04T17:00:00-03:00,2018-09-04T17:00:00-03:00,Dado aprovado,7.24,True
2018-08-30,2018-09-04T19:00:00-03:00,2018-09-04T18:00:00-03:00,2018-09-04T18:00:00-03:00,Dado aprovado,7.2,True
2018-08-30,2018-09-04T20:00:00-03:00,2018-09-04T19:00:00-03:00,2018-09-04T19:00:00-03:00,Dado aprovado,7.13,True
2018-08-30,2018-09-04T21:00:00-03:00,2018-09-04T20:00:00-03:00,2018-09-04T20:00:00-03:00,Dado aprovado,7.07,True
2018-08-30,2018-09-04T22:00:00-03:00,2018-09-04T21:00:00-03:00,2018-09-04T21:00:00-03:00,Dado aprovado,7.0,True
2018-08-30,2018-09-04T23:00:00-03:00,2018-09-04T22:00:00-03:00,2018-09-04T22:00:00-03:00,Dado aprovado,6.91,True
2018-08-30,2018-09-05T00:00:00-03:00,2018-09-04T23:00:00-03:00,2018-09-04T23:00:00-03:00,Dado aprovado,6.88,True
2018-08-30,2018-09-05T01:00:00-03:00,2018-09-05T00:00:00-03:00,2018-09-05T00:00:00-03:00,Dado aprovado,6.78,True
2018-08-30,2018-09-05T02:00:00-03:00,2018-09-05T01:00:00-03:00,2018-09-05T01:00:00-03:00,Dado aprovado,6.73,True
2018-08-30,2018-09-05T03:00:00-03:00,2018-09-05T02:00:00-03:00,2018-09-05T02:00:00-03:00,Dado aprovado,6.67,True
2018-08-30,2018-09-05T04:00:00-03:00,2018-09-05T03:00:00-03:00,2018-09-05T03:00:00-03:00,Dado aprovado,6.62,True
2018-08-30,2018-09-05T05:00:00-03:00,2018-09-05T04:00:00-03:00,2018-09-05T04:00:00-03:00,Dado aprovado,6.53,True
2018-08-30,2018-09-05T06:00:00-03:00,2018-09-05T05:00:00-03:00,2018-09-05T05:00:00-03:00,Dado aprovado,6.5,True
2018-08-30,2018-09-05T07:00:00-03:00,2018-09-05T06:00:00-03:00,2018-09-05T06:00:00-03:00,Dado aprovado,6.45,True
2018-08-30,2018-09-05T08:00:00-03:00,2018-09-05T07:00:00-03:00,2018-09-05T07:00:00-03:00,Dado aprovado,6.38,True
2018-08-30,2018-09-05T09:00:00-03:00,2018-09-05T08:00:00-03:00,2018-09-05T08:00:00-03:00,Dado aprovado,6.33,True
2018-08-30,2018-09-05T10:00:00-03:00,2018-09-05T09:00:00-03:00,2018-09-05T09:00:00-03:00,Dado aprovado,6.27,True
2018-08-30,2018-09-05T11:00:00-03:00,2018-09-05T10:00:00-03:00,2018-09-05T10:00:00-03:00,Dado aprovado,6.25,True
2018-08-30,2018-09-05T12:00:00-03:00,2018-09-05T11:00:00-03:00,2018-09-05T11:00:00-03:00,Dado aprovado,6.17,True
2018-08-30,2018-09-05T13:00:00-03:00,2018-09-05T12:00:00-03:00,2018-09-05T12:00:00-03:00,Dado aprovado,6.14,True
2018-08-30,2018-09-05T14:00:00-03:00,2018-09-05T13:00:00-03:00,2018-09-05T13:00:00-03:00,Dado aprovado,6.11,True
2018-08-30,2018-09-05T15:00:00-03:00,2018-09-05T14:00:00-03:00,2018-09-05T14:00:00-03:00,Dado aprovado,6.04,True
2018-08-30,2018-09-05T16:00:00-03:00,2018-09-05T15:00:00-03:00,2018-09-05T15:00:00-03:00,Dado aprovado,5.97,True
2018-08-30,2018-09-05T17:00:00-03:00,2018-09-05T16:00:00-03:00,2018-09-05T16:00:00-03:00,Dado aprovado,5.9,True
2018-08-30,2018-09-05T18:00:00-03:00,2018-09-05T17:00:00-03:00,2018-09-05T17:00:00-03:00,Dado aprovado,5.83,True
2018-08-30,2018-09-05T19:00:00-03:00,2018-09-05T18:00:00-03:00,2018-09-05T18:00:00-03:00,Dado aprovado,5.76,True
2018-08-30,2018-09-05T20:00:00-03:00,2018-09-05T19:00:00-03:00,2018-09-05T19:00:00-03:00,Dado aprovado,5.7,True
2018-08-30,2018-09-05T21:00:00-03:00,2018-09-05T20:00:00-03:00,2018-09-05T20:00:00-03:00,Dado aprovado,5.63,True
2018-08-30,2018-09-05T22:00:00-03:00,2018-09-05T21:00:00-03:00,2018-09-05T21:00:00-03:00,Dado aprovado,5.57,True
2018-08-30,2018-09-05T23:00:00-03:00,2018-09-05T22:00:00-03:00,2018-09-05T22:00:00-03:00,Dado aprovado,5.54,True
2018-09-30,2018-09-30T00:00:00-03:00,2018-09-29T23:00:00-03:00,2018-09-29T23:00:00-03:00,Dado aprovado,3.18,True
2018-09-30,2018-09-30T01:00:00-03:00,2018-09-30T00:00:00-03:00,2018-09-30T00:00:00-03:00,Dado aprovado,3.16,True
2018-09-30,2018-09-30T02:00:00-03:00,2018-09-30T01:00:00-03:00,2018-09-30T01:00:00-03:00,Dado aprovado,3.17,True
2018-09-30,2018-09-30T03:00:00-03:00,2018-09-30T02:00:00-03:00,2018-09-30T02:00:00-03:00,Dado aprovado,3.17,True
2018-09-30,2018-09-30T04:00:00-03:00,2018-09-30T03:00:00-03:00,2018-09-30T03:00:00-03:00,Dado aprovado,3.16,True
2018-09-30,2018-09-30T05:00:00-03:00,2018-09-30T04:00:00-03:00,2018-09-30T04:00:00-03:00,Dado aprovado,3.14,True
2018-09-30,2018-09-30T06:00:00-03:00,2018-09-30T05:00:00-03:00,2018-09-30T05:00:00-03:00,Dado aprovado,3.12,True
2018-09-30,2018-09-30T07:00:00-03:00,2018-09-30T06:00:00-03:00,2018-09-30T06:00:00-03:00,Dado aprovado,3.11,True
2018-09-30,2018-09-30T08:00:00-03:00,2018-09-30T07:00:00-03:00,2018-09-30T07:00:00-03:00,Dado aprovado,3.1,True
2018-09-30,2018-09-30T09:00:00-03:00,2018-09-30T08:00:00-03:00,2018-09-30T08:00:00-03:00,Dado aprovado,3.1,True
2018-09-30,2018-09-30T10:00:00-03:00,2018-09-30T09:00:00-03:00,2018-09-30T09:00:00-03:00,Dado aprovado,3.08,True
2018-09-30,2018-09-30T11:00:00-03:00,2018-09-30T10:00:00-03:00,2018-09-30T10:00:00-03:00,Dado não avaliado,,False
2018-09-30,2018-09-30T12:00:00-03:00,2018-09-30T11:00:00-03:00,2018-09-30T11:00:00-03:00,Dado aprovado,3.08,True
2018-09-30,2018-09-30T13:00:00-03:00,2018-09-30T12:00:00-03:00,2018-09-30T12:00:00-03:00,Dado aprovado,3.04,True
2018-09-30,2018-09-30T14:00:00-03:00,2018-09-30T13:00:00-03:00,2018-09-30T13:00:00-03:00,Dado aprovado,3.01,True
2018-09-30,2018-09-30T15:00:00-03:00,2018-09-30T14:00:00-03:00,2018-09-30T14:00:00-03:00,Dado aprovado,3.0,True
2018-09-30,2018-09-30T16:00:00-03:00,2018-09-30T15:00:00-03:00,2018-09-30T15:00:00-03:00,Dado aprovado,3.02,True
2018-09-30,2018-09-30T17:00:00-03:00,2018-09-30T16:00:00-03:00,2018-09-30T16:00:00-03:00,Dado aprovado,3.04,True
2018-09-30,2018-09-30T18:00:00-03:00,2018-09-30T17:00:00-03:00,2018-09-30T17:00:00-03:00,Dado aprovado,3.05,True
2018-09-30,2018-09-30T19:00:00-03:00,2018-09-30T18:00:00-03:00,2018-09-30T18:00:00-03:00,Dado aprovado,3.06,True
2018-09-30,2018-09-30T20:00:00-03:00,2018-09-30T19:00:00-03:00,2018-09-30T19:00:00-03:00,Dado aprovado,3.04,True
2018-09-30,2018-09-30T21:00:00-03:00,2018-09-30T20:00:00-03:00,2018-09-30T20:00:00-03:00,Dado aprovado,3.04,True
2018-09-30,2018-09-30T22:00:00-03:00,2018-09-30T21:00:00-03:00,2018-09-30T21:00:00-03:00,Dado aprovado,3.02,True
2018-09-30,2018-09-30T23:00:00-03:00,2018-09-30T22:00:00-03:00,2018-09-30T22:00:00-03:00,Dado aprovado,3.0,True
2018-09-30,2018-10-01T00:00:00-03:00,2018-09-30T23:00:00-03:00,2018-09-30T23:00:00-03:00,Dado aprovado,3.0,True
2018-09-30,2018-10-01T01:00:00-03:00,2018-10-01T00:00:00-03:00,2018-10-01T00:00:00-03:00,Dado aprovado,3.02,True
