CodEstacao,timestamp_source_naive,timestamp_utc_assuming_minus03,timezone_status,datum_status,NivelFinal,level_m,CQ_NivelFinal,duplicate_conflict,source_file
86510000,2020-07-08T18:00:00,2020-07-08T21:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2197.00,21.97,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T18:15:00,2020-07-08T21:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2200.00,22.0,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T18:30:00,2020-07-08T21:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2196.00,21.96,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T18:45:00,2020-07-08T21:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2197.00,21.97,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T19:00:00,2020-07-08T22:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2211.00,22.11,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T19:15:00,2020-07-08T22:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2200.00,22.0,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T19:30:00,2020-07-08T22:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2206.00,22.06,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T19:45:00,2020-07-08T22:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2204.00,22.04,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T20:00:00,2020-07-08T23:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2198.00,21.98,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T20:15:00,2020-07-08T23:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2191.00,21.91,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T20:30:00,2020-07-08T23:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2174.00,21.74,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T20:45:00,2020-07-08T23:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2182.00,21.82,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T21:00:00,2020-07-09T00:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2185.00,21.85,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T21:15:00,2020-07-09T00:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2174.00,21.74,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T21:30:00,2020-07-09T00:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2165.00,21.65,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T21:45:00,2020-07-09T00:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2167.00,21.67,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T22:00:00,2020-07-09T01:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2164.00,21.64,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T22:15:00,2020-07-09T01:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2153.00,21.53,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T22:30:00,2020-07-09T01:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2142.00,21.42,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T22:45:00,2020-07-09T01:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2138.00,21.38,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T23:00:00,2020-07-09T02:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2135.00,21.35,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T23:15:00,2020-07-09T02:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2121.00,21.21,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
