phase,profile,horizon_h,subset,reference,observed_targets,pairs,failures,old_hits,new_hits,delta_hits,old_mae_m,new_mae_m,old_max_m,new_max_m
test,A,7,level_ge_7m,profile_A_control,237,236,1,145,139,-6,0.6506872082151711,0.6538967087332631,5.0700479704763755,5.2001690652478025
test,A,8,all,mixed_profile_candidate,1937,1923,14,1606,1599,-7,0.3173513626884042,0.32112240001106107,5.45787612304345,5.531769274559029
test,A,8,all,profile_A_control,1937,1923,14,1627,1599,-28,0.30666637100702215,0.32112240001106107,5.604734107449106,5.531769274559029
test,A,8,level_ge_7m,mixed_profile_candidate,237,236,1,121,123,2,0.7751780529783651,0.7781204694722901,5.45787612304345,5.531769274559029
test,A,8,level_ge_7m,profile_A_control,237,236,1,133,123,-10,0.755319244918544,0.7781204694722901,5.604734107449106,5.531769274559029
test,A,9,all,mixed_profile_candidate,1936,1921,15,1505,1497,-8,0.3855620418678308,0.38516120031715084,6.118445629477499,5.90361908959524
test,A,9,all,profile_A_control,1936,1921,15,1508,1497,-11,0.37776859764541687,0.38516120031715084,6.290140102551524,5.90361908959524
test,A,9,level_ge_7m,mixed_profile_candidate,237,236,1,113,113,0,0.9356992478883963,0.9212253585137374,6.118445629477499,5.90361908959524
test,A,9,level_ge_7m,profile_A_control,237,236,1,110,113,3,0.9219381059929672,0.9212253585137374,6.290140102551524,5.90361908959524
test,A,10,all,mixed_profile_candidate,1935,1919,16,1418,1420,2,0.425027421975662,0.4227288536153722,6.339306509605971,6.311063796635404
test,A,10,all,profile_A_control,1935,1919,16,1428,1420,-8,0.4209481888845981,0.4227288536153722,6.511789742894907,6.311063796635404
test,A,10,level_ge_7m,mixed_profile_candidate,237,236,1,90,95,5,1.05730422497696,1.0322450133162142,6.339306509605971,6.311063796635404
test,A,10,level_ge_7m,profile_A_control,237,236,1,88,95,7,1.0271418171782014,1.0322450133162142,6.511789742894907,6.311063796635404
test,A,11,all,mixed_profile_candidate,1934,1917,17,1348,1337,-11,0.4688840541893353,0.4674345445940612,7.15943769248484,6.955698902888068
test,A,11,all,profile_A_control,1934,1917,17,1336,1337,1,0.46483961851243744,0.4674345445940612,7.1933341782238,6.955698902888068
test,A,11,level_ge_7m,mixed_profile_candidate,237,236,1,82,87,5,1.2117416688285163,1.1711260702184392,7.15943769248484,6.955698902888068
test,A,11,level_ge_7m,profile_A_control,237,236,1,88,87,-1,1.167452400439356,1.1711260702184392,7.1933341782238,6.955698902888068
test,A,12,all,mixed_profile_candidate,1933,1915,18,1304,1291,-13,0.49747435731090545,0.49986014080380337,7.792800339521805,7.532038968207967
test,A,12,all,profile_A_control,1933,1915,18,1314,1291,-23,0.48703728990212314,0.49986014080380337,7.575214133637115,7.532038968207967
test,A,12,level_ge_7m,mixed_profile_candidate,237,236,1,75,67,-8,1.3286731218781722,1.3413465574732408,7.792800339521805,7.532038968207967
test,A,12,level_ge_7m,profile_A_control,237,236,1,91,67,-24,1.2469468675886748,1.3413465574732408,7.575214133637115,7.532038968207967
test,B,1,all,mixed_profile_candidate,1944,1940,4,1931,1931,0,0.04625830552081716,0.045523730662686696,1.5158225447286915,1.5507374725372056
test,B,1,all,profile_B_control,1944,1940,4,1933,1931,-2,0.04267803063082794,0.045523730662686696,1.5100564871323074,1.5507374725372056
test,B,1,level_ge_7m,mixed_profile_candidate,237,236,1,230,230,0,0.10507021941064681,0.1026052585142838,1.5158225447286915,1.5507374725372056
test,B,1,level_ge_7m,profile_B_control,237,236,1,230,230,0,0.09411275751023761,0.1026052585142838,1.5100564871323074,1.5507374725372056
test,B,2,all,mixed_profile_candidate,1943,1937,6,1915,1917,2,0.06880451771616918,0.07061323839907355,2.7234645501539516,2.743547327980104
test,B,2,all,profile_B_control,1943,1937,6,1910,1917,7,0.07247205676196612,0.07061323839907355,2.721435573404227,2.743547327980104
test,B,2,level_ge_7m,mixed_profile_candidate,237,236,1,222,223,1,0.1790052843921942,0.18084472228536638,2.7234645501539516,2.743547327980104
test,B,2,level_ge_7m,profile_B_control,237,236,1,218,223,5,0.17055488609880845,0.18084472228536638,2.721435573404227,2.743547327980104
test,B,3,all,mixed_profile_candidate,1942,1934,8,1881,1886,5,0.0984848429997664,0.09803620141504296,3.9207443853420045,4.105697051227352
test,B,3,all,profile_B_control,1942,1934,8,1893,1886,-7,0.0969247468811543,0.09803620141504296,3.971469992707828,4.105697051227352
test,B,3,level_ge_7m,mixed_profile_candidate,237,236,1,203,203,0,0.2894468775030307,0.29596628958859333,3.9207443853420045,4.105697051227352
test,B,3,level_ge_7m,profile_B_control,237,236,1,207,203,-4,0.27295513304405666,0.29596628958859333,3.971469992707828,4.105697051227352
test,B,4,all,mixed_profile_candidate,1941,1932,9,1865,1864,-1,0.12911540247463166,0.12488116405703793,5.078591233547437,5.062064662148115
test,B,4,all,profile_B_control,1941,1932,9,1866,1864,-2,0.12304284797867071,0.12488116405703793,5.1179488471626104,5.062064662148115
test,B,4,level_ge_7m,mixed_profile_candidate,237,236,1,186,188,2,0.4131174956725263,0.40937139197751093,5.078591233547437,5.062064662148115
test,B,4,level_ge_7m,profile_B_control,237,236,1,192,188,-4,0.4009070967444646,0.40937139197751093,5.1179488471626104,5.062064662148115
test,B,5,all,mixed_profile_candidate,1940,1930,10,1828,1835,7,0.1625412373542548,0.16289090484734023,5.651905624290726,5.474656933537467
test,B,5,all,profile_B_control,1940,1930,10,1836,1835,-1,0.16151947820922183,0.16289090484734023,5.909113440846849,5.474656933537467
test,B,5,level_ge_7m,mixed_profile_candidate,237,236,1,169,172,3,0.5232204895845944,0.5129514561923418,5.651905624290726,5.474656933537467
test,B,5,level_ge_7m,profile_B_control,237,236,1,171,172,1,0.5244969789310342,0.5129514561923418,5.909113440846849,5.474656933537467
test,B,6,all,mixed_profile_candidate,1939,1928,11,1773,1780,7,0.21340427297382084,0.21673120298389575,6.505761062809958,6.480413349588801
test,B,6,all,profile_B_control,1939,1928,11,1750,1780,30,0.21317542166512082,0.21673120298389575,6.670378362089796,6.480413349588801
test,B,6,level_ge_7m,mixed_profile_candidate,237,236,1,166,169,3,0.6355351757922351,0.6406075311430142,6.505761062809958,6.480413349588801
test,B,6,level_ge_7m,profile_B_control,237,236,1,154,169,15,0.6422930624109834,0.6406075311430142,6.670378362089796,6.480413349588801
test,B,7,all,mixed_profile_candidate,1938,1926,12,1696,1695,-1,0.2583193991455045,0.2575969371439068,5.3313065707358245,5.357357750444677
test,B,7,all,profile_B_control,1938,1926,12,1700,1695,-5,0.25766504216425856,0.2575969371439068,5.1786634640814455,5.357357750444677
test,B,7,level_ge_7m,mixed_profile_candidate,237,236,1,139,139,0,0.7026550688482773,0.692487120511161,5.3313065707358245,5.357357750444677
test,B,7,level_ge_7m,profile_B_control,237,236,1,137,139,2,0.6945705265097771,0.692487120511161,5.1786634640814455,5.357357750444677
test,B,8,all,mixed_profile_candidate,1937,1924,13,1613,1597,-16,0.3194714389533474,0.3229584655131432,5.612418970754012,5.74944001368287
test,B,8,all,profile_B_control,1937,1924,13,1614,1597,-17,0.3227151591562414,0.3229584655131432,5.691275122778958,5.74944001368287
test,B,8,level_ge_7m,mixed_profile_candidate,237,236,1,124,121,-3,0.8131928986298017,0.8200790829816322,5.612418970754012,5.74944001368287
test,B,8,level_ge_7m,profile_B_control,237,236,1,124,121,-3,0.8198516874678297,0.8200790829816322,5.691275122778958,5.74944001368287
test,B,9,all,mixed_profile_candidate,1936,1922,14,1529,1518,-11,0.38699866530660454,0.38892908772559726,6.137372342022433,6.010434954025994
test,B,9,all,profile_B_control,1936,1922,14,1497,1518,21,0.39008256765275684,0.38892908772559726,6.1664049021704095,6.010434954025994
test,B,9,level_ge_7m,mixed_profile_candidate,237,236,1,115,115,0,0.9819884786576049,0.9668872999568554,6.137372342022433,6.010434954025994
test,B,9,level_ge_7m,profile_B_control,237,236,1,113,115,2,0.9670168119763842,0.9668872999568554,6.1664049021704095,6.010434954025994
test,B,10,all,mixed_profile_candidate,1935,1920,15,1427,1431,4,0.4278943953424952,0.4266049033600693,6.73028988534079,6.471063796635404
test,B,10,all,profile_B_control,1935,1920,15,1419,1431,12,0.4413798816356144,0.4266049033600693,6.4336778764475095,6.471063796635404
test,B,10,level_ge_7m,mixed_profile_candidate,237,236,1,89,90,1,1.1134412628023913,1.0933898676747111,6.73028988534079,6.471063796635404
test,B,10,level_ge_7m,profile_B_control,237,236,1,90,90,0,1.1444952382355695,1.0933898676747111,6.4336778764475095,6.471063796635404
test,B,11,all,mixed_profile_candidate,1934,1918,16,1358,1353,-5,0.47240799035110187,0.4694722283822259,7.161586727890171,6.855976345401201
test,B,11,all,profile_B_control,1934,1918,16,1350,1353,3,0.47596519867577963,0.4694722283822259,6.640039800767847,6.855976345401201
test,B,11,level_ge_7m,mixed_profile_candidate,237,236,1,79,86,7,1.2707682625140837,1.2210556139433077,7.161586727890171,6.855976345401201
test,B,11,level_ge_7m,profile_B_control,237,236,1,82,86,4,1.2579884028317074,1.2210556139433077,6.640039800767847,6.855976345401201
test,B,12,all,mixed_profile_candidate,1933,1916,17,1317,1316,-1,0.49961490285963206,0.5008006403528429,7.606918439530505,7.605325251286193
test,B,12,all,profile_B_control,1933,1916,17,1326,1316,-10,0.49684970437980597,0.5008006403528429,6.959959168263467,7.605325251286193
test,B,12,level_ge_7m,mixed_profile_candidate,237,236,1,75,68,-7,1.384911641785263,1.3922537379207247,7.606918439530505,7.605325251286193
test,B,12,level_ge_7m,profile_B_control,237,236,1,77,68,-9,1.3522807747230332,1.3922537379207247,6.959959168263467,7.605325251286193
validation,A,1,all,mixed_profile_candidate,6517,6479,38,6479,6479,0,0.021606830119421078,0.02171166047103121,0.4674960533101764,0.46117500880047135
validation,A,1,all,profile_A_control,6517,6479,38,6478,6479,1,0.018855942070563906,0.02171166047103121,0.534506660393788,0.46117500880047135
validation,A,1,level_ge_7m,mixed_profile_candidate,28,28,0,28,28,0,0.054957800373323,0.05270485481220485,0.1945792356276197,0.19612125338607456
validation,A,1,level_ge_7m,profile_A_control,28,28,0,28,28,0,0.07493645979101636,0.05270485481220485,0.34802134846687416,0.19612125338607456
validation,A,2,all,mixed_profile_candidate,6516,6477,39,6464,6464,0,0.035065751551275746,0.035142412736092754,0.785102284292053,0.8050717281853856
validation,A,2,all,profile_A_control,6516,6477,39,6465,6464,-1,0.029287944206221363,0.035142412736092754,0.9411562625519316,0.8050717281853856
validation,A,2,level_ge_7m,mixed_profile_candidate,28,28,0,28,28,0,0.08590108691375604,0.09252659469624909,0.27715664018348996,0.29867476181816066
validation,A,2,level_ge_7m,profile_A_control,28,28,0,27,28,1,0.12841387834886395,0.09252659469624909,0.5606239922930918,0.29867476181816066
validation,A,3,all,mixed_profile_candidate,6515,6476,39,6443,6439,-4,0.054678652726520297,0.05438945795035713,1.314016201925865,1.0985611418180685
validation,A,3,all,profile_A_control,6515,6476,39,6455,6439,-16,0.042127949230368625,0.05438945795035713,1.0656813535760117,1.0985611418180685
validation,A,3,level_ge_7m,mixed_profile_candidate,28,28,0,27,28,1,0.1588675016157101,0.1566188508617506,0.5173751411729839,0.47640207475465246
validation,A,3,level_ge_7m,profile_A_control,28,28,0,25,28,3,0.21358110024044344,0.1566188508617506,0.758133917521528,0.47640207475465246
validation,A,4,all,mixed_profile_candidate,6514,6474,40,6424,6436,12,0.07356618964141907,0.0702552043189093,1.3871564896024218,1.2954096241942006
validation,A,4,all,profile_A_control,6514,6474,40,6435,6436,1,0.05415787569378713,0.0702552043189093,1.2459259347996063,1.2954096241942006
validation,A,4,level_ge_7m,mixed_profile_candidate,28,28,0,24,26,2,0.21140614165183821,0.16405335895955472,0.6336270952243961,0.6325393855601096
validation,A,4,level_ge_7m,profile_A_control,28,28,0,24,26,2,0.22223341858847898,0.16405335895955472,0.9110348907321271,0.6325393855601096
validation,A,5,all,mixed_profile_candidate,6513,6473,40,6400,6391,-9,0.08619815160469473,0.08772351196931834,1.2078675340898029,1.2290772245596147
validation,A,5,all,profile_A_control,6513,6473,40,6408,6391,-17,0.07382290962315642,0.08772351196931834,1.2832983020879674,1.2290772245596147
validation,A,5,level_ge_7m,mixed_profile_candidate,28,28,0,25,25,0,0.22161063312586352,0.22193069423642503,0.8599240535251695,0.641647106851158
validation,A,5,level_ge_7m,profile_A_control,28,28,0,23,25,2,0.24039699695818695,0.22193069423642503,0.9357204278360243,0.641647106851158
validation,A,6,all,mixed_profile_candidate,6512,6472,40,6331,6331,0,0.1059601342016064,0.1066189747506734,1.2812557452434752,1.2873993877229915
validation,A,6,all,profile_A_control,6512,6472,40,6357,6331,-26,0.09710250343054351,0.1066189747506734,1.2844995277971742,1.2873993877229915
validation,A,6,level_ge_7m,mixed_profile_candidate,28,28,0,24,24,0,0.2403142960680538,0.24875668661153635,0.7705091529020649,0.6733783168442233
validation,A,6,level_ge_7m,profile_A_control,28,28,0,21,24,3,0.30323250631948584,0.24875668661153635,0.9249813045187132,0.6733783168442233
validation,A,7,all,mixed_profile_candidate,6511,6471,40,6250,6236,-14,0.13020496362201628,0.13527008582641764,1.8044747709711235,1.5717296318962966
validation,A,7,all,profile_A_control,6511,6471,40,6272,6236,-36,0.12115563032174978,0.13527008582641764,1.6514050101793973,1.5717296318962966
validation,A,7,level_ge_7m,mixed_profile_candidate,28,28,0,19,17,-2,0.45718821207882687,0.42015257625351066,1.5849620194144736,1.4362999320338474
validation,A,7,level_ge_7m,profile_A_control,28,28,0,17,17,0,0.4298046592900204,0.42015257625351066,1.4077095977636054,1.4362999320338474
validation,A,8,all,mixed_profile_candidate,6510,6470,40,6088,6046,-42,0.16775665835553683,0.17105706490716432,2.2692566778214416,2.3240297751121584
validation,A,8,all,profile_A_control,6510,6470,40,6110,6046,-64,0.15534078925143002,0.17105706490716432,2.147887426724058,2.3240297751121584
validation,A,8,level_ge_7m,mixed_profile_candidate,28,28,0,13,9,-4,0.5193555924203702,0.548403792742732,1.1156177499107978,1.2178782532797099
validation,A,8,level_ge_7m,profile_A_control,28,28,0,12,9,-3,0.5469261535023009,0.548403792742732,1.3552119483988365,1.2178782532797099
validation,A,9,all,mixed_profile_candidate,6509,6470,39,5939,5910,-29,0.1978943715682769,0.20109509093327932,2.456952607614937,2.357143040583914
validation,A,9,all,profile_A_control,6509,6470,39,5900,5910,10,0.19071747153247393,0.20109509093327932,2.268506796335996,2.357143040583914
validation,A,9,level_ge_7m,mixed_profile_candidate,28,28,0,12,10,-2,0.5907587663219435,0.5935634535969098,1.1415678429191942,1.106872072500149
validation,A,9,level_ge_7m,profile_A_control,28,28,0,12,10,-2,0.6348607861039827,0.5935634535969098,1.2590347355946747,1.106872072500149
validation,A,10,all,mixed_profile_candidate,6508,6468,40,5700,5691,-9,0.2529999405552968,0.2568073013818587,2.237723271721032,2.183879255615671
validation,A,10,all,profile_A_control,6508,6468,40,5726,5691,-35,0.24975218693603007,0.2568073013818587,2.0658418737841915,2.183879255615671
validation,A,10,level_ge_7m,mixed_profile_candidate,28,28,0,8,7,-1,0.6595975177623364,0.6641736744756672,1.2884964127197378,1.1489475436918486
validation,A,10,level_ge_7m,profile_A_control,28,28,0,10,7,-3,0.5830763903803929,0.6641736744756672,1.2359981820131534,1.1489475436918486
validation,A,11,all,mixed_profile_candidate,6507,6468,39,5473,5451,-22,0.28882714044632485,0.285464320373075,2.5161778003176107,2.2885461624468832
validation,A,11,all,profile_A_control,6507,6468,39,5447,5451,4,0.2940922919144278,0.285464320373075,2.1144976145257557,2.2885461624468832
validation,A,11,level_ge_7m,mixed_profile_candidate,28,28,0,10,10,0,0.799526081495143,0.6490132926761086,1.7962699564444353,1.1878399924676089
validation,A,11,level_ge_7m,profile_A_control,28,28,0,12,10,-2,0.6589836615908437,0.6490132926761086,1.504668573683551,1.1878399924676089
validation,A,12,all,mixed_profile_candidate,6506,6466,40,5272,5350,78,0.3140497804809289,0.3032809806581197,2.826852208974106,2.8471443144252655
validation,A,12,all,profile_A_control,6506,6466,40,5318,5350,32,0.31405070329276036,0.3032809806581197,2.8900663229209105,2.8471443144252655
validation,A,12,level_ge_7m,mixed_profile_candidate,28,28,0,8,6,-2,0.8211702493864921,0.7612448876313869,1.5441790419072614,1.512792048412205
validation,A,12,level_ge_7m,profile_A_control,28,28,0,8,6,-2,0.8483723136272935,0.7612448876313869,2.026203152954574,1.512792048412205
validation,B,1,all,mixed_profile_candidate,6517,6488,29,6486,6486,0,0.024304167517363726,0.024401047456359962,0.6751386202226772,0.6618000547117482
validation,B,1,all,profile_B_control,6517,6488,29,6485,6486,1,0.02269398096152259,0.024401047456359962,0.6604182002351888,0.6618000547117482
validation,B,1,level_ge_7m,mixed_profile_candidate,28,28,0,28,28,0,0.10049258377658805,0.10245470222876489,0.3233328497722727,0.3596350503484613
validation,B,1,level_ge_7m,profile_B_control,28,28,0,28,28,0,0.08723246070700563,0.10245470222876489,0.2763001588280076,0.3596350503484613
validation,B,2,all,mixed_profile_candidate,6516,6487,29,6473,6474,1,0.03670517948947578,0.03631214000281032,1.0021520968315372,1.0438010283360715
validation,B,2,all,profile_B_control,6516,6487,29,6475,6474,-1,0.035474564587545054,0.03631214000281032,0.915431615571995,1.0438010283360715
validation,B,2,level_ge_7m,mixed_profile_candidate,28,28,0,25,25,0,0.17058836413056058,0.167291817437141,0.6654902213279517,0.6555280606415339
validation,B,2,level_ge_7m,profile_B_control,28,28,0,27,25,-2,0.14050710758353616,0.167291817437141,0.5038715751272758,0.6555280606415339
validation,B,3,all,mixed_profile_candidate,6515,6487,28,6433,6434,1,0.05383864418686927,0.05443771520541852,1.408020403800724,1.1844295747929925
validation,B,3,all,profile_B_control,6515,6487,28,6463,6434,-29,0.049820112142526386,0.05443771520541852,1.1773227423019819,1.1844295747929925
validation,B,3,level_ge_7m,mixed_profile_candidate,28,28,0,23,23,0,0.27089180720741585,0.27351311983845095,1.1558051085951035,1.0496531692370592
validation,B,3,level_ge_7m,profile_B_control,28,28,0,25,23,-2,0.2189182435827352,0.27351311983845095,0.8606432989096868,1.0496531692370592
validation,B,4,all,mixed_profile_candidate,6514,6484,30,6424,6436,12,0.07058492273375583,0.06659988722440109,1.4569632485693784,1.3784343723366295
validation,B,4,all,profile_B_control,6514,6484,30,6440,6436,-4,0.0668996538143383,0.06659988722440109,1.3381390558773205,1.3784343723366295
validation,B,4,level_ge_7m,mixed_profile_candidate,28,28,0,23,23,0,0.2855828888341062,0.2673879015781298,1.0752953783696508,1.1217074269289995
validation,B,4,level_ge_7m,profile_B_control,28,28,0,24,23,-1,0.2108473378682307,0.2673879015781298,0.9459258404198012,1.1217074269289995
validation,B,5,all,mixed_profile_candidate,6513,6483,30,6400,6388,-12,0.0825442124085056,0.0825509340492571,1.3662891017699481,1.3907844796354123
validation,B,5,all,profile_B_control,6513,6483,30,6397,6388,-9,0.08327613012956056,0.0825509340492571,1.331690111386059,1.3907844796354123
validation,B,5,level_ge_7m,mixed_profile_candidate,28,28,0,23,26,3,0.27542112344877456,0.2945244332819136,1.060013319538986,1.1314676158915784
validation,B,5,level_ge_7m,profile_B_control,28,28,0,22,26,4,0.27534792982512496,0.2945244332819136,0.6619228134997979,1.1314676158915784
validation,B,6,all,mixed_profile_candidate,6512,6482,30,6333,6332,-1,0.10208987076245167,0.1023359134734964,1.475247979291903,1.4712964151441312
validation,B,6,all,profile_B_control,6512,6482,30,6335,6332,-3,0.100202271937591,0.1023359134734964,1.3836569377257621,1.4712964151441312
validation,B,6,level_ge_7m,mixed_profile_candidate,28,28,0,23,22,-1,0.234415440827118,0.2632518400155964,0.8878534127507605,0.856824423490977
validation,B,6,level_ge_7m,profile_B_control,28,28,0,24,22,-2,0.24801770801555317,0.2632518400155964,0.8497199323401672,0.856824423490977
validation,B,7,all,mixed_profile_candidate,6511,6481,30,6244,6239,-5,0.12888867120541123,0.1352558065707387,1.7269704230562064,1.691654082826549
validation,B,7,all,profile_B_control,6511,6481,30,6236,6239,3,0.13330361598357807,0.1352558065707387,1.9469233922814213,1.691654082826549
validation,B,7,level_ge_7m,mixed_profile_candidate,28,28,0,18,17,-1,0.4560700649693484,0.4387530906333366,1.4090351708705535,1.4177064055013142
validation,B,7,level_ge_7m,profile_B_control,28,28,0,21,17,-4,0.4016508110801708,0.4387530906333366,1.5547784950117238,1.4177064055013142
validation,B,8,all,mixed_profile_candidate,6510,6480,30,6059,6022,-37,0.1704148861123432,0.17315630117390218,2.3646913665301716,2.45019859197081
validation,B,8,all,profile_B_control,6510,6480,30,6053,6022,-31,0.1724419207308681,0.17315630117390218,2.4148113737986923,2.45019859197081
validation,B,8,level_ge_7m,mixed_profile_candidate,28,28,0,12,10,-2,0.5476979996492372,0.5824810563567956,1.1407016548166258,1.1966992862404373
validation,B,8,level_ge_7m,profile_B_control,28,28,0,11,10,-1,0.5716336864815942,0.5824810563567956,1.335266769823745,1.1966992862404373
validation,B,9,all,mixed_profile_candidate,6509,6479,30,5880,5877,-3,0.2038300182607304,0.20523763792149402,2.473954225633736,2.2871571125167116
validation,B,9,all,profile_B_control,6509,6479,30,5855,5877,22,0.2076660813656506,0.20523763792149402,2.7098908516267364,2.2871571125167116
validation,B,9,level_ge_7m,mixed_profile_candidate,28,28,0,13,10,-3,0.6278429398808643,0.624312769405705,1.2897325780055553,1.2365512906103557
validation,B,9,level_ge_7m,profile_B_control,28,28,0,13,10,-3,0.550863307530523,0.624312769405705,1.0197194289142804,1.2365512906103557
validation,B,10,all,mixed_profile_candidate,6508,6478,30,5678,5644,-34,0.2562090169205722,0.2605571365554574,2.7000360258143568,2.786396169317018
validation,B,10,all,profile_B_control,6508,6478,30,5623,5644,21,0.25720643215891753,0.2605571365554574,2.4804765974214895,2.786396169317018
validation,B,10,level_ge_7m,mixed_profile_candidate,28,28,0,12,8,-4,0.699211740774898,0.7314244978559687,1.3834610834055372,1.5327063915388113
validation,B,10,level_ge_7m,profile_B_control,28,28,0,9,8,-1,0.6643735020102935,0.7314244978559687,1.3401800821740704,1.5327063915388113
validation,B,11,all,mixed_profile_candidate,6507,6477,30,5441,5392,-49,0.29278351383364437,0.2891167075527475,2.782852193718697,2.659268362758347
validation,B,11,all,profile_B_control,6507,6477,30,5428,5392,-36,0.2905822176429305,0.2891167075527475,2.865019175287727,2.659268362758347
validation,B,11,level_ge_7m,mixed_profile_candidate,28,28,0,12,10,-2,0.8638838143316304,0.7415832120339277,1.8853676913696518,1.5208431467276249
validation,B,11,level_ge_7m,profile_B_control,28,28,0,9,10,1,0.8077808031857842,0.7415832120339277,1.7389829813270943,1.5208431467276249
validation,B,12,all,mixed_profile_candidate,6506,6476,30,5242,5326,84,0.3182545059844979,0.30787371516876255,2.7198626388655986,2.7961082432887956
validation,B,12,all,profile_B_control,6506,6476,30,5314,5326,12,0.3099396793421758,0.30787371516876255,2.7918124693982707,2.7961082432887956
validation,B,12,level_ge_7m,mixed_profile_candidate,28,28,0,8,8,0,0.8993451970014238,0.8434631515756175,1.7499122670491971,1.5407138044577247
validation,B,12,level_ge_7m,profile_B_control,28,28,0,11,8,-3,0.886781584346093,0.8434631515756175,1.896039493567729,1.5407138044577247
