plant,timestamp_original,variable,ceran_m,ons_m,difference_m,ons_file,ons_line,ceran_file
JIUHCA,21/09/2026 06:00:00,val_nivelmontante,240.28,240.28,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,978,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 06:00:00,val_niveljusante,148.5,148.5,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,978,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 05:00:00,val_nivelmontante,240.28,240.28,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,977,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 05:00:00,val_niveljusante,148.45,148.45,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,977,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 04:00:00,val_nivelmontante,240.29,240.29,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,976,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 04:00:00,val_niveljusante,148.4,148.4,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,976,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 03:00:00,val_nivelmontante,240.29,240.29,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,975,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 03:00:00,val_niveljusante,148.33,148.33,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,975,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 02:00:00,val_nivelmontante,240.3,240.3,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,974,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 02:00:00,val_niveljusante,148.48,148.48,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,974,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 01:00:00,val_nivelmontante,240.3,240.3,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,973,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,21/09/2026 01:00:00,val_niveljusante,148.45,148.45,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,973,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 23:00:00,val_nivelmontante,240.3,240.3,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,971,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 23:00:00,val_niveljusante,148.43,148.43,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,971,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 22:00:00,val_nivelmontante,240.29,240.29,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,970,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 22:00:00,val_niveljusante,148.43,148.43,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,970,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 21:00:00,val_nivelmontante,240.29,240.29,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,969,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 21:00:00,val_niveljusante,148.4,148.4,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,969,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 20:00:00,val_nivelmontante,240.28,240.28,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,968,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 20:00:00,val_niveljusante,148.39,148.39,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,968,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 19:00:00,val_nivelmontante,240.25,240.25,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,967,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 19:00:00,val_niveljusante,148.4,148.4,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,967,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 18:00:00,val_nivelmontante,240.23,240.23,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,966,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 18:00:00,val_niveljusante,148.42,148.42,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,966,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 17:00:00,val_nivelmontante,240.2,240.2,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,965,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 17:00:00,val_niveljusante,148.67,148.67,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,965,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 16:00:00,val_nivelmontante,240.17,240.17,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,964,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 16:00:00,val_niveljusante,148.67,148.67,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,964,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 15:00:00,val_nivelmontante,240.11,240.11,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,963,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 15:00:00,val_niveljusante,148.73,148.73,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,963,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 14:00:00,val_nivelmontante,240.06,240.06,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,962,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 14:00:00,val_niveljusante,148.76,148.76,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,962,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 13:00:00,val_nivelmontante,240.02,240.02,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,961,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 13:00:00,val_niveljusante,148.75,148.75,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,961,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 12:00:00,val_nivelmontante,239.97,239.97,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,960,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 12:00:00,val_niveljusante,148.75,148.75,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,960,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 11:00:00,val_nivelmontante,239.92,239.92,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,959,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 11:00:00,val_niveljusante,148.68,148.68,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,959,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 10:00:00,val_nivelmontante,239.9,239.9,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,958,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 10:00:00,val_niveljusante,148.63,148.63,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,958,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 09:00:00,val_nivelmontante,239.89,239.89,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,957,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 09:00:00,val_niveljusante,148.48,148.48,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,957,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 08:00:00,val_nivelmontante,239.91,239.91,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,956,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 08:00:00,val_niveljusante,148.36,148.36,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,956,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 07:00:00,val_nivelmontante,239.89,239.89,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,955,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 07:00:00,val_niveljusante,148.32,148.32,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,955,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 06:00:00,val_nivelmontante,239.84,239.84,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,954,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 06:00:00,val_niveljusante,148.37,148.37,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,954,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 05:00:00,val_nivelmontante,239.8,239.8,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,953,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 05:00:00,val_niveljusante,148.31,148.31,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,953,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 04:00:00,val_nivelmontante,239.75,239.75,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,952,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 04:00:00,val_niveljusante,148.2,148.2,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,952,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 03:00:00,val_nivelmontante,239.72,239.72,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,951,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 03:00:00,val_niveljusante,148.14,148.14,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,951,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 02:00:00,val_nivelmontante,239.68,239.68,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,950,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 02:00:00,val_niveljusante,148.14,148.14,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,950,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 01:00:00,val_nivelmontante,239.65,239.65,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,949,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,20/09/2026 01:00:00,val_niveljusante,148.13,148.13,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,949,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 23:00:00,val_nivelmontante,239.63,239.63,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,947,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 23:00:00,val_niveljusante,148.14,148.14,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,947,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 22:00:00,val_nivelmontante,239.64,239.64,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,946,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 22:00:00,val_niveljusante,148.19,148.19,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,946,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 21:00:00,val_nivelmontante,239.65,239.65,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,945,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 21:00:00,val_niveljusante,148.24,148.24,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,945,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 20:00:00,val_nivelmontante,239.65,239.65,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,944,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 20:00:00,val_niveljusante,148.28,148.28,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,944,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 19:00:00,val_nivelmontante,239.65,239.65,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,943,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 19:00:00,val_niveljusante,148.35,148.35,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,943,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 18:00:00,val_nivelmontante,239.66,239.66,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,942,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHCA,19/09/2026 18:00:00,val_niveljusante,148.47,148.47,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,942,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-castro-fresh.html
JIUHMC,21/09/2026 11:00:00,val_nivelmontante,149.87,149.87,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1474,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 11:00:00,val_niveljusante,111.31,111.31,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1474,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 10:00:00,val_nivelmontante,150.16,150.16,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1473,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 10:00:00,val_niveljusante,108.88,108.88,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1473,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 09:00:00,val_nivelmontante,149.41,149.41,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1472,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 09:00:00,val_niveljusante,107.73,107.73,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1472,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 08:00:00,val_nivelmontante,148.79,148.79,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1471,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 08:00:00,val_niveljusante,106.79,106.79,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1471,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 07:00:00,val_nivelmontante,148.77,148.77,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1470,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 07:00:00,val_niveljusante,106.7,106.7,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1470,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 06:00:00,val_nivelmontante,148.76,148.76,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1469,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 06:00:00,val_niveljusante,106.7,106.7,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1469,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 05:00:00,val_nivelmontante,148.76,148.76,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1468,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 05:00:00,val_niveljusante,106.65,106.65,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1468,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 04:00:00,val_nivelmontante,148.76,148.76,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1467,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 04:00:00,val_niveljusante,106.62,106.62,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1467,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 03:00:00,val_nivelmontante,148.74,148.74,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1466,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 03:00:00,val_niveljusante,106.6,106.6,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1466,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 02:00:00,val_nivelmontante,148.74,148.74,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1465,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 02:00:00,val_niveljusante,106.6,106.6,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1465,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 01:00:00,val_nivelmontante,148.73,148.73,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1464,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,21/09/2026 01:00:00,val_niveljusante,106.6,106.6,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1464,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 23:00:00,val_nivelmontante,148.71,148.71,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1462,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
