at,epoch,scope,classification,level_approved_m,raw_level_cm,raw_level_qc,raw_flow,raw_flow_qc,source_path,record_start_line,approved_q_in_other_preserved_xml
2026-01-07T01:45:00-03:00,1767761100.0,other,no_exact_record,,,,,,,,0
2026-01-07T02:00:00-03:00,1767762000.0,other,no_exact_record,,,,,,,,0
2026-01-07T02:15:00-03:00,1767762900.0,other,no_exact_record,,,,,,,,0
2026-01-07T02:30:00-03:00,1767763800.0,other,no_exact_record,,,,,,,,0
2026-01-07T02:45:00-03:00,1767764700.0,other,no_exact_record,,,,,,,,0
2026-01-07T03:00:00-03:00,1767765600.0,other,no_exact_record,,,,,,,,0
2026-01-07T03:15:00-03:00,1767766500.0,other,no_exact_record,,,,,,,,0
2026-01-07T03:30:00-03:00,1767767400.0,other,no_exact_record,,,,,,,,0
2026-01-07T03:45:00-03:00,1767768300.0,other,no_exact_record,,,,,,,,0
2026-01-07T04:00:00-03:00,1767769200.0,other,no_exact_record,,,,,,,,0
2026-01-07T04:15:00-03:00,1767770100.0,other,no_exact_record,,,,,,,,0
2026-01-07T04:30:00-03:00,1767771000.0,other,no_exact_record,,,,,,,,0
2026-01-07T04:45:00-03:00,1767771900.0,other,no_exact_record,,,,,,,,0
2026-01-07T05:00:00-03:00,1767772800.0,other,no_exact_record,,,,,,,,0
2026-01-07T05:15:00-03:00,1767773700.0,other,no_exact_record,,,,,,,,0
2026-01-07T05:30:00-03:00,1767774600.0,other,no_exact_record,,,,,,,,0
2026-01-07T05:45:00-03:00,1767775500.0,other,no_exact_record,,,,,,,,0
2026-01-07T06:00:00-03:00,1767776400.0,other,no_exact_record,,,,,,,,0
2026-01-07T06:15:00-03:00,1767777300.0,other,no_exact_record,,,,,,,,0
2026-01-07T06:30:00-03:00,1767778200.0,other,no_exact_record,,,,,,,,0
2026-01-07T06:45:00-03:00,1767779100.0,other,no_exact_record,,,,,,,,0
2026-01-07T07:15:00-03:00,1767780900.0,other,no_exact_record,,,,,,,,0
2026-01-07T07:30:00-03:00,1767781800.0,other,no_exact_record,,,,,,,,0
2026-01-07T07:45:00-03:00,1767782700.0,other,no_exact_record,,,,,,,,0
2026-01-07T08:00:00-03:00,1767783600.0,other,no_exact_record,,,,,,,,0
2026-01-07T08:15:00-03:00,1767784500.0,other,no_exact_record,,,,,,,,0
2026-01-07T08:30:00-03:00,1767785400.0,other,no_exact_record,,,,,,,,0
2026-01-07T08:45:00-03:00,1767786300.0,other,no_exact_record,,,,,,,,0
2026-01-07T09:00:00-03:00,1767787200.0,other,no_exact_record,,,,,,,,0
2026-01-07T09:15:00-03:00,1767788100.0,other,no_exact_record,,,,,,,,0
2026-01-07T09:30:00-03:00,1767789000.0,other,no_exact_record,,,,,,,,0
2026-01-07T09:45:00-03:00,1767789900.0,other,no_exact_record,,,,,,,,0
2026-01-07T10:00:00-03:00,1767790800.0,other,no_exact_record,,,,,,,,0
2026-01-07T10:15:00-03:00,1767791700.0,other,no_exact_record,,,,,,,,0
2026-01-07T10:30:00-03:00,1767792600.0,other,no_exact_record,,,,,,,,0
2026-01-07T10:45:00-03:00,1767793500.0,other,no_exact_record,,,,,,,,0
2026-01-07T11:00:00-03:00,1767794400.0,other,no_exact_record,,,,,,,,0
2026-01-07T11:15:00-03:00,1767795300.0,other,no_exact_record,,,,,,,,0
2026-01-07T11:30:00-03:00,1767796200.0,other,no_exact_record,,,,,,,,0
2026-01-07T11:45:00-03:00,1767797100.0,other,no_exact_record,,,,,,,,0
2026-01-07T12:00:00-03:00,1767798000.0,other,no_exact_record,,,,,,,,0
2026-01-07T12:15:00-03:00,1767798900.0,other,no_exact_record,,,,,,,,0
2026-01-07T12:30:00-03:00,1767799800.0,other,no_exact_record,,,,,,,,0
2026-01-07T12:45:00-03:00,1767800700.0,other,no_exact_record,,,,,,,,0
2026-01-07T13:00:00-03:00,1767801600.0,other,no_exact_record,,,,,,,,0
2026-01-07T13:15:00-03:00,1767802500.0,other,no_exact_record,,,,,,,,0
2026-01-07T13:30:00-03:00,1767803400.0,other,no_exact_record,,,,,,,,0
2026-01-07T13:45:00-03:00,1767804300.0,other,no_exact_record,,,,,,,,0
2026-01-07T14:00:00-03:00,1767805200.0,other,no_exact_record,,,,,,,,0
2026-01-07T14:15:00-03:00,1767806100.0,other,no_exact_record,,,,,,,,0
2026-01-07T14:30:00-03:00,1767807000.0,other,no_exact_record,,,,,,,,0
2026-01-07T14:45:00-03:00,1767807900.0,other,no_exact_record,,,,,,,,0
2026-01-07T15:00:00-03:00,1767808800.0,other,no_exact_record,,,,,,,,0
2026-01-07T15:15:00-03:00,1767809700.0,other,no_exact_record,,,,,,,,0
2026-01-07T15:30:00-03:00,1767810600.0,other,no_exact_record,,,,,,,,0
2026-01-07T15:45:00-03:00,1767811500.0,other,no_exact_record,,,,,,,,0
2026-01-07T16:00:00-03:00,1767812400.0,other,no_exact_record,,,,,,,,0
2026-01-07T16:15:00-03:00,1767813300.0,other,no_exact_record,,,,,,,,0
2026-01-07T16:30:00-03:00,1767814200.0,other,no_exact_record,,,,,,,,0
2026-01-07T16:45:00-03:00,1767815100.0,other,no_exact_record,,,,,,,,0
2026-01-07T17:15:00-03:00,1767816900.0,other,no_exact_record,,,,,,,,0
2026-01-07T17:30:00-03:00,1767817800.0,other,no_exact_record,,,,,,,,0
2026-01-07T17:45:00-03:00,1767818700.0,other,no_exact_record,,,,,,,,0
2026-01-07T18:00:00-03:00,1767819600.0,other,no_exact_record,,,,,,,,0
2026-01-07T18:15:00-03:00,1767820500.0,other,no_exact_record,,,,,,,,0
2026-01-07T18:30:00-03:00,1767821400.0,other,no_exact_record,,,,,,,,0
2026-01-07T18:45:00-03:00,1767822300.0,other,no_exact_record,,,,,,,,0
2026-01-07T19:00:00-03:00,1767823200.0,other,no_exact_record,,,,,,,,0
2026-01-07T19:15:00-03:00,1767824100.0,other,no_exact_record,,,,,,,,0
2026-01-07T19:30:00-03:00,1767825000.0,other,no_exact_record,,,,,,,,0
2026-01-07T19:45:00-03:00,1767825900.0,other,no_exact_record,,,,,,,,0
2026-01-07T20:00:00-03:00,1767826800.0,other,no_exact_record,,,,,,,,0
2026-01-07T20:15:00-03:00,1767827700.0,other,no_exact_record,,,,,,,,0
2026-01-07T20:30:00-03:00,1767828600.0,other,no_exact_record,,,,,,,,0
2026-01-07T20:45:00-03:00,1767829500.0,other,no_exact_record,,,,,,,,0
2026-01-07T21:00:00-03:00,1767830400.0,other,no_exact_record,,,,,,,,0
2026-01-07T21:15:00-03:00,1767831300.0,other,no_exact_record,,,,,,,,0
2026-01-07T21:30:00-03:00,1767832200.0,other,no_exact_record,,,,,,,,0
2026-01-07T21:45:00-03:00,1767833100.0,other,no_exact_record,,,,,,,,0
2026-01-07T22:00:00-03:00,1767834000.0,other,no_exact_record,,,,,,,,0
2026-01-07T22:15:00-03:00,1767834900.0,other,no_exact_record,,,,,,,,0
2026-01-07T22:30:00-03:00,1767835800.0,other,no_exact_record,,,,,,,,0
2026-01-07T22:45:00-03:00,1767836700.0,other,no_exact_record,,,,,,,,0
2026-01-07T23:00:00-03:00,1767837600.0,other,no_exact_record,,,,,,,,0
2026-01-07T23:15:00-03:00,1767838500.0,other,no_exact_record,,,,,,,,0
2026-01-07T23:30:00-03:00,1767839400.0,other,no_exact_record,,,,,,,,0
2026-01-07T23:45:00-03:00,1767840300.0,other,no_exact_record,,,,,,,,0
2026-01-08T00:00:00-03:00,1767841200.0,other,no_exact_record,,,,,,,,0
2026-01-08T00:15:00-03:00,1767842100.0,other,no_exact_record,,,,,,,,0
2026-01-08T00:30:00-03:00,1767843000.0,other,no_exact_record,,,,,,,,0
2026-01-08T00:45:00-03:00,1767843900.0,other,no_exact_record,,,,,,,,0
2026-01-08T01:00:00-03:00,1767844800.0,other,no_exact_record,,,,,,,,0
2026-01-08T01:15:00-03:00,1767845700.0,other,no_exact_record,,,,,,,,0
2026-01-08T01:30:00-03:00,1767846600.0,other,no_exact_record,,,,,,,,0
2026-01-08T01:45:00-03:00,1767847500.0,other,no_exact_record,,,,,,,,0
2026-01-08T02:00:00-03:00,1767848400.0,other,no_exact_record,,,,,,,,0
2026-01-08T02:15:00-03:00,1767849300.0,other,no_exact_record,,,,,,,,0
2026-01-08T02:30:00-03:00,1767850200.0,other,no_exact_record,,,,,,,,0
2026-01-08T02:45:00-03:00,1767851100.0,other,no_exact_record,,,,,,,,0
2026-01-08T03:00:00-03:00,1767852000.0,other,no_exact_record,,,,,,,,0
2026-01-08T03:15:00-03:00,1767852900.0,other,no_exact_record,,,,,,,,0
2026-01-08T03:30:00-03:00,1767853800.0,other,no_exact_record,,,,,,,,0
2026-01-08T03:45:00-03:00,1767854700.0,other,no_exact_record,,,,,,,,0
2026-01-08T04:00:00-03:00,1767855600.0,other,no_exact_record,,,,,,,,0
2026-01-08T04:15:00-03:00,1767856500.0,other,no_exact_record,,,,,,,,0
2026-01-08T04:30:00-03:00,1767857400.0,other,no_exact_record,,,,,,,,0
2026-01-08T04:45:00-03:00,1767858300.0,other,no_exact_record,,,,,,,,0
2026-01-08T05:00:00-03:00,1767859200.0,other,no_exact_record,,,,,,,,0
2026-01-08T05:15:00-03:00,1767860100.0,other,no_exact_record,,,,,,,,0
2026-01-08T05:30:00-03:00,1767861000.0,other,no_exact_record,,,,,,,,0
2026-01-08T05:45:00-03:00,1767861900.0,other,no_exact_record,,,,,,,,0
2026-01-08T06:00:00-03:00,1767862800.0,other,no_exact_record,,,,,,,,0
2026-01-08T06:15:00-03:00,1767863700.0,other,no_exact_record,,,,,,,,0
2026-01-08T06:30:00-03:00,1767864600.0,other,no_exact_record,,,,,,,,0
2026-01-08T06:45:00-03:00,1767865500.0,other,no_exact_record,,,,,,,,0
2026-01-08T07:15:00-03:00,1767867300.0,other,no_exact_record,,,,,,,,0
2026-01-08T07:30:00-03:00,1767868200.0,other,no_exact_record,,,,,,,,0
2026-01-08T07:45:00-03:00,1767869100.0,other,no_exact_record,,,,,,,,0
2026-01-08T08:00:00-03:00,1767870000.0,other,no_exact_record,,,,,,,,0
2026-01-08T08:15:00-03:00,1767870900.0,other,no_exact_record,,,,,,,,0
2026-01-08T08:30:00-03:00,1767871800.0,other,no_exact_record,,,,,,,,0
2026-01-08T08:45:00-03:00,1767872700.0,other,no_exact_record,,,,,,,,0
2026-01-08T09:00:00-03:00,1767873600.0,other,no_exact_record,,,,,,,,0
2026-01-08T09:15:00-03:00,1767874500.0,other,no_exact_record,,,,,,,,0
2026-01-08T09:30:00-03:00,1767875400.0,other,no_exact_record,,,,,,,,0
2026-01-08T09:45:00-03:00,1767876300.0,other,no_exact_record,,,,,,,,0
2026-01-08T10:00:00-03:00,1767877200.0,other,no_exact_record,,,,,,,,0
2026-01-08T10:15:00-03:00,1767878100.0,other,no_exact_record,,,,,,,,0
2026-01-08T10:30:00-03:00,1767879000.0,other,no_exact_record,,,,,,,,0
2026-01-08T10:45:00-03:00,1767879900.0,other,no_exact_record,,,,,,,,0
2026-01-08T11:00:00-03:00,1767880800.0,other,no_exact_record,,,,,,,,0
2026-01-08T11:15:00-03:00,1767881700.0,other,no_exact_record,,,,,,,,0
2026-01-08T11:30:00-03:00,1767882600.0,other,no_exact_record,,,,,,,,0
2026-01-08T11:45:00-03:00,1767883500.0,other,no_exact_record,,,,,,,,0
2026-01-08T12:00:00-03:00,1767884400.0,other,no_exact_record,,,,,,,,0
2026-01-08T12:15:00-03:00,1767885300.0,other,no_exact_record,,,,,,,,0
2026-01-08T12:30:00-03:00,1767886200.0,other,no_exact_record,,,,,,,,0
2026-01-08T12:45:00-03:00,1767887100.0,other,no_exact_record,,,,,,,,0
2026-01-08T13:00:00-03:00,1767888000.0,other,no_exact_record,,,,,,,,0
2026-01-08T13:15:00-03:00,1767888900.0,other,no_exact_record,,,,,,,,0
2026-01-08T13:30:00-03:00,1767889800.0,other,no_exact_record,,,,,,,,0
2026-01-08T13:45:00-03:00,1767890700.0,other,no_exact_record,,,,,,,,0
2026-01-08T14:00:00-03:00,1767891600.0,other,no_exact_record,,,,,,,,0
2026-01-08T14:15:00-03:00,1767892500.0,other,no_exact_record,,,,,,,,0
2026-01-08T14:30:00-03:00,1767893400.0,other,no_exact_record,,,,,,,,0
2026-01-08T14:45:00-03:00,1767894300.0,other,no_exact_record,,,,,,,,0
2026-01-08T15:00:00-03:00,1767895200.0,other,no_exact_record,,,,,,,,0
2026-01-08T15:15:00-03:00,1767896100.0,other,no_exact_record,,,,,,,,0
2026-01-08T15:30:00-03:00,1767897000.0,other,no_exact_record,,,,,,,,0
2026-01-08T15:45:00-03:00,1767897900.0,other,no_exact_record,,,,,,,,0
2026-01-08T16:00:00-03:00,1767898800.0,other,no_exact_record,,,,,,,,0
2026-01-08T16:15:00-03:00,1767899700.0,other,no_exact_record,,,,,,,,0
2026-01-08T16:30:00-03:00,1767900600.0,other,no_exact_record,,,,,,,,0
2026-01-08T16:45:00-03:00,1767901500.0,other,no_exact_record,,,,,,,,0
2026-01-08T17:15:00-03:00,1767903300.0,other,no_exact_record,,,,,,,,0
2026-01-08T17:30:00-03:00,1767904200.0,other,no_exact_record,,,,,,,,0
2026-01-08T17:45:00-03:00,1767905100.0,other,no_exact_record,,,,,,,,0
2026-01-08T18:00:00-03:00,1767906000.0,other,no_exact_record,,,,,,,,0
2026-01-08T18:15:00-03:00,1767906900.0,other,no_exact_record,,,,,,,,0
2026-01-08T18:30:00-03:00,1767907800.0,other,no_exact_record,,,,,,,,0
2026-01-08T18:45:00-03:00,1767908700.0,other,no_exact_record,,,,,,,,0
2026-01-08T19:00:00-03:00,1767909600.0,other,no_exact_record,,,,,,,,0
2026-01-08T19:15:00-03:00,1767910500.0,other,no_exact_record,,,,,,,,0
2026-01-08T19:30:00-03:00,1767911400.0,other,no_exact_record,,,,,,,,0
2026-01-08T19:45:00-03:00,1767912300.0,other,no_exact_record,,,,,,,,0
2026-01-08T20:00:00-03:00,1767913200.0,other,no_exact_record,,,,,,,,0
2026-01-08T20:15:00-03:00,1767914100.0,other,no_exact_record,,,,,,,,0
2026-01-08T20:30:00-03:00,1767915000.0,other,no_exact_record,,,,,,,,0
2026-01-08T20:45:00-03:00,1767915900.0,other,no_exact_record,,,,,,,,0
2026-01-08T21:00:00-03:00,1767916800.0,other,no_exact_record,,,,,,,,0
2026-01-08T21:15:00-03:00,1767917700.0,other,no_exact_record,,,,,,,,0
2026-01-08T21:30:00-03:00,1767918600.0,other,no_exact_record,,,,,,,,0
2026-01-08T21:45:00-03:00,1767919500.0,other,no_exact_record,,,,,,,,0
2026-01-08T22:00:00-03:00,1767920400.0,other,no_exact_record,,,,,,,,0
2026-01-08T22:15:00-03:00,1767921300.0,other,no_exact_record,,,,,,,,0
2026-01-08T22:30:00-03:00,1767922200.0,other,no_exact_record,,,,,,,,0
2026-01-08T22:45:00-03:00,1767923100.0,other,no_exact_record,,,,,,,,0
2026-01-08T23:00:00-03:00,1767924000.0,other,no_exact_record,,,,,,,,0
2026-01-08T23:15:00-03:00,1767924900.0,other,no_exact_record,,,,,,,,0
2026-01-08T23:30:00-03:00,1767925800.0,other,no_exact_record,,,,,,,,0
2026-01-08T23:45:00-03:00,1767926700.0,other,no_exact_record,,,,,,,,0
2026-01-09T00:00:00-03:00,1767927600.0,other,no_exact_record,,,,,,,,0
2026-01-09T00:15:00-03:00,1767928500.0,other,no_exact_record,,,,,,,,0
2026-01-09T00:30:00-03:00,1767929400.0,other,no_exact_record,,,,,,,,0
2026-01-09T00:45:00-03:00,1767930300.0,other,no_exact_record,,,,,,,,0
2026-01-09T01:00:00-03:00,1767931200.0,other,no_exact_record,,,,,,,,0
2026-01-09T01:15:00-03:00,1767932100.0,other,no_exact_record,,,,,,,,0
2026-01-09T01:30:00-03:00,1767933000.0,other,no_exact_record,,,,,,,,0
2026-01-09T01:45:00-03:00,1767933900.0,other,no_exact_record,,,,,,,,0
2026-01-09T02:00:00-03:00,1767934800.0,other,no_exact_record,,,,,,,,0
2026-01-09T02:15:00-03:00,1767935700.0,other,no_exact_record,,,,,,,,0
2026-01-09T02:30:00-03:00,1767936600.0,other,no_exact_record,,,,,,,,0
2026-01-09T02:45:00-03:00,1767937500.0,other,no_exact_record,,,,,,,,0
2026-01-09T03:00:00-03:00,1767938400.0,other,no_exact_record,,,,,,,,0
2026-01-09T03:15:00-03:00,1767939300.0,other,no_exact_record,,,,,,,,0
2026-01-09T03:30:00-03:00,1767940200.0,other,no_exact_record,,,,,,,,0
2026-01-09T03:45:00-03:00,1767941100.0,other,no_exact_record,,,,,,,,0
2026-01-09T04:00:00-03:00,1767942000.0,other,no_exact_record,,,,,,,,0
2026-01-09T04:15:00-03:00,1767942900.0,other,no_exact_record,,,,,,,,0
2026-01-09T04:30:00-03:00,1767943800.0,other,no_exact_record,,,,,,,,0
2026-01-09T04:45:00-03:00,1767944700.0,other,no_exact_record,,,,,,,,0
2026-01-09T05:00:00-03:00,1767945600.0,other,no_exact_record,,,,,,,,0
2026-01-09T05:15:00-03:00,1767946500.0,other,no_exact_record,,,,,,,,0
2026-01-09T05:30:00-03:00,1767947400.0,other,no_exact_record,,,,,,,,0
2026-01-09T05:45:00-03:00,1767948300.0,other,no_exact_record,,,,,,,,0
2026-01-09T06:00:00-03:00,1767949200.0,other,no_exact_record,,,,,,,,0
2026-01-09T06:15:00-03:00,1767950100.0,other,no_exact_record,,,,,,,,0
2026-01-09T06:30:00-03:00,1767951000.0,other,no_exact_record,,,,,,,,0
2026-01-09T06:45:00-03:00,1767951900.0,other,no_exact_record,,,,,,,,0
2026-01-09T07:15:00-03:00,1767953700.0,other,no_exact_record,,,,,,,,0
2026-01-09T07:30:00-03:00,1767954600.0,other,no_exact_record,,,,,,,,0
2026-01-09T07:45:00-03:00,1767955500.0,other,no_exact_record,,,,,,,,0
2026-01-09T08:00:00-03:00,1767956400.0,other,no_exact_record,,,,,,,,0
2026-01-09T08:15:00-03:00,1767957300.0,other,no_exact_record,,,,,,,,0
2026-01-09T08:30:00-03:00,1767958200.0,other,no_exact_record,,,,,,,,0
2026-01-09T08:45:00-03:00,1767959100.0,other,no_exact_record,,,,,,,,0
2026-01-09T09:00:00-03:00,1767960000.0,other,no_exact_record,,,,,,,,0
2026-01-09T09:15:00-03:00,1767960900.0,other,no_exact_record,,,,,,,,0
2026-01-09T09:30:00-03:00,1767961800.0,other,no_exact_record,,,,,,,,0
2026-01-09T09:45:00-03:00,1767962700.0,other,no_exact_record,,,,,,,,0
2026-01-09T10:00:00-03:00,1767963600.0,other,no_exact_record,,,,,,,,0
2026-01-09T10:15:00-03:00,1767964500.0,other,no_exact_record,,,,,,,,0
2026-01-09T10:30:00-03:00,1767965400.0,other,no_exact_record,,,,,,,,0
2026-01-09T10:45:00-03:00,1767966300.0,other,no_exact_record,,,,,,,,0
2026-01-09T11:00:00-03:00,1767967200.0,other,no_exact_record,,,,,,,,0
2026-01-09T11:15:00-03:00,1767968100.0,other,no_exact_record,,,,,,,,0
2026-01-09T11:30:00-03:00,1767969000.0,other,no_exact_record,,,,,,,,0
2026-01-09T11:45:00-03:00,1767969900.0,other,no_exact_record,,,,,,,,0
2026-01-09T12:00:00-03:00,1767970800.0,other,no_exact_record,,,,,,,,0
2026-01-09T12:15:00-03:00,1767971700.0,other,no_exact_record,,,,,,,,0
2026-01-09T12:30:00-03:00,1767972600.0,other,no_exact_record,,,,,,,,0
2026-01-09T12:45:00-03:00,1767973500.0,other,no_exact_record,,,,,,,,0
2026-01-09T13:00:00-03:00,1767974400.0,other,no_exact_record,,,,,,,,0
2026-01-09T13:15:00-03:00,1767975300.0,other,no_exact_record,,,,,,,,0
2026-01-09T13:30:00-03:00,1767976200.0,other,no_exact_record,,,,,,,,0
2026-01-09T13:45:00-03:00,1767977100.0,other,no_exact_record,,,,,,,,0
2026-01-09T14:00:00-03:00,1767978000.0,other,no_exact_record,,,,,,,,0
2026-01-09T14:15:00-03:00,1767978900.0,other,no_exact_record,,,,,,,,0
2026-01-09T14:30:00-03:00,1767979800.0,other,no_exact_record,,,,,,,,0
2026-01-09T14:45:00-03:00,1767980700.0,other,no_exact_record,,,,,,,,0
2026-01-09T15:00:00-03:00,1767981600.0,other,no_exact_record,,,,,,,,0
2026-01-09T15:15:00-03:00,1767982500.0,other,no_exact_record,,,,,,,,0
2026-01-09T15:30:00-03:00,1767983400.0,other,no_exact_record,,,,,,,,0
2026-01-09T15:45:00-03:00,1767984300.0,other,no_exact_record,,,,,,,,0
2026-01-09T16:00:00-03:00,1767985200.0,other,no_exact_record,,,,,,,,0
2026-01-09T16:15:00-03:00,1767986100.0,other,no_exact_record,,,,,,,,0
2026-01-09T16:30:00-03:00,1767987000.0,other,no_exact_record,,,,,,,,0
2026-01-09T16:45:00-03:00,1767987900.0,other,q_empty,,,,,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,420245,0
2026-01-27T19:45:00-03:00,1769553900.0,other,q_qc_rejected,,122.00,Dado suspeito,21.17,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,388925,0
2026-01-28T19:30:00-03:00,1769639400.0,other,q_qc_rejected,,155.00,Dado suspeito,39.25,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,387215,0
2026-02-06T19:45:00-03:00,1770417900.0,other,q_qc_rejected,,122.00,Dado suspeito,21.17,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,371645,0
2026-02-12T20:45:00-03:00,1770939900.0,other,no_exact_record,,,,,,,,0
2026-02-12T21:00:00-03:00,1770940800.0,other,no_exact_record,,,,,,,,0
2026-02-12T21:15:00-03:00,1770941700.0,other,no_exact_record,,,,,,,,0
2026-02-12T21:30:00-03:00,1770942600.0,other,no_exact_record,,,,,,,,0
2026-03-08T19:15:00-03:00,1773008100.0,other,q_qc_rejected,,119.00,Dado suspeito,19.76,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,319913,0
2026-03-23T16:00:00-03:00,1774292400.0,other,q_qc_rejected,,139.00,Dado suspeito,29.89,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,294227,0
2026-03-30T18:30:00-03:00,1774906200.0,other,q_qc_rejected,,142.00,Dado suspeito,31.56,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,281951,0
2026-04-08T19:15:00-03:00,1775686500.0,other,q_qc_rejected,,141.00,Dado suspeito,31.00,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,266345,0
2026-04-09T18:45:00-03:00,1775771100.0,other,q_qc_rejected,,149.00,Dado suspeito,35.61,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,264653,0
2026-05-05T08:45:00-03:00,1777981500.0,other,q_empty,,,,,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,220445,0
2026-05-05T09:00:00-03:00,1777982400.0,other,q_empty,,,,,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,220427,0
2026-05-22T12:30:00-03:00,1779463800.0,other,q_qc_rejected,,136.00,Dado suspeito,28.26,Dado suspeito,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,190799,0
2026-06-28T05:45:00-03:00,1782636300.0,other,no_exact_record,,,,,,,,0
2026-06-28T06:00:00-03:00,1782637200.0,other,no_exact_record,,,,,,,,0
2026-06-28T06:15:00-03:00,1782638100.0,other,no_exact_record,,,,,,,,0
2026-06-28T06:30:00-03:00,1782639000.0,other,no_exact_record,,,,,,,,0
2026-06-28T06:45:00-03:00,1782639900.0,other,no_exact_record,,,,,,,,0
2026-06-28T07:15:00-03:00,1782641700.0,other,no_exact_record,,,,,,,,0
2026-06-28T07:30:00-03:00,1782642600.0,other,no_exact_record,,,,,,,,0
2026-06-28T07:45:00-03:00,1782643500.0,other,no_exact_record,,,,,,,,0
2026-06-28T08:00:00-03:00,1782644400.0,other,no_exact_record,,,,,,,,0
2026-06-28T08:15:00-03:00,1782645300.0,other,no_exact_record,,,,,,,,0
2026-06-28T08:30:00-03:00,1782646200.0,other,no_exact_record,,,,,,,,0
2026-06-28T08:45:00-03:00,1782647100.0,other,no_exact_record,,,,,,,,0
2026-06-28T09:00:00-03:00,1782648000.0,other,no_exact_record,,,,,,,,0
2026-06-28T09:15:00-03:00,1782648900.0,other,no_exact_record,,,,,,,,0
2026-06-28T09:30:00-03:00,1782649800.0,other,no_exact_record,,,,,,,,0
2026-06-28T09:45:00-03:00,1782650700.0,other,no_exact_record,,,,,,,,0
2026-06-28T10:00:00-03:00,1782651600.0,other,no_exact_record,,,,,,,,0
2026-06-28T10:15:00-03:00,1782652500.0,other,no_exact_record,,,,,,,,0
2026-06-28T10:30:00-03:00,1782653400.0,other,no_exact_record,,,,,,,,0
2026-06-28T10:45:00-03:00,1782654300.0,other,no_exact_record,,,,,,,,0
2026-06-28T11:00:00-03:00,1782655200.0,other,no_exact_record,,,,,,,,0
2026-06-28T11:15:00-03:00,1782656100.0,other,no_exact_record,,,,,,,,0
2026-06-28T11:30:00-03:00,1782657000.0,other,no_exact_record,,,,,,,,0
2026-06-28T11:45:00-03:00,1782657900.0,other,no_exact_record,,,,,,,,0
2026-06-28T12:00:00-03:00,1782658800.0,other,no_exact_record,,,,,,,,0
2026-06-28T12:15:00-03:00,1782659700.0,other,no_exact_record,,,,,,,,0
2026-06-28T12:30:00-03:00,1782660600.0,other,no_exact_record,,,,,,,,0
2026-06-28T12:45:00-03:00,1782661500.0,other,no_exact_record,,,,,,,,0
2026-06-28T13:00:00-03:00,1782662400.0,other,no_exact_record,,,,,,,,0
2026-06-28T13:15:00-03:00,1782663300.0,other,no_exact_record,,,,,,,,0
2026-06-28T13:30:00-03:00,1782664200.0,other,no_exact_record,,,,,,,,0
2026-06-28T13:45:00-03:00,1782665100.0,other,no_exact_record,,,,,,,,0
2026-06-28T14:00:00-03:00,1782666000.0,other,no_exact_record,,,,,,,,0
2026-06-28T14:15:00-03:00,1782666900.0,other,no_exact_record,,,,,,,,0
2026-06-28T14:30:00-03:00,1782667800.0,other,no_exact_record,,,,,,,,0
2026-06-28T14:45:00-03:00,1782668700.0,other,no_exact_record,,,,,,,,0
2026-06-28T15:00:00-03:00,1782669600.0,other,no_exact_record,,,,,,,,0
2026-06-28T15:15:00-03:00,1782670500.0,other,no_exact_record,,,,,,,,0
2026-06-28T15:30:00-03:00,1782671400.0,other,no_exact_record,,,,,,,,0
2026-06-28T15:45:00-03:00,1782672300.0,other,no_exact_record,,,,,,,,0
2026-06-28T16:00:00-03:00,1782673200.0,other,no_exact_record,,,,,,,,0
2026-06-28T16:15:00-03:00,1782674100.0,other,no_exact_record,,,,,,,,0
2026-06-28T16:30:00-03:00,1782675000.0,other,no_exact_record,,,,,,,,0
2026-06-28T16:45:00-03:00,1782675900.0,other,no_exact_record,,,,,,,,0
2026-06-28T17:15:00-03:00,1782677700.0,other,no_exact_record,,,,,,,,0
2026-06-28T17:30:00-03:00,1782678600.0,other,no_exact_record,,,,,,,,0
2026-06-28T17:45:00-03:00,1782679500.0,other,no_exact_record,,,,,,,,0
2026-06-28T18:00:00-03:00,1782680400.0,other,no_exact_record,,,,,,,,0
2026-06-28T18:15:00-03:00,1782681300.0,other,no_exact_record,,,,,,,,0
2026-06-28T18:30:00-03:00,1782682200.0,other,no_exact_record,,,,,,,,0
2026-06-28T18:45:00-03:00,1782683100.0,other,no_exact_record,,,,,,,,0
2026-06-28T19:00:00-03:00,1782684000.0,other,no_exact_record,,,,,,,,0
2026-06-28T19:15:00-03:00,1782684900.0,other,no_exact_record,,,,,,,,0
2026-06-28T19:30:00-03:00,1782685800.0,other,no_exact_record,,,,,,,,0
