window,origin_literal,horizon_h,target_literal,base_m,actual_m,complete_hourly_features,current_contract_base_m
2018-08-30,2018-09-05T18:00:00,4,2018-09-05T22:00:00,5.83,5.54,True,
2018-08-30,2018-09-05T18:00:00,5,2018-09-05T23:00:00,5.83,5.48,True,
2018-08-30,2018-09-05T19:00:00,1,2018-09-05T20:00:00,5.76,5.63,True,
2018-08-30,2018-09-05T19:00:00,2,2018-09-05T21:00:00,5.76,5.57,True,
2018-08-30,2018-09-05T19:00:00,3,2018-09-05T22:00:00,5.76,5.54,True,
2018-08-30,2018-09-05T19:00:00,4,2018-09-05T23:00:00,5.76,5.48,True,
2018-08-30,2018-09-05T20:00:00,1,2018-09-05T21:00:00,5.7,5.57,True,
2018-08-30,2018-09-05T20:00:00,2,2018-09-05T22:00:00,5.7,5.54,True,
2018-08-30,2018-09-05T20:00:00,3,2018-09-05T23:00:00,5.7,5.48,True,
2018-08-30,2018-09-05T21:00:00,1,2018-09-05T22:00:00,5.63,5.54,True,
2018-08-30,2018-09-05T21:00:00,2,2018-09-05T23:00:00,5.63,5.48,True,
2018-08-30,2018-09-05T22:00:00,1,2018-09-05T23:00:00,5.57,5.48,True,
2018-09-30,2018-09-30T00:00:00,1,2018-09-30T01:00:00,,3.17,False,
2018-09-30,2018-09-30T00:00:00,2,2018-09-30T02:00:00,,3.17,False,
2018-09-30,2018-09-30T00:00:00,3,2018-09-30T03:00:00,,3.16,False,
2018-09-30,2018-09-30T00:00:00,4,2018-09-30T04:00:00,,3.14,False,
2018-09-30,2018-09-30T00:00:00,5,2018-09-30T05:00:00,,3.12,False,
2018-09-30,2018-09-30T00:00:00,6,2018-09-30T06:00:00,,3.11,False,
2018-09-30,2018-09-30T00:00:00,7,2018-09-30T07:00:00,,3.1,False,
2018-09-30,2018-09-30T00:00:00,8,2018-09-30T08:00:00,,3.1,False,
2018-09-30,2018-09-30T00:00:00,9,2018-09-30T09:00:00,,3.08,False,
2018-09-30,2018-09-30T00:00:00,10,2018-09-30T10:00:00,,,False,
2018-09-30,2018-09-30T00:00:00,11,2018-09-30T11:00:00,,3.08,False,
2018-09-30,2018-09-30T00:00:00,12,2018-09-30T12:00:00,,3.04,False,
2018-09-30,2018-09-30T01:00:00,1,2018-09-30T02:00:00,3.16,3.17,False,
2018-09-30,2018-09-30T01:00:00,2,2018-09-30T03:00:00,3.16,3.16,False,
2018-09-30,2018-09-30T01:00:00,3,2018-09-30T04:00:00,3.16,3.14,False,
2018-09-30,2018-09-30T01:00:00,4,2018-09-30T05:00:00,3.16,3.12,False,
2018-09-30,2018-09-30T01:00:00,5,2018-09-30T06:00:00,3.16,3.11,False,
2018-09-30,2018-09-30T01:00:00,6,2018-09-30T07:00:00,3.16,3.1,False,
2018-09-30,2018-09-30T01:00:00,7,2018-09-30T08:00:00,3.16,3.1,False,
2018-09-30,2018-09-30T01:00:00,8,2018-09-30T09:00:00,3.16,3.08,False,
2018-09-30,2018-09-30T01:00:00,9,2018-09-30T10:00:00,3.16,,False,
2018-09-30,2018-09-30T01:00:00,10,2018-09-30T11:00:00,3.16,3.08,False,
2018-09-30,2018-09-30T01:00:00,11,2018-09-30T12:00:00,3.16,3.04,False,
2018-09-30,2018-09-30T01:00:00,12,2018-09-30T13:00:00,3.16,3.01,False,
2018-09-30,2018-09-30T02:00:00,1,2018-09-30T03:00:00,3.17,3.16,False,
2018-09-30,2018-09-30T02:00:00,2,2018-09-30T04:00:00,3.17,3.14,False,
2018-09-30,2018-09-30T02:00:00,3,2018-09-30T05:00:00,3.17,3.12,False,
2018-09-30,2018-09-30T02:00:00,4,2018-09-30T06:00:00,3.17,3.11,False,
2018-09-30,2018-09-30T02:00:00,5,2018-09-30T07:00:00,3.17,3.1,False,
2018-09-30,2018-09-30T02:00:00,6,2018-09-30T08:00:00,3.17,3.1,False,
2018-09-30,2018-09-30T02:00:00,7,2018-09-30T09:00:00,3.17,3.08,False,
2018-09-30,2018-09-30T02:00:00,8,2018-09-30T10:00:00,3.17,,False,
2018-09-30,2018-09-30T02:00:00,9,2018-09-30T11:00:00,3.17,3.08,False,
2018-09-30,2018-09-30T02:00:00,10,2018-09-30T12:00:00,3.17,3.04,False,
2018-09-30,2018-09-30T02:00:00,11,2018-09-30T13:00:00,3.17,3.01,False,
2018-09-30,2018-09-30T02:00:00,12,2018-09-30T14:00:00,3.17,3.0,False,
2018-09-30,2018-09-30T03:00:00,1,2018-09-30T04:00:00,3.17,3.14,False,
2018-09-30,2018-09-30T03:00:00,2,2018-09-30T05:00:00,3.17,3.12,False,
2018-09-30,2018-09-30T03:00:00,3,2018-09-30T06:00:00,3.17,3.11,False,
2018-09-30,2018-09-30T03:00:00,4,2018-09-30T07:00:00,3.17,3.1,False,
2018-09-30,2018-09-30T03:00:00,5,2018-09-30T08:00:00,3.17,3.1,False,
2018-09-30,2018-09-30T03:00:00,6,2018-09-30T09:00:00,3.17,3.08,False,
2018-09-30,2018-09-30T03:00:00,7,2018-09-30T10:00:00,3.17,,False,
2018-09-30,2018-09-30T03:00:00,8,2018-09-30T11:00:00,3.17,3.08,False,
2018-09-30,2018-09-30T03:00:00,9,2018-09-30T12:00:00,3.17,3.04,False,
2018-09-30,2018-09-30T03:00:00,10,2018-09-30T13:00:00,3.17,3.01,False,
2018-09-30,2018-09-30T03:00:00,11,2018-09-30T14:00:00,3.17,3.0,False,
2018-09-30,2018-09-30T03:00:00,12,2018-09-30T15:00:00,3.17,3.02,False,
2018-09-30,2018-09-30T04:00:00,1,2018-09-30T05:00:00,3.16,3.12,False,
2018-09-30,2018-09-30T04:00:00,2,2018-09-30T06:00:00,3.16,3.11,False,
2018-09-30,2018-09-30T04:00:00,3,2018-09-30T07:00:00,3.16,3.1,False,
2018-09-30,2018-09-30T04:00:00,4,2018-09-30T08:00:00,3.16,3.1,False,
2018-09-30,2018-09-30T04:00:00,5,2018-09-30T09:00:00,3.16,3.08,False,
2018-09-30,2018-09-30T04:00:00,6,2018-09-30T10:00:00,3.16,,False,
2018-09-30,2018-09-30T04:00:00,7,2018-09-30T11:00:00,3.16,3.08,False,
2018-09-30,2018-09-30T04:00:00,8,2018-09-30T12:00:00,3.16,3.04,False,
2018-09-30,2018-09-30T04:00:00,9,2018-09-30T13:00:00,3.16,3.01,False,
2018-09-30,2018-09-30T04:00:00,10,2018-09-30T14:00:00,3.16,3.0,False,
2018-09-30,2018-09-30T04:00:00,11,2018-09-30T15:00:00,3.16,3.02,False,
2018-09-30,2018-09-30T04:00:00,12,2018-09-30T16:00:00,3.16,3.04,False,
2018-09-30,2018-09-30T05:00:00,1,2018-09-30T06:00:00,3.14,3.11,False,
2018-09-30,2018-09-30T05:00:00,2,2018-09-30T07:00:00,3.14,3.1,False,
2018-09-30,2018-09-30T05:00:00,3,2018-09-30T08:00:00,3.14,3.1,False,
2018-09-30,2018-09-30T05:00:00,4,2018-09-30T09:00:00,3.14,3.08,False,
2018-09-30,2018-09-30T05:00:00,5,2018-09-30T10:00:00,3.14,,False,
2018-09-30,2018-09-30T05:00:00,6,2018-09-30T11:00:00,3.14,3.08,False,
2018-09-30,2018-09-30T05:00:00,7,2018-09-30T12:00:00,3.14,3.04,False,
2018-09-30,2018-09-30T05:00:00,8,2018-09-30T13:00:00,3.14,3.01,False,
2018-09-30,2018-09-30T05:00:00,9,2018-09-30T14:00:00,3.14,3.0,False,
2018-09-30,2018-09-30T05:00:00,10,2018-09-30T15:00:00,3.14,3.02,False,
2018-09-30,2018-09-30T05:00:00,11,2018-09-30T16:00:00,3.14,3.04,False,
2018-09-30,2018-09-30T05:00:00,12,2018-09-30T17:00:00,3.14,3.05,False,
2018-09-30,2018-09-30T06:00:00,1,2018-09-30T07:00:00,3.12,3.1,False,
2018-09-30,2018-09-30T06:00:00,2,2018-09-30T08:00:00,3.12,3.1,False,
2018-09-30,2018-09-30T06:00:00,3,2018-09-30T09:00:00,3.12,3.08,False,
2018-09-30,2018-09-30T06:00:00,4,2018-09-30T10:00:00,3.12,,False,
2018-09-30,2018-09-30T06:00:00,5,2018-09-30T11:00:00,3.12,3.08,False,
2018-09-30,2018-09-30T06:00:00,6,2018-09-30T12:00:00,3.12,3.04,False,
2018-09-30,2018-09-30T06:00:00,7,2018-09-30T13:00:00,3.12,3.01,False,
2018-09-30,2018-09-30T06:00:00,8,2018-09-30T14:00:00,3.12,3.0,False,
2018-09-30,2018-09-30T06:00:00,9,2018-09-30T15:00:00,3.12,3.02,False,
2018-09-30,2018-09-30T06:00:00,10,2018-09-30T16:00:00,3.12,3.04,False,
2018-09-30,2018-09-30T06:00:00,11,2018-09-30T17:00:00,3.12,3.05,False,
2018-09-30,2018-09-30T06:00:00,12,2018-09-30T18:00:00,3.12,3.06,False,
2018-09-30,2018-09-30T07:00:00,1,2018-09-30T08:00:00,3.11,3.1,False,
2018-09-30,2018-09-30T07:00:00,2,2018-09-30T09:00:00,3.11,3.08,False,
2018-09-30,2018-09-30T07:00:00,3,2018-09-30T10:00:00,3.11,,False,
2018-09-30,2018-09-30T07:00:00,4,2018-09-30T11:00:00,3.11,3.08,False,
2018-09-30,2018-09-30T07:00:00,5,2018-09-30T12:00:00,3.11,3.04,False,
2018-09-30,2018-09-30T07:00:00,6,2018-09-30T13:00:00,3.11,3.01,False,
2018-09-30,2018-09-30T07:00:00,7,2018-09-30T14:00:00,3.11,3.0,False,
2018-09-30,2018-09-30T07:00:00,8,2018-09-30T15:00:00,3.11,3.02,False,
2018-09-30,2018-09-30T07:00:00,9,2018-09-30T16:00:00,3.11,3.04,False,
2018-09-30,2018-09-30T07:00:00,10,2018-09-30T17:00:00,3.11,3.05,False,
2018-09-30,2018-09-30T07:00:00,11,2018-09-30T18:00:00,3.11,3.06,False,
2018-09-30,2018-09-30T07:00:00,12,2018-09-30T19:00:00,3.11,3.04,False,
2018-09-30,2018-09-30T08:00:00,1,2018-09-30T09:00:00,3.1,3.08,False,
2018-09-30,2018-09-30T08:00:00,2,2018-09-30T10:00:00,3.1,,False,
2018-09-30,2018-09-30T08:00:00,3,2018-09-30T11:00:00,3.1,3.08,False,
2018-09-30,2018-09-30T08:00:00,4,2018-09-30T12:00:00,3.1,3.04,False,
2018-09-30,2018-09-30T08:00:00,5,2018-09-30T13:00:00,3.1,3.01,False,
2018-09-30,2018-09-30T08:00:00,6,2018-09-30T14:00:00,3.1,3.0,False,
2018-09-30,2018-09-30T08:00:00,7,2018-09-30T15:00:00,3.1,3.02,False,
2018-09-30,2018-09-30T08:00:00,8,2018-09-30T16:00:00,3.1,3.04,False,
2018-09-30,2018-09-30T08:00:00,9,2018-09-30T17:00:00,3.1,3.05,False,
2018-09-30,2018-09-30T08:00:00,10,2018-09-30T18:00:00,3.1,3.06,False,
2018-09-30,2018-09-30T08:00:00,11,2018-09-30T19:00:00,3.1,3.04,False,
2018-09-30,2018-09-30T08:00:00,12,2018-09-30T20:00:00,3.1,3.04,False,
2018-09-30,2018-09-30T09:00:00,1,2018-09-30T10:00:00,3.1,,True,
2018-09-30,2018-09-30T09:00:00,2,2018-09-30T11:00:00,3.1,3.08,True,
2018-09-30,2018-09-30T09:00:00,3,2018-09-30T12:00:00,3.1,3.04,True,
2018-09-30,2018-09-30T09:00:00,4,2018-09-30T13:00:00,3.1,3.01,True,
2018-09-30,2018-09-30T09:00:00,5,2018-09-30T14:00:00,3.1,3.0,True,
2018-09-30,2018-09-30T09:00:00,6,2018-09-30T15:00:00,3.1,3.02,True,
2018-09-30,2018-09-30T09:00:00,7,2018-09-30T16:00:00,3.1,3.04,True,
2018-09-30,2018-09-30T09:00:00,8,2018-09-30T17:00:00,3.1,3.05,True,
2018-09-30,2018-09-30T09:00:00,9,2018-09-30T18:00:00,3.1,3.06,True,
2018-09-30,2018-09-30T09:00:00,10,2018-09-30T19:00:00,3.1,3.04,True,
2018-09-30,2018-09-30T09:00:00,11,2018-09-30T20:00:00,3.1,3.04,True,
2018-09-30,2018-09-30T09:00:00,12,2018-09-30T21:00:00,3.1,3.02,True,
2018-09-30,2018-09-30T10:00:00,1,2018-09-30T11:00:00,3.08,3.08,True,
2018-09-30,2018-09-30T10:00:00,2,2018-09-30T12:00:00,3.08,3.04,True,
2018-09-30,2018-09-30T10:00:00,3,2018-09-30T13:00:00,3.08,3.01,True,
2018-09-30,2018-09-30T10:00:00,4,2018-09-30T14:00:00,3.08,3.0,True,
2018-09-30,2018-09-30T10:00:00,5,2018-09-30T15:00:00,3.08,3.02,True,
2018-09-30,2018-09-30T10:00:00,6,2018-09-30T16:00:00,3.08,3.04,True,
2018-09-30,2018-09-30T10:00:00,7,2018-09-30T17:00:00,3.08,3.05,True,
2018-09-30,2018-09-30T10:00:00,8,2018-09-30T18:00:00,3.08,3.06,True,
2018-09-30,2018-09-30T10:00:00,9,2018-09-30T19:00:00,3.08,3.04,True,
2018-09-30,2018-09-30T10:00:00,10,2018-09-30T20:00:00,3.08,3.04,True,
2018-09-30,2018-09-30T10:00:00,11,2018-09-30T21:00:00,3.08,3.02,True,
2018-09-30,2018-09-30T10:00:00,12,2018-09-30T22:00:00,3.08,3.0,True,
2018-09-30,2018-09-30T11:00:00,1,2018-09-30T12:00:00,,3.04,False,
2018-09-30,2018-09-30T11:00:00,2,2018-09-30T13:00:00,,3.01,False,
2018-09-30,2018-09-30T11:00:00,3,2018-09-30T14:00:00,,3.0,False,
2018-09-30,2018-09-30T11:00:00,4,2018-09-30T15:00:00,,3.02,False,
2018-09-30,2018-09-30T11:00:00,5,2018-09-30T16:00:00,,3.04,False,
2018-09-30,2018-09-30T11:00:00,6,2018-09-30T17:00:00,,3.05,False,
2018-09-30,2018-09-30T11:00:00,7,2018-09-30T18:00:00,,3.06,False,
2018-09-30,2018-09-30T11:00:00,8,2018-09-30T19:00:00,,3.04,False,
2018-09-30,2018-09-30T11:00:00,9,2018-09-30T20:00:00,,3.04,False,
2018-09-30,2018-09-30T11:00:00,10,2018-09-30T21:00:00,,3.02,False,
2018-09-30,2018-09-30T11:00:00,11,2018-09-30T22:00:00,,3.0,False,
2018-09-30,2018-09-30T11:00:00,12,2018-09-30T23:00:00,,3.0,False,
2018-09-30,2018-09-30T12:00:00,1,2018-09-30T13:00:00,3.08,3.01,False,
2018-09-30,2018-09-30T12:00:00,2,2018-09-30T14:00:00,3.08,3.0,False,
2018-09-30,2018-09-30T12:00:00,3,2018-09-30T15:00:00,3.08,3.02,False,
2018-09-30,2018-09-30T12:00:00,4,2018-09-30T16:00:00,3.08,3.04,False,
2018-09-30,2018-09-30T12:00:00,5,2018-09-30T17:00:00,3.08,3.05,False,
2018-09-30,2018-09-30T12:00:00,6,2018-09-30T18:00:00,3.08,3.06,False,
2018-09-30,2018-09-30T12:00:00,7,2018-09-30T19:00:00,3.08,3.04,False,
2018-09-30,2018-09-30T12:00:00,8,2018-09-30T20:00:00,3.08,3.04,False,
2018-09-30,2018-09-30T12:00:00,9,2018-09-30T21:00:00,3.08,3.02,False,
2018-09-30,2018-09-30T12:00:00,10,2018-09-30T22:00:00,3.08,3.0,False,
2018-09-30,2018-09-30T12:00:00,11,2018-09-30T23:00:00,3.08,3.0,False,
2018-09-30,2018-09-30T12:00:00,12,2018-10-01T00:00:00,3.08,3.02,False,
2018-09-30,2018-09-30T13:00:00,1,2018-09-30T14:00:00,3.04,3.0,False,
2018-09-30,2018-09-30T13:00:00,2,2018-09-30T15:00:00,3.04,3.02,False,
2018-09-30,2018-09-30T13:00:00,3,2018-09-30T16:00:00,3.04,3.04,False,
2018-09-30,2018-09-30T13:00:00,4,2018-09-30T17:00:00,3.04,3.05,False,
2018-09-30,2018-09-30T13:00:00,5,2018-09-30T18:00:00,3.04,3.06,False,
2018-09-30,2018-09-30T13:00:00,6,2018-09-30T19:00:00,3.04,3.04,False,
2018-09-30,2018-09-30T13:00:00,7,2018-09-30T20:00:00,3.04,3.04,False,
2018-09-30,2018-09-30T13:00:00,8,2018-09-30T21:00:00,3.04,3.02,False,
2018-09-30,2018-09-30T13:00:00,9,2018-09-30T22:00:00,3.04,3.0,False,
2018-09-30,2018-09-30T13:00:00,10,2018-09-30T23:00:00,3.04,3.0,False,
2018-09-30,2018-09-30T13:00:00,11,2018-10-01T00:00:00,3.04,3.02,False,
2018-09-30,2018-09-30T13:00:00,12,2018-10-01T01:00:00,3.04,3.05,False,
2018-09-30,2018-09-30T14:00:00,1,2018-09-30T15:00:00,3.01,3.02,True,
2018-09-30,2018-09-30T14:00:00,2,2018-09-30T16:00:00,3.01,3.04,True,
2018-09-30,2018-09-30T14:00:00,3,2018-09-30T17:00:00,3.01,3.05,True,
2018-09-30,2018-09-30T14:00:00,4,2018-09-30T18:00:00,3.01,3.06,True,
2018-09-30,2018-09-30T14:00:00,5,2018-09-30T19:00:00,3.01,3.04,True,
2018-09-30,2018-09-30T14:00:00,6,2018-09-30T20:00:00,3.01,3.04,True,
2018-09-30,2018-09-30T14:00:00,7,2018-09-30T21:00:00,3.01,3.02,True,
2018-09-30,2018-09-30T14:00:00,8,2018-09-30T22:00:00,3.01,3.0,True,
2018-09-30,2018-09-30T14:00:00,9,2018-09-30T23:00:00,3.01,3.0,True,
2018-09-30,2018-09-30T14:00:00,10,2018-10-01T00:00:00,3.01,3.02,True,
2018-09-30,2018-09-30T14:00:00,11,2018-10-01T01:00:00,3.01,3.05,True,
2018-09-30,2018-09-30T14:00:00,12,2018-10-01T02:00:00,3.01,3.06,True,
2018-09-30,2018-09-30T15:00:00,1,2018-09-30T16:00:00,3.0,3.04,False,
2018-09-30,2018-09-30T15:00:00,2,2018-09-30T17:00:00,3.0,3.05,False,
2018-09-30,2018-09-30T15:00:00,3,2018-09-30T18:00:00,3.0,3.06,False,
2018-09-30,2018-09-30T15:00:00,4,2018-09-30T19:00:00,3.0,3.04,False,
2018-09-30,2018-09-30T15:00:00,5,2018-09-30T20:00:00,3.0,3.04,False,
2018-09-30,2018-09-30T15:00:00,6,2018-09-30T21:00:00,3.0,3.02,False,
2018-09-30,2018-09-30T15:00:00,7,2018-09-30T22:00:00,3.0,3.0,False,
2018-09-30,2018-09-30T15:00:00,8,2018-09-30T23:00:00,3.0,3.0,False,
2018-09-30,2018-09-30T15:00:00,9,2018-10-01T00:00:00,3.0,3.02,False,
2018-09-30,2018-09-30T15:00:00,10,2018-10-01T01:00:00,3.0,3.05,False,
2018-09-30,2018-09-30T15:00:00,11,2018-10-01T02:00:00,3.0,3.06,False,
2018-09-30,2018-09-30T15:00:00,12,2018-10-01T03:00:00,3.0,3.06,False,
2018-09-30,2018-09-30T16:00:00,1,2018-09-30T17:00:00,3.02,3.05,True,
2018-09-30,2018-09-30T16:00:00,2,2018-09-30T18:00:00,3.02,3.06,True,
2018-09-30,2018-09-30T16:00:00,3,2018-09-30T19:00:00,3.02,3.04,True,
2018-09-30,2018-09-30T16:00:00,4,2018-09-30T20:00:00,3.02,3.04,True,
2018-09-30,2018-09-30T16:00:00,5,2018-09-30T21:00:00,3.02,3.02,True,
2018-09-30,2018-09-30T16:00:00,6,2018-09-30T22:00:00,3.02,3.0,True,
2018-09-30,2018-09-30T16:00:00,7,2018-09-30T23:00:00,3.02,3.0,True,
2018-09-30,2018-09-30T16:00:00,8,2018-10-01T00:00:00,3.02,3.02,True,
2018-09-30,2018-09-30T16:00:00,9,2018-10-01T01:00:00,3.02,3.05,True,
2018-09-30,2018-09-30T16:00:00,10,2018-10-01T02:00:00,3.02,3.06,True,
2018-09-30,2018-09-30T16:00:00,11,2018-10-01T03:00:00,3.02,3.06,True,
2018-09-30,2018-09-30T16:00:00,12,2018-10-01T04:00:00,3.02,3.05,True,
2018-09-30,2018-09-30T17:00:00,1,2018-09-30T18:00:00,3.04,3.06,True,
2018-09-30,2018-09-30T17:00:00,2,2018-09-30T19:00:00,3.04,3.04,True,
2018-09-30,2018-09-30T17:00:00,3,2018-09-30T20:00:00,3.04,3.04,True,
2018-09-30,2018-09-30T17:00:00,4,2018-09-30T21:00:00,3.04,3.02,True,
2018-09-30,2018-09-30T17:00:00,5,2018-09-30T22:00:00,3.04,3.0,True,
2018-09-30,2018-09-30T17:00:00,6,2018-09-30T23:00:00,3.04,3.0,True,
2018-09-30,2018-09-30T17:00:00,7,2018-10-01T00:00:00,3.04,3.02,True,
2018-09-30,2018-09-30T17:00:00,8,2018-10-01T01:00:00,3.04,3.05,True,
2018-09-30,2018-09-30T17:00:00,9,2018-10-01T02:00:00,3.04,3.06,True,
2018-09-30,2018-09-30T17:00:00,10,2018-10-01T03:00:00,3.04,3.06,True,
2018-09-30,2018-09-30T17:00:00,11,2018-10-01T04:00:00,3.04,3.05,True,
2018-09-30,2018-09-30T17:00:00,12,2018-10-01T05:00:00,3.04,3.02,True,
2018-09-30,2018-09-30T18:00:00,1,2018-09-30T19:00:00,3.05,3.04,True,
2018-09-30,2018-09-30T18:00:00,2,2018-09-30T20:00:00,3.05,3.04,True,
2018-09-30,2018-09-30T18:00:00,3,2018-09-30T21:00:00,3.05,3.02,True,
2018-09-30,2018-09-30T18:00:00,4,2018-09-30T22:00:00,3.05,3.0,True,
2018-09-30,2018-09-30T18:00:00,5,2018-09-30T23:00:00,3.05,3.0,True,
2018-09-30,2018-09-30T18:00:00,6,2018-10-01T00:00:00,3.05,3.02,True,
2018-09-30,2018-09-30T18:00:00,7,2018-10-01T01:00:00,3.05,3.05,True,
2018-09-30,2018-09-30T18:00:00,8,2018-10-01T02:00:00,3.05,3.06,True,
2018-09-30,2018-09-30T18:00:00,9,2018-10-01T03:00:00,3.05,3.06,True,
2018-09-30,2018-09-30T18:00:00,10,2018-10-01T04:00:00,3.05,3.05,True,
2018-09-30,2018-09-30T18:00:00,11,2018-10-01T05:00:00,3.05,3.02,True,
2018-09-30,2018-09-30T18:00:00,12,2018-10-01T06:00:00,3.05,2.98,True,
2018-09-30,2018-09-30T19:00:00,1,2018-09-30T20:00:00,3.06,3.04,False,
2018-09-30,2018-09-30T19:00:00,2,2018-09-30T21:00:00,3.06,3.02,False,
2018-09-30,2018-09-30T19:00:00,3,2018-09-30T22:00:00,3.06,3.0,False,
2018-09-30,2018-09-30T19:00:00,4,2018-09-30T23:00:00,3.06,3.0,False,
2018-09-30,2018-09-30T19:00:00,5,2018-10-01T00:00:00,3.06,3.02,False,
2018-09-30,2018-09-30T19:00:00,6,2018-10-01T01:00:00,3.06,3.05,False,
2018-09-30,2018-09-30T19:00:00,7,2018-10-01T02:00:00,3.06,3.06,False,
2018-09-30,2018-09-30T19:00:00,8,2018-10-01T03:00:00,3.06,3.06,False,
2018-09-30,2018-09-30T19:00:00,9,2018-10-01T04:00:00,3.06,3.05,False,
2018-09-30,2018-09-30T19:00:00,10,2018-10-01T05:00:00,3.06,3.02,False,
2018-09-30,2018-09-30T19:00:00,11,2018-10-01T06:00:00,3.06,2.98,False,
2018-09-30,2018-09-30T19:00:00,12,2018-10-01T07:00:00,3.06,2.93,False,
2018-09-30,2018-09-30T20:00:00,1,2018-09-30T21:00:00,3.04,3.02,True,
2018-09-30,2018-09-30T20:00:00,2,2018-09-30T22:00:00,3.04,3.0,True,
2018-09-30,2018-09-30T20:00:00,3,2018-09-30T23:00:00,3.04,3.0,True,
2018-09-30,2018-09-30T20:00:00,4,2018-10-01T00:00:00,3.04,3.02,True,
2018-09-30,2018-09-30T20:00:00,5,2018-10-01T01:00:00,3.04,3.05,True,
2018-09-30,2018-09-30T20:00:00,6,2018-10-01T02:00:00,3.04,3.06,True,
2018-09-30,2018-09-30T20:00:00,7,2018-10-01T03:00:00,3.04,3.06,True,
2018-09-30,2018-09-30T20:00:00,8,2018-10-01T04:00:00,3.04,3.05,True,
2018-09-30,2018-09-30T20:00:00,9,2018-10-01T05:00:00,3.04,3.02,True,
2018-09-30,2018-09-30T20:00:00,10,2018-10-01T06:00:00,3.04,2.98,True,
2018-09-30,2018-09-30T20:00:00,11,2018-10-01T07:00:00,3.04,2.93,True,
2018-09-30,2018-09-30T20:00:00,12,2018-10-01T08:00:00,3.04,2.89,True,
2018-09-30,2018-09-30T21:00:00,1,2018-09-30T22:00:00,3.04,3.0,True,
2018-09-30,2018-09-30T21:00:00,2,2018-09-30T23:00:00,3.04,3.0,True,
2018-09-30,2018-09-30T21:00:00,3,2018-10-01T00:00:00,3.04,3.02,True,
2018-09-30,2018-09-30T21:00:00,4,2018-10-01T01:00:00,3.04,3.05,True,
2018-09-30,2018-09-30T21:00:00,5,2018-10-01T02:00:00,3.04,3.06,True,
2018-09-30,2018-09-30T21:00:00,6,2018-10-01T03:00:00,3.04,3.06,True,
2018-09-30,2018-09-30T21:00:00,7,2018-10-01T04:00:00,3.04,3.05,True,
2018-09-30,2018-09-30T21:00:00,8,2018-10-01T05:00:00,3.04,3.02,True,
2018-09-30,2018-09-30T21:00:00,9,2018-10-01T06:00:00,3.04,2.98,True,
2018-09-30,2018-09-30T21:00:00,10,2018-10-01T07:00:00,3.04,2.93,True,
2018-09-30,2018-09-30T21:00:00,11,2018-10-01T08:00:00,3.04,2.89,True,
2018-09-30,2018-09-30T21:00:00,12,2018-10-01T09:00:00,3.04,2.87,True,
2018-09-30,2018-09-30T22:00:00,1,2018-09-30T23:00:00,3.02,3.0,True,
2018-09-30,2018-09-30T22:00:00,2,2018-10-01T00:00:00,3.02,3.02,True,
2018-09-30,2018-09-30T22:00:00,3,2018-10-01T01:00:00,3.02,3.05,True,
2018-09-30,2018-09-30T22:00:00,4,2018-10-01T02:00:00,3.02,3.06,True,
2018-09-30,2018-09-30T22:00:00,5,2018-10-01T03:00:00,3.02,3.06,True,
2018-09-30,2018-09-30T22:00:00,6,2018-10-01T04:00:00,3.02,3.05,True,
2018-09-30,2018-09-30T22:00:00,7,2018-10-01T05:00:00,3.02,3.02,True,
2018-09-30,2018-09-30T22:00:00,8,2018-10-01T06:00:00,3.02,2.98,True,
2018-09-30,2018-09-30T22:00:00,9,2018-10-01T07:00:00,3.02,2.93,True,
2018-09-30,2018-09-30T22:00:00,10,2018-10-01T08:00:00,3.02,2.89,True,
2018-09-30,2018-09-30T22:00:00,11,2018-10-01T09:00:00,3.02,2.87,True,
2018-09-30,2018-09-30T22:00:00,12,2018-10-01T10:00:00,3.02,2.83,True,
2018-09-30,2018-09-30T23:00:00,1,2018-10-01T00:00:00,3.0,3.02,True,
2018-09-30,2018-09-30T23:00:00,2,2018-10-01T01:00:00,3.0,3.05,True,
2018-09-30,2018-09-30T23:00:00,3,2018-10-01T02:00:00,3.0,3.06,True,
2018-09-30,2018-09-30T23:00:00,4,2018-10-01T03:00:00,3.0,3.06,True,
2018-09-30,2018-09-30T23:00:00,5,2018-10-01T04:00:00,3.0,3.05,True,
2018-09-30,2018-09-30T23:00:00,6,2018-10-01T05:00:00,3.0,3.02,True,
2018-09-30,2018-09-30T23:00:00,7,2018-10-01T06:00:00,3.0,2.98,True,
2018-09-30,2018-09-30T23:00:00,8,2018-10-01T07:00:00,3.0,2.93,True,
2018-09-30,2018-09-30T23:00:00,9,2018-10-01T08:00:00,3.0,2.89,True,
2018-09-30,2018-09-30T23:00:00,10,2018-10-01T09:00:00,3.0,2.87,True,
2018-09-30,2018-09-30T23:00:00,11,2018-10-01T10:00:00,3.0,2.83,True,
2018-09-30,2018-09-30T23:00:00,12,2018-10-01T11:00:00,3.0,2.8,True,
2018-09-30,2018-10-01T00:00:00,1,2018-10-01T01:00:00,3.0,3.05,True,
2018-09-30,2018-10-01T00:00:00,2,2018-10-01T02:00:00,3.0,3.06,True,
2018-09-30,2018-10-01T00:00:00,3,2018-10-01T03:00:00,3.0,3.06,True,
2018-09-30,2018-10-01T00:00:00,4,2018-10-01T04:00:00,3.0,3.05,True,
2018-09-30,2018-10-01T00:00:00,5,2018-10-01T05:00:00,3.0,3.02,True,
