phase,horizon_h,population,region,rows,amount_cells,amount_missing,amount_finite_zero,rows_amount_all_missing,coverage_cells,coverage_missing,coverage_below_half,coverage_min,coverage_median,coverage_max
test,10,evaluation_high_full_schedule,Baixo Antas,237,2133,0,291,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,10,evaluation_high_full_schedule,Carreiro,237,2133,0,244,0,1422,0,0,0.7706708268330733,0.9425458268330733,1.0
test,10,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,290,0,1422,0,0,0.6023454157782517,0.8568059997630892,0.9997260720208483
test,10,evaluation_high_full_schedule,Alto Antas,237,2133,0,210,0,1422,0,0,0.6394441216347084,0.9262835722125378,0.9999144554199755
test,10,evaluation_high_full_schedule,Tainhas,237,2133,1,417,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,11,original_training,Baixo Antas,10817,97353,165,60833,0,64902,0,157,0.1512373554913295,0.9417976276493256,0.994084176300578
test,11,original_training,Carreiro,10817,97353,5035,47874,336,64902,0,3197,0.07683307332293292,0.9824371099843994,0.999780616224649
test,11,original_training,Prata-Turvo,10817,97353,35,54815,0,64902,0,27,0.13350657427149967,0.9967128642501777,1.0
test,11,original_training,Alto Antas,10817,97353,41,45740,0,64902,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,11,original_training,Tainhas,10817,97353,131,60269,0,64902,0,105,0.11402834699453551,1.0,1.0
test,11,added2023_training,Baixo Antas,483,4347,3650,177,405,2898,0,2435,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,11,added2023_training,Carreiro,483,4347,3645,193,405,2898,0,2430,0.046801872074883,0.0514820592823713,0.781371879875195
test,11,added2023_training,Prata-Turvo,483,4347,0,1578,0,2898,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,11,added2023_training,Alto Antas,483,4347,2,1283,0,2898,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,11,added2023_training,Tainhas,483,4347,1,2150,0,2898,0,1,0.3907103825136612,1.0,1.0
test,11,combined_training,Baixo Antas,11300,101700,3815,61010,405,67800,0,2592,0.1512373554913295,0.927128492292871,0.994084176300578
test,11,combined_training,Carreiro,11300,101700,8680,48067,741,67800,0,5627,0.046801872074883,0.9810192407696308,0.999780616224649
test,11,combined_training,Prata-Turvo,11300,101700,35,56393,0,67800,0,27,0.13350657427149967,0.9950692963752665,1.0
test,11,combined_training,Alto Antas,11300,101700,43,47023,0,67800,0,33,0.0992246513654852,0.9437689650719865,0.9995700577829427
test,11,combined_training,Tainhas,11300,101700,132,62419,0,67800,0,106,0.11402834699453551,1.0,1.0
test,11,evaluation_high_full_schedule,Baixo Antas,237,2133,0,289,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,11,evaluation_high_full_schedule,Carreiro,237,2133,0,241,0,1422,0,0,0.7706708268330733,0.9427205213208529,1.0
test,11,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,284,0,1422,0,0,0.6023454157782517,0.8522195569770197,0.9997260720208483
test,11,evaluation_high_full_schedule,Alto Antas,237,2133,0,205,0,1422,0,0,0.6394441216347084,0.9262525017754534,0.9999144554199755
test,11,evaluation_high_full_schedule,Tainhas,237,2133,1,398,0,1422,0,1,0.3907103825136612,0.9993169398907105,1.0
test,12,original_training,Baixo Antas,10814,97326,165,60824,0,64884,0,157,0.1512373554913295,0.9417976276493256,0.994084176300578
test,12,original_training,Carreiro,10814,97326,5035,47865,336,64884,0,3197,0.07683307332293292,0.982449297971919,0.999780616224649
test,12,original_training,Prata-Turvo,10814,97326,35,54808,0,64884,0,27,0.13350657427149967,0.9967128642501777,1.0
test,12,original_training,Alto Antas,10814,97326,41,45730,0,64884,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,12,original_training,Tainhas,10814,97326,131,60260,0,64884,0,105,0.11402834699453551,1.0,1.0
test,12,added2023_training,Baixo Antas,481,4329,3640,177,404,2886,0,2428,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,12,added2023_training,Carreiro,481,4329,3636,193,404,2886,0,2424,0.046801872074883,0.0514820592823713,0.781371879875195
test,12,added2023_training,Prata-Turvo,481,4329,0,1578,0,2886,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,12,added2023_training,Alto Antas,481,4329,2,1281,0,2886,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,12,added2023_training,Tainhas,481,4329,1,2148,0,2886,0,1,0.3907103825136612,1.0,1.0
test,12,combined_training,Baixo Antas,11295,101655,3805,61001,404,67770,0,2585,0.1512373554913295,0.9273392341040463,0.994084176300578
test,12,combined_training,Carreiro,11295,101655,8671,48058,740,67770,0,5621,0.046801872074883,0.9810192407696308,0.999780616224649
test,12,combined_training,Prata-Turvo,11295,101655,35,56386,0,67770,0,27,0.13350657427149967,0.9950692963752665,1.0
test,12,combined_training,Alto Antas,11295,101655,43,47011,0,67770,0,33,0.0992246513654852,0.943782684485764,0.9995700577829427
test,12,combined_training,Tainhas,11295,101655,132,62408,0,67770,0,106,0.11402834699453551,1.0,1.0
test,12,evaluation_high_full_schedule,Baixo Antas,237,2133,0,283,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,12,evaluation_high_full_schedule,Carreiro,237,2133,0,236,0,1422,0,0,0.7706708268330733,0.9427977119084765,1.0
test,12,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,273,0,1422,0,0,0.6023454157782517,0.8503890517649846,0.9997260720208483
test,12,evaluation_high_full_schedule,Alto Antas,237,2133,0,196,0,1422,0,0,0.6394441216347084,0.926144360513913,0.9999144554199755
test,12,evaluation_high_full_schedule,Tainhas,237,2133,1,379,0,1422,0,1,0.3907103825136612,0.9993169398907105,1.0
