phase,horizon_h,population,block,rows,columns,cells,finite_cells,missing_cells,rows_complete,rows_any_missing,rows_all_missing,zero_finite_cells
test,11,combined_training,retained45,11300,45,508500,497016,11484,9500,1800,0,86775
test,11,combined_training,retained108,11300,108,1220400,1206660,13740,9454,1846,0,335400
test,11,evaluation_high_full_schedule,auxiliary12,237,12,2844,2301,543,140,97,0,19
test,11,evaluation_high_full_schedule,SantaTereza6,237,6,1422,1422,0,237,0,0,17
test,11,evaluation_high_full_schedule,Carreiro6,237,6,1422,879,543,140,97,87,2
test,11,evaluation_high_full_schedule,rain75,237,75,17775,17774,1,236,1,0,1417
test,11,evaluation_high_full_schedule,rain_amount45,237,45,10665,10664,1,236,1,0,1417
test,11,evaluation_high_full_schedule,rain_coverage30,237,30,7110,7110,0,237,0,0,0
test,11,evaluation_high_full_schedule,retained45,237,45,10665,10112,553,140,97,0,101
test,11,evaluation_high_full_schedule,retained108,237,108,25596,25585,11,231,6,0,1499
test,12,original_training,auxiliary12,10814,12,129768,125109,4659,9698,1116,7,26281
test,12,original_training,SantaTereza6,10814,6,64884,61933,2951,9996,818,392,5264
test,12,original_training,Carreiro6,10814,6,64884,63176,1708,10477,337,272,21017
test,12,original_training,rain75,10814,75,811050,805643,5407,9735,1079,0,269487
test,12,original_training,rain_amount45,10814,45,486630,481223,5407,9735,1079,0,269487
test,12,original_training,rain_coverage30,10814,30,324420,324420,0,10814,0,0,0
test,12,original_training,retained45,10814,45,486630,481041,5589,9495,1319,0,85526
test,12,original_training,retained108,10814,108,1167912,1161575,6337,9377,1437,0,328732
test,12,added2023_training,auxiliary12,481,12,5772,0,5772,0,481,481,0
test,12,added2023_training,SantaTereza6,481,6,2886,0,2886,0,481,481,0
test,12,added2023_training,Carreiro6,481,6,2886,0,2886,0,481,481,0
test,12,added2023_training,rain75,481,75,36075,28796,7279,73,408,0,5377
test,12,added2023_training,rain_amount45,481,45,21645,14366,7279,73,408,0,5377
test,12,added2023_training,rain_coverage30,481,30,14430,14430,0,481,0,0,0
test,12,added2023_training,retained45,481,45,21645,15762,5883,0,481,0,1276
test,12,added2023_training,retained108,481,108,51948,44558,7390,73,408,0,6653
test,12,combined_training,auxiliary12,11295,12,135540,125109,10431,9698,1597,488,26281
test,12,combined_training,SantaTereza6,11295,6,67770,61933,5837,9996,1299,873,5264
test,12,combined_training,Carreiro6,11295,6,67770,63176,4594,10477,818,753,21017
test,12,combined_training,rain75,11295,75,847125,834439,12686,9808,1487,0,274864
test,12,combined_training,rain_amount45,11295,45,508275,495589,12686,9808,1487,0,274864
test,12,combined_training,rain_coverage30,11295,30,338850,338850,0,11295,0,0,0
test,12,combined_training,retained45,11295,45,508275,496803,11472,9495,1800,0,86802
test,12,combined_training,retained108,11295,108,1219860,1206133,13727,9450,1845,0,335385
test,12,evaluation_high_full_schedule,auxiliary12,237,12,2844,2297,547,140,97,0,23
test,12,evaluation_high_full_schedule,SantaTereza6,237,6,1422,1422,0,237,0,0,21
test,12,evaluation_high_full_schedule,Carreiro6,237,6,1422,875,547,140,97,88,2
test,12,evaluation_high_full_schedule,rain75,237,75,17775,17774,1,236,1,0,1367
test,12,evaluation_high_full_schedule,rain_amount45,237,45,10665,10664,1,236,1,0,1367
test,12,evaluation_high_full_schedule,rain_coverage30,237,30,7110,7110,0,237,0,0,0
test,12,evaluation_high_full_schedule,retained45,237,45,10665,10108,557,140,97,0,103
test,12,evaluation_high_full_schedule,retained108,237,108,25596,25585,11,231,6,0,1447
