nominal_lead_h,family,subset,observed_targets,paired_n,forecast_failures_with_truth,coverage,within_0_50_n,within_0_50_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
4,reference,level_ge_7m,237,235,2,0.9915611814345991,161,0.6851063829787234,0.47178007148244994,0.08175547339461518,1.0321778131511443,2.2372622248985596,3.671050545611749
4,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,165,0.7021276595744681,0.45344985859643694,0.10127944977614271,1.0436812438423657,1.9734712200326103,3.4841511059585457
5,reference,all,1940,1928,12,0.9938144329896907,1550,0.803941908713693,0.31642837092583603,-0.005488368673718423,0.7148980836315918,1.1384196267153819,3.9145393005861226
5,julho_levels,all,1940,1928,12,0.9938144329896907,1460,0.7572614107883817,0.33148019984039495,0.030643489664600364,0.7471025149636147,1.166272623250653,3.5569203045668054
5,reference,level_ge_7m,237,235,2,0.9915611814345991,151,0.6425531914893617,0.565462484396799,0.07906467773746804,1.2929269521293436,2.987763911029813,3.9145393005861226
5,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,153,0.6510638297872341,0.5427414704015473,0.10945084458116879,1.305481058863688,2.7252800452122528,3.5569203045668054
6,reference,all,1939,1926,13,0.9932955131511089,1469,0.7627206645898235,0.35359092983921536,-0.006988466782859014,0.7556927938927549,1.244055500108281,4.682998924381193
6,julho_levels,all,1939,1926,13,0.9932955131511089,1387,0.7201453790238836,0.36621233691551286,0.04017654574163445,0.7841138205477669,1.2998562745615005,4.061902098043779
6,reference,level_ge_7m,237,235,2,0.9915611814345991,139,0.5914893617021276,0.6609424738951678,0.10910555169714646,1.4254533504753228,3.6554560321873293,4.682998924381193
6,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,136,0.5787234042553191,0.632028496490815,0.14191204028921306,1.4724812964928318,3.3492304700314115,4.061902098043779
7,reference,all,1938,1924,14,0.9927760577915377,1372,0.7130977130977131,0.3958840524774894,-0.01234170966228453,0.8095490305971973,1.3340232611841927,5.550073726831386
7,julho_levels,all,1938,1924,14,0.9927760577915377,1335,0.6938669438669439,0.4004101938425362,0.048583881693566984,0.8209883098999419,1.4318337681228883,4.776930482843849
7,reference,level_ge_7m,237,235,2,0.9915611814345991,125,0.5319148936170213,0.75249976344665,0.10920112384057361,1.6046285768644881,3.8164817251240275,5.550073726831386
7,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,126,0.5361702127659574,0.7093347430827093,0.15468136139905883,1.6351397000962298,3.4608252609055405,4.776930482843849
8,reference,all,1937,1922,15,0.9922560660815695,1275,0.6633714880332986,0.44165280082073644,-0.0187956102675655,0.887691062995054,1.4696315702060392,5.968691882733831
8,julho_levels,all,1937,1922,15,0.9922560660815695,1270,0.6607700312174818,0.4342653959315747,0.0565248125112964,0.8693360087660669,1.5153723925520939,5.256964042904428
8,reference,level_ge_7m,237,235,2,0.9915611814345991,111,0.4723404255319149,0.8400170557415789,0.10015026277009606,1.7768617217398746,4.291831949216853,5.968691882733831
8,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,116,0.49361702127659574,0.7911046281195627,0.15570532726390487,1.7886938665417242,4.061766449692649,5.256964042904428
9,reference,all,1936,1920,16,0.9917355371900827,1180,0.6145833333333334,0.49601201458019506,-0.030838430489301873,1.0029092708932024,1.61718359984253,7.203141808085833
9,julho_levels,all,1936,1920,16,0.9917355371900827,1214,0.6322916666666667,0.46909582377929404,0.05962918139387021,0.9157421805805447,1.691714159146451,6.2540571168049155
9,reference,level_ge_7m,237,235,2,0.9915611814345991,104,0.4425531914893617,0.9639209146167745,0.04393113272984245,1.9535721567192597,5.404613134276984,7.203141808085833
9,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,110,0.46808510638297873,0.9005088067136302,0.11306662394265286,1.9504266114776936,4.836503294394425,6.2540571168049155
10,reference,all,1935,1918,17,0.9912144702842377,1101,0.5740354535974974,0.5488441597293077,-0.04126681163585751,1.0932760137501263,1.7839797039780676,8.23165757851788
10,julho_levels,all,1935,1918,17,0.9912144702842377,1185,0.6178310740354536,0.49836841703941515,0.06403382110277996,0.9827327759452171,1.7535399446349131,7.093352310556902
10,reference,level_ge_7m,237,235,2,0.9915611814345991,97,0.4127659574468085,1.0778059901948722,0.0008190534191695488,2.1480511046384074,5.767462991493281,8.23165757851788
10,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,108,0.4595744680851064,1.0084108848881035,0.08164355928003991,2.1368612351101173,5.333376879938456,7.093352310556902
11,reference,all,1934,1916,18,0.9906928645294726,1013,0.528705636743215,0.6028923342762683,-0.052934027407068006,1.1738769752023333,1.9628672100443902,9.205525346341107
11,julho_levels,all,1934,1916,18,0.9906928645294726,1169,0.610125260960334,0.5262691307970592,0.06715239029346276,1.0105718594661983,1.995634821285095,7.920057324110807
11,reference,level_ge_7m,237,235,2,0.9915611814345991,83,0.35319148936170214,1.2093468775648837,-0.053090851338908986,2.4780224400825634,6.05547981564191,9.205525346341107
11,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,98,0.41702127659574467,1.130180481536734,0.038559313565774744,2.353064777699212,5.745339661360086,7.920057324110807
12,reference,all,1933,1914,19,0.9901707190894982,944,0.49320794148380354,0.6552963748481168,-0.06546557790790057,1.2548795165481001,2.1451739842615414,10.21734696475649
12,julho_levels,all,1933,1914,19,0.9901707190894982,1143,0.5971786833855799,0.5513441385318377,0.06948188380700863,1.0892448974779825,2.1600370869033503,8.85887126130388
12,reference,level_ge_7m,237,235,2,0.9915611814345991,72,0.30638297872340425,1.3620820228825359,-0.11961459492205113,2.752349783154842,6.324932108050382,10.21734696475649
12,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,85,0.3617021276595745,1.268015730712041,-0.015965159425331697,2.912994699015759,6.169996287826307,8.85887126130388
