origin,base_query,base_source,base_age_after_query_seconds,base_raw_cm,base_qc,base_finite,truth_source,truth_raw_cm,truth_qc,truth_finite,base_source_file,base_record_index,truth_source_file,truth_record_index
2020-07-01T10:00:00-03:00,2020-07-01T09:45:00-03:00,2020-07-01T09:45:00-03:00,0.0,955.00,Dado aprovado,True,2020-07-01T10:00:00-03:00,949.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1881,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1880
2020-07-01T11:00:00-03:00,2020-07-01T10:45:00-03:00,2020-07-01T10:45:00-03:00,0.0,941.00,Dado aprovado,True,2020-07-01T11:00:00-03:00,938.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1877,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1876
2020-07-01T12:00:00-03:00,2020-07-01T11:45:00-03:00,2020-07-01T11:45:00-03:00,0.0,925.00,Dado aprovado,True,2020-07-01T12:00:00-03:00,921.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1873,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1872
2020-07-01T13:00:00-03:00,2020-07-01T12:45:00-03:00,2020-07-01T12:45:00-03:00,0.0,907.00,Dado aprovado,True,2020-07-01T13:00:00-03:00,902.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1869,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1868
2020-07-01T14:00:00-03:00,2020-07-01T13:45:00-03:00,2020-07-01T13:45:00-03:00,0.0,896.00,Dado aprovado,True,2020-07-01T14:00:00-03:00,893.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1865,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1864
2020-07-01T15:00:00-03:00,2020-07-01T14:45:00-03:00,2020-07-01T14:45:00-03:00,0.0,884.00,Dado aprovado,True,2020-07-01T15:00:00-03:00,881.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1861,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1860
2020-07-01T16:00:00-03:00,2020-07-01T15:45:00-03:00,2020-07-01T15:45:00-03:00,0.0,874.00,Dado aprovado,True,2020-07-01T16:00:00-03:00,874.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1857,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1856
2020-07-01T17:00:00-03:00,2020-07-01T16:45:00-03:00,2020-07-01T16:45:00-03:00,0.0,861.00,Dado aprovado,True,2020-07-01T17:00:00-03:00,856.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1853,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1852
2020-07-01T18:00:00-03:00,2020-07-01T17:45:00-03:00,2020-07-01T17:45:00-03:00,0.0,848.00,Dado aprovado,True,2020-07-01T18:00:00-03:00,839.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1849,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1848
2020-07-01T19:00:00-03:00,2020-07-01T18:45:00-03:00,2020-07-01T18:45:00-03:00,0.0,825.00,Dado aprovado,True,2020-07-01T19:00:00-03:00,822.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1845,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1844
2020-07-01T20:00:00-03:00,2020-07-01T19:45:00-03:00,2020-07-01T19:45:00-03:00,0.0,806.00,Dado aprovado,True,2020-07-01T20:00:00-03:00,803.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1841,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1840
2020-07-01T21:00:00-03:00,2020-07-01T20:45:00-03:00,2020-07-01T20:45:00-03:00,0.0,792.00,Dado aprovado,True,2020-07-01T21:00:00-03:00,784.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1837,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1836
2020-07-01T22:00:00-03:00,2020-07-01T21:45:00-03:00,2020-07-01T21:45:00-03:00,0.0,774.00,Dado aprovado,True,2020-07-01T22:00:00-03:00,771.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1833,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1832
2020-07-01T23:00:00-03:00,2020-07-01T22:45:00-03:00,2020-07-01T22:45:00-03:00,0.0,757.00,Dado aprovado,True,2020-07-01T23:00:00-03:00,754.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1829,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1828
2020-07-02T00:00:00-03:00,2020-07-01T23:45:00-03:00,2020-07-01T23:45:00-03:00,0.0,742.00,Dado aprovado,True,2020-07-02T00:00:00-03:00,740.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1825,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1824
2020-07-02T01:00:00-03:00,2020-07-02T00:45:00-03:00,2020-07-02T00:45:00-03:00,0.0,733.00,Dado aprovado,True,2020-07-02T01:00:00-03:00,729.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1821,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1820
2020-07-02T02:00:00-03:00,2020-07-02T01:45:00-03:00,2020-07-02T01:45:00-03:00,0.0,727.00,Dado aprovado,True,2020-07-02T02:00:00-03:00,724.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1817,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1816
2020-07-02T03:00:00-03:00,2020-07-02T02:45:00-03:00,2020-07-02T02:45:00-03:00,0.0,717.00,Dado aprovado,True,2020-07-02T03:00:00-03:00,713.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1813,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1812
2020-07-02T04:00:00-03:00,2020-07-02T03:45:00-03:00,2020-07-02T03:45:00-03:00,0.0,705.00,Dado aprovado,True,2020-07-02T04:00:00-03:00,703.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1809,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1808
2020-07-02T05:00:00-03:00,2020-07-02T04:45:00-03:00,2020-07-02T04:45:00-03:00,0.0,693.00,Dado aprovado,True,2020-07-02T05:00:00-03:00,688.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1805,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1804
2020-07-02T06:00:00-03:00,2020-07-02T05:45:00-03:00,2020-07-02T05:45:00-03:00,0.0,681.00,Dado aprovado,True,2020-07-02T06:00:00-03:00,677.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1801,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1800
2020-07-02T07:00:00-03:00,2020-07-02T06:45:00-03:00,2020-07-02T06:45:00-03:00,0.0,669.00,Dado aprovado,True,2020-07-02T07:00:00-03:00,664.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1797,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1796
2020-07-02T08:00:00-03:00,2020-07-02T07:45:00-03:00,2020-07-02T07:45:00-03:00,0.0,658.00,Dado aprovado,True,2020-07-02T08:00:00-03:00,655.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1793,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1792
2020-07-02T09:00:00-03:00,2020-07-02T08:45:00-03:00,2020-07-02T08:45:00-03:00,0.0,645.00,Dado aprovado,True,2020-07-02T09:00:00-03:00,644.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1789,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1788
2020-07-02T10:00:00-03:00,2020-07-02T09:45:00-03:00,2020-07-02T09:45:00-03:00,0.0,628.00,Dado aprovado,True,2020-07-02T10:00:00-03:00,625.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1785,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1784
2020-07-02T11:00:00-03:00,2020-07-02T10:45:00-03:00,2020-07-02T10:45:00-03:00,0.0,613.00,Dado aprovado,True,2020-07-02T11:00:00-03:00,608.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1781,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1780
2020-07-02T12:00:00-03:00,2020-07-02T11:45:00-03:00,2020-07-02T11:45:00-03:00,0.0,600.00,Dado aprovado,True,2020-07-02T12:00:00-03:00,598.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1777,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1776
2020-07-02T13:00:00-03:00,2020-07-02T12:45:00-03:00,2020-07-02T12:45:00-03:00,0.0,593.00,Dado aprovado,True,2020-07-02T13:00:00-03:00,589.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1773,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1772
2020-07-02T14:00:00-03:00,2020-07-02T13:45:00-03:00,2020-07-02T13:45:00-03:00,0.0,582.00,Dado aprovado,True,2020-07-02T14:00:00-03:00,582.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1769,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1768
2020-07-02T15:00:00-03:00,2020-07-02T14:45:00-03:00,2020-07-02T14:45:00-03:00,0.0,577.00,Dado aprovado,True,2020-07-02T15:00:00-03:00,575.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1765,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1764
2020-07-02T16:00:00-03:00,2020-07-02T15:45:00-03:00,2020-07-02T15:45:00-03:00,0.0,570.00,Dado aprovado,True,2020-07-02T16:00:00-03:00,568.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1761,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1760
2020-07-02T17:00:00-03:00,2020-07-02T16:45:00-03:00,2020-07-02T16:45:00-03:00,0.0,563.00,Dado aprovado,True,2020-07-02T17:00:00-03:00,562.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1757,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1756
2020-07-02T18:00:00-03:00,2020-07-02T17:45:00-03:00,2020-07-02T17:45:00-03:00,0.0,554.00,Dado aprovado,True,2020-07-02T18:00:00-03:00,552.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1753,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1752
2020-07-02T19:00:00-03:00,2020-07-02T18:45:00-03:00,2020-07-02T18:45:00-03:00,0.0,546.00,Dado aprovado,True,2020-07-02T19:00:00-03:00,543.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1749,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1748
2020-07-02T20:00:00-03:00,2020-07-02T19:45:00-03:00,2020-07-02T19:45:00-03:00,0.0,537.00,Dado aprovado,True,2020-07-02T20:00:00-03:00,536.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1745,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1744
2020-07-02T21:00:00-03:00,2020-07-02T20:45:00-03:00,2020-07-02T20:45:00-03:00,0.0,529.00,Dado aprovado,True,2020-07-02T21:00:00-03:00,526.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1741,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1740
2020-07-02T22:00:00-03:00,2020-07-02T21:45:00-03:00,2020-07-02T21:45:00-03:00,0.0,523.00,Dado aprovado,True,2020-07-02T22:00:00-03:00,516.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1737,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1736
2020-07-02T23:00:00-03:00,2020-07-02T22:45:00-03:00,2020-07-02T22:45:00-03:00,0.0,510.00,Dado aprovado,True,2020-07-02T23:00:00-03:00,507.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1733,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1732
2020-07-03T00:00:00-03:00,2020-07-02T23:45:00-03:00,2020-07-02T23:45:00-03:00,0.0,499.00,Dado aprovado,True,2020-07-03T00:00:00-03:00,499.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1729,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1728
2020-07-03T01:00:00-03:00,2020-07-03T00:45:00-03:00,2020-07-03T00:45:00-03:00,0.0,496.00,Dado aprovado,True,2020-07-03T01:00:00-03:00,497.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1725,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1724
2020-07-03T02:00:00-03:00,2020-07-03T01:45:00-03:00,2020-07-03T01:45:00-03:00,0.0,495.00,Dado aprovado,True,2020-07-03T02:00:00-03:00,496.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1721,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1720
2020-07-03T03:00:00-03:00,2020-07-03T02:45:00-03:00,2020-07-03T02:45:00-03:00,0.0,494.00,Dado aprovado,True,2020-07-03T03:00:00-03:00,494.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1717,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1716
2020-07-03T04:00:00-03:00,2020-07-03T03:45:00-03:00,2020-07-03T03:45:00-03:00,0.0,489.00,Dado aprovado,True,2020-07-03T04:00:00-03:00,489.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1713,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1712
2020-07-03T05:00:00-03:00,2020-07-03T04:45:00-03:00,2020-07-03T04:45:00-03:00,0.0,481.00,Dado aprovado,True,2020-07-03T05:00:00-03:00,481.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1709,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1708
2020-07-03T06:00:00-03:00,2020-07-03T05:45:00-03:00,2020-07-03T05:45:00-03:00,0.0,475.00,Dado aprovado,True,2020-07-03T06:00:00-03:00,474.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1705,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1704
2020-07-03T07:00:00-03:00,2020-07-03T06:45:00-03:00,2020-07-03T06:45:00-03:00,0.0,466.00,Dado aprovado,True,2020-07-03T07:00:00-03:00,466.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1701,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1700
2020-07-03T08:00:00-03:00,2020-07-03T07:45:00-03:00,2020-07-03T07:45:00-03:00,0.0,462.00,Dado aprovado,True,2020-07-03T08:00:00-03:00,461.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1697,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1696
2020-07-03T09:00:00-03:00,2020-07-03T08:45:00-03:00,2020-07-03T08:45:00-03:00,0.0,458.00,Dado aprovado,True,2020-07-03T09:00:00-03:00,457.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1693,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1692
2020-07-03T10:00:00-03:00,2020-07-03T09:45:00-03:00,2020-07-03T09:45:00-03:00,0.0,452.00,Dado aprovado,True,2020-07-03T10:00:00-03:00,451.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1689,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1688
2020-07-03T11:00:00-03:00,2020-07-03T10:45:00-03:00,2020-07-03T10:45:00-03:00,0.0,445.00,Dado aprovado,True,2020-07-03T11:00:00-03:00,442.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1685,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1684
2020-07-03T12:00:00-03:00,2020-07-03T11:45:00-03:00,2020-07-03T11:45:00-03:00,0.0,438.00,Dado aprovado,True,2020-07-03T12:00:00-03:00,437.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1681,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1680
2020-07-03T13:00:00-03:00,2020-07-03T12:45:00-03:00,2020-07-03T12:45:00-03:00,0.0,433.00,Dado aprovado,True,2020-07-03T13:00:00-03:00,431.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1677,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1676
2020-07-03T14:00:00-03:00,2020-07-03T13:45:00-03:00,2020-07-03T13:45:00-03:00,0.0,428.00,Dado aprovado,True,2020-07-03T14:00:00-03:00,428.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1673,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1672
2020-07-03T15:00:00-03:00,2020-07-03T14:45:00-03:00,2020-07-03T14:45:00-03:00,0.0,427.00,Dado aprovado,True,2020-07-03T15:00:00-03:00,425.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1669,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1668
2020-07-03T16:00:00-03:00,2020-07-03T15:45:00-03:00,2020-07-03T15:45:00-03:00,0.0,423.00,Dado aprovado,True,2020-07-03T16:00:00-03:00,421.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1665,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1664
2020-07-03T17:00:00-03:00,2020-07-03T16:45:00-03:00,2020-07-03T16:45:00-03:00,0.0,414.00,Dado aprovado,True,2020-07-03T17:00:00-03:00,414.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1661,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1660
2020-07-03T18:00:00-03:00,2020-07-03T17:45:00-03:00,2020-07-03T17:45:00-03:00,0.0,409.00,Dado aprovado,True,2020-07-03T18:00:00-03:00,408.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1657,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1656
2020-07-03T19:00:00-03:00,2020-07-03T18:45:00-03:00,2020-07-03T18:45:00-03:00,0.0,403.00,Dado aprovado,True,2020-07-03T19:00:00-03:00,401.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1653,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1652
2020-07-03T20:00:00-03:00,2020-07-03T19:45:00-03:00,2020-07-03T19:45:00-03:00,0.0,398.00,Dado aprovado,True,2020-07-03T20:00:00-03:00,397.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1649,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1648
2020-07-03T21:00:00-03:00,2020-07-03T20:45:00-03:00,2020-07-03T20:45:00-03:00,0.0,393.00,Dado aprovado,True,2020-07-03T21:00:00-03:00,392.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1645,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1644
2020-07-03T22:00:00-03:00,2020-07-03T21:45:00-03:00,2020-07-03T21:45:00-03:00,0.0,390.00,Dado aprovado,True,2020-07-03T22:00:00-03:00,389.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1641,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1640
2020-07-03T23:00:00-03:00,2020-07-03T22:45:00-03:00,2020-07-03T22:45:00-03:00,0.0,388.00,Dado aprovado,True,2020-07-03T23:00:00-03:00,386.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1637,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1636
