origin,base_query,base_source,base_age_after_query_seconds,base_raw_cm,base_qc,base_finite,truth_source,truth_raw_cm,truth_qc,truth_finite,base_source_file,base_record_index,truth_source_file,truth_record_index
2020-07-08T12:00:00-03:00,2020-07-08T11:45:00-03:00,2020-07-08T11:45:00-03:00,0.0,2137.00,Dado suspeito,False,2020-07-08T12:00:00-03:00,2136.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1201,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1200
2020-07-08T13:00:00-03:00,2020-07-08T12:45:00-03:00,2020-07-08T12:45:00-03:00,0.0,2158.00,Dado suspeito,False,2020-07-08T13:00:00-03:00,2166.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1197,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1196
2020-07-08T14:00:00-03:00,2020-07-08T13:45:00-03:00,2020-07-08T13:45:00-03:00,0.0,2168.00,Dado suspeito,False,2020-07-08T14:00:00-03:00,2179.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1193,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1192
2020-07-08T15:00:00-03:00,2020-07-08T14:45:00-03:00,2020-07-08T14:45:00-03:00,0.0,2166.00,Dado suspeito,False,2020-07-08T15:00:00-03:00,2184.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1189,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1188
2020-07-08T16:00:00-03:00,2020-07-08T15:45:00-03:00,2020-07-08T15:45:00-03:00,0.0,2180.00,Dado suspeito,False,2020-07-08T16:00:00-03:00,2182.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1185,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1184
2020-07-08T17:00:00-03:00,2020-07-08T16:45:00-03:00,2020-07-08T16:45:00-03:00,0.0,2188.00,Dado suspeito,False,2020-07-08T17:00:00-03:00,2180.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1181,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1180
2020-07-08T18:00:00-03:00,2020-07-08T17:45:00-03:00,2020-07-08T17:45:00-03:00,0.0,2181.00,Dado suspeito,False,2020-07-08T18:00:00-03:00,2197.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1177,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1176
2020-07-08T19:00:00-03:00,2020-07-08T18:45:00-03:00,2020-07-08T18:45:00-03:00,0.0,2197.00,Dado suspeito,False,2020-07-08T19:00:00-03:00,2211.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1173,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1172
2020-07-08T20:00:00-03:00,2020-07-08T19:45:00-03:00,2020-07-08T19:45:00-03:00,0.0,2204.00,Dado suspeito,False,2020-07-08T20:00:00-03:00,2198.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1169,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1168
2020-07-08T21:00:00-03:00,2020-07-08T20:45:00-03:00,2020-07-08T20:45:00-03:00,0.0,2182.00,Dado suspeito,False,2020-07-08T21:00:00-03:00,2185.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1165,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1164
2020-07-08T22:00:00-03:00,2020-07-08T21:45:00-03:00,2020-07-08T21:45:00-03:00,0.0,2167.00,Dado suspeito,False,2020-07-08T22:00:00-03:00,2164.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1161,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1160
2020-07-08T23:00:00-03:00,2020-07-08T22:45:00-03:00,2020-07-08T22:45:00-03:00,0.0,2138.00,Dado suspeito,False,2020-07-08T23:00:00-03:00,2135.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1157,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1156
2020-07-09T00:00:00-03:00,2020-07-08T23:45:00-03:00,2020-07-08T23:45:00-03:00,0.0,2114.00,Dado suspeito,False,2020-07-09T00:00:00-03:00,2102.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1153,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1152
2020-07-09T01:00:00-03:00,2020-07-09T00:45:00-03:00,2020-07-09T00:45:00-03:00,0.0,2070.00,Dado suspeito,False,2020-07-09T01:00:00-03:00,2064.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1149,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1148
2020-07-09T02:00:00-03:00,2020-07-09T01:45:00-03:00,2020-07-09T01:45:00-03:00,0.0,2035.00,Dado suspeito,False,2020-07-09T02:00:00-03:00,2026.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1145,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1144
2020-07-09T03:00:00-03:00,2020-07-09T02:45:00-03:00,2020-07-09T02:45:00-03:00,0.0,1996.00,Dado suspeito,False,2020-07-09T03:00:00-03:00,1980.00,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1141,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1140
2020-07-09T04:00:00-03:00,2020-07-09T03:45:00-03:00,2020-07-09T03:45:00-03:00,0.0,1955.00,Dado suspeito,False,2020-07-09T04:00:00-03:00,1935.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1137,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1136
2020-07-09T05:00:00-03:00,2020-07-09T04:45:00-03:00,2020-07-09T04:45:00-03:00,0.0,,,False,2020-07-09T05:00:00-03:00,1885.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1133,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1132
2020-07-19T20:00:00-03:00,2020-07-19T19:45:00-03:00,2020-07-19T19:45:00-03:00,0.0,490.00,Dado aprovado,True,2020-07-19T20:00:00-03:00,,,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,113,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,112
2020-07-20T09:00:00-03:00,2020-07-20T08:45:00-03:00,2020-07-20T08:45:00-03:00,0.0,442.00,Dado aprovado,True,2020-07-20T09:00:00-03:00,21.20,Dado suspeito,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,61,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,60
2020-07-20T10:00:00-03:00,2020-07-20T09:45:00-03:00,2020-07-20T09:45:00-03:00,0.0,,,False,2020-07-20T10:00:00-03:00,442.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,57,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,56
