source,lead_h,phase,family,subset,training_rows,features,high_flow_threshold_m3_s,n,mae_m3_s,bias_m3_s,p90_absolute_m3_s
carreiro,8,test,reference,high_flow,10620,53,261.1749999999987,233,103.32601804444727,-82.50639680721626,260.7288518008593
carreiro,8,test,level_and_slopes,all,10620,77,261.1749999999987,1675,39.411449629711036,-3.3122875515651917,65.1607949483619
carreiro,8,test,level_and_slopes,high_flow,10620,77,261.1749999999987,233,102.04718632188279,-85.87626739922536,256.52071135979764
carreiro,8,test,slopes_only,all,10620,71,261.1749999999987,1675,40.79164588585357,-8.834199091326251,64.47213192731755
carreiro,8,test,slopes_only,high_flow,10620,71,261.1749999999987,233,103.3473654051825,-82.47901318057073,253.56702449187532
carreiro,9,validation,reference,all,4375,53,261.1749999999987,6233,19.34217123883611,3.4089291982393815,42.10357831406833
carreiro,9,validation,reference,high_flow,4375,53,261.1749999999987,27,106.86110895014907,66.63354086222552,241.67387278661946
carreiro,9,validation,level_and_slopes,all,4375,77,261.1749999999987,6233,18.022553880165823,0.17591265373996792,40.2254407949428
carreiro,9,validation,level_and_slopes,high_flow,4375,77,261.1749999999987,27,109.17839267073886,65.97121508833469,248.28173204219237
carreiro,9,validation,slopes_only,all,4375,71,261.1749999999987,6233,19.6366209362227,3.4539360409042783,42.42922172501858
carreiro,9,validation,slopes_only,high_flow,4375,71,261.1749999999987,27,108.48596547164269,64.81016403605244,250.30754891997856
carreiro,9,test,reference,all,10617,53,261.1749999999987,1673,42.57224159050223,-11.138620817830677,70.00164113804914
carreiro,9,test,reference,high_flow,10617,53,261.1749999999987,233,113.64433004824842,-91.79129266873208,320.6392217287802
carreiro,9,test,level_and_slopes,all,10617,77,261.1749999999987,1673,41.7473967251379,-4.480525293225225,70.03010159084863
carreiro,9,test,level_and_slopes,high_flow,10617,77,261.1749999999987,233,111.73826982326187,-95.53264768221355,319.9115925974103
carreiro,9,test,slopes_only,all,10617,71,261.1749999999987,1673,43.46061668532101,-10.592288103244464,70.74114026387663
carreiro,9,test,slopes_only,high_flow,10617,71,261.1749999999987,233,113.59595329406413,-91.77718324017117,320.00411813234484
carreiro,10,validation,reference,all,4374,53,261.1749999999987,6232,20.024160870183863,4.069864661772929,42.95027883869576
carreiro,10,validation,reference,high_flow,4374,53,261.1749999999987,27,101.00810609002956,62.3979594492705,242.00634515304918
carreiro,10,validation,level_and_slopes,all,4374,77,261.1749999999987,6232,18.64229524858906,0.6709723429272252,41.119144434645136
carreiro,10,validation,level_and_slopes,high_flow,4374,77,261.1749999999987,27,103.38479228767086,61.075681770659834,252.60874911199878
carreiro,10,validation,slopes_only,all,4374,71,261.1749999999987,6232,20.365948291365015,4.120120077746636,43.896990481877914
carreiro,10,validation,slopes_only,high_flow,4374,71,261.1749999999987,27,102.04645553726903,60.00212884619413,252.66340602582008
carreiro,10,test,reference,all,10616,53,261.1749999999987,1671,44.48309935504033,-13.026489782968289,73.2068054805487
carreiro,10,test,reference,high_flow,10616,53,261.1749999999987,233,122.57160375866985,-99.2756486850579,354.35588940632175
carreiro,10,test,level_and_slopes,all,10616,77,261.1749999999987,1671,43.41341112390827,-5.898907228112663,72.13167655961684
carreiro,10,test,level_and_slopes,high_flow,10616,77,261.1749999999987,233,119.94242099940674,-103.3668655250271,353.8750527212875
carreiro,10,test,slopes_only,all,10616,71,261.1749999999987,1671,45.36585808155688,-12.452108340365024,74.12217728723436
carreiro,10,test,slopes_only,high_flow,10616,71,261.1749999999987,233,122.28823824521164,-99.11367813939552,349.0537791993937
carreiro,11,validation,reference,all,4373,53,261.1749999999987,6231,20.625921201285852,4.678484066721047,43.70191448178757
carreiro,11,validation,reference,high_flow,4373,53,261.1749999999987,27,96.54465148060093,50.938068408638166,189.41488075150446
carreiro,11,validation,level_and_slopes,all,4373,77,261.1749999999987,6231,19.17146092251282,1.173319831974126,41.945967833595276
carreiro,11,validation,level_and_slopes,high_flow,4373,77,261.1749999999987,27,98.40616786650664,48.93642766437636,199.1680935534472
carreiro,11,validation,slopes_only,all,4373,71,261.1749999999987,6231,20.999321327600327,4.7320104637236815,44.90118651241295
carreiro,11,validation,slopes_only,high_flow,4373,71,261.1749999999987,27,95.67692591274981,47.87405826441675,196.50799966399015
carreiro,11,test,reference,all,10615,53,261.1749999999987,1669,46.33849641138404,-14.96018396360806,77.93599849920696
carreiro,11,test,reference,high_flow,10615,53,261.1749999999987,233,132.58400425312436,-106.91491877199218,414.7489875729718
carreiro,11,test,level_and_slopes,all,10615,77,261.1749999999987,1669,44.996532506173196,-7.393868747158457,76.92477406675248
carreiro,11,test,level_and_slopes,high_flow,10615,77,261.1749999999987,233,129.19432147094855,-111.35126696831293,415.71406963104465
carreiro,11,test,slopes_only,all,10615,71,261.1749999999987,1669,47.26753812605052,-14.35206132441579,78.78165468006434
carreiro,11,test,slopes_only,high_flow,10615,71,261.1749999999987,233,132.1977647085131,-106.69543426763722,416.97889339678756
