phase,horizon_h,family,subset,regime,n,hits,mae_m,bias_m,max_error_m
validation,7,native_only,level_ge_7m,above_train_max,0,0,,,
validation,7,native_only,level_ge_7m,below_train_min,0,0,,,
validation,7,native_only,level_ge_7m,within_train_range,28,17,0.4222488851267305,0.3405724900696739,2.5233079725154104
validation,7,reservoir_only,all,above_train_max,0,0,,,
validation,7,reservoir_only,all,below_train_min,0,0,,,
validation,7,reservoir_only,all,within_train_range,6471,6295,0.1191450581098988,0.019789852496698672,1.7114138246146418
validation,7,reservoir_only,level_ge_7m,above_train_max,0,0,,,
validation,7,reservoir_only,level_ge_7m,below_train_min,0,0,,,
validation,7,reservoir_only,level_ge_7m,within_train_range,28,20,0.40463077511875406,0.13417173672350155,1.4842740610862384
validation,7,combined,all,above_train_max,0,0,,,
validation,7,combined,all,below_train_min,0,0,,,
validation,7,combined,all,within_train_range,6471,6198,0.12890910662394978,0.04387845358019956,2.651604544465733
validation,7,combined,level_ge_7m,above_train_max,0,0,,,
validation,7,combined,level_ge_7m,below_train_min,0,0,,,
validation,7,combined,level_ge_7m,within_train_range,28,20,0.4182532936329682,0.34417360303175165,2.651604544465733
test,7,baseline,all,above_train_max,7,0,4.356604663556878,-4.356604663556878,5.216819542048922
test,7,baseline,all,below_train_min,28,9,1.0840796743652021,1.0840796743652021,2.120785815572713
test,7,baseline,all,within_train_range,1890,1676,0.23397195145379088,-0.017494861072466863,3.9509878660121407
test,7,baseline,level_ge_7m,above_train_max,7,0,4.356604663556878,-4.356604663556878,5.216819542048922
test,7,baseline,level_ge_7m,below_train_min,28,9,1.0840796743652021,1.0840796743652021,2.120785815572713
test,7,baseline,level_ge_7m,within_train_range,201,127,0.512833972223907,-0.08476800059237223,3.9509878660121407
test,7,native_only,all,above_train_max,7,0,4.511387894228965,-4.511387894228965,5.308074207598951
test,7,native_only,all,below_train_min,28,9,1.075996565753918,1.075996565753918,2.191116779154884
test,7,native_only,all,within_train_range,1890,1686,0.23394894510672554,-0.011305777047026067,3.3703707921825616
test,7,native_only,level_ge_7m,above_train_max,7,0,4.511387894228965,-4.511387894228965,5.308074207598951
test,7,native_only,level_ge_7m,below_train_min,28,9,1.075996565753918,1.075996565753918,2.191116779154884
test,7,native_only,level_ge_7m,within_train_range,201,125,0.5304385944469346,-0.11923133063284018,3.3703707921825616
test,7,reservoir_only,all,above_train_max,7,0,4.258584623298483,-4.258584623298483,5.123190909376305
test,7,reservoir_only,all,below_train_min,28,9,1.0324113007340665,1.0324113007340665,2.0606761215597604
test,7,reservoir_only,all,within_train_range,1890,1705,0.22305387007681768,0.006411044146427161,3.747614949852336
test,7,reservoir_only,level_ge_7m,above_train_max,7,0,4.258584623298483,-4.258584623298483,5.123190909376305
test,7,reservoir_only,level_ge_7m,below_train_min,28,9,1.0324113007340665,1.0324113007340665,2.0606761215597604
test,7,reservoir_only,level_ge_7m,within_train_range,201,136,0.4881593515000201,-0.06460212596686958,3.747614949852336
test,7,combined,all,above_train_max,7,0,4.189862795115414,-4.189862795115414,5.103097611918972
test,7,combined,all,below_train_min,28,9,0.8818813034292136,0.8818813034292136,1.8437858367809312
test,7,combined,all,within_train_range,1890,1717,0.21088585989575814,0.0033397887215082826,3.359524784754072
test,7,combined,level_ge_7m,above_train_max,7,0,4.189862795115414,-4.189862795115414,5.103097611918972
test,7,combined,level_ge_7m,below_train_min,28,9,0.8818813034292136,0.8818813034292136,1.8437858367809312
test,7,combined,level_ge_7m,within_train_range,201,129,0.48249652389442454,-0.0522222014193009,3.359524784754072
validation,8,baseline,all,above_train_max,0,0,,,
validation,8,baseline,all,below_train_min,0,0,,,
validation,8,baseline,all,within_train_range,6470,6062,0.16998695040538014,0.05006277886999202,1.7889547313198573
validation,8,baseline,level_ge_7m,above_train_max,0,0,,,
validation,8,baseline,level_ge_7m,below_train_min,0,0,,,
validation,8,baseline,level_ge_7m,within_train_range,28,18,0.43892853283349076,0.17183293289792342,1.4489054695110797
validation,8,native_only,all,above_train_max,0,0,,,
validation,8,native_only,all,below_train_min,0,0,,,
validation,8,native_only,all,within_train_range,6470,6002,0.16927043116992763,0.0662278438021205,2.6765519181080974
validation,8,native_only,level_ge_7m,above_train_max,0,0,,,
validation,8,native_only,level_ge_7m,below_train_min,0,0,,,
validation,8,native_only,level_ge_7m,within_train_range,28,19,0.5140177771047117,0.39606365963647744,2.405567734701031
validation,8,reservoir_only,all,above_train_max,0,0,,,
validation,8,reservoir_only,all,below_train_min,0,0,,,
validation,8,reservoir_only,all,within_train_range,6470,6154,0.15686866730934565,0.02660160648142088,1.7499382728736288
validation,8,reservoir_only,level_ge_7m,above_train_max,0,0,,,
validation,8,reservoir_only,level_ge_7m,below_train_min,0,0,,,
validation,8,reservoir_only,level_ge_7m,within_train_range,28,18,0.45448521100375594,0.1739346737925191,1.5205709276207173
validation,8,combined,all,above_train_max,0,0,,,
validation,8,combined,all,below_train_min,0,0,,,
validation,8,combined,all,within_train_range,6470,6058,0.16182580861976317,0.05544231074018485,2.348891219282531
validation,8,combined,level_ge_7m,above_train_max,0,0,,,
validation,8,combined,level_ge_7m,below_train_min,0,0,,,
validation,8,combined,level_ge_7m,within_train_range,28,18,0.5462898497602129,0.435970234857677,2.348891219282531
test,8,baseline,all,above_train_max,9,0,4.2783231666033466,-4.2783231666033466,5.485868230579268
test,8,baseline,all,below_train_min,28,9,1.158900645941793,1.158900645941793,2.2890351937475515
test,8,baseline,all,within_train_range,1886,1606,0.2904417639812888,-0.02315019927172324,3.3496673847343263
test,8,baseline,level_ge_7m,above_train_max,9,0,4.2783231666033466,-4.2783231666033466,5.485868230579268
test,8,baseline,level_ge_7m,below_train_min,28,9,1.158900645941793,1.158900645941793,2.2890351937475515
test,8,baseline,level_ge_7m,within_train_range,199,114,0.6081050980758586,-0.09070305855655915,3.3496673847343263
test,8,native_only,all,above_train_max,9,0,4.976326531128709,-4.976326531128709,6.0014693821975165
test,8,native_only,all,below_train_min,28,9,1.1805190993269645,1.1805190993269645,2.3304755701354125
test,8,native_only,all,within_train_range,1886,1627,0.2807638997864756,-0.013186685561840073,3.5218860895339965
test,8,native_only,level_ge_7m,above_train_max,9,0,4.976326531128709,-4.976326531128709,6.0014693821975165
test,8,native_only,level_ge_7m,below_train_min,28,9,1.1805190993269645,1.1805190993269645,2.3304755701354125
test,8,native_only,level_ge_7m,within_train_range,199,122,0.5641240943338065,-0.11891579069919946,3.5218860895339965
test,8,reservoir_only,all,above_train_max,9,0,4.0652936484726,-4.0652936484726,5.2486469240264455
test,8,reservoir_only,all,below_train_min,28,9,1.0958848422158118,1.0958848422158118,2.1305084173537363
test,8,reservoir_only,all,within_train_range,1886,1658,0.26764094576471165,-0.004453609144707035,3.023115604135545
test,8,reservoir_only,level_ge_7m,above_train_max,9,0,4.0652936484726,-4.0652936484726,5.2486469240264455
test,8,reservoir_only,level_ge_7m,below_train_min,28,9,1.0958848422158118,1.0958848422158118,2.1305084173537363
test,8,reservoir_only,level_ge_7m,within_train_range,199,123,0.5439662310222405,-0.0693866910506749,3.023115604135545
test,8,combined,all,above_train_max,9,0,4.179196652651436,-4.179196652651436,5.392702063664416
test,8,combined,all,below_train_min,28,9,1.1223171272495693,1.1223171272495693,2.1566100208248162
test,8,combined,all,within_train_range,1886,1653,0.2626005983357443,0.0017225836155109525,3.0841782694000983
test,8,combined,level_ge_7m,above_train_max,9,0,4.179196652651436,-4.179196652651436,5.392702063664416
test,8,combined,level_ge_7m,below_train_min,28,9,1.1223171272495693,1.1223171272495693,2.1566100208248162
test,8,combined,level_ge_7m,within_train_range,199,126,0.5269304631876682,-0.02650055184660902,3.0841782694000983
validation,9,baseline,all,above_train_max,0,0,,,
validation,9,baseline,all,below_train_min,0,0,,,
validation,9,baseline,all,within_train_range,6470,5889,0.21135382553485227,0.058742619372750104,2.1724913938387345
validation,9,baseline,level_ge_7m,above_train_max,0,0,,,
validation,9,baseline,level_ge_7m,below_train_min,0,0,,,
validation,9,baseline,level_ge_7m,within_train_range,28,19,0.40711968333320037,0.13400046590068074,1.0328425307899227
validation,9,native_only,all,above_train_max,0,0,,,
validation,9,native_only,all,below_train_min,0,0,,,
validation,9,native_only,all,within_train_range,6470,5869,0.2084935887430011,0.09685391594052191,3.3165973805424556
validation,9,native_only,level_ge_7m,above_train_max,0,0,,,
validation,9,native_only,level_ge_7m,below_train_min,0,0,,,
validation,9,native_only,level_ge_7m,within_train_range,28,17,0.56569120138472,0.4530516311931355,1.9117183030287972
validation,9,reservoir_only,all,above_train_max,0,0,,,
validation,9,reservoir_only,all,below_train_min,0,0,,,
validation,9,reservoir_only,all,within_train_range,6470,5998,0.19017663894487774,0.030240811791758575,2.34656618343825
validation,9,reservoir_only,level_ge_7m,above_train_max,0,0,,,
validation,9,reservoir_only,level_ge_7m,below_train_min,0,0,,,
validation,9,reservoir_only,level_ge_7m,within_train_range,28,21,0.4041341990348514,0.2302822372921682,1.0088673467355296
validation,9,combined,all,above_train_max,0,0,,,
validation,9,combined,all,below_train_min,0,0,,,
validation,9,combined,all,within_train_range,6470,5917,0.20322712852173486,0.08111496763145781,3.198308183685985
validation,9,combined,level_ge_7m,above_train_max,0,0,,,
validation,9,combined,level_ge_7m,below_train_min,0,0,,,
validation,9,combined,level_ge_7m,within_train_range,28,17,0.5070388447636025,0.44973384108333647,2.0356753526457485
test,9,baseline,all,above_train_max,10,0,4.82681231548778,-4.82681231548778,6.06264973497813
test,9,baseline,all,below_train_min,27,8,1.2888875277717757,1.2888875277717757,2.341604449929463
test,9,baseline,all,within_train_range,1884,1519,0.3512465241133413,-0.022889710554101415,4.3065849719674345
test,9,baseline,level_ge_7m,above_train_max,10,0,4.82681231548778,-4.82681231548778,6.06264973497813
test,9,baseline,level_ge_7m,below_train_min,27,8,1.2888875277717757,1.2888875277717757,2.341604449929463
test,9,baseline,level_ge_7m,within_train_range,199,110,0.7356514882774474,-0.17792898465805174,4.3065849719674345
test,9,native_only,all,above_train_max,10,0,4.9021007759255255,-4.9021007759255255,5.943609420224272
test,9,native_only,all,below_train_min,27,6,1.3313273439353355,1.3313273439353355,2.442572875120801
test,9,native_only,all,within_train_range,1884,1544,0.3362570562292601,-0.04094420204245413,4.3246075047767665
test,9,native_only,level_ge_7m,above_train_max,10,0,4.9021007759255255,-4.9021007759255255,5.943609420224272
test,9,native_only,level_ge_7m,below_train_min,27,6,1.3313273439353355,1.3313273439353355,2.442572875120801
test,9,native_only,level_ge_7m,within_train_range,199,107,0.6833928296432265,-0.1968120340333128,4.3246075047767665
test,9,reservoir_only,all,above_train_max,10,0,4.370097604254421,-4.370097604254421,5.620342775688057
test,9,reservoir_only,all,below_train_min,27,8,1.2211648770613381,1.2211648770613381,2.2409541623161466
test,9,reservoir_only,all,within_train_range,1884,1553,0.3227329036623773,0.014066505166388492,4.198844934647518
test,9,reservoir_only,level_ge_7m,above_train_max,10,0,4.370097604254421,-4.370097604254421,5.620342775688057
test,9,reservoir_only,level_ge_7m,below_train_min,27,8,1.2211648770613381,1.2211648770613381,2.2409541623161466
test,9,reservoir_only,level_ge_7m,within_train_range,199,110,0.6468572757373484,-0.10771539135127225,4.198844934647518
test,9,combined,all,above_train_max,10,0,4.397646050477723,-4.397646050477723,5.691508722172308
test,9,combined,all,below_train_min,27,7,1.2466873199366504,1.2466873199366504,2.2960070639035965
test,9,combined,all,within_train_range,1884,1582,0.305732781458376,-0.0007679618606163776,3.8094238321179965
test,9,combined,level_ge_7m,above_train_max,10,0,4.397646050477723,-4.397646050477723,5.691508722172308
test,9,combined,level_ge_7m,below_train_min,27,7,1.2466873199366504,1.2466873199366504,2.2960070639035965
test,9,combined,level_ge_7m,within_train_range,199,117,0.6070161527859429,-0.1012255065102103,3.8094238321179965
validation,10,baseline,all,above_train_max,0,0,,,
validation,10,baseline,all,below_train_min,0,0,,,
validation,10,baseline,all,within_train_range,6468,5600,0.2616219074599482,0.0685214595245035,2.5114634712742756
validation,10,baseline,level_ge_7m,above_train_max,0,0,,,
validation,10,baseline,level_ge_7m,below_train_min,0,0,,,
validation,10,baseline,level_ge_7m,within_train_range,28,13,0.5234831654356826,0.030828355663570863,1.2169765269328785
validation,10,native_only,all,above_train_max,0,0,,,
validation,10,native_only,all,below_train_min,0,0,,,
validation,10,native_only,all,within_train_range,6468,5593,0.26711214439068587,0.10857762692120713,3.454938221872906
validation,10,native_only,level_ge_7m,above_train_max,0,0,,,
validation,10,native_only,level_ge_7m,below_train_min,0,0,,,
validation,10,native_only,level_ge_7m,within_train_range,28,10,0.757323046515073,0.6528703502394079,1.661939671983518
validation,10,reservoir_only,all,above_train_max,0,0,,,
validation,10,reservoir_only,all,below_train_min,0,0,,,
validation,10,reservoir_only,all,within_train_range,6468,5679,0.2520837177469541,0.07566449530204768,2.7570172046889994
validation,10,reservoir_only,level_ge_7m,above_train_max,0,0,,,
validation,10,reservoir_only,level_ge_7m,below_train_min,0,0,,,
validation,10,reservoir_only,level_ge_7m,within_train_range,28,18,0.44319997603221467,0.049350505299060786,1.0934630854130685
validation,10,combined,all,above_train_max,0,0,,,
validation,10,combined,all,below_train_min,0,0,,,
validation,10,combined,all,within_train_range,6468,5674,0.2539573795589067,0.0906961391083834,2.779856958902318
validation,10,combined,level_ge_7m,above_train_max,0,0,,,
validation,10,combined,level_ge_7m,below_train_min,0,0,,,
validation,10,combined,level_ge_7m,within_train_range,28,12,0.7205050694594416,0.641943212590161,1.4851421795851163
test,10,baseline,all,above_train_max,10,0,5.15847788171359,-5.15847788171359,6.31264246166621
test,10,baseline,all,below_train_min,26,4,1.3636873226365898,1.3636873226365898,2.3206484025438527
test,10,baseline,all,within_train_range,1883,1403,0.40036424038026197,-0.05621446471760135,5.140317262254626
test,10,baseline,level_ge_7m,above_train_max,10,0,5.15847788171359,-5.15847788171359,6.31264246166621
test,10,baseline,level_ge_7m,below_train_min,26,4,1.3636873226365898,1.3636873226365898,2.3206484025438527
test,10,baseline,level_ge_7m,within_train_range,200,89,0.8552352209672841,-0.25269220227542855,5.140317262254626
test,10,native_only,all,above_train_max,10,0,5.388898911687749,-5.388898911687749,6.431356582168159
test,10,native_only,all,below_train_min,26,1,1.6111421857728838,1.6111421857728838,2.7561205338542862
test,10,native_only,all,within_train_range,1883,1440,0.38048100397160123,-0.04887837818136394,5.5805329594605295
test,10,native_only,level_ge_7m,above_train_max,10,0,5.388898911687749,-5.388898911687749,6.431356582168159
test,10,native_only,level_ge_7m,below_train_min,26,1,1.6111421857728838,1.6111421857728838,2.7561205338542862
test,10,native_only,level_ge_7m,within_train_range,200,94,0.7868737975308356,-0.22808360133534714,5.5805329594605295
test,10,reservoir_only,all,above_train_max,10,0,4.714680309980089,-4.714680309980089,5.988863025385079
test,10,reservoir_only,all,below_train_min,26,7,1.2694840778486782,1.2694840778486782,2.196792395281724
test,10,reservoir_only,all,within_train_range,1883,1480,0.36364974537252515,0.005122257411470525,5.169538983349748
test,10,reservoir_only,level_ge_7m,above_train_max,10,0,4.714680309980089,-4.714680309980089,5.988863025385079
test,10,reservoir_only,level_ge_7m,below_train_min,26,7,1.2694840778486782,1.2694840778486782,2.196792395281724
test,10,reservoir_only,level_ge_7m,within_train_range,200,95,0.7665206424279097,-0.21165768127606316,5.169538983349748
test,10,combined,all,above_train_max,10,0,5.179758187961022,-5.179758187961022,6.1608912325875576
test,10,combined,all,below_train_min,26,4,1.3963087174474564,1.3963087174474564,2.3819700685446765
test,10,combined,all,within_train_range,1883,1521,0.344612477597672,-0.011461402402005173,5.151240818329107
test,10,combined,level_ge_7m,above_train_max,10,0,5.179758187961022,-5.179758187961022,6.1608912325875576
test,10,combined,level_ge_7m,below_train_min,26,4,1.3963087174474564,1.3963087174474564,2.3819700685446765
test,10,combined,level_ge_7m,within_train_range,200,96,0.7218067404193667,-0.24438459904648205,5.151240818329107
validation,11,baseline,all,above_train_max,0,0,,,
validation,11,baseline,all,below_train_min,0,0,,,
validation,11,baseline,all,within_train_range,6468,5432,0.28923738740362703,0.06768603583186113,2.451025749991457
validation,11,baseline,level_ge_7m,above_train_max,0,0,,,
validation,11,baseline,level_ge_7m,below_train_min,0,0,,,
validation,11,baseline,level_ge_7m,within_train_range,28,12,0.6766709467514349,0.10858901289517409,1.4770741732591022
validation,11,native_only,all,above_train_max,0,0,,,
validation,11,native_only,all,below_train_min,0,0,,,
validation,11,native_only,all,within_train_range,6468,5320,0.3073807868138991,0.1251746900649195,4.244756325650165
validation,11,native_only,level_ge_7m,above_train_max,0,0,,,
validation,11,native_only,level_ge_7m,below_train_min,0,0,,,
validation,11,native_only,level_ge_7m,within_train_range,28,8,0.9169020947978552,0.764174315954386,2.353719411330097
validation,11,reservoir_only,all,above_train_max,0,0,,,
validation,11,reservoir_only,all,below_train_min,0,0,,,
validation,11,reservoir_only,all,within_train_range,6468,5558,0.2763876212531028,0.06845551688879052,2.6319416938205342
validation,11,reservoir_only,level_ge_7m,above_train_max,0,0,,,
validation,11,reservoir_only,level_ge_7m,below_train_min,0,0,,,
validation,11,reservoir_only,level_ge_7m,within_train_range,28,13,0.6027818909780033,0.1198395396257588,1.3714630021193006
validation,11,combined,all,above_train_max,0,0,,,
validation,11,combined,all,below_train_min,0,0,,,
validation,11,combined,all,within_train_range,6468,5408,0.2946433997708628,0.11086816903793562,3.9673150966951547
validation,11,combined,level_ge_7m,above_train_max,0,0,,,
validation,11,combined,level_ge_7m,below_train_min,0,0,,,
validation,11,combined,level_ge_7m,within_train_range,28,7,0.9213487196438029,0.7037313911292672,2.304777204606129
test,11,baseline,all,above_train_max,11,0,5.635562947679327,-5.635562947679327,6.82845497951007
test,11,baseline,all,below_train_min,28,4,1.567070021454409,1.567070021454409,3.2589583998099947
test,11,baseline,all,within_train_range,1878,1309,0.4364949447798807,-0.07739966600248314,6.096500979020126
test,11,baseline,level_ge_7m,above_train_max,11,0,5.635562947679327,-5.635562947679327,6.82845497951007
test,11,baseline,level_ge_7m,below_train_min,28,4,1.567070021454409,1.567070021454409,3.2589583998099947
test,11,baseline,level_ge_7m,within_train_range,197,75,0.9679266845949129,-0.37919546045907915,6.096500979020126
test,11,native_only,all,above_train_max,11,0,5.9278809090586755,-5.9278809090586755,6.882900501793481
test,11,native_only,all,below_train_min,28,2,1.5926046802091112,1.5926046802091112,2.6888424329858047
test,11,native_only,all,within_train_range,1878,1391,0.4085836208518477,-0.06592586758861593,6.043225780357634
test,11,native_only,level_ge_7m,above_train_max,11,0,5.9278809090586755,-5.9278809090586755,6.882900501793481
test,11,native_only,level_ge_7m,below_train_min,28,2,1.5926046802091112,1.5926046802091112,2.6888424329858047
test,11,native_only,level_ge_7m,within_train_range,197,82,0.8928632709312618,-0.33297386840504056,6.043225780357634
test,11,reservoir_only,all,above_train_max,11,0,5.110343650384208,-5.110343650384208,6.35708001801134
test,11,reservoir_only,all,below_train_min,28,8,1.3020873865385216,1.3020873865385216,2.7416714581555013
test,11,reservoir_only,all,within_train_range,1878,1404,0.3936690737709587,-0.010014027903950487,5.872540215387202
test,11,reservoir_only,level_ge_7m,above_train_max,11,0,5.110343650384208,-5.110343650384208,6.35708001801134
test,11,reservoir_only,level_ge_7m,below_train_min,28,8,1.3020873865385216,1.3020873865385216,2.7416714581555013
test,11,reservoir_only,level_ge_7m,within_train_range,197,86,0.8683466284257565,-0.3010851146686999,5.872540215387202
test,11,combined,all,above_train_max,11,0,5.646655723608784,-5.646655723608784,6.721570634767232
test,11,combined,all,below_train_min,28,3,1.477646324849747,1.477646324849747,2.5388362073380293
test,11,combined,all,within_train_range,1878,1455,0.3760247928638678,-0.024188075763167113,5.589583962722241
test,11,combined,level_ge_7m,above_train_max,11,0,5.646655723608784,-5.646655723608784,6.721570634767232
test,11,combined,level_ge_7m,below_train_min,28,3,1.477646324849747,1.477646324849747,2.5388362073380293
test,11,combined,level_ge_7m,within_train_range,197,87,0.8592623870281916,-0.33014264513403785,5.589583962722241
validation,12,baseline,all,above_train_max,0,0,,,
validation,12,baseline,all,below_train_min,0,0,,,
validation,12,baseline,all,within_train_range,6466,5182,0.32568464204617265,0.09679086167074576,2.3332697205127926
validation,12,baseline,level_ge_7m,above_train_max,0,0,,,
validation,12,baseline,level_ge_7m,below_train_min,0,0,,,
validation,12,baseline,level_ge_7m,within_train_range,28,8,0.7741789458509221,0.17389364330890197,1.6670102869528893
validation,12,native_only,all,above_train_max,0,0,,,
validation,12,native_only,all,below_train_min,0,0,,,
validation,12,native_only,all,within_train_range,6466,5223,0.32902726397676585,0.13786191918147306,3.835734223221083
validation,12,native_only,level_ge_7m,above_train_max,0,0,,,
validation,12,native_only,level_ge_7m,below_train_min,0,0,,,
validation,12,native_only,level_ge_7m,within_train_range,28,8,0.9251487237371314,0.6885472452075735,2.607249943972997
validation,12,reservoir_only,all,above_train_max,0,0,,,
validation,12,reservoir_only,all,below_train_min,0,0,,,
validation,12,reservoir_only,all,within_train_range,6466,5376,0.29920897386514966,0.08185000831403433,2.3203597148795034
validation,12,reservoir_only,level_ge_7m,above_train_max,0,0,,,
validation,12,reservoir_only,level_ge_7m,below_train_min,0,0,,,
validation,12,reservoir_only,level_ge_7m,within_train_range,28,11,0.7228502103130943,0.07994769924347508,1.7198595857963408
validation,12,combined,all,above_train_max,0,0,,,
validation,12,combined,all,below_train_min,0,0,,,
validation,12,combined,all,within_train_range,6466,5322,0.31213355034403883,0.1308892586363768,3.8366379115240803
validation,12,combined,level_ge_7m,above_train_max,0,0,,,
validation,12,combined,level_ge_7m,below_train_min,0,0,,,
validation,12,combined,level_ge_7m,within_train_range,28,8,0.9059848607943914,0.7082346842842451,2.44491263853509
test,12,baseline,all,above_train_max,12,0,6.092888442110403,-6.092888442110403,7.120175876667217
test,12,baseline,all,below_train_min,26,2,1.7358607562640633,1.7358607562640633,3.797642592100921
test,12,baseline,all,within_train_range,1877,1294,0.461820406556051,-0.0821816427227907,5.763635819802214
test,12,baseline,level_ge_7m,above_train_max,12,0,6.092888442110403,-6.092888442110403,7.120175876667217
test,12,baseline,level_ge_7m,below_train_min,26,2,1.7358607562640633,1.7358607562640633,3.797642592100921
test,12,baseline,level_ge_7m,within_train_range,198,73,1.070900564086249,-0.47031367749912795,5.763635819802214
test,12,native_only,all,above_train_max,12,0,6.795191948365679,-6.795191948365679,7.921525750498024
test,12,native_only,all,below_train_min,26,3,1.8041333691417034,1.8041333691417034,2.987448563412414
test,12,native_only,all,within_train_range,1877,1335,0.42868927791203104,-0.08730663306563997,5.8601503441981775
test,12,native_only,level_ge_7m,above_train_max,12,0,6.795191948365679,-6.795191948365679,7.921525750498024
test,12,native_only,level_ge_7m,below_train_min,26,3,1.8041333691417034,1.8041333691417034,2.987448563412414
test,12,native_only,level_ge_7m,within_train_range,198,83,0.949347211154974,-0.4411381424369099,5.8601503441981775
test,12,reservoir_only,all,above_train_max,12,0,5.707215855274943,-5.707215855274943,6.8643033018276745
test,12,reservoir_only,all,below_train_min,26,3,1.7532284262231046,1.7532284262231046,3.304192214121457
test,12,reservoir_only,all,within_train_range,1877,1367,0.42005750756337906,-0.024192276510326616,5.5112496522060885
test,12,reservoir_only,level_ge_7m,above_train_max,12,0,5.707215855274943,-5.707215855274943,6.8643033018276745
test,12,reservoir_only,level_ge_7m,below_train_min,26,3,1.7532284262231046,1.7532284262231046,3.304192214121457
test,12,reservoir_only,level_ge_7m,within_train_range,198,81,1.0061650040176595,-0.42990424672715916,5.5112496522060885
test,12,combined,all,above_train_max,12,0,6.686169381452242,-6.686169381452242,7.686669611160648
test,12,combined,all,below_train_min,26,3,1.7242389351074463,1.7242389351074463,2.8414013649072913
test,12,combined,all,within_train_range,1877,1401,0.3980628132508484,-0.05927333454270428,5.8790381289421365
test,12,combined,level_ge_7m,above_train_max,12,0,6.686169381452242,-6.686169381452242,7.686669611160648
test,12,combined,level_ge_7m,below_train_min,26,3,1.7242389351074463,1.7242389351074463,2.8414013649072913
test,12,combined,level_ge_7m,within_train_range,198,77,0.9558078397727319,-0.4563164067492561,5.8790381289421365
