id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_line
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 02:00:00,239.25,146.84,25.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41794
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 03:00:00,239.26,146.85,26.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41795
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 04:00:00,239.27,146.88,27.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41796
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 05:00:00,239.27,146.9,27.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41797
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 06:00:00,239.28,146.91,28.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41798
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 07:00:00,239.28,146.91,28.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41799
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 08:00:00,239.29,146.91,29.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41800
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 09:00:00,239.3,146.91,30.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41801
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 10:00:00,239.28,147.04,28.0,6.0,36.0,18.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41802
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 11:00:00,239.27,147.11,27.0,46.0,61.0,43.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41803
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 12:00:00,239.25,147.24,25.0,32.0,61.0,43.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41804
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 13:00:00,239.24,147.38,24.0,47.0,61.0,44.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41805
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 14:00:00,239.21,147.47,21.0,23.0,67.0,49.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41806
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 15:00:00,239.18,147.47,18.0,27.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41807
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 16:00:00,239.15,147.47,15.0,26.0,70.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41808
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 17:00:00,239.13,147.47,13.0,20.0,49.0,32.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41809
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 18:00:00,239.12,147.41,12.0,34.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41810
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 19:00:00,239.1,147.34,10.0,20.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41811
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 20:00:00,239.09,147.27,9.0,34.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41812
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 21:00:00,239.08,147.13,8.0,34.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41813
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 22:00:00,239.06,147.07,6.0,19.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41814
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 23:00:00,239.04,147.0,4.0,19.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41815
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-03 23:59:00,239.03,146.93,3.0,34.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41816
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 01:00:00,239.04,149.91,4.0,39.0,24.0,6.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41817
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 02:00:00,239.05,146.98,5.0,32.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41818
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 03:00:00,239.06,147.06,6.0,32.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41819
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 04:00:00,239.07,147.17,7.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41820
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 05:00:00,239.07,147.19,7.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41821
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 06:00:00,239.08,147.26,8.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41822
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 07:00:00,239.09,147.26,9.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41823
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 08:00:00,239.1,147.33,10.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41824
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 09:00:00,239.1,147.33,10.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41825
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 10:00:00,239.12,147.33,12.0,47.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41826
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 11:00:00,239.12,147.4,12.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41827
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 12:00:00,239.13,147.4,13.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41828
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 13:00:00,239.14,147.4,14.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41829
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 14:00:00,239.14,147.4,14.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41830
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 15:00:00,239.15,147.46,15.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41831
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 16:00:00,239.16,147.46,16.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41832
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 17:00:00,239.16,147.46,16.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41833
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 18:00:00,239.18,147.46,18.0,47.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41834
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 19:00:00,239.19,147.4,19.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41835
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 20:00:00,239.19,147.4,19.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41836
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 21:00:00,239.2,147.11,20.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41837
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 22:00:00,239.21,147.11,21.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41838
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 23:00:00,239.21,146.83,21.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41839
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-04 23:59:00,239.22,146.84,22.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41840
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 01:00:00,239.23,146.98,23.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41841
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 02:00:00,239.24,147.01,24.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41842
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 03:00:00,239.25,147.1,25.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41843
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 04:00:00,239.26,147.12,26.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41844
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 05:00:00,239.27,147.2,27.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41845
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 06:00:00,239.29,147.26,29.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41846
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 07:00:00,239.31,147.26,31.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41847
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 08:00:00,239.33,147.33,33.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41848
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 09:00:00,239.36,147.4,36.0,62.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41849
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 10:00:00,239.39,147.4,39.0,63.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41850
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 11:00:00,239.43,147.46,43.0,77.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41851
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 12:00:00,239.45,147.46,45.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41852
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 13:00:00,239.49,147.46,49.0,77.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41853
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 14:00:00,239.52,147.46,52.0,63.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41854
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 15:00:00,239.55,147.53,55.0,63.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41855
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 16:00:00,239.58,147.53,58.0,63.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41856
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 17:00:00,239.61,147.53,61.0,63.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41857
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 18:00:00,239.63,147.53,63.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41858
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 19:00:00,239.63,147.43,63.0,69.0,69.0,50.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41859
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 20:00:00,239.63,147.37,63.0,71.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41860
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 21:00:00,239.61,147.37,61.0,41.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41861
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 22:00:00,239.61,147.09,61.0,71.0,71.0,52.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41862
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 23:00:00,239.6,146.96,60.0,56.0,71.0,52.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41863
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-05 23:59:00,239.59,146.88,59.0,56.0,71.0,52.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41864
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 01:00:00,239.59,146.88,59.0,37.0,37.0,19.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41865
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 02:00:00,239.63,146.88,63.0,78.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41866
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 03:00:00,239.64,146.95,64.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41867
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 04:00:00,239.66,147.03,66.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41868
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 05:00:00,239.68,147.03,68.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41869
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 06:00:00,239.7,147.1,70.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41870
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 07:00:00,239.72,147.1,72.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41871
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 08:00:00,239.73,147.18,73.0,36.0,21.0,2.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41872
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 09:00:00,239.71,147.26,71.0,42.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41873
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 10:00:00,239.69,147.4,69.0,42.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41874
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 11:00:00,239.67,147.53,67.0,42.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41875
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 12:00:00,239.65,147.6,65.0,42.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41876
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 13:00:00,239.63,147.74,63.0,42.0,72.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41877
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 14:00:00,239.61,147.74,61.0,42.0,72.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41878
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 15:00:00,239.59,147.6,59.0,42.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41879
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 16:00:00,239.57,147.53,57.0,38.0,67.0,49.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41880
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 17:00:00,239.55,147.46,55.0,36.0,66.0,47.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41881
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 18:00:00,239.54,147.4,54.0,51.0,66.0,47.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41882
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 19:00:00,239.52,147.4,52.0,36.0,66.0,47.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41883
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 20:00:00,239.49,147.32,49.0,21.0,66.0,47.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41884
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 21:00:00,239.48,147.24,48.0,44.0,58.0,40.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41885
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 22:00:00,239.46,147.17,46.0,28.0,58.0,39.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41886
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 23:00:00,239.45,147.02,45.0,35.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41887
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-06 23:59:00,239.43,146.95,43.0,20.0,49.0,31.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41888
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 01:00:00,239.43,146.92,43.0,33.0,33.0,15.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41889
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 02:00:00,239.45,146.99,45.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41890
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 03:00:00,239.45,146.99,45.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41891
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 04:00:00,239.46,146.99,46.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41892
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 05:00:00,239.48,146.99,48.0,48.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41893
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 06:00:00,239.48,147.09,48.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41894
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 07:00:00,239.49,147.12,49.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41895
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 08:00:00,239.5,147.12,50.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41896
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 09:00:00,239.51,147.19,51.0,33.0,18.0,0.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41897
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 10:00:00,239.49,147.33,49.0,29.0,59.0,41.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41898
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 11:00:00,239.46,147.4,46.0,27.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41899
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 12:00:00,239.43,147.5,43.0,27.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41900
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 13:00:00,239.4,147.67,40.0,43.0,88.0,53.0,16.0,18.0,0.0,16.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41901
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 14:00:00,239.36,147.6,36.0,29.0,88.0,53.0,16.0,18.0,0.0,16.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41902
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-01-07 15:00:00,239.33,147.46,33.0,27.0,71.0,53.0,0.0,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,41903
