nominal_lead_h,family,subset,observed_targets,paired_n,forecast_failures_with_truth,coverage,within_0_50_n,within_0_50_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
5,julho_levels,all,1940,1928,12,0.9938144329896907,1519,0.7878630705394191,0.33217603391990747,0.02417924037647078,0.6984231882137162,1.4041430489720987,3.210054029360098
5,reference,level_ge_7m,237,235,2,0.9915611814345991,127,0.5404255319148936,0.6845449010148217,0.22306409147112788,1.52686403398553,2.882253938572299,4.023604409822896
5,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,131,0.5574468085106383,0.6633782520447192,0.25341805394247013,1.5035298788605944,2.673171457257972,3.210054029360098
6,reference,all,1939,1926,13,0.9932955131511089,1514,0.7860851505711319,0.3496823823799257,-0.015171731624747135,0.7197768561492572,1.586166356496661,4.815243764623784
6,julho_levels,all,1939,1926,13,0.9932955131511089,1458,0.7570093457943925,0.3640820566980719,0.032982611847010394,0.7270151656874848,1.5270493283282969,4.190778631942209
6,reference,level_ge_7m,237,235,2,0.9915611814345991,117,0.4978723404255319,0.7848179087146162,0.261979884540913,1.740901469373758,3.2816327316812903,4.815243764623784
6,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,115,0.48936170212765956,0.7578530200612832,0.2947112234905556,1.7282359883699792,2.993015996634633,4.190778631942209
7,reference,all,1938,1924,14,0.9927760577915377,1427,0.7416839916839917,0.39208095485298133,-0.021214602096099943,0.7976868838394322,1.719587202715005,5.691324727293669
7,julho_levels,all,1938,1924,14,0.9927760577915377,1403,0.7292099792099792,0.3982879939194406,0.04104059324641741,0.7794450653526324,1.6540309275445646,4.913469515100857
7,reference,level_ge_7m,237,235,2,0.9915611814345991,100,0.425531914893617,0.8787661242032603,0.26658239508619874,1.8802687585608597,3.462646246084388,5.691324727293669
7,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,108,0.4595744680851064,0.8392207978107249,0.31202355904855916,1.8457393398682296,3.196858436638674,4.913469515100857
8,reference,all,1937,1922,15,0.9922560660815695,1331,0.6925078043704475,0.43996520803380024,-0.027998295737261033,0.9218926958862674,1.882734014825637,6.120423180923719
8,julho_levels,all,1937,1922,15,0.9922560660815695,1324,0.6888657648283039,0.4321794697726589,0.04898294666960936,0.8510421647907126,1.7878753686603068,5.290344913970436
8,reference,level_ge_7m,237,235,2,0.9915611814345991,94,0.4,0.9681403229373936,0.25927051270555135,1.9969372076920755,4.050072565460604,6.120423180923719
8,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,95,0.40425531914893614,0.921814234803545,0.31487374781112565,1.9641062787691015,3.9474171217206284,5.290344913970436
9,reference,all,1936,1920,16,0.9917355371900827,1207,0.6286458333333333,0.4974562904654809,-0.04007866369796163,1.0353879899289957,2.023929081325301,7.366754135676329
9,julho_levels,all,1936,1920,16,0.9917355371900827,1281,0.6671875,0.4687230438096331,0.052348523595755876,0.9158260273911826,1.9023064949758315,6.286673602768847
9,reference,level_ge_7m,237,235,2,0.9915611814345991,84,0.3574468085106383,1.0872637475357372,0.20271782137887012,2.1569507069739524,5.136540902598268,7.366754135676329
9,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,92,0.39148936170212767,1.032789204510671,0.27204567129823093,2.136672778659753,4.722998485744052,6.286673602768847
10,reference,all,1935,1918,17,0.9912144702842377,1116,0.5818561001042752,0.554751409527987,-0.050287812885142565,1.1548391624807424,2.138978038999241,8.405707625670848
10,julho_levels,all,1935,1918,17,0.9912144702842377,1241,0.6470281543274244,0.5007753468087669,0.057222413795949466,0.9745580050832435,2.0298554040399996,7.189303791286582
10,reference,level_ge_7m,237,235,2,0.9915611814345991,78,0.33191489361702126,1.1944346921523514,0.1578268893340157,2.3577719371923824,5.5143365791456285,8.405707625670848
10,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,88,0.37446808510638296,1.1327552675526111,0.23895508211254737,2.2789270847601975,5.226611203636839,7.189303791286582
11,reference,all,1934,1916,18,0.9906928645294726,1026,0.535490605427975,0.613478205343081,-0.061554386155237006,1.2212463557374384,2.2515104307944247,9.391440266156348
11,julho_levels,all,1934,1916,18,0.9906928645294726,1214,0.6336116910229646,0.5307551886540341,0.06094497638568482,1.036460122050061,2.16195107855498,8.086268435347241
11,reference,level_ge_7m,237,235,2,0.9915611814345991,72,0.30638297872340425,1.3234423708495862,0.10107573228752134,2.514870358709211,5.817330324196934,9.391440266156348
11,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,85,0.3617021276595745,1.245188051447072,0.1931190343620184,2.4378268780134307,5.6486112982088335,8.086268435347241
12,reference,all,1933,1914,19,0.9901707190894982,955,0.49895506792058514,0.6696969220316744,-0.07360707758007444,1.3017643052866903,2.422966156197497,10.418506922843463
12,julho_levels,all,1933,1914,19,0.9901707190894982,1159,0.6055381400208987,0.5578625585913922,0.06390580880595645,1.1171171492666232,2.3835822839248406,9.038315647130192
12,reference,level_ge_7m,237,235,2,0.9915611814345991,57,0.2425531914893617,1.4692372052194416,0.030326487267868598,2.7039696830704427,6.157184867582915,10.418506922843463
12,julho_levels,level_ge_7m,237,235,2,0.9915611814345991,71,0.3021276595744681,1.375190451817248,0.13448365065163226,2.855866873400791,6.060715564903982,9.038315647130192
