forecast_record,valid_at,replay_m,original_m,difference_m,artifact_sha256,features_sha256
971a360ec71a51cf033cb732230d29ecf3db0b1657199019814d504f3753851a,2026-09-21T19:00:00-03:00,14.663204540021836,14.663204540021836,0.0,943d6a7d80c12ae182e38c5dcb8bdaa8554781de11eff7e635433441670c017b,98320060f1caa48ac3d3f1a0010c19666fea6d5b36d3f79ded68a49701fad8dc
971a360ec71a51cf033cb732230d29ecf3db0b1657199019814d504f3753851a,2026-09-21T20:00:00-03:00,15.505140462318343,15.505140462318343,0.0,256836e4c58deeefe78eb0aca2906e2920a6ef4d6d52ffe20bf8998a536fcf27,98320060f1caa48ac3d3f1a0010c19666fea6d5b36d3f79ded68a49701fad8dc
971a360ec71a51cf033cb732230d29ecf3db0b1657199019814d504f3753851a,2026-09-21T21:00:00-03:00,15.294166411447963,15.294166411447963,0.0,72922b6b3fa2b2323f82416d503b6ee9f3b16b29de3b306a49e9231f0034b1a5,98320060f1caa48ac3d3f1a0010c19666fea6d5b36d3f79ded68a49701fad8dc
971a360ec71a51cf033cb732230d29ecf3db0b1657199019814d504f3753851a,2026-09-21T22:00:00-03:00,15.933228222373168,15.933228222373168,0.0,ff9a3d0b5c7b2fcba65a326fc1398a7adc0afa5195131fe7b249c45fee7e1c6e,98320060f1caa48ac3d3f1a0010c19666fea6d5b36d3f79ded68a49701fad8dc
4291fc462eca9b448f6950b435232d04b1754d905e3091175ef70b0b0ec4de4d,2026-09-21T19:00:00-03:00,14.720831087917523,14.720831087917523,0.0,7fc00cf93f794de08e3822c76de2ae136d8bc83e4e37fcfa63607818f74e4774,d9dd0fbc6d5c43dc6e1b0d9582818383e87400a9420d68d444f3454c0d673bf8
4291fc462eca9b448f6950b435232d04b1754d905e3091175ef70b0b0ec4de4d,2026-09-21T20:00:00-03:00,15.62473221318511,15.62473221318511,0.0,695c904e633d8b92a96134b68ac195596d8fe0f06dbfb3672450d0b874a1e3ae,d9dd0fbc6d5c43dc6e1b0d9582818383e87400a9420d68d444f3454c0d673bf8
4291fc462eca9b448f6950b435232d04b1754d905e3091175ef70b0b0ec4de4d,2026-09-21T21:00:00-03:00,15.925827263880532,15.925827263880532,0.0,f6d2e8893a6c548a26e1778f120c42e7511a4c0207856e2c4da72286760f13f0,d9dd0fbc6d5c43dc6e1b0d9582818383e87400a9420d68d444f3454c0d673bf8
4291fc462eca9b448f6950b435232d04b1754d905e3091175ef70b0b0ec4de4d,2026-09-21T22:00:00-03:00,16.334541896715105,16.334541896715105,0.0,d3d80ddf8f55be9a73b031c5eadf11e868d1466e0f350d1b04266fbcd1a65487,d9dd0fbc6d5c43dc6e1b0d9582818383e87400a9420d68d444f3454c0d673bf8
b31d299f358563172a98bf233a20c0c68216f592fde27f6af61686f6dbec89d4,2026-09-21T20:00:00-03:00,15.446775094517431,15.446775094517431,0.0,5c3e2b1f41fbc1197caf2c95eee6f563645c9a4e4972833eacb0714884d7ca8b,89fac52d85bf819ec8cef6ec98a78f48346abc861b8be8f0d178b5d108034c9e
b31d299f358563172a98bf233a20c0c68216f592fde27f6af61686f6dbec89d4,2026-09-21T21:00:00-03:00,15.992488996255059,15.992488996255059,0.0,d47cefb875d6e3804a3f0865e4d8c834386af9bbf66f602ad7426935a8333e38,89fac52d85bf819ec8cef6ec98a78f48346abc861b8be8f0d178b5d108034c9e
b31d299f358563172a98bf233a20c0c68216f592fde27f6af61686f6dbec89d4,2026-09-21T22:00:00-03:00,16.479325382724674,16.479325382724674,0.0,da7cea5c2d4b8e03302ad7b348150246149f5faa910a4a55d4026028c017624a,89fac52d85bf819ec8cef6ec98a78f48346abc861b8be8f0d178b5d108034c9e
d81951889c96952a8718a5420d0090d30e15932904ff6cd96296b9cf507368f9,2026-09-21T21:00:00-03:00,15.808767107615092,15.808767107615092,0.0,8e48aae40195ce857718c28a3425579cdc0e6eb6172ed4cdcad35975680dd261,02ca466c01d1f820aaf3d4fb80b8574ff3056ad13e00ebbf383aa0109643f9c9
d81951889c96952a8718a5420d0090d30e15932904ff6cd96296b9cf507368f9,2026-09-21T22:00:00-03:00,16.647527558130452,16.647527558130452,0.0,52bd6b3a17fef2e3952eb8b5fb5d47d7266902f44f20c772fa65f1b62d05d6b4,02ca466c01d1f820aaf3d4fb80b8574ff3056ad13e00ebbf383aa0109643f9c9
ab68649c464d53c610c4f97b80976b71a030b851c0731aa912081fae1c0bddd4,2026-09-21T22:00:00-03:00,16.34494395216809,16.34494395216809,0.0,fa2ac3067dba74da1b5ddf5fbb26035aa6635c87a3a7076d866586b205f3dcd9,99d150ab9ecf0ecbbfab64f80a44932f694719357b52b4a8f72b039f6036a504
