phase,profile,horizon_h,population,subset,compared_family,matching_control,observed_targets,pairs,failures,baseline_hits,compared_hits,hits_delta,baseline_mae_m,compared_mae_m,mae_m_delta,baseline_bias_m,compared_bias_m,bias_m_delta,baseline_p98_abs_m,compared_p98_abs_m,p98_abs_m_delta,baseline_max_abs_m,compared_max_abs_m,max_abs_m_delta
test,A,12,complete24,all,profile_B_control,profile_A_control,1337,1337,0,942,937,-5,0.4351065231054525,0.44331245817054155,0.008205935065089043,-0.07534639437919882,-0.08992406514676851,-0.01457767076756969,1.6307786942648272,1.8169935927210399,0.18621489845621264,4.254528362117192,4.342529399645422,0.08800103752823052
test,A,12,complete24,level_ge_7m,mixed_profile_candidate,profile_A_control,140,140,0,63,58,-5,0.9429685554604508,0.9872099973780499,0.044241441917599156,-0.22487388815030493,-0.25996032534961655,-0.03508643719931162,3.5272691340366933,3.5767917490583976,0.0495226150217043,4.254528362117192,4.4999663601491395,0.24543799803194766
test,A,12,complete24,level_ge_7m,profile_B_control,profile_A_control,140,140,0,63,55,-8,0.9429685554604508,0.9902661232156409,0.04729756775519012,-0.22487388815030493,-0.2531550146281007,-0.028281126477795765,3.5272691340366933,3.6163693268360593,0.08910019279936598,4.254528362117192,4.342529399645422,0.08800103752823052
test,A,12,missing24,all,mixed_profile_candidate,profile_A_control,596,578,18,372,358,-14,0.6071608802259097,0.6296206501915361,0.022459769965626375,-0.08454028186035906,-0.08312958013558329,0.0014107017247757675,3.9525312296162642,3.9458231510492694,-0.006708078566994846,7.575214133637115,7.792800339521805,0.21758620588469046
test,A,12,missing24,all,profile_B_control,profile_A_control,596,578,18,372,365,-7,0.6071608802259097,0.6159786150783049,0.00881773485239512,-0.08454028186035906,-0.07640264468312781,0.008137637177231247,3.9525312296162642,3.8505569557330372,-0.101974273883227,7.575214133637115,7.103354101008396,-0.4718600326287188
test,A,12,missing24,level_ge_7m,mixed_profile_candidate,profile_A_control,97,96,1,28,17,-11,1.6902485727756673,1.8266401784408508,0.1363916056651835,-0.5108153988170464,-0.6044836021195535,-0.09366820330250714,6.605215592350956,6.8094934624401695,0.2042778700892134,7.575214133637115,7.792800339521805,0.21758620588469046
test,A,12,missing24,level_ge_7m,profile_B_control,profile_A_control,97,96,1,28,20,-8,1.6902485727756673,1.7515476327403723,0.06129905996470497,-0.5108153988170464,-0.5815777857911923,-0.07076238697414594,6.605215592350956,6.782253750923857,0.17703815857290106,7.575214133637115,7.103354101008396,-0.4718600326287188
test,B,1,full_schedule,all,mixed_profile_candidate,profile_B_control,1944,1940,4,1933,1931,-2,0.04267803063082794,0.04625830552081716,0.0035802748899892226,0.0021777027386564248,0.0003422854988490662,-0.0018354172398073586,0.24964141785794444,0.27337731966194434,0.023735901803999898,1.5100564871323074,1.5158225447286915,0.005766057596384044
test,B,1,full_schedule,all,profile_A_control,profile_B_control,1944,1940,4,1933,1926,-7,0.04267803063082794,0.0612392983949039,0.01856126776407596,0.0021777027386564248,0.0006371541241201297,-0.0015405486145362952,0.24964141785794444,0.3202647935661106,0.07062337570816615,1.5100564871323074,1.6777759874458438,0.16771950031353633
test,B,1,full_schedule,level_ge_7m,mixed_profile_candidate,profile_B_control,237,236,1,230,230,0,0.09411275751023761,0.10507021941064681,0.010957461900409207,0.004014372093227672,0.010036394179556188,0.0060220220863285165,0.5229502746297681,0.5233773333642308,0.00042705873446269305,1.5100564871323074,1.5158225447286915,0.005766057596384044
test,B,1,full_schedule,level_ge_7m,profile_A_control,profile_B_control,237,236,1,230,229,-1,0.09411275751023761,0.129801848879548,0.03568909136931038,0.004014372093227672,0.008980389578706111,0.004966017485478439,0.5229502746297681,0.5548121991466474,0.0318619245168793,1.5100564871323074,1.6777759874458438,0.16771950031353633
test,B,1,complete24,all,mixed_profile_candidate,profile_B_control,1358,1358,0,1358,1358,0,0.03359493311083279,0.0361726279230176,0.002577694812184811,0.002480862126151545,0.00033820941128089596,-0.002142652714870649,0.1716862151870479,0.18972107815109385,0.01803486296404594,0.43102047192342297,0.4472290883706531,0.01620861644723015
test,B,1,complete24,all,profile_A_control,profile_B_control,1358,1358,0,1358,1356,-2,0.03359493311083279,0.05121316878309634,0.017618235672263553,0.002480862126151545,0.0018326350712341783,-0.0006482270549173666,0.1716862151870479,0.2599113315712652,0.08822511638421732,0.43102047192342297,0.6299336474801578,0.19891317555673482
test,B,1,complete24,level_ge_7m,mixed_profile_candidate,profile_B_control,144,144,0,144,144,0,0.06165237903144732,0.06936102386076833,0.007708644829321008,0.011600196301439972,0.01639433561424658,0.004794139312806608,0.2700641834110781,0.29696858714750674,0.02690440373642866,0.3721873250538206,0.38534968972735584,0.013162364673535265
test,B,1,complete24,level_ge_7m,profile_A_control,profile_B_control,144,144,0,144,143,-1,0.06165237903144732,0.09300621142668804,0.03135383239524072,0.011600196301439972,0.016958990131064357,0.005358793829624385,0.2700641834110781,0.36485412991015725,0.09478994649907918,0.3721873250538206,0.5171646392557445,0.14497731420192395
test,B,1,missing24,all,mixed_profile_candidate,profile_B_control,586,582,4,575,573,-2,0.06387192484414993,0.06979155324901613,0.005919628404866206,0.0014703308345011437,0.0003517963698414649,-0.0011185344646596788,0.3704684494826659,0.41384743094002646,0.04337898145736058,1.5100564871323074,1.5158225447286915,0.005766057596384044
test,B,1,missing24,all,profile_A_control,profile_B_control,586,582,4,575,570,-5,0.06387192484414993,0.08463360082245487,0.020761675978304944,0.0014703308345011437,-0.002152301419145981,-0.0036226322536471248,0.3704684494826659,0.49928508660555543,0.12881663712288954,1.5100564871323074,1.6777759874458438,0.16771950031353633
test,B,1,missing24,level_ge_7m,mixed_profile_candidate,profile_B_control,93,92,1,86,86,0,0.14492030643356155,0.16096287331480444,0.016042566881242892,-0.007859091884843756,8.483367308426861e-05,0.007943925557928024,1.2716713084859137,1.2830914721435875,0.011420163657673843,1.5100564871323074,1.5158225447286915,0.005766057596384044
test,B,1,missing24,level_ge_7m,profile_A_control,profile_B_control,93,92,1,86,86,0,0.14492030643356155,0.187395020544894,0.04247471411133244,-0.007859091884843756,-0.0035078547641154917,0.004351237120728264,1.2716713084859137,1.442790048812501,0.17111874032658725,1.5100564871323074,1.6777759874458438,0.16771950031353633
test,B,2,full_schedule,all,mixed_profile_candidate,profile_B_control,1943,1937,6,1910,1915,5,0.07247205676196612,0.06880451771616918,-0.003667539045796947,0.005139266455735674,-0.00020736402629014639,-0.00534663048202582,0.41993884107977697,0.36827658054622836,-0.05166226053354861,2.721435573404227,2.7234645501539516,0.002028976749724798
test,B,2,full_schedule,all,profile_A_control,profile_B_control,1943,1937,6,1910,1904,-6,0.07247205676196612,0.09531958679654569,0.022847530034579566,0.005139266455735674,-0.005048707494347637,-0.01018797395008331,0.41993884107977697,0.4541189253952075,0.034180084315430515,2.721435573404227,2.810986906354252,0.08955133295002504
test,B,2,full_schedule,level_ge_7m,mixed_profile_candidate,profile_B_control,237,236,1,218,222,4,0.17055488609880845,0.1790052843921942,0.008450398293385758,-0.0191893327275018,-0.019706656978491513,-0.0005173242509897147,0.8077743970649769,0.8426301403368414,0.03485574327186447,2.721435573404227,2.7234645501539516,0.002028976749724798
test,B,2,full_schedule,level_ge_7m,profile_A_control,profile_B_control,237,236,1,218,217,-1,0.17055488609880845,0.21480059948147956,0.04424571338267111,-0.0191893327275018,-0.008983421027702169,0.01020591169979963,0.8077743970649769,0.919527780626167,0.11175338356119013,2.721435573404227,2.810986906354252,0.08955133295002504
test,B,2,complete24,all,mixed_profile_candidate,profile_B_control,1356,1356,0,1347,1351,4,0.05751768781935252,0.0518572176956991,-0.005660470123653422,0.007204889355570323,0.0022589093743951034,-0.00494597998117522,0.3157662569449016,0.2882326208030121,-0.027533636141889528,0.6073664048306107,0.6878876480613103,0.08052124323069965
test,B,2,complete24,all,profile_A_control,profile_B_control,1356,1356,0,1347,1346,-1,0.05751768781935252,0.07610883950759444,0.018591151688241915,0.007204889355570323,-0.003314784140437197,-0.01051967349600752,0.3157662569449016,0.36527141245614275,0.04950515551124113,0.6073664048306107,1.0384293209123614,0.43106291608175074
test,B,2,complete24,level_ge_7m,mixed_profile_candidate,profile_B_control,143,143,0,137,141,4,0.10997840272878678,0.11733475541507546,0.007356352686288675,0.005970308427408924,0.00046254786035705096,-0.005507760567051873,0.5272863480268776,0.4899634818780202,-0.03732286614885738,0.5986192974859961,0.6030540628258692,0.004434765339873081
test,B,2,complete24,level_ge_7m,profile_A_control,profile_B_control,143,143,0,137,136,-1,0.10997840272878678,0.1586260170275619,0.04864761429877512,0.005970308427408924,0.007988299208438061,0.002017990781029137,0.5272863480268776,0.6048561027781357,0.07756975475125816,0.5986192974859961,0.7910301703938014,0.19241087290780534
test,B,2,missing24,all,mixed_profile_candidate,profile_B_control,587,581,6,563,564,1,0.10737416396710218,0.1083579408276277,0.0009837768605255176,0.00031829459312675414,-0.005963416920144189,-0.006281711513270944,0.5990255578231832,0.5951505962467264,-0.003874961576456837,2.721435573404227,2.7234645501539516,0.002028976749724798
test,B,2,missing24,all,profile_A_control,profile_B_control,587,581,6,563,558,-5,0.10737416396710218,0.14015568546060406,0.03278152149350187,0.00031829459312675414,-0.00909552344598715,-0.009413818039113904,0.5990255578231832,0.6888943037186903,0.08986874589550709,2.721435573404227,2.810986906354252,0.08955133295002504
test,B,2,missing24,level_ge_7m,mixed_profile_candidate,profile_B_control,94,93,1,81,81,0,0.26369937128066967,0.273832011744108,0.010132640463438314,-0.05787566267537527,-0.05071952033285006,0.007156142342525214,1.90979446484979,1.9360185870198217,0.026224122170031672,2.721435573404227,2.7234645501539516,0.002028976749724798
test,B,2,missing24,level_ge_7m,profile_A_control,profile_B_control,94,93,1,81,81,0,0.26369937128066967,0.30117657035148204,0.03747719907081237,-0.05787566267537527,-0.0350797220359608,0.022795940639414473,1.90979446484979,2.1987896896524095,0.2889952248026195,2.721435573404227,2.810986906354252,0.08955133295002504
test,B,3,full_schedule,all,mixed_profile_candidate,profile_B_control,1942,1934,8,1893,1881,-12,0.0969247468811543,0.0984848429997664,0.0015600961186121032,-0.0034100375937177654,-0.003772031601252758,-0.0003619940075349926,0.5161138939587346,0.6101716806159269,0.09405778665719222,3.971469992707828,3.9207443853420045,-0.05072560736582332
test,B,3,full_schedule,all,profile_A_control,profile_B_control,1942,1934,8,1893,1861,-32,0.0969247468811543,0.13013330695579825,0.033208560074643956,-0.0034100375937177654,-0.013566971992384907,-0.010156934398667142,0.5161138939587346,0.675463999144584,0.15935010518584936,3.971469992707828,4.2302978392165045,0.25882784650867663
test,B,3,full_schedule,level_ge_7m,mixed_profile_candidate,profile_B_control,237,236,1,207,203,-4,0.27295513304405666,0.2894468775030307,0.016491744458974056,-0.04922700369166788,-0.046742500472371676,0.002484503219296205,1.7568926468423012,1.7546285429062127,-0.0022641039360884463,3.971469992707828,3.9207443853420045,-0.05072560736582332
test,B,3,full_schedule,level_ge_7m,profile_A_control,profile_B_control,237,236,1,207,199,-8,0.27295513304405666,0.32784134425318173,0.05488621120912507,-0.04922700369166788,-0.05323476507377885,-0.0040077613821109664,1.7568926468423012,2.0931916832590893,0.33629903641678816,3.971469992707828,4.2302978392165045,0.25882784650867663
test,B,3,complete24,all,mixed_profile_candidate,profile_B_control,1354,1354,0,1342,1338,-4,0.07401877748174898,0.07361267300814238,-0.00040610447360660273,0.0033884048476838084,-0.0008263331103920579,-0.0042147379580758666,0.396068311202682,0.3865254629380441,-0.009542848264637915,1.061524811586363,1.0621080344028382,0.0005832228164752706
test,B,3,complete24,all,profile_A_control,profile_B_control,1354,1354,0,1342,1326,-16,0.07401877748174898,0.10285419628617437,0.02883541880442539,0.0033884048476838084,-0.005968271046737939,-0.009356675894421747,0.396068311202682,0.5000629407912963,0.10399462958861433,1.061524811586363,1.4455090991822397,0.38398428759587677
test,B,3,complete24,level_ge_7m,mixed_profile_candidate,profile_B_control,142,142,0,133,131,-2,0.1737762909795778,0.18950059389639756,0.015724302916819755,-0.0014989473415668913,-0.007693816899410723,-0.0061948695578438314,0.7072547041299097,0.7979204513587048,0.09066574722879517,1.061524811586363,1.0621080344028382,0.0005832228164752706
test,B,3,complete24,level_ge_7m,profile_A_control,profile_B_control,142,142,0,133,129,-4,0.1737762909795778,0.21736015735374814,0.04358386637417033,-0.0014989473415668913,-0.0019908174942183743,-0.000491870152651483,0.7072547041299097,0.8561928927326709,0.1489381886027612,1.061524811586363,1.1641344170961272,0.10260960550976428
test,B,3,missing24,all,mixed_profile_candidate,profile_B_control,588,580,8,551,543,-8,0.1503983375135591,0.15654849501469556,0.006150157501136455,-0.019280884258644885,-0.01064871394026205,0.008632170318382835,0.7579743118200236,0.8453706083597147,0.08739629653969105,3.971469992707828,3.9207443853420045,-0.05072560736582332
test,B,3,missing24,all,profile_A_control,profile_B_control,588,580,8,551,535,-16,0.1503983375135591,0.19381592048454088,0.04341758297098178,-0.019280884258644885,-0.031306008337912486,-0.012025124079267601,0.7579743118200236,0.988869799072151,0.23089548725212738,3.971469992707828,4.2302978392165045,0.25882784650867663
test,B,3,missing24,level_ge_7m,mixed_profile_candidate,profile_B_control,95,94,1,74,72,-2,0.42277849020529085,0.44042956124922134,0.01765107104393049,-0.12132683349713959,-0.10573093735918504,0.015595896137954549,3.3174137155365853,3.2566869270908074,-0.060726788445777835,3.971469992707828,3.9207443853420045,-0.05072560736582332
test,B,3,missing24,level_ge_7m,profile_A_control,profile_B_control,95,94,1,74,70,-4,0.42277849020529085,0.494738456377858,0.07195996617256717,-0.12132683349713959,-0.13064583482162556,-0.009319001324485973,3.3174137155365853,3.5754704081731044,0.2580566926365191,3.971469992707828,4.2302978392165045,0.25882784650867663
test,B,4,full_schedule,all,mixed_profile_candidate,profile_B_control,1941,1932,9,1866,1865,-1,0.12304284797867071,0.12911540247463166,0.006072554495960947,-0.007465708927915191,-0.00989578669681218,-0.0024300777688969887,0.6314971200826185,0.7120782381390784,0.08058111805645995,5.1179488471626104,5.078591233547437,-0.03935761361517365
test,B,4,full_schedule,all,profile_A_control,profile_B_control,1941,1932,9,1866,1857,-9,0.12304284797867071,0.14974466992013163,0.026701821941460924,-0.007465708927915191,-0.011065855251814484,-0.003600146323899293,0.6314971200826185,0.7435701015124543,0.1120729814298358,5.1179488471626104,4.954681229406976,-0.16326761775563448
test,B,4,full_schedule,level_ge_7m,mixed_profile_candidate,profile_B_control,237,236,1,192,186,-6,0.4009070967444646,0.4131174956725263,0.012210398928061694,-0.10569041861713127,-0.09591305647757456,0.009777362139556711,2.65148006055868,2.5839999106888123,-0.06748014986986783,5.1179488471626104,5.078591233547437,-0.03935761361517365
test,B,4,full_schedule,level_ge_7m,profile_A_control,profile_B_control,237,236,1,192,184,-8,0.4009070967444646,0.40920465422803126,0.008297557483566642,-0.10569041861713127,-0.07958792839800112,0.02610249021913015,2.65148006055868,2.7777770633239083,0.12629700276522815,5.1179488471626104,4.954681229406976,-0.16326761775563448
test,B,4,complete24,all,mixed_profile_candidate,profile_B_control,1353,1353,0,1331,1328,-3,0.09343532856535613,0.09763523114021312,0.004199902574856987,0.000835555858327052,0.002349966794721231,0.0015144109363941789,0.4407348831981306,0.4697037401733348,0.028968856975204238,1.1924259727574427,1.3189684073645118,0.12654243460706915
test,B,4,complete24,all,profile_A_control,profile_B_control,1353,1353,0,1331,1326,-5,0.09343532856535613,0.11650679255986192,0.023071463994505784,0.000835555858327052,0.00024435975307113744,-0.0005911961052559145,0.4407348831981306,0.49868189802620044,0.057947014828069854,1.1924259727574427,1.4184298991298472,0.22600392637240452
test,B,4,complete24,level_ge_7m,mixed_profile_candidate,profile_B_control,141,141,0,126,122,-4,0.2452490072488872,0.2556469139539726,0.010397906705085391,-0.024088350680041917,0.0010547193055100222,0.02514306998555194,0.9904900966086344,1.0014586356529391,0.010968539044304726,1.1924259727574427,1.3189684073645118,0.12654243460706915
test,B,4,complete24,level_ge_7m,profile_A_control,profile_B_control,141,141,0,126,121,-5,0.2452490072488872,0.2591550292459268,0.013906021997039608,-0.024088350680041917,-0.007168483780252063,0.016919866899789852,0.9904900966086344,0.9420069516254892,-0.04848314498314521,1.1924259727574427,1.2336789871029197,0.04125301434547701
test,B,4,missing24,all,mixed_profile_candidate,profile_B_control,588,579,9,535,537,2,0.19222933116729699,0.20267787538563045,0.010448544218333466,-0.026864001252242916,-0.03851151117702755,-0.011647509924784635,1.3813156896668501,1.5122075716752632,0.13089188200841306,5.1179488471626104,5.078591233547437,-0.03935761361517365
test,B,4,missing24,all,profile_A_control,profile_B_control,588,579,9,535,531,-4,0.19222933116729699,0.22741452841485515,0.03518519724755817,-0.026864001252242916,-0.037495425030070514,-0.010631423777827598,1.3813156896668501,1.2540338316585549,-0.12728185800829528,5.1179488471626104,4.954681229406976,-0.16326761775563448
test,B,4,missing24,level_ge_7m,mixed_profile_candidate,profile_B_control,96,95,1,66,64,-2,0.6319364716800058,0.6468369906442746,0.014900518964268805,-0.22680506681849544,-0.23983365000825796,-0.013028583189762521,4.30642909593797,4.278111799147365,-0.028317296790604907,5.1179488471626104,5.078591233547437,-0.03935761361517365
test,B,4,missing24,level_ge_7m,profile_A_control,profile_B_control,96,95,1,66,63,-3,0.6319364716800058,0.6319098870962072,-2.6584583798561212e-05,-0.22680506681849544,-0.18707363040960756,0.03973143640888788,4.30642909593797,4.129415261327745,-0.17701383461022502,5.1179488471626104,4.954681229406976,-0.16326761775563448
test,B,5,full_schedule,all,mixed_profile_candidate,profile_B_control,1940,1930,10,1836,1828,-8,0.16151947820922183,0.1625412373542548,0.0010217591450329688,-0.012089561463388998,-0.006397062661492723,0.005692498801896275,0.9347365000507997,0.8555560428101426,-0.07918045724065703,5.909113440846849,5.651905624290726,-0.25720781655612335
test,B,5,full_schedule,all,profile_A_control,profile_B_control,1940,1930,10,1836,1812,-24,0.16151947820922183,0.18302824779981827,0.021508769590596444,-0.012089561463388998,-0.013253058003697516,-0.0011634965403085184,0.9347365000507997,0.9465438144244254,0.0118073143736257,5.909113440846849,5.772845062324905,-0.13626837852194473
test,B,5,full_schedule,level_ge_7m,mixed_profile_candidate,profile_B_control,237,236,1,171,169,-2,0.5244969789310342,0.5232204895845944,-0.0012764893464397575,-0.14343715042767627,-0.1172002157403422,0.026236934687334068,3.5091559262737637,3.422969615911657,-0.08618631036210678,5.909113440846849,5.651905624290726,-0.25720781655612335
test,B,5,full_schedule,level_ge_7m,profile_A_control,profile_B_control,237,236,1,171,169,-2,0.5244969789310342,0.5367961318364304,0.012299152905396182,-0.14343715042767627,-0.12145363800557064,0.021983512422105625,3.5091559262737637,3.6890121508001874,0.1798562245264237,5.909113440846849,5.772845062324905,-0.13626837852194473
test,B,5,complete24,all,mixed_profile_candidate,profile_B_control,1352,1352,0,1304,1305,1,0.1310339977221661,0.13173857864676436,0.0007045809245982693,0.0024628416950400116,0.006674847546626296,0.004212005851586284,0.6850078942303631,0.6287086749415761,-0.056299219288787006,1.337083424157477,1.3070674358819865,-0.030015988275490457
test,B,5,complete24,all,profile_A_control,profile_B_control,1352,1352,0,1304,1300,-4,0.1310339977221661,0.14873807790641977,0.01770408018425368,0.0024628416950400116,0.0031912571203685167,0.0007284154253285051,0.6850078942303631,0.6754163903247424,-0.00959150390562069,1.337083424157477,1.553964895064568,0.21688147090709098
test,B,5,complete24,level_ge_7m,mixed_profile_candidate,profile_B_control,140,140,0,111,111,0,0.3239584754303084,0.33203260491151315,0.008074129481204728,-0.014589840732491886,0.0063907918804491605,0.020980632612941048,1.1881325929484137,1.243159762211055,0.055027169262641396,1.337083424157477,1.3070674358819865,-0.030015988275490457
test,B,5,complete24,level_ge_7m,profile_A_control,profile_B_control,140,140,0,111,112,1,0.3239584754303084,0.3404771713187958,0.016518695888487367,-0.014589840732491886,0.003655615617099236,0.018245456349591124,1.1881325929484137,1.2835642869299977,0.09543169398158402,1.337083424157477,1.553964895064568,0.21688147090709098
test,B,5,missing24,all,mixed_profile_candidate,profile_B_control,588,578,10,532,523,-9,0.232828076165103,0.23459174699530508,0.0017636708302020687,-0.04612909272670391,-0.036973572352456234,0.009155520374247675,1.9702626511932144,1.9519641140762654,-0.018298537116949065,5.909113440846849,5.651905624290726,-0.25720781655612335
test,B,5,missing24,all,profile_A_control,profile_B_control,588,578,10,532,512,-20,0.232828076165103,0.2632363960625774,0.030408319897474417,-0.04612909272670391,-0.0517179612004748,-0.005588868473770894,1.9702626511932144,1.781387350276374,-0.18887530091684046,5.909113440846849,5.772845062324905,-0.13626837852194473
test,B,5,missing24,level_ge_7m,mixed_profile_candidate,profile_B_control,97,96,1,60,58,-2,0.816948963202926,0.802036154732838,-0.014912808470088024,-0.3313394770664868,-0.2974371018539963,0.03390237521249051,5.057979076216258,4.855722270666515,-0.20225680554974268,5.909113440846849,5.651905624290726,-0.25720781655612335
test,B,5,missing24,level_ge_7m,profile_A_control,profile_B_control,97,96,1,60,57,-3,0.816948963202926,0.8230946159246475,0.006145652721721517,-0.3313394770664868,-0.3039046328719642,0.027434844194522634,5.057979076216258,4.9005561880389905,-0.15742288817726724,5.909113440846849,5.772845062324905,-0.13626837852194473
test,B,6,full_schedule,all,mixed_profile_candidate,profile_B_control,1939,1928,11,1750,1773,23,0.21317542166512082,0.21340427297382084,0.00022885130870001213,-0.02200817179364752,-0.008307069553045427,0.013701102240602092,1.094262500394729,1.0608910122935618,-0.0333714881011673,6.670378362089796,6.505761062809958,-0.16461729927983804
test,B,6,full_schedule,all,profile_A_control,profile_B_control,1939,1928,11,1750,1757,7,0.21317542166512082,0.21983864782481882,0.006663226159697999,-0.02200817179364752,-0.012308054514567844,0.009700117279079675,1.094262500394729,1.0880254258710524,-0.006237074523676611,6.670378362089796,6.54779361723935,-0.12258474485044601
test,B,6,full_schedule,level_ge_7m,mixed_profile_candidate,profile_B_control,237,236,1,154,166,12,0.6422930624109834,0.6355351757922351,-0.006757886618748321,-0.16379282236682194,-0.16852332889418814,-0.004730506527366202,4.788514213509177,4.668291919219205,-0.120222294289972,6.670378362089796,6.505761062809958,-0.16461729927983804
test,B,6,full_schedule,level_ge_7m,profile_A_control,profile_B_control,237,236,1,154,155,1,0.6422930624109834,0.6485805760295401,0.006287513618556728,-0.16379282236682194,-0.14357506848001692,0.020217753886805023,4.788514213509177,4.683493321035157,-0.10502089247401969,6.670378362089796,6.54779361723935,-0.12258474485044601
test,B,6,complete24,all,mixed_profile_candidate,profile_B_control,1351,1351,0,1244,1258,14,0.17951242439914825,0.18067806420734117,0.0011656398081929253,-0.008259726922942167,0.009386906232242736,0.0176466331551849,0.778765978581164,0.7572507895098459,-0.021515189071318108,1.9212699940739677,2.090342037694845,0.16907204362087747
test,B,6,complete24,all,profile_A_control,profile_B_control,1351,1351,0,1244,1248,4,0.17951242439914825,0.1846534775202585,0.005141053121110267,-0.008259726922942167,0.010479603803796768,0.018739330726738935,0.778765978581164,0.7600671862626842,-0.018698792318479818,1.9212699940739677,1.747812040890243,-0.1734579531837248
test,B,6,complete24,level_ge_7m,mixed_profile_candidate,profile_B_control,140,140,0,103,109,6,0.37799513868464313,0.3753687215344353,-0.002626417150207838,-0.0012851284852311018,-0.0022642398971010405,-0.0009791114118699387,1.6503191987299277,1.5535326288781193,-0.09678656985180845,1.9212699940739677,2.090342037694845,0.16907204362087747
test,B,6,complete24,level_ge_7m,profile_A_control,profile_B_control,140,140,0,103,102,-1,0.37799513868464313,0.3920749928867956,0.014079854202152464,-0.0012851284852311018,0.03705389501576972,0.038339023501000824,1.6503191987299277,1.486485857710286,-0.16383334101964175,1.9212699940739677,1.747812040890243,-0.1734579531837248
test,B,6,missing24,all,mixed_profile_candidate,profile_B_control,588,577,11,506,515,9,0.29199467522894923,0.2900301101376233,-0.0019645650913259205,-0.054199071308938536,-0.04973611857544456,0.004462952733493973,2.5643407154544526,2.7395219565356084,0.17518124108115574,6.670378362089796,6.505761062809958,-0.16461729927983804
test,B,6,missing24,all,profile_A_control,profile_B_control,588,577,11,506,509,3,0.29199467522894923,0.3022219495257912,0.010227274296841948,-0.054199071308938536,-0.06566355951995881,-0.011464488211020273,2.5643407154544526,2.6545485806640707,0.0902078652096181,6.670378362089796,6.54779361723935,-0.12258474485044601
test,B,6,missing24,level_ge_7m,mixed_profile_candidate,profile_B_control,97,96,1,51,57,6,1.027727534511896,1.0149445882515264,-0.012782946260369465,-0.4007832092774752,-0.4109845003482735,-0.010201291070798313,6.140287643778445,6.065652399400909,-0.07463524437753577,6.670378362089796,6.505761062809958,-0.16461729927983804
test,B,6,missing24,level_ge_7m,profile_A_control,profile_B_control,97,96,1,51,53,2,1.027727534511896,1.0226512181127092,-0.005076316399186709,-0.4007832092774752,-0.4069923069113724,-0.006209097633897209,6.140287643778445,6.009954462226398,-0.13033318155204654,6.670378362089796,6.54779361723935,-0.12258474485044601
test,B,7,full_schedule,all,mixed_profile_candidate,profile_B_control,1938,1926,12,1700,1696,-4,0.25766504216425856,0.2583193991455045,0.0006543569812459404,-0.023668394910128822,-0.018497073020626382,0.00517132188950244,1.262669476726276,1.3249449896217729,0.06227551289549682,5.1786634640814455,5.3313065707358245,0.15264310665437897
test,B,7,full_schedule,all,profile_A_control,profile_B_control,1938,1926,12,1700,1677,-23,0.25766504216425856,0.26123526819109394,0.003570226026835377,-0.023668394910128822,0.003926867809981785,0.027595262720110605,1.262669476726276,1.2958049479729832,0.03313547124670713,5.1786634640814455,5.30831226551574,0.12964880143429447
test,B,7,full_schedule,level_ge_7m,mixed_profile_candidate,profile_B_control,237,236,1,137,139,2,0.6945705265097771,0.7026550688482773,0.0080845423385002,-0.06307218148955879,-0.08712137776764499,-0.024049196278086202,4.071599244051878,4.2819915467393,0.21039230268742148,5.1786634640814455,5.3313065707358245,0.15264310665437897
test,B,7,full_schedule,level_ge_7m,profile_A_control,profile_B_control,237,236,1,137,145,8,0.6945705265097771,0.6859279039159362,-0.008642622593840965,-0.06307218148955879,-0.019465088912857795,0.04360709257670099,4.071599244051878,4.372811743227877,0.3012124991759988,5.1786634640814455,5.30831226551574,0.12964880143429447
test,B,7,complete24,all,mixed_profile_candidate,profile_B_control,1350,1350,0,1216,1213,-3,0.22140739459176503,0.22189365621310006,0.0004862616213350268,-0.03000773818944603,-0.02064680929418832,0.00936092889525771,0.9067971008120781,0.8937935752303362,-0.013003525581741893,2.393487935019854,2.22099134984908,-0.17249658517077382
test,B,7,complete24,all,profile_A_control,profile_B_control,1350,1350,0,1216,1203,-13,0.22140739459176503,0.22402818343251135,0.0026207888407463187,-0.03000773818944603,0.0055308574202194176,0.03553859560966545,0.9067971008120781,0.9079878735482645,0.0011907727361863962,2.393487935019854,2.1489918673585313,-0.2444960676613226
test,B,7,complete24,level_ge_7m,mixed_profile_candidate,profile_B_control,140,140,0,92,94,2,0.46522603663483375,0.4701630140233852,0.004936977388551422,-0.02058011677497199,-0.028232915702791888,-0.0076527989278199,1.9552331168705752,1.7916561963727424,-0.1635769204978328,2.393487935019854,2.22099134984908,-0.17249658517077382
test,B,7,complete24,level_ge_7m,profile_A_control,profile_B_control,140,140,0,92,100,8,0.46522603663483375,0.44422395209099014,-0.021002084543843613,-0.02058011677497199,0.056141730333795506,0.07672184710876749,1.9552331168705752,1.8271008879520558,-0.1281322289185194,2.393487935019854,2.1489918673585313,-0.2444960676613226
test,B,7,missing24,all,mixed_profile_candidate,profile_B_control,588,576,12,484,483,-1,0.3426439036622902,0.34369223414332734,0.0010483304810371408,-0.008810559099229124,-0.01345862862946557,-0.004648069530236446,2.0419272864807647,2.065461864451632,0.023534577970867332,5.1786634640814455,5.3313065707358245,0.15264310665437897
