dataset,period,subset,membership,horizon_h,observed_targets,pairs,failures,raw_hits,normalized_hits,hit_change,raw_mae,normalized_mae,mae_change,raw_max,normalized_max,max_change
reused_development,2022,all,plus2020,10,1453,1448,5,1201,1201,0,0.3662611093553871,0.36665576388587345,0.00039465453048637134,4.84275269613387,4.8409445450246675,-0.001808151109202072
reused_development,2022,all,plus2020,11,1452,1447,5,1119,1170,51,0.46154979098493454,0.4366360605468786,-0.024913730438055948,5.067030789417254,4.8886468622460235,-0.17838392717123064
reused_development,2022,all,plus2020,12,1451,1446,5,1014,1013,-1,0.4935030641849913,0.4955287936047206,0.002025729419729283,4.877715042712763,4.7442356491800926,-0.1334793935326708
reused_development,2022,level_ge_7m,original,1,312,311,1,307,307,0,0.07390721381285606,0.07390721381285606,0.0,1.1085347330164899,1.1085347330164899,0.0
reused_development,2022,level_ge_7m,original,2,312,311,1,294,294,0,0.1699285572091213,0.1699285572091213,0.0,1.8686908227421828,1.8686908227421828,0.0
reused_development,2022,level_ge_7m,original,3,312,311,1,279,279,0,0.26488767288922893,0.26488767288922893,0.0,2.702134633656705,2.702134633656705,0.0
reused_development,2022,level_ge_7m,original,4,312,311,1,256,255,-1,0.3881649904969358,0.3972462539935671,0.009081263496631298,3.326192234671896,3.4023469239867,0.07615468931480418
reused_development,2022,level_ge_7m,original,5,312,311,1,226,225,-1,0.5198754914292881,0.5275312009513973,0.007655709522109144,3.961728095483049,3.925921620751561,-0.0358064747314879
reused_development,2022,level_ge_7m,original,6,312,311,1,194,194,0,0.6405653115266721,0.6434405559892369,0.002875244462564819,3.7423398159057095,3.719968509507499,-0.0223713063982105
reused_development,2022,level_ge_7m,original,7,312,311,1,180,180,0,0.7201672822285525,0.7161391718085234,-0.004028110420029152,4.569209618198557,4.53452860734774,-0.034681010850817096
reused_development,2022,level_ge_7m,original,8,312,311,1,172,177,5,0.7424443781338623,0.7270236262948566,-0.015420751839005709,4.769363882540022,4.7169059938230475,-0.05245788871697421
reused_development,2022,level_ge_7m,original,9,312,311,1,170,173,3,0.8005388803105036,0.7968458242411826,-0.0036930560693210213,5.254545046447809,5.230475570797594,-0.02406947565021511
reused_development,2022,level_ge_7m,original,10,312,311,1,138,136,-2,0.9395304802049467,0.9455218048564833,0.0059913246515366225,5.808953649485105,5.817101526280356,0.00814787679525164
reused_development,2022,level_ge_7m,original,11,312,311,1,146,143,-3,0.9853116737393726,0.9867100464521571,0.0013983727127845347,6.101533435936715,6.070935566790798,-0.030597869145917223
reused_development,2022,level_ge_7m,original,12,312,311,1,147,144,-3,1.0271656385157095,1.0310720387804793,0.003906400264769738,5.816916608456574,5.790282347246378,-0.026634261210196186
reused_development,2022,level_ge_7m,plus2020,1,312,311,1,310,310,0,0.06519232319209195,0.06519232319209195,0.0,0.9829393638563504,0.9829393638563504,0.0
reused_development,2022,level_ge_7m,plus2020,2,312,311,1,299,299,0,0.15988128587278067,0.15982658553681794,-5.4700335962720725e-05,1.713055091769598,1.7126903578207058,-0.0003647339488921375
reused_development,2022,level_ge_7m,plus2020,3,312,311,1,282,282,0,0.22059570678301965,0.22069889214255708,0.00010318535953743324,1.9927776152259398,2.008881240370121,0.016103625144181066
reused_development,2022,level_ge_7m,plus2020,4,312,311,1,272,272,0,0.2648526972535258,0.2664779794630235,0.0016252822094977026,1.8879659130243205,1.864362775581144,-0.023603137443176436
reused_development,2022,level_ge_7m,plus2020,5,312,311,1,239,245,6,0.3692740319439491,0.37395318332902633,0.00467915138507724,1.8810856778817495,2.0199780496110886,0.1388923717293391
reused_development,2022,level_ge_7m,plus2020,6,312,311,1,218,217,-1,0.47137133420179084,0.4537139707663907,-0.017657363435400142,2.972565889347573,2.700151538037451,-0.2724143513101218
reused_development,2022,level_ge_7m,plus2020,7,312,311,1,196,200,4,0.5881950250578271,0.5870613031532411,-0.0011337219045859381,3.3006971429938847,3.298786037695713,-0.0019111052981717336
reused_development,2022,level_ge_7m,plus2020,8,312,311,1,186,191,5,0.6639008556610227,0.6750844369555701,0.011183581294547329,4.016142337131393,3.9726443923618895,-0.04349794476950386
reused_development,2022,level_ge_7m,plus2020,9,312,311,1,167,163,-4,0.7723358704627973,0.7838769122140062,0.011541041751208958,4.132870009052942,4.083890560813792,-0.0489794482391499
reused_development,2022,level_ge_7m,plus2020,10,312,311,1,125,124,-1,0.9229076937977476,0.9263213271282186,0.0034136333304709554,4.84275269613387,4.8409445450246675,-0.001808151109202072
reused_development,2022,level_ge_7m,plus2020,11,312,311,1,118,122,4,1.0343521590895826,1.0185456537060682,-0.015806505383514358,5.067030789417254,4.8886468622460235,-0.17838392717123064
reused_development,2022,level_ge_7m,plus2020,12,312,311,1,120,113,-7,1.0630000511527986,1.0618497316827507,-0.0011503194700479558,4.877715042712763,4.7442356491800926,-0.1334793935326708
reused_development,pooled,all,original,1,2205,2200,5,2193,2193,0,0.03748991871212699,0.03748991871212699,0.0,1.1085347330164899,1.1085347330164899,0.0
reused_development,pooled,all,original,2,2203,2198,5,2171,2171,0,0.06691648612994494,0.06691328952102261,-3.196608922326205e-06,1.8686908227421828,1.8686908227421828,0.0
reused_development,pooled,all,original,3,2201,2196,5,2141,2141,0,0.10707040222702338,0.10707040222702338,0.0,2.702134633656705,2.702134633656705,0.0
reused_development,pooled,all,original,4,2199,2194,5,2083,2079,-4,0.17361303899035163,0.1669297914343448,-0.006683247556006827,3.326192234671896,3.4023469239867,0.07615468931480418
reused_development,pooled,all,original,5,2197,2192,5,2027,2019,-8,0.19889990629478443,0.20259237972352676,0.003692473428742321,3.961728095483049,3.925921620751561,-0.0358064747314879
reused_development,pooled,all,original,6,2195,2190,5,1965,1934,-31,0.25070742066869883,0.2703869829209344,0.01967956225223555,3.7423398159057095,3.719968509507499,-0.0223713063982105
reused_development,pooled,all,original,7,2193,2188,5,1433,1412,-21,0.3834605917165292,0.39496035529645324,0.01149976357992405,4.569209618198557,4.53452860734774,-0.034681010850817096
reused_development,pooled,all,original,8,2191,2186,5,1318,1329,11,0.4791548196563327,0.46949762786542026,-0.009657191790912456,4.769363882540022,4.7169059938230475,-0.05245788871697421
reused_development,pooled,all,original,9,2189,2184,5,1296,1308,12,0.5733562202661823,0.5530661941169781,-0.020290026149204166,5.254545046447809,5.230475570797594,-0.02406947565021511
reused_development,pooled,all,original,10,2187,2182,5,1307,1313,6,0.511187915540855,0.5056825194588508,-0.005505396082004177,5.808953649485105,5.817101526280356,0.00814787679525164
reused_development,pooled,all,original,11,2185,2180,5,1736,1728,-8,0.428236878553531,0.43190930318101795,0.0036724246274869587,6.101533435936715,6.070935566790798,-0.030597869145917223
reused_development,pooled,all,original,12,2183,2178,5,1583,1597,14,0.47904123005407495,0.47955808057712146,0.0005168505230465081,5.816916608456574,5.790282347246378,-0.026634261210196186
reused_development,pooled,all,plus2020,1,2205,2200,5,2198,2198,0,0.04175789311285146,0.04175805974657378,1.6663372232050833e-07,0.9829393638563504,0.9829393638563504,0.0
reused_development,pooled,all,plus2020,2,2203,2198,5,2172,2172,0,0.08231105396160818,0.0818780348244789,-0.000433019137129273,1.713055091769598,1.7126903578207058,-0.0003647339488921375
reused_development,pooled,all,plus2020,3,2201,2196,5,2143,2144,1,0.10110706647627066,0.10071045691104642,-0.00039660956522423463,1.9927776152259398,2.008881240370121,0.016103625144181066
reused_development,pooled,all,plus2020,4,2199,2194,5,2093,2091,-2,0.13531859071261843,0.13933201735849723,0.004013426645878809,1.8879659130243205,1.864362775581144,-0.023603137443176436
reused_development,pooled,all,plus2020,5,2197,2192,5,2049,2057,8,0.14739125039748457,0.15136122054404189,0.003969970146557311,1.8810856778817495,2.0199780496110886,0.1388923717293391
reused_development,pooled,all,plus2020,6,2195,2190,5,2014,2018,4,0.19111858198351442,0.17885017455964672,-0.0122684074238677,2.972565889347573,2.700151538037451,-0.2724143513101218
reused_development,pooled,all,plus2020,7,2193,2188,5,1926,1929,3,0.24626658471943583,0.2504195996845905,0.004153014965154661,3.3006971429938847,3.298786037695713,-0.0019111052981717336
reused_development,pooled,all,plus2020,8,2191,2186,5,1866,1883,17,0.28441599814852636,0.28479769435437324,0.000381696205846882,4.016142337131393,3.9726443923618895,-0.04349794476950386
reused_development,pooled,all,plus2020,9,2189,2184,5,1756,1771,15,0.3323996310843013,0.33041156214747897,-0.0019880689368223514,4.132870009052942,4.083890560813792,-0.0489794482391499
reused_development,pooled,all,plus2020,10,2187,2182,5,1868,1867,-1,0.32035143831786217,0.32024209492680866,-0.00010934339105350688,4.84275269613387,4.8409445450246675,-0.001808151109202072
reused_development,pooled,all,plus2020,11,2185,2180,5,1776,1813,37,0.3825311418466471,0.3890718223580385,0.006540680511391395,5.067030789417254,4.8886468622460235,-0.17838392717123064
reused_development,pooled,all,plus2020,12,2183,2178,5,1650,1642,-8,0.4214282207217921,0.42463587909810535,0.0032076583763132605,4.877715042712763,4.7442356491800926,-0.1334793935326708
reused_development,pooled,level_ge_7m,original,1,323,322,1,318,318,0,0.07305675567950083,0.07305675567950083,0.0,1.1085347330164899,1.1085347330164899,0.0
reused_development,pooled,level_ge_7m,original,2,323,322,1,305,305,0,0.1684076939690451,0.1684076939690451,0.0,1.8686908227421828,1.8686908227421828,0.0
reused_development,pooled,level_ge_7m,original,3,323,322,1,290,290,0,0.2605106938888284,0.2605106938888284,0.0,2.702134633656705,2.702134633656705,0.0
reused_development,pooled,level_ge_7m,original,4,323,322,1,267,266,-1,0.38092762384535456,0.390232910366383,0.009305286521028466,3.326192234671896,3.4023469239867,0.07615468931480418
reused_development,pooled,level_ge_7m,original,5,323,322,1,235,234,-1,0.5138318044011544,0.5218260149640156,0.007994210562861204,3.961728095483049,3.925921620751561,-0.0358064747314879
reused_development,pooled,level_ge_7m,original,6,323,322,1,202,202,0,0.6305515890896575,0.6320799144231315,0.0015283253334740232,3.7423398159057095,3.719968509507499,-0.0223713063982105
reused_development,pooled,level_ge_7m,original,7,323,322,1,189,189,0,0.7082437742963906,0.7043880715921749,-0.0038557027042157577,4.569209618198557,4.53452860734774,-0.034681010850817096
reused_development,pooled,level_ge_7m,original,8,323,322,1,176,182,6,0.7427031199290579,0.7270684931408264,-0.015634626788231465,4.769363882540022,4.7169059938230475,-0.05245788871697421
reused_development,pooled,level_ge_7m,original,9,323,322,1,173,176,3,0.8052304494858932,0.8006693315746197,-0.004561117911273449,5.254545046447809,5.230475570797594,-0.02406947565021511
reused_development,pooled,level_ge_7m,original,10,323,322,1,141,139,-2,0.9327838378638094,0.9373775284125648,0.004593690548755469,5.808953649485105,5.817101526280356,0.00814787679525164
reused_development,pooled,level_ge_7m,original,11,323,322,1,149,146,-3,0.9718228253822714,0.9734307781743027,0.0016079527920312975,6.101533435936715,6.070935566790798,-0.030597869145917223
reused_development,pooled,level_ge_7m,original,12,323,322,1,153,150,-3,1.007857115558487,1.0109459914383983,0.003088875879911246,5.816916608456574,5.790282347246378,-0.026634261210196186
reused_development,pooled,level_ge_7m,plus2020,1,323,322,1,321,321,0,0.06504059335039815,0.06504059335039815,0.0,0.9829393638563504,0.9829393638563504,0.0
reused_development,pooled,level_ge_7m,plus2020,2,323,322,1,310,310,0,0.15828565188563654,0.15819324199876517,-9.240988687136964e-05,1.713055091769598,1.7126903578207058,-0.0003647339488921375
reused_development,pooled,level_ge_7m,plus2020,3,323,322,1,293,293,0,0.22021169388785167,0.2204193996778321,0.00020770578998044464,1.9927776152259398,2.008881240370121,0.016103625144181066
reused_development,pooled,level_ge_7m,plus2020,4,323,322,1,281,281,0,0.2646718616477944,0.2665363783094245,0.0018645166616301223,1.8879659130243205,1.864362775581144,-0.023603137443176436
reused_development,pooled,level_ge_7m,plus2020,5,323,322,1,250,256,6,0.36333075680285204,0.36871370825614336,0.005382951453291318,1.8810856778817495,2.0199780496110886,0.1388923717293391
reused_development,pooled,level_ge_7m,plus2020,6,323,322,1,227,226,-1,0.4632935302314684,0.44668654264614693,-0.016606987585321475,2.972565889347573,2.700151538037451,-0.2724143513101218
reused_development,pooled,level_ge_7m,plus2020,7,323,322,1,201,207,6,0.5844446599102671,0.5829054539332793,-0.0015392059769877564,3.3006971429938847,3.298786037695713,-0.0019111052981717336
reused_development,pooled,level_ge_7m,plus2020,8,323,322,1,191,195,4,0.6606117167907686,0.6708297851691579,0.010218068378389344,4.016142337131393,3.9726443923618895,-0.04349794476950386
reused_development,pooled,level_ge_7m,plus2020,9,323,322,1,174,170,-4,0.7597501030749056,0.7697123149652927,0.00996221189038704,4.132870009052942,4.083890560813792,-0.0489794482391499
reused_development,pooled,level_ge_7m,plus2020,10,323,322,1,135,133,-2,0.9009359568149921,0.9041073786578885,0.003171421842896427,4.84275269613387,4.8409445450246675,-0.001808151109202072
reused_development,pooled,level_ge_7m,plus2020,11,323,322,1,127,132,5,1.0091162402108784,0.9956143394552274,-0.013501900755651053,5.067030789417254,4.8886468622460235,-0.17838392717123064
reused_development,pooled,level_ge_7m,plus2020,12,323,322,1,130,124,-6,1.0357343929139633,1.0312944690893509,-0.004439923824612446,4.877715042712763,4.7442356491800926,-0.1334793935326708
