phase,profile,horizon_h,population,subset,reference,relation,observed_targets,pairs,failures,reference_hits,weighted_hits,hits_delta,reference_mae_m,weighted_mae_m,mae_m_delta,reference_bias_m,weighted_bias_m,bias_m_delta,reference_p98_abs_m,weighted_p98_abs_m,p98_abs_m_delta,reference_max_abs_m,weighted_max_abs_m,max_abs_m_delta
test,B,1,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,230,230,0,0.09411275751023761,0.1026052585142838,0.008492501004046193,0.004014372093227672,0.0040667460569756755,5.23739637480038e-05,0.5229502746297681,0.5281596511495771,0.005209376519809017,1.5100564871323074,1.5507374725372056,0.04068098540489817
test,B,1,complete24,all,mixed_profile_candidate,primary_weight_9m,1358,1358,0,1358,1358,0,0.0361726279230176,0.03605426407531119,-0.00011836384770640834,0.00033820941128089596,-0.00035579861099940135,-0.0006940080222802973,0.18972107815109385,0.1691702212803997,-0.020550856870694134,0.4472290883706531,0.43752709581351645,-0.009701992557136663
test,B,1,complete24,all,profile_A_control,cross_profile,1358,1358,0,1356,1358,2,0.05121316878309634,0.03605426407531119,-0.01515890470778515,0.0018326350712341783,-0.00035579861099940135,-0.0021884336822335796,0.2599113315712652,0.1691702212803997,-0.09074111029086551,0.6299336474801578,0.43752709581351645,-0.19240655166664133
test,B,1,complete24,all,profile_B_control,matching_profile,1358,1358,0,1358,1358,0,0.03359493311083279,0.03605426407531119,0.0024593309644784025,0.002480862126151545,-0.00035579861099940135,-0.002836660737150946,0.1716862151870479,0.1691702212803997,-0.002515993906648195,0.43102047192342297,0.43752709581351645,0.006506623890093488
test,B,1,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,144,144,0,144,144,0,0.06936102386076833,0.06650654824748076,-0.0028544756132875687,0.01639433561424658,0.011769571689481235,-0.004624763924765345,0.29696858714750674,0.2846926372711588,-0.012275949876347947,0.38534968972735584,0.3546458482900441,-0.030703841437311752
test,B,1,complete24,level_ge_7m,profile_A_control,cross_profile,144,144,0,143,144,1,0.09300621142668804,0.06650654824748076,-0.02649966317920728,0.016958990131064357,0.011769571689481235,-0.005189418441583122,0.36485412991015725,0.2846926372711588,-0.08016149263899847,0.5171646392557445,0.3546458482900441,-0.16251879096570043
test,B,1,complete24,level_ge_7m,profile_B_control,matching_profile,144,144,0,144,144,0,0.06165237903144732,0.06650654824748076,0.00485416921603344,0.011600196301439972,0.011769571689481235,0.00016937538804126344,0.2700641834110781,0.2846926372711588,0.014628453860080715,0.3721873250538206,0.3546458482900441,-0.017541476763776487
test,B,1,missing24,all,mixed_profile_candidate,primary_weight_9m,586,582,4,573,573,0,0.06979155324901613,0.06761915269989618,-0.002172400549119949,0.0003517963698414649,-0.00362194050801323,-0.0039737368778546955,0.41384743094002646,0.421406386292176,0.007558955352149566,1.5158225447286915,1.5507374725372056,0.03491492780851413
test,B,1,missing24,all,profile_A_control,cross_profile,586,582,4,570,573,3,0.08463360082245487,0.06761915269989618,-0.017014448122558687,-0.002152301419145981,-0.00362194050801323,-0.001469639088867249,0.49928508660555543,0.421406386292176,-0.0778787003133794,1.6777759874458438,1.5507374725372056,-0.12703851490863816
test,B,1,missing24,all,profile_B_control,matching_profile,586,582,4,575,573,-2,0.06387192484414993,0.06761915269989618,0.0037472278557462574,0.0014703308345011437,-0.00362194050801323,-0.005092271342514373,0.3704684494826659,0.421406386292176,0.05093793680951014,1.5100564871323074,1.5507374725372056,0.04068098540489817
test,B,1,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,93,92,1,86,86,0,0.16096287331480444,0.1591075876275408,-0.001855285687263647,8.483367308426861e-05,-0.00798985058520694,-0.008074684258291208,1.2830914721435875,1.317129058120604,0.03403758597701656,1.5158225447286915,1.5507374725372056,0.03491492780851413
test,B,1,missing24,level_ge_7m,profile_A_control,cross_profile,93,92,1,86,86,0,0.187395020544894,0.1591075876275408,-0.028287432917353195,-0.0035078547641154917,-0.00798985058520694,-0.004481995821091448,1.442790048812501,1.317129058120604,-0.12566099069189685,1.6777759874458438,1.5507374725372056,-0.12703851490863816
test,B,1,missing24,level_ge_7m,profile_B_control,matching_profile,93,92,1,86,86,0,0.14492030643356155,0.1591075876275408,0.014187281193979245,-0.007859091884843756,-0.00798985058520694,-0.00013075870036318403,1.2716713084859137,1.317129058120604,0.0454577496346904,1.5100564871323074,1.5507374725372056,0.04068098540489817
test,B,2,full_schedule,all,mixed_profile_candidate,primary_weight_9m,1943,1937,6,1915,1917,2,0.06880451771616918,0.07061323839907355,0.0018087206829043717,-0.00020736402629014639,0.000704450841827872,0.0009118148681180184,0.36827658054622836,0.3768407312734498,0.008564150727221442,2.7234645501539516,2.743547327980104,0.02008277782615231
test,B,2,full_schedule,all,profile_A_control,cross_profile,1943,1937,6,1904,1917,13,0.09531958679654569,0.07061323839907355,-0.02470634839747214,-0.005048707494347637,0.000704450841827872,0.005753158336175509,0.4541189253952075,0.3768407312734498,-0.07727819412175768,2.810986906354252,2.743547327980104,-0.06743957837414793
test,B,2,full_schedule,all,profile_B_control,matching_profile,1943,1937,6,1910,1917,7,0.07247205676196612,0.07061323839907355,-0.0018588183628925753,0.005139266455735674,0.000704450841827872,-0.004434815613907802,0.41993884107977697,0.3768407312734498,-0.04309810980632717,2.721435573404227,2.743547327980104,0.022111754575877107
test,B,2,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,237,236,1,222,223,1,0.1790052843921942,0.18084472228536638,0.0018394378931721744,-0.019706656978491513,-0.019822014842036682,-0.00011535786354516936,0.8426301403368414,0.8732437320226982,0.030613591685856867,2.7234645501539516,2.743547327980104,0.02008277782615231
test,B,2,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,217,223,6,0.21480059948147956,0.18084472228536638,-0.03395587719611318,-0.008983421027702169,-0.019822014842036682,-0.010838593814334514,0.919527780626167,0.8732437320226982,-0.0462840486034688,2.810986906354252,2.743547327980104,-0.06743957837414793
test,B,2,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,218,223,5,0.17055488609880845,0.18084472228536638,0.010289836186557932,-0.0191893327275018,-0.019822014842036682,-0.000632682114534884,0.8077743970649769,0.8732437320226982,0.06546933495772134,2.721435573404227,2.743547327980104,0.022111754575877107
test,B,2,complete24,all,mixed_profile_candidate,primary_weight_9m,1356,1356,0,1351,1352,1,0.0518572176956991,0.05272027835258782,0.0008630606568887228,0.0022589093743951034,0.0015171769726511632,-0.0007417324017439401,0.2882326208030121,0.2728565702110744,-0.015376050591937696,0.6878876480613103,0.7799486564265479,0.09206100836523756
test,B,2,complete24,all,profile_A_control,cross_profile,1356,1356,0,1346,1352,6,0.07610883950759444,0.05272027835258782,-0.023388561155006614,-0.003314784140437197,0.0015171769726511632,0.00483196111308836,0.36527141245614275,0.2728565702110744,-0.09241484224506835,1.0384293209123614,0.7799486564265479,-0.2584806644858135
test,B,2,complete24,all,profile_B_control,matching_profile,1356,1356,0,1347,1352,5,0.05751768781935252,0.05272027835258782,-0.004797409466764699,0.007204889355570323,0.0015171769726511632,-0.00568771238291916,0.3157662569449016,0.2728565702110744,-0.042909686733827224,0.6073664048306107,0.7799486564265479,0.1725822515959372
test,B,2,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,143,143,0,141,142,1,0.11733475541507546,0.11500638507788805,-0.002328370337187413,0.00046254786035705096,-0.004964140854065304,-0.005426688714422355,0.4899634818780202,0.4763622138206387,-0.013601268057381488,0.6030540628258692,0.5301806187134348,-0.07287344411243435
test,B,2,complete24,level_ge_7m,profile_A_control,cross_profile,143,143,0,136,142,6,0.1586260170275619,0.11500638507788805,-0.04361963194967386,0.007988299208438061,-0.004964140854065304,-0.012952440062503366,0.6048561027781357,0.4763622138206387,-0.12849388895749703,0.7910301703938014,0.5301806187134348,-0.2608495516803666
test,B,2,complete24,level_ge_7m,profile_B_control,matching_profile,143,143,0,137,142,5,0.10997840272878678,0.11500638507788805,0.005027982349101262,0.005970308427408924,-0.004964140854065304,-0.010934449281474228,0.5272863480268776,0.4763622138206387,-0.05092413420623887,0.5986192974859961,0.5301806187134348,-0.06843867877256127
test,B,2,missing24,all,mixed_profile_candidate,primary_weight_9m,587,581,6,564,565,1,0.1083579408276277,0.11237374411858239,0.004015803290954689,-0.005963416920144189,-0.0011923764101452502,0.004771040509998939,0.5951505962467264,0.6110440502429723,0.015893453996245865,2.7234645501539516,2.743547327980104,0.02008277782615231
test,B,2,missing24,all,profile_A_control,cross_profile,587,581,6,558,565,7,0.14015568546060406,0.11237374411858239,-0.027781941342021665,-0.00909552344598715,-0.0011923764101452502,0.0079031470358419,0.6888943037186903,0.6110440502429723,-0.07785025347571806,2.810986906354252,2.743547327980104,-0.06743957837414793
test,B,2,missing24,all,profile_B_control,matching_profile,587,581,6,563,565,2,0.10737416396710218,0.11237374411858239,0.004999580151480207,0.00031829459312675414,-0.0011923764101452502,-0.0015106710032720043,0.5990255578231832,0.6110440502429723,0.012018492419789029,2.721435573404227,2.743547327980104,0.022111754575877107
test,B,2,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,94,93,1,81,81,0,0.273832011744108,0.28208001498073626,0.008248003236628276,-0.05071952033285006,-0.04266799312461633,0.008051527208233725,1.9360185870198217,1.9420047914040472,0.005986204384225591,2.7234645501539516,2.743547327980104,0.02008277782615231
test,B,2,missing24,level_ge_7m,profile_A_control,cross_profile,94,93,1,81,81,0,0.30117657035148204,0.28208001498073626,-0.019096555370745782,-0.0350797220359608,-0.04266799312461633,-0.007588271088655535,2.1987896896524095,1.9420047914040472,-0.25678489824836226,2.810986906354252,2.743547327980104,-0.06743957837414793
test,B,2,missing24,level_ge_7m,profile_B_control,matching_profile,94,93,1,81,81,0,0.26369937128066967,0.28208001498073626,0.01838064370006659,-0.05787566267537527,-0.04266799312461633,0.015207669550758939,1.90979446484979,1.9420047914040472,0.03221032655425726,2.721435573404227,2.743547327980104,0.022111754575877107
test,B,3,full_schedule,all,mixed_profile_candidate,primary_weight_9m,1942,1934,8,1881,1886,5,0.0984848429997664,0.09803620141504296,-0.00044864158472343596,-0.003772031601252758,-0.00853669700589675,-0.0047646654046439915,0.6101716806159269,0.5857145652856849,-0.024457115330241974,3.9207443853420045,4.105697051227352,0.18495266588534776
test,B,3,full_schedule,all,profile_A_control,cross_profile,1942,1934,8,1861,1886,25,0.13013330695579825,0.09803620141504296,-0.03209710554075529,-0.013566971992384907,-0.00853669700589675,0.005030274986488158,0.675463999144584,0.5857145652856849,-0.08974943385889911,4.2302978392165045,4.105697051227352,-0.1246007879891522
test,B,3,full_schedule,all,profile_B_control,matching_profile,1942,1934,8,1893,1886,-7,0.0969247468811543,0.09803620141504296,0.0011114545338886672,-0.0034100375937177654,-0.00853669700589675,-0.005126659412178984,0.5161138939587346,0.5857145652856849,0.06960067132695025,3.971469992707828,4.105697051227352,0.13422705851952443
test,B,3,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,237,236,1,203,203,0,0.2894468775030307,0.29596628958859333,0.006519412085562615,-0.046742500472371676,-0.05772965911922796,-0.010987158646856288,1.7546285429062127,1.8967341688245303,0.14210562591831755,3.9207443853420045,4.105697051227352,0.18495266588534776
test,B,3,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,199,203,4,0.32784134425318173,0.29596628958859333,-0.0318750546645884,-0.05323476507377885,-0.05772965911922796,-0.004494894045449116,2.0931916832590893,1.8967341688245303,-0.19645751443455906,4.2302978392165045,4.105697051227352,-0.1246007879891522
test,B,3,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,207,203,-4,0.27295513304405666,0.29596628958859333,0.02301115654453667,-0.04922700369166788,-0.05772965911922796,-0.008502655427560082,1.7568926468423012,1.8967341688245303,0.1398415219822291,3.971469992707828,4.105697051227352,0.13422705851952443
test,B,3,complete24,all,mixed_profile_candidate,primary_weight_9m,1354,1354,0,1338,1338,0,0.07361267300814238,0.07283535185023826,-0.0007773211579041178,-0.0008263331103920579,-0.0010978227147067567,-0.00027148960431469884,0.3865254629380441,0.37401727371961707,-0.012508189218427002,1.0621080344028382,1.0822247040672437,0.020116669664405507
test,B,3,complete24,all,profile_A_control,cross_profile,1354,1354,0,1326,1338,12,0.10285419628617437,0.07283535185023826,-0.03001884443593611,-0.005968271046737939,-0.0010978227147067567,0.004870448332031182,0.5000629407912963,0.37401727371961707,-0.12604566707167925,1.4455090991822397,1.0822247040672437,-0.363284395114996
test,B,3,complete24,all,profile_B_control,matching_profile,1354,1354,0,1342,1338,-4,0.07401877748174898,0.07283535185023826,-0.0011834256315107206,0.0033884048476838084,-0.0010978227147067567,-0.004486227562390565,0.396068311202682,0.37401727371961707,-0.022051037483064917,1.061524811586363,1.0822247040672437,0.020699892480880777
test,B,3,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,142,142,0,131,131,0,0.18950059389639756,0.18397257139731912,-0.005528022499078439,-0.007693816899410723,0.0016418680851346928,0.009335684984545416,0.7979204513587048,0.7777944299046876,-0.020126021454017207,1.0621080344028382,1.0822247040672437,0.020116669664405507
test,B,3,complete24,level_ge_7m,profile_A_control,cross_profile,142,142,0,129,131,2,0.21736015735374814,0.18397257139731912,-0.03338758595642902,-0.0019908174942183743,0.0016418680851346928,0.0036326855793530673,0.8561928927326709,0.7777944299046876,-0.07839846282798324,1.1641344170961272,1.0822247040672437,-0.0819097130288835
test,B,3,complete24,level_ge_7m,profile_B_control,matching_profile,142,142,0,133,131,-2,0.1737762909795778,0.18397257139731912,0.010196280417741316,-0.0014989473415668913,0.0016418680851346928,0.003140815426701584,0.7072547041299097,0.7777944299046876,0.07053972577477796,1.061524811586363,1.0822247040672437,0.020699892480880777
test,B,3,missing24,all,mixed_profile_candidate,primary_weight_9m,588,580,8,543,548,5,0.15654849501469556,0.15686715022667322,0.00031865521197765867,-0.01064871394026205,-0.02590262078222649,-0.01525390684196444,0.8453706083597147,0.9812364814379777,0.13586587307826303,3.9207443853420045,4.105697051227352,0.18495266588534776
test,B,3,missing24,all,profile_A_control,cross_profile,588,580,8,535,548,13,0.19381592048454088,0.15686715022667322,-0.036948770257867664,-0.031306008337912486,-0.02590262078222649,0.005403387555685996,0.988869799072151,0.9812364814379777,-0.007633317634173298,4.2302978392165045,4.105697051227352,-0.1246007879891522
test,B,3,missing24,all,profile_B_control,matching_profile,588,580,8,551,548,-3,0.1503983375135591,0.15686715022667322,0.006468812713114114,-0.019280884258644885,-0.02590262078222649,-0.006621736523581605,0.7579743118200236,0.9812364814379777,0.2232621696179541,3.971469992707828,4.105697051227352,0.13422705851952443
test,B,3,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,95,94,1,72,72,0,0.44042956124922134,0.4651482894094542,0.02471872816023285,-0.10573093735918504,-0.14741856191730773,-0.04168762455812269,3.2566869270908074,3.4403652409683794,0.18367831387757194,3.9207443853420045,4.105697051227352,0.18495266588534776
test,B,3,missing24,level_ge_7m,profile_A_control,cross_profile,95,94,1,70,72,2,0.494738456377858,0.4651482894094542,-0.02959016696840383,-0.13064583482162556,-0.14741856191730773,-0.01677272709568217,3.5754704081731044,3.4403652409683794,-0.13510516720472499,4.2302978392165045,4.105697051227352,-0.1246007879891522
test,B,3,missing24,level_ge_7m,profile_B_control,matching_profile,95,94,1,74,72,-2,0.42277849020529085,0.4651482894094542,0.04236979920416334,-0.12132683349713959,-0.14741856191730773,-0.026091728420168145,3.3174137155365853,3.4403652409683794,0.1229515254317941,3.971469992707828,4.105697051227352,0.13422705851952443
test,B,4,full_schedule,all,mixed_profile_candidate,primary_weight_9m,1941,1932,9,1865,1864,-1,0.12911540247463166,0.12488116405703793,-0.004234238417593725,-0.00989578669681218,-0.008859259489606211,0.0010365272072059683,0.7120782381390784,0.6977476129847121,-0.014330625154366339,5.078591233547437,5.062064662148115,-0.016526571399321455
test,B,4,full_schedule,all,profile_A_control,cross_profile,1941,1932,9,1857,1864,7,0.14974466992013163,0.12488116405703793,-0.0248635058630937,-0.011065855251814484,-0.008859259489606211,0.0022065957622082726,0.7435701015124543,0.6977476129847121,-0.04582248852774218,4.954681229406976,5.062064662148115,0.10738343274113937
test,B,4,full_schedule,all,profile_B_control,matching_profile,1941,1932,9,1866,1864,-2,0.12304284797867071,0.12488116405703793,0.001838316078367222,-0.007465708927915191,-0.008859259489606211,-0.0013935505616910204,0.6314971200826185,0.6977476129847121,0.06625049290209362,5.1179488471626104,5.062064662148115,-0.0558841850144951
test,B,4,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,237,236,1,186,188,2,0.4131174956725263,0.40937139197751093,-0.003746103695015379,-0.09591305647757456,-0.08186242382337786,0.014050632654196704,2.5839999106888123,2.618327355063096,0.03432744437428381,5.078591233547437,5.062064662148115,-0.016526571399321455
test,B,4,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,184,188,4,0.40920465422803126,0.40937139197751093,0.0001667377494796729,-0.07958792839800112,-0.08186242382337786,-0.002274495425376735,2.7777770633239083,2.618327355063096,-0.15944970826081217,4.954681229406976,5.062064662148115,0.10738343274113937
test,B,4,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,192,188,-4,0.4009070967444646,0.40937139197751093,0.008464295233046315,-0.10569041861713127,-0.08186242382337786,0.023827994793753415,2.65148006055868,2.618327355063096,-0.03315270549558402,5.1179488471626104,5.062064662148115,-0.0558841850144951
test,B,4,complete24,all,mixed_profile_candidate,primary_weight_9m,1353,1353,0,1328,1330,2,0.09763523114021312,0.09296371214776378,-0.004671518992449344,0.002349966794721231,-0.00019034071105958136,-0.002540307505780812,0.4697037401733348,0.4492137947876758,-0.020489945385659014,1.3189684073645118,1.425298531909192,0.10633012454468016
test,B,4,complete24,all,profile_A_control,cross_profile,1353,1353,0,1326,1330,4,0.11650679255986192,0.09296371214776378,-0.02354308041209814,0.00024435975307113744,-0.00019034071105958136,-0.00043470046413071877,0.49868189802620044,0.4492137947876758,-0.04946810323852463,1.4184298991298472,1.425298531909192,0.0068686327793447965
test,B,4,complete24,all,profile_B_control,matching_profile,1353,1353,0,1331,1330,-1,0.09343532856535613,0.09296371214776378,-0.0004716164175923576,0.000835555858327052,-0.00019034071105958136,-0.0010258965693866334,0.4407348831981306,0.4492137947876758,0.008478911589545224,1.1924259727574427,1.425298531909192,0.23287255915174931
test,B,4,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,141,141,0,122,122,0,0.2556469139539726,0.25526412201577586,-0.00038279193819673596,0.0010547193055100222,-0.00640167348570066,-0.007456392791210683,1.0014586356529391,1.08120348044163,0.07974484478869082,1.3189684073645118,1.425298531909192,0.10633012454468016
test,B,4,complete24,level_ge_7m,profile_A_control,cross_profile,141,141,0,121,122,1,0.2591550292459268,0.25526412201577586,-0.003890907230150953,-0.007168483780252063,-0.00640167348570066,0.000766810294551403,0.9420069516254892,1.08120348044163,0.13919652881614075,1.2336789871029197,1.425298531909192,0.1916195448062723
test,B,4,complete24,level_ge_7m,profile_B_control,matching_profile,141,141,0,126,122,-4,0.2452490072488872,0.25526412201577586,0.010015114766888655,-0.024088350680041917,-0.00640167348570066,0.017686677194341256,0.9904900966086344,1.08120348044163,0.09071338383299554,1.1924259727574427,1.425298531909192,0.23287255915174931
test,B,4,missing24,all,mixed_profile_candidate,primary_weight_9m,588,579,9,537,534,-3,0.20267787538563045,0.19946546877767338,-0.0032124066079570746,-0.03851151117702755,-0.029116681091287712,0.009394830085739839,1.5122075716752632,1.3947897238343794,-0.11741784784088383,5.078591233547437,5.062064662148115,-0.016526571399321455
test,B,4,missing24,all,profile_A_control,cross_profile,588,579,9,531,534,3,0.22741452841485515,0.19946546877767338,-0.027949059637181778,-0.037495425030070514,-0.029116681091287712,0.008378743938782802,1.2540338316585549,1.3947897238343794,0.14075589217582452,4.954681229406976,5.062064662148115,0.10738343274113937
test,B,4,missing24,all,profile_B_control,matching_profile,588,579,9,535,534,-1,0.19222933116729699,0.19946546877767338,0.007236137610376392,-0.026864001252242916,-0.029116681091287712,-0.002252679839044796,1.3813156896668501,1.3947897238343794,0.013474034167529236,5.1179488471626104,5.062064662148115,-0.0558841850144951
test,B,4,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,96,95,1,64,66,2,0.6468369906442746,0.6380990242365074,-0.00873796640776714,-0.23983365000825796,-0.1938620637982461,0.04597158621001185,4.278111799147365,4.257331265121842,-0.0207805340255236,5.078591233547437,5.062064662148115,-0.016526571399321455
test,B,4,missing24,level_ge_7m,profile_A_control,cross_profile,96,95,1,63,66,3,0.6319098870962072,0.6380990242365074,0.006189137140300227,-0.18707363040960756,-0.1938620637982461,-0.006788433388638548,4.129415261327745,4.257331265121842,0.1279160037940965,4.954681229406976,5.062064662148115,0.10738343274113937
test,B,4,missing24,level_ge_7m,profile_B_control,matching_profile,96,95,1,66,66,0,0.6319364716800058,0.6380990242365074,0.006162552556501666,-0.22680506681849544,-0.1938620637982461,0.03294300302024933,4.30642909593797,4.257331265121842,-0.04909783081612851,5.1179488471626104,5.062064662148115,-0.0558841850144951
test,B,5,full_schedule,all,mixed_profile_candidate,primary_weight_9m,1940,1930,10,1828,1835,7,0.1625412373542548,0.16289090484734023,0.00034966749308543155,-0.006397062661492723,-0.008089138445699565,-0.0016920757842068422,0.8555560428101426,0.9041284281431159,0.048572385332973256,5.651905624290726,5.474656933537467,-0.17724869075325866
test,B,5,full_schedule,all,profile_A_control,cross_profile,1940,1930,10,1812,1835,23,0.18302824779981827,0.16289090484734023,-0.020137342952478043,-0.013253058003697516,-0.008089138445699565,0.005163919557997951,0.9465438144244254,0.9041284281431159,-0.042415386281309475,5.772845062324905,5.474656933537467,-0.2981881287874373
test,B,5,full_schedule,all,profile_B_control,matching_profile,1940,1930,10,1836,1835,-1,0.16151947820922183,0.16289090484734023,0.0013714266381184004,-0.012089561463388998,-0.008089138445699565,0.004000423017689433,0.9347365000507997,0.9041284281431159,-0.030608071907683776,5.909113440846849,5.474656933537467,-0.434456507309382
test,B,5,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,237,236,1,169,172,3,0.5232204895845944,0.5129514561923418,-0.010269033392252602,-0.1172002157403422,-0.10115963328262037,0.01604058245772183,3.422969615911657,3.4120221532034782,-0.010947462708178701,5.651905624290726,5.474656933537467,-0.17724869075325866
test,B,5,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,169,172,3,0.5367961318364304,0.5129514561923418,-0.023844675644088542,-0.12145363800557064,-0.10115963328262037,0.020294004722950273,3.6890121508001874,3.4120221532034782,-0.27698999759670917,5.772845062324905,5.474656933537467,-0.2981881287874373
test,B,5,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,171,172,1,0.5244969789310342,0.5129514561923418,-0.01154552273869236,-0.14343715042767627,-0.10115963328262037,0.0422775171450559,3.5091559262737637,3.4120221532034782,-0.09713377307028548,5.909113440846849,5.474656933537467,-0.434456507309382
test,B,5,complete24,all,mixed_profile_candidate,primary_weight_9m,1352,1352,0,1305,1312,7,0.13173857864676436,0.13172425031867185,-1.4328328092505505e-05,0.006674847546626296,0.0029257437947404585,-0.003749103751885837,0.6287086749415761,0.6031652007508154,-0.02554347419076075,1.3070674358819865,1.3902909608523242,0.08322352497033769
test,B,5,complete24,all,profile_A_control,cross_profile,1352,1352,0,1300,1312,12,0.14873807790641977,0.13172425031867185,-0.017013827587747915,0.0031912571203685167,0.0029257437947404585,-0.00026551332562805815,0.6754163903247424,0.6031652007508154,-0.07225118957392707,1.553964895064568,1.3902909608523242,-0.16367393421224374
test,B,5,complete24,all,profile_B_control,matching_profile,1352,1352,0,1304,1312,8,0.1310339977221661,0.13172425031867185,0.0006902525965057638,0.0024628416950400116,0.0029257437947404585,0.00046290209970044696,0.6850078942303631,0.6031652007508154,-0.08184269347954776,1.337083424157477,1.3902909608523242,0.053207536694847235
test,B,5,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,140,140,0,111,115,4,0.33203260491151315,0.3173396046656417,-0.014693000245871446,0.0063907918804491605,0.009261294030000089,0.0028705021495509285,1.243159762211055,1.1817620468264212,-0.0613977153846339,1.3070674358819865,1.3902909608523242,0.08322352497033769
test,B,5,complete24,level_ge_7m,profile_A_control,cross_profile,140,140,0,112,115,3,0.3404771713187958,0.3173396046656417,-0.023137566653154085,0.003655615617099236,0.009261294030000089,0.0056056784129008535,1.2835642869299977,1.1817620468264212,-0.10180224010357652,1.553964895064568,1.3902909608523242,-0.16367393421224374
test,B,5,complete24,level_ge_7m,profile_B_control,matching_profile,140,140,0,111,115,4,0.3239584754303084,0.3173396046656417,-0.006618870764666718,-0.014589840732491886,0.009261294030000089,0.023851134762491975,1.1881325929484137,1.1817620468264212,-0.006370546121992504,1.337083424157477,1.3902909608523242,0.053207536694847235
test,B,5,missing24,all,mixed_profile_candidate,primary_weight_9m,588,578,10,523,523,0,0.23459174699530508,0.23579283723965794,0.0012010902443528593,-0.036973572352456234,-0.033854053305690746,0.0031195190467654885,1.9519641140762654,1.7128411283088643,-0.2391229857674011,5.651905624290726,5.474656933537467,-0.17724869075325866
test,B,5,missing24,all,profile_A_control,cross_profile,588,578,10,512,523,11,0.2632363960625774,0.23579283723965794,-0.02744355882291949,-0.0517179612004748,-0.033854053305690746,0.017863907894784058,1.781387350276374,1.7128411283088643,-0.0685462219675097,5.772845062324905,5.474656933537467,-0.2981881287874373
test,B,5,missing24,all,profile_B_control,matching_profile,588,578,10,532,523,-9,0.232828076165103,0.23579283723965794,0.002964761074554928,-0.04612909272670391,-0.033854053305690746,0.012275039421013163,1.9702626511932144,1.7128411283088643,-0.25742152288435016,5.909113440846849,5.474656933537467,-0.434456507309382
test,B,5,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,97,96,1,58,57,-1,0.802036154732838,0.7982187396687798,-0.003817415064058194,-0.2974371018539963,-0.2621901522801919,0.03524694957380442,4.855722270666515,4.713327954333877,-0.14239431633263777,5.651905624290726,5.474656933537467,-0.17724869075325866
test,B,5,missing24,level_ge_7m,profile_A_control,cross_profile,97,96,1,57,57,0,0.8230946159246475,0.7982187396687798,-0.024875876255867735,-0.3039046328719642,-0.2621901522801919,0.041714480591772296,4.9005561880389905,4.713327954333877,-0.1872282337051132,5.772845062324905,5.474656933537467,-0.2981881287874373
test,B,5,missing24,level_ge_7m,profile_B_control,matching_profile,97,96,1,60,57,-3,0.816948963202926,0.7982187396687798,-0.018730223534146218,-0.3313394770664868,-0.2621901522801919,0.06914932478629493,5.057979076216258,4.713327954333877,-0.34465112188238045,5.909113440846849,5.474656933537467,-0.434456507309382
test,B,6,full_schedule,all,mixed_profile_candidate,primary_weight_9m,1939,1928,11,1773,1780,7,0.21340427297382084,0.21673120298389575,0.003326930010074919,-0.008307069553045427,-0.012701396347262469,-0.004394326794217042,1.0608910122935618,1.1044466270103954,0.04355561471683367,6.505761062809958,6.480413349588801,-0.02534771322115681
test,B,6,full_schedule,all,profile_A_control,cross_profile,1939,1928,11,1757,1780,23,0.21983864782481882,0.21673120298389575,-0.003107444840923068,-0.012308054514567844,-0.012701396347262469,-0.00039334183269462523,1.0880254258710524,1.1044466270103954,0.016421201139342978,6.54779361723935,6.480413349588801,-0.06738026765054883
test,B,6,full_schedule,all,profile_B_control,matching_profile,1939,1928,11,1750,1780,30,0.21317542166512082,0.21673120298389575,0.003555781318774931,-0.02200817179364752,-0.012701396347262469,0.00930677544638505,1.094262500394729,1.1044466270103954,0.010184126615666367,6.670378362089796,6.480413349588801,-0.18996501250099485
