phase,profile,horizon_h,family,observed_level_band,scheduled_rows,unknown_truth,observed_targets,pairs,failures,hits,sum_abs_error_m,mae_m,bias_m,max_abs_m
validation,B,6,flood_weight_7m,below_7m,6484,0,6484,6454,30,6310,655.9703396147668,0.1016377966555263,-0.0005300274874590509,1.4712964151441312
validation,B,6,flood_weight_7m,7_to_9m,25,0,25,25,0,21,5.903455279491343,0.23613821117965372,-0.053549350969204074,0.856824423490977
validation,B,6,flood_weight_7m,ge_9m,3,0,3,3,0,1,1.4675962409453547,0.4891987469817849,-0.4891987469817849,0.5534446986905941
validation,B,6,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,7,profile_A_control,below_7m,6483,0,6483,6453,30,6236,832.6097402178414,0.12902676897843504,0.03172695870878295,1.8047254700258974
validation,B,7,profile_A_control,7_to_9m,25,0,25,25,0,13,12.783074513610462,0.5113229805444185,0.3057623784990907,1.5851252091346923
validation,B,7,profile_A_control,ge_9m,3,0,3,3,0,2,1.273017640730064,0.42433921357668797,0.42433921357668797,0.8670115107547947
validation,B,7,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,7,profile_B_control,below_7m,6483,0,6483,6453,30,6215,852.6945124793247,0.1321392394978033,0.03048500934939945,1.9469233922814213
validation,B,7,profile_B_control,7_to_9m,25,0,25,25,0,19,9.818471863675649,0.39273887454702594,0.226434830630847,1.5547784950117238
validation,B,7,profile_B_control,ge_9m,3,0,3,3,0,2,1.4277508465691344,0.47591694885637814,0.47591694885637814,0.7726966753515256
validation,B,7,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,7,mixed_profile_candidate,below_7m,6483,0,6483,6453,30,6226,822.5575162631285,0.1274690091838104,0.027480076734934532,1.7269704230562064
validation,B,7,mixed_profile_candidate,7_to_9m,25,0,25,25,0,16,11.258133921337992,0.45032535685351965,0.16917549636124665,1.4090351708705535
validation,B,7,mixed_profile_candidate,ge_9m,3,0,3,3,0,2,1.5118278978037623,0.503942632601254,0.503942632601254,0.8476902290269059
validation,B,7,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,7,flood_weight_7m,below_7m,6483,0,6483,6453,30,6222,864.3077958472243,0.13393891149034934,0.03444373722623255,1.691654082826549
validation,B,7,flood_weight_7m,7_to_9m,25,0,25,25,0,16,10.956841105270648,0.43827364421082593,0.20859793391387338,1.4177064055013142
validation,B,7,flood_weight_7m,ge_9m,3,0,3,3,0,1,1.3282454324627775,0.4427484774875925,0.43303010627298555,0.7359094591097666
validation,B,7,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,8,profile_A_control,below_7m,6482,0,6482,6452,30,6043,1046.7272085264976,0.16223298334260658,0.05421382518591807,1.9956744310280672
validation,B,8,profile_A_control,7_to_9m,25,0,25,25,0,11,14.14603607568283,0.5658414430273132,0.4680513676187196,1.308635443619158
validation,B,8,profile_A_control,ge_9m,3,0,3,3,0,0,2.8830906734770085,0.9610302244923362,0.9610302244923362,1.203795381693448
validation,B,8,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,8,profile_B_control,below_7m,6482,0,6482,6452,30,6042,1101.4179031145409,0.1707095324108092,0.04579907939389775,2.4148113737986923
validation,B,8,profile_B_control,7_to_9m,25,0,25,25,0,10,14.040747695204637,0.5616299078081854,0.5372895177040501,1.335266769823745
validation,B,8,profile_B_control,ge_9m,3,0,3,3,0,1,1.9649955262799974,0.6549985087599991,0.6549985087599991,0.9454806853039219
validation,B,8,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,8,mixed_profile_candidate,below_7m,6482,0,6482,6452,30,6047,1088.9529180178056,0.16877757563822157,0.05036648993765282,2.3646913665301716
validation,B,8,mixed_profile_candidate,7_to_9m,25,0,25,25,0,12,12.276493708136961,0.49105974832547844,0.380733525799736,1.0323187320368197
validation,B,8,mixed_profile_candidate,ge_9m,3,0,3,3,0,0,3.059050282041678,1.019683427347226,1.019683427347226,1.1407016548166258
validation,B,8,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,8,flood_weight_7m,below_7m,6482,0,6482,6452,30,6012,1105.7433620288957,0.17137993831817974,0.05882278009178486,2.45019859197081
validation,B,8,flood_weight_7m,7_to_9m,25,0,25,25,0,10,13.654886577996923,0.5461954631198769,0.42183805255776163,1.1966992862404373
validation,B,8,flood_weight_7m,ge_9m,3,0,3,3,0,0,2.6545829999933552,0.8848609999977851,0.8848609999977851,0.9567592956039199
validation,B,8,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,9,profile_A_control,below_7m,6481,0,6481,6451,30,5846,1273.2001037163361,0.19736476572877634,0.06156220201797144,2.374972005512881
validation,B,9,profile_A_control,7_to_9m,25,0,25,25,0,9,15.673143622269878,0.6269257448907951,0.6269257448907951,1.4482283895494614
validation,B,9,profile_A_control,ge_9m,3,0,3,3,0,0,3.6308109192849614,1.2102703064283205,1.2102703064283205,1.5674758478046051
validation,B,9,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,9,profile_B_control,below_7m,6481,0,6481,6451,30,5842,1330.0443685571959,0.20617646389043495,0.054542771253998784,2.7098908516267364
validation,B,9,profile_B_control,7_to_9m,25,0,25,25,0,11,14.212725401390255,0.5685090160556102,0.5685090160556102,1.0197194289142804
validation,B,9,profile_B_control,ge_9m,3,0,3,3,0,2,1.2114472094643869,0.40381573648812896,0.40381573648812896,0.6215411703739875
validation,B,9,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,9,mixed_profile_candidate,below_7m,6481,0,6481,6451,30,5867,1303.0350859946082,0.2019896273437619,0.0441888065056104,2.473954225633736
validation,B,9,mixed_profile_candidate,7_to_9m,25,0,25,25,0,12,15.18848912417809,0.6075395649671236,0.6075395649671236,1.2897325780055553
validation,B,9,mixed_profile_candidate,ge_9m,3,0,3,3,0,1,2.3911131924861095,0.7970377308287032,0.7970377308287032,1.021077625940194
validation,B,9,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,9,flood_weight_7m,below_7m,6481,0,6481,6451,30,5867,1312.25389855,0.20341867904975974,0.058846482517621354,2.2871571125167116
validation,B,9,flood_weight_7m,7_to_9m,25,0,25,25,0,10,14.474817623741679,0.5789927049496671,0.5456678570412233,1.1116829487486353
validation,B,9,flood_weight_7m,ge_9m,3,0,3,3,0,0,3.005939919618058,1.0019799732060193,1.0019799732060193,1.2365512906103557
validation,B,9,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,10,profile_A_control,below_7m,6480,0,6480,6450,30,5645,1647.3500396471468,0.25540310692203827,0.033315563462613704,2.624134466753614
validation,B,10,profile_A_control,7_to_9m,25,0,25,25,0,12,15.150861068784991,0.6060344427513996,0.5947218612054529,1.521657415714131
validation,B,10,profile_A_control,ge_9m,3,0,3,3,0,0,2.9783867341424077,0.9927955780474692,0.9927955780474692,1.4472178720637192
validation,B,10,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,10,profile_B_control,below_7m,6480,0,6480,6450,30,5614,1647.5808094691797,0.25543888518902014,0.040892754992282086,2.4804765974214895
validation,B,10,profile_B_control,7_to_9m,25,0,25,25,0,7,17.872605322535335,0.7149042129014134,0.6460045996841549,1.3401800821740704
validation,B,10,profile_B_control,ge_9m,3,0,3,3,0,2,0.7298527337528906,0.24328424458429687,0.20079098772735607,0.5525672618995294
validation,B,10,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,10,mixed_profile_candidate,below_7m,6480,0,6480,6450,30,5666,1640.1440828697691,0.25428590432089443,0.047809347397045246,2.7000360258143568
validation,B,10,mixed_profile_candidate,7_to_9m,25,0,25,25,0,10,18.321511469811238,0.7328604587924495,0.6933277831946499,1.3834610834055372
validation,B,10,mixed_profile_candidate,ge_9m,3,0,3,3,0,2,1.2564172718859012,0.4188057572953004,0.4188057572953004,0.6718959548539676
validation,B,10,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,10,flood_weight_7m,below_7m,6480,0,6480,6450,30,5636,1667.409244666286,0.2585130611885715,0.04367846731737106,2.786396169317018
validation,B,10,flood_weight_7m,7_to_9m,25,0,25,25,0,8,17.278012962964333,0.6911205185185733,0.6795923963203531,1.5327063915388113
validation,B,10,flood_weight_7m,ge_9m,3,0,3,3,0,0,3.201872977002793,1.0672909923342644,1.0672909923342644,1.255829229654319
validation,B,10,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,11,profile_A_control,below_7m,6479,0,6479,6449,30,5357,1937.0226843076207,0.3003601619332642,0.04138743614055805,2.8238092497974576
validation,B,11,profile_A_control,7_to_9m,25,0,25,25,0,12,19.82266184408989,0.7929064737635956,0.7473545132752745,1.7737448128245763
validation,B,11,profile_A_control,ge_9m,3,0,3,3,0,1,1.6405079419375284,0.5468359806458428,0.5468359806458428,0.877485789418591
validation,B,11,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,11,profile_B_control,below_7m,6479,0,6479,6449,30,5419,1859.4831611840589,0.28833666633339416,0.06038473257236848,2.865019175287727
validation,B,11,profile_B_control,7_to_9m,25,0,25,25,0,6,21.96553334555429,0.8786213338221717,0.7993800603019156,1.7389829813270943
validation,B,11,profile_B_control,ge_9m,3,0,3,3,0,3,0.6523291436476661,0.2174430478825554,-0.11379294981812649,0.4558706126277894
validation,B,11,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,11,mixed_profile_candidate,below_7m,6479,0,6479,6449,30,5429,1872.1700722992287,0.29030393429977186,0.03504099812721417,2.782852193718697
validation,B,11,mixed_profile_candidate,7_to_9m,25,0,25,25,0,10,23.166747238964433,0.9266698895585773,0.8763156091780913,1.8853676913696518
validation,B,11,mixed_profile_candidate,ge_9m,3,0,3,3,0,2,1.0219995623212181,0.3406665207737394,0.2692787235379909,0.7045148967416957
validation,B,11,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,11,flood_weight_7m,below_7m,6479,0,6479,6449,30,5382,1851.8445848821952,0.28715220730069707,0.04916659076879354,2.659268362758347
validation,B,11,flood_weight_7m,7_to_9m,25,0,25,25,0,9,18.912880091493477,0.7565152036597391,0.6832270424235838,1.5208431467276249
validation,B,11,flood_weight_7m,ge_9m,3,0,3,3,0,1,1.8514498454565054,0.6171499484855018,0.6142782634635188,1.1704234473037243
validation,B,11,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,12,profile_A_control,below_7m,6478,0,6478,6448,30,5273,2040.7155034790228,0.31648813639563006,0.049640754147693665,2.9552626799182553
validation,B,12,profile_A_control,7_to_9m,25,0,25,25,0,8,24.89800748090367,0.9959202992361468,0.9038055798097296,2.025973811795698
validation,B,12,profile_A_control,ge_9m,3,0,3,3,0,1,1.8910961261327373,0.6303653753775791,0.6303653753775791,0.9431025989894355
validation,B,12,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,12,profile_B_control,below_7m,6478,0,6478,6448,30,5303,1982.3394790582402,0.30743478273235736,0.05740935139184312,2.7918124693982707
validation,B,12,profile_B_control,7_to_9m,25,0,25,25,0,9,24.06517808444573,0.9626071233778292,0.8838809723317372,1.896039493567729
validation,B,12,profile_B_control,ge_9m,3,0,3,3,0,2,0.7647062772448727,0.2549020924149576,-0.18233694732786532,0.5687226770033664
validation,B,12,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,12,mixed_profile_candidate,below_7m,6478,0,6478,6448,30,5234,2035.8345152395686,0.3157311593113475,0.06151737947187788,2.7198626388655986
validation,B,12,mixed_profile_candidate,7_to_9m,25,0,25,25,0,7,23.72069336914356,0.9488277347657424,0.8890898781693334,1.7499122670491971
validation,B,12,mixed_profile_candidate,ge_9m,3,0,3,3,0,1,1.4609721468963084,0.4869907156321028,0.4869907156321028,0.7044981901918632
validation,B,12,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,12,flood_weight_7m,below_7m,6478,0,6478,6448,30,5318,1970.1732111887886,0.305547954588832,0.053640474625495024,2.7961082432887956
validation,B,12,flood_weight_7m,7_to_9m,25,0,25,25,0,7,22.193586077056803,0.8877434430822722,0.797268608534884,1.5407138044577247
validation,B,12,flood_weight_7m,ge_9m,3,0,3,3,0,1,1.4233821670604865,0.4744607223534955,0.4744607223534955,0.6695676802073436
validation,B,12,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
