phase,profile,horizon_h,family,observed_level_band,scheduled_rows,unknown_truth,observed_targets,pairs,failures,hits,sum_abs_error_m,mae_m,bias_m,max_abs_m
test,B,2,flood_weight_7m,7_to_9m,120,0,120,120,0,118,11.894107400961541,0.09911756167467951,-0.05313320656946493,1.851664965759829
test,B,2,flood_weight_7m,ge_9m,117,0,117,116,1,105,30.785247058384925,0.2653900608481459,0.014637838669095982,2.743547327980104
test,B,2,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,3,profile_A_control,below_7m,1705,0,1705,1698,7,1662,174.30725840876292,0.10265445135969548,-0.008053662706631685,1.4455090991822397
test,B,3,profile_A_control,7_to_9m,120,0,120,120,0,115,22.757617201309273,0.1896468100109106,-0.04079454264077444,2.7069114416772893
test,B,3,profile_A_control,ge_9m,117,0,117,116,1,84,54.61294004244163,0.47080120726242786,-0.06610396069412826,4.2302978392165045
test,B,3,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,3,profile_B_control,below_7m,1705,0,1705,1698,7,1686,123.035049069755,0.07245880392800648,0.002957927070072708,0.8637987343310192
test,B,3,profile_B_control,7_to_9m,120,0,120,120,0,118,16.83250583857093,0.1402708819880911,-0.0496451286404753,2.1200287656883683
test,B,3,profile_B_control,ge_9m,117,0,117,116,1,89,47.58490555982646,0.41021470310195224,-0.04879446064117742,3.971469992707828
test,B,3,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,3,mixed_profile_candidate,below_7m,1705,0,1705,1698,7,1678,122.16022327083294,0.07194359438800527,0.002200306828419837,1.0441931199117986
test,B,3,mixed_profile_candidate,7_to_9m,120,0,120,120,0,117,18.70324854893483,0.1558604045744569,-0.05305988862717811,2.196137722496376
test,B,3,mixed_profile_candidate,ge_9m,117,0,117,116,1,86,49.60621454178043,0.42763978053258994,-0.040207271346709865,3.9207443853420045
test,B,3,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,3,flood_weight_7m,below_7m,1705,0,1705,1698,7,1683,119.75396919378505,0.07052648362413726,-0.001699512636788291,1.0563681500196411
test,B,3,flood_weight_7m,7_to_9m,120,0,120,120,0,117,17.967505682674528,0.14972921402228773,-0.037085541295750916,2.29078026663446
test,B,3,flood_weight_7m,ge_9m,117,0,117,116,1,86,51.88053866023348,0.44724602293304727,-0.07908564307454906,4.105697051227352
test,B,3,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,4,profile_A_control,below_7m,1704,0,1704,1696,8,1673,192.73440388787895,0.1136405683301173,-0.0015309441300573805,1.4683954699494972
test,B,4,profile_A_control,7_to_9m,120,0,120,120,0,113,25.655855236774446,0.21379879363978704,-0.041465679854955535,2.657088480173905
test,B,4,profile_A_control,ge_9m,117,0,117,116,1,71,70.91644316104092,0.6113486479400079,-0.11902473723563448,4.954681229406976
test,B,4,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,4,profile_B_control,below_7m,1704,0,1704,1696,8,1674,143.10470746309818,0.08437777562682676,0.006202352090159689,1.3563369211881868
test,B,4,profile_B_control,7_to_9m,120,0,120,120,0,115,23.631370713976285,0.1969280892831357,-0.06254620570970698,2.1473072089548983
test,B,4,profile_B_control,ge_9m,117,0,117,116,1,77,70.98270411771739,0.6119198630837706,-0.15032236300412194,5.1179488471626104
test,B,4,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,4,mixed_profile_candidate,below_7m,1704,0,1704,1696,8,1679,151.95522860227214,0.0895962432796416,0.002073597541548624,1.5702887297565593
test,B,4,mixed_profile_candidate,7_to_9m,120,0,120,120,0,114,23.786091516562788,0.1982174293046899,-0.055310939245439394,2.3129724903190914
test,B,4,mixed_profile_candidate,ge_9m,117,0,117,116,1,72,73.70963746215344,0.6354279091564952,-0.13791524671771438,5.078591233547437
test,B,4,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,4,flood_weight_7m,below_7m,1704,0,1704,1696,8,1676,144.6587604515047,0.08529408045489663,0.0012991996983478615,1.6600824535267122
test,B,4,flood_weight_7m,7_to_9m,120,0,120,120,0,113,23.804148759141327,0.19836790632617773,-0.041260390261003435,2.3462966758055126
test,B,4,flood_weight_7m,ge_9m,117,0,117,116,1,75,72.80749974755126,0.6276508598926833,-0.12386452750859277,5.062064662148115
test,B,4,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,5,profile_A_control,below_7m,1703,0,1703,1694,9,1643,226.56063114025167,0.1337429935892867,0.001820930709668517,1.404481117212868
test,B,5,profile_A_control,7_to_9m,120,0,120,120,0,108,33.117717328284094,0.2759809777357008,-0.08867240874629871,3.204270928977846
test,B,5,profile_A_control,ge_9m,117,0,117,116,1,61,93.56616978511347,0.8066049119406334,-0.1553652544806795,5.772845062324905
test,B,5,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,5,profile_B_control,below_7m,1703,0,1703,1694,9,1665,187.95130591607403,0.11095118412991384,0.006209158132580186,1.3045349391949825
test,B,5,profile_B_control,7_to_9m,120,0,120,120,0,107,30.59750392091372,0.25497919934094765,-0.1010997792452845,3.062601965908563
test,B,5,profile_B_control,ge_9m,117,0,117,116,1,64,93.18378310681034,0.8033084750587098,-0.187234430961185,5.909113440846849
test,B,5,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,5,mixed_profile_candidate,below_7m,1703,0,1703,1694,9,1659,190.22455255174748,0.11229312429264904,0.009039504119267893,1.415774525519513
test,B,5,mixed_profile_candidate,7_to_9m,120,0,120,120,0,107,30.884026849002403,0.25736689040835337,-0.07399865928743336,3.1284593343658242
test,B,5,mixed_profile_candidate,ge_9m,117,0,117,116,1,62,92.59600869296187,0.7982414542496713,-0.16189148103645482,5.651905624290726
test,B,5,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,5,flood_weight_7m,below_7m,1703,0,1703,1694,9,1663,193.32290269397396,0.11412213854425854,0.004876998969597551,1.4347180369839299
test,B,5,flood_weight_7m,7_to_9m,120,0,120,120,0,112,30.152806244644005,0.25127338537203336,-0.04357974846353572,3.1214454136352856
test,B,5,flood_weight_7m,ge_9m,117,0,117,116,1,60,90.90373741674868,0.7836529087650749,-0.16072503137132865,5.474656933537467
test,B,5,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,6,profile_A_control,below_7m,1702,0,1702,1692,10,1602,270.78389706327926,0.16003776422179625,0.006001056180376587,1.517848986048317
test,B,6,profile_A_control,7_to_9m,120,0,120,120,0,105,35.33503213796131,0.2944586011496776,-0.06218541979078228,2.950143249516503
test,B,6,profile_A_control,ge_9m,117,0,117,116,1,50,117.72998380501015,1.014913653491467,-0.2277712567792252,6.54779361723935
test,B,6,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,6,profile_B_control,below_7m,1702,0,1702,1692,10,1596,259.42105024136094,0.15332213371238826,-0.002232062139233121,1.3828472884383665
test,B,6,profile_B_control,7_to_9m,120,0,120,120,0,99,35.83642953507065,0.2986369127922554,-0.06631842320194324,3.016664675741457
test,B,6,profile_B_control,ge_9m,117,0,117,116,1,55,115.74473319392142,0.9977994240855295,-0.2646284077097999,6.670378362089796
test,B,6,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,6,mixed_profile_candidate,below_7m,1702,0,1702,1692,10,1607,261.4571368065591,0.15452549456652429,0.014039879149383462,1.435684781609837
test,B,6,mixed_profile_candidate,7_to_9m,120,0,120,120,0,108,35.407066159349725,0.2950588846612477,-0.047003530817719734,3.143792329782907
test,B,6,mixed_profile_candidate,ge_9m,117,0,117,116,1,58,114.57923532761777,0.98775202868636,-0.2942334648353623,6.505761062809958
test,B,6,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,6,flood_weight_7m,below_7m,1702,0,1702,1692,10,1611,266.67438200319964,0.1576089728151298,0.011009727586987011,1.6482775121257847
test,B,6,flood_weight_7m,7_to_9m,120,0,120,120,0,112,33.423455840909554,0.2785287986742463,-0.050258801168037964,3.1104005661441025
test,B,6,flood_weight_7m,ge_9m,117,0,117,116,1,57,117.75992150884177,1.0151717371451876,-0.31970426805637503,6.480413349588801
test,B,6,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,7,profile_A_control,below_7m,1701,0,1701,1690,11,1532,341.26014121188587,0.20192907764016915,0.007193436914472993,1.5733368240695444
test,B,7,profile_A_control,7_to_9m,120,0,120,120,0,92,41.55287569409681,0.3462739641174734,-0.04547169235189744,2.443627788822613
test,B,7,profile_A_control,ge_9m,117,0,117,116,1,53,120.32610963006412,1.0372940485350355,0.007438293955114237,5.30831226551574
test,B,7,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,7,profile_B_control,below_7m,1701,0,1701,1690,11,1563,332.3442269520546,0.1966533887290264,-0.018165854299036825,1.4164549054016744
test,B,7,profile_B_control,7_to_9m,120,0,120,120,0,91,42.74420511661689,0.3562017093051407,-0.08608566695458383,1.8286422734556416
test,B,7,profile_B_control,ge_9m,117,0,117,116,1,46,121.1744391396905,1.0446072339628492,-0.03926512756022255,5.1786634640814455
test,B,7,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,7,mixed_profile_candidate,below_7m,1701,0,1701,1690,11,1557,331.69656650604816,0.1962701576958865,-0.008914034014533832,1.6307068501831243
test,B,7,mixed_profile_candidate,7_to_9m,120,0,120,120,0,92,43.55160696799092,0.362930058066591,-0.12334788234915223,2.1800315841408144
test,B,7,mixed_profile_candidate,ge_9m,117,0,117,116,1,47,122.27498928020256,1.05409473517416,-0.04964568337298235,5.3313065707358245
test,B,7,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,7,flood_weight_7m,below_7m,1701,0,1701,1690,11,1556,332.70474049853044,0.19686671035416003,-0.01326700475356383,1.6626215542552734
test,B,7,flood_weight_7m,7_to_9m,120,0,120,120,0,89,43.125067770768936,0.3593755647564078,-0.14148599631647063,1.91135209335049
test,B,7,flood_weight_7m,ge_9m,117,0,117,116,1,50,120.30189266986504,1.0370852816367675,-0.07152516193652038,5.357357750444677
test,B,7,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,8,profile_A_control,below_7m,1700,0,1700,1688,12,1474,414.8704907285585,0.24577635706668155,0.008663116173261098,1.8669843243857578
test,B,8,profile_A_control,7_to_9m,120,0,120,120,0,86,48.34383790248957,0.40286531585407975,-0.12980792287819354,3.2218440059177658
test,B,8,profile_A_control,ge_9m,117,0,117,116,1,46,141.2535369591023,1.2177029048198473,-0.09536043614517978,6.108498209808042
test,B,8,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,8,profile_B_control,below_7m,1700,0,1700,1688,12,1490,427.41896797420054,0.25321028908424204,-0.020124455960212676,2.1102746623697284
test,B,8,profile_B_control,7_to_9m,120,0,120,120,0,76,52.324468209409254,0.43603723507841047,-0.19255691709889877,3.1030626861207358
test,B,8,profile_B_control,ge_9m,117,0,117,116,1,48,141.1605300329986,1.2169011209741258,-0.08672578260319673,5.691275122778958
test,B,8,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,8,mixed_profile_candidate,below_7m,1700,0,1700,1688,12,1489,422.7495244696072,0.2504440310838905,-0.01612522600380566,1.8376930324489638
test,B,8,mixed_profile_candidate,7_to_9m,120,0,120,120,0,80,51.71490945701349,0.43095757880844576,-0.1592522227407402,3.0491637277730463
test,B,8,mixed_profile_candidate,ge_9m,117,0,117,116,1,44,140.19861461961978,1.2086087467208602,-0.08115781750251037,5.612418970754012
test,B,8,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,8,flood_weight_7m,below_7m,1700,0,1700,1688,12,1476,427.8334240636224,0.2534558199429042,-0.020105927779349976,1.724274444144771
test,B,8,flood_weight_7m,7_to_9m,120,0,120,120,0,79,51.07833101209698,0.4256527584341415,-0.17117948267965477,3.0523311216350546
test,B,8,flood_weight_7m,ge_9m,117,0,117,116,1,42,142.46033257156822,1.2281063152721399,-0.08002553946833096,5.74944001368287
test,B,8,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,9,profile_A_control,below_7m,1699,0,1699,1686,13,1398,506.8399495333199,0.300616814669822,0.010288521450865307,1.9855885633422243
test,B,9,profile_A_control,7_to_9m,120,0,120,120,0,72,61.426553665382436,0.5118879472115203,-0.22258984443811022,3.344772004380001
test,B,9,profile_A_control,ge_9m,117,0,117,116,1,34,166.69793703665138,1.437051181350443,-0.09885902841120175,6.691812989980156
test,B,9,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,9,profile_B_control,below_7m,1699,0,1699,1686,13,1384,521.522727402172,0.3093254610926287,-0.01586414809651983,2.1689927002983778
test,B,9,profile_B_control,7_to_9m,120,0,120,120,0,75,63.12736646068637,0.5260613871723864,-0.22053537253328034,3.7446787896835843
test,B,9,profile_B_control,ge_9m,117,0,117,116,1,38,165.08860116574033,1.4231775962563822,-0.10802493719361607,6.1664049021704095
test,B,9,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,9,mixed_profile_candidate,below_7m,1699,0,1699,1686,13,1414,512.0621537560992,0.3037142074472712,3.721804320532293e-05,1.9181730385870326
test,B,9,mixed_profile_candidate,7_to_9m,120,0,120,120,0,73,62.81496098203176,0.523458008183598,-0.2296222504240144,3.5507560465739774
test,B,9,mixed_profile_candidate,ge_9m,117,0,117,116,1,42,168.93431998116301,1.4563303446651985,-0.09001539886879303,6.137372342022433
test,B,9,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,9,flood_weight_7m,below_7m,1699,0,1699,1686,13,1403,519.3363038187802,0.3080286499518269,-0.0011894974433948981,1.8611039797190427
test,B,9,flood_weight_7m,7_to_9m,120,0,120,120,0,69,65.50008889729382,0.5458340741441152,-0.23982355005634537,3.359883624630303
test,B,9,flood_weight_7m,ge_9m,117,0,117,116,1,46,162.68531389252405,1.402459602521759,-0.1197831465414548,6.010434954025994
test,B,9,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,10,profile_A_control,below_7m,1698,0,1698,1684,14,1337,564.7866350122393,0.33538398753695925,-0.00768228924929206,2.0558401512138325
test,B,10,profile_A_control,7_to_9m,120,0,120,120,0,64,68.51007838224973,0.570917319852081,-0.34024398933264616,3.374588863757676
test,B,10,profile_A_control,ge_9m,117,0,117,116,1,30,186.95539228435464,1.6116844162444366,-0.10327207952622278,6.718194118132436
test,B,10,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,10,profile_B_control,below_7m,1698,0,1698,1684,14,1329,577.3484965167853,0.3428435252474972,-0.03950311444062673,2.207649228630725
test,B,10,profile_B_control,7_to_9m,120,0,120,120,0,60,77.15463391992475,0.6429552826660395,-0.4120172678627682,3.205054166716505
test,B,10,profile_B_control,ge_9m,117,0,117,116,1,30,192.9462423036696,1.6633296750316346,-0.10074569494194632,6.4336778764475095
test,B,10,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,10,mixed_profile_candidate,below_7m,1698,0,1698,1684,14,1338,558.7851010362266,0.3318201312566666,-0.025255917308287423,2.253777133731653
test,B,10,mixed_profile_candidate,7_to_9m,120,0,120,120,0,60,74.4939270387705,0.6207827253230874,-0.36395404933029873,3.350959654037684
test,B,10,mixed_profile_candidate,ge_9m,117,0,117,116,1,29,188.27821098259386,1.6230880257120162,-0.10938029037917861,6.73028988534079
test,B,10,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,10,flood_weight_7m,below_7m,1698,0,1698,1684,14,1341,561.0414056801011,0.33315997962001254,-0.030101295147523542,2.217604183656232
test,B,10,flood_weight_7m,7_to_9m,120,0,120,120,0,55,74.28369519315513,0.6190307932762927,-0.377550873456505,3.1914061051501594
test,B,10,flood_weight_7m,ge_9m,117,0,117,116,1,35,183.7563135780767,1.584106151535144,-0.14299830879208472,6.471063796635404
test,B,10,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,11,profile_A_control,below_7m,1697,0,1697,1682,15,1260,612.72622765825,0.3642843208431926,-0.03054304347125275,2.7492952188053925
test,B,11,profile_A_control,7_to_9m,120,0,120,120,0,62,77.34292366487418,0.6445243638739515,-0.38796362322028216,3.242797698754587
test,B,11,profile_A_control,ge_9m,117,0,117,116,1,26,211.14788478927514,1.820240386114441,-0.2073264529715901,7.187127007564964
test,B,11,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,11,profile_B_control,below_7m,1697,0,1697,1682,15,1268,616.0159879918624,0.3662401831105008,-0.05180450630940625,2.5698269902607347
test,B,11,profile_B_control,7_to_9m,120,0,120,120,0,52,84.64244737280235,0.7053537281066863,-0.4233149345441234,3.4637437964251205
test,B,11,profile_B_control,ge_9m,117,0,117,116,1,30,212.24281569548057,1.8296794456506946,-0.2572455497394682,6.640039800767847
test,B,11,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,11,mixed_profile_candidate,below_7m,1697,0,1697,1682,15,1279,606.1772155400896,0.36039073456604614,-0.03985440188921787,2.534145283162559
test,B,11,mixed_profile_candidate,7_to_9m,120,0,120,120,0,55,82.79498249261827,0.6899581874384856,-0.41313861927678036,3.310129169646256
test,B,11,mixed_profile_candidate,ge_9m,117,0,117,116,1,24,217.10632746070544,1.871606271212978,-0.2629591519649412,7.161586727890171
test,B,11,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,11,flood_weight_7m,below_7m,1697,0,1697,1682,15,1267,612.2786091464886,0.36401819806568886,-0.03757595547182524,2.4913144035576575
test,B,11,flood_weight_7m,7_to_9m,120,0,120,120,0,52,83.03374383713859,0.6919478653094883,-0.44310293196519335,3.139093743499349
test,B,11,flood_weight_7m,ge_9m,117,0,117,116,1,34,205.13538105348204,1.7684084573576038,-0.25528891814190235,6.855976345401201
test,B,11,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
test,B,12,profile_A_control,below_7m,1696,0,1696,1680,16,1240,631.1587239694775,0.3756897166484985,-0.02804676497157432,2.7186494445229377
test,B,12,profile_A_control,7_to_9m,120,0,120,120,0,58,84.21972579136983,0.7018310482614152,-0.42087150516229965,3.251130906276062
test,B,12,profile_A_control,ge_9m,117,0,117,116,1,27,227.76830306116364,1.9635198539755485,-0.32069689750001457,7.73061113139558
test,B,12,profile_A_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,12,profile_B_control,below_7m,1696,0,1696,1680,16,1249,632.8257707570724,0.3766820064030193,-0.03661444459528248,2.868581915848594
test,B,12,profile_B_control,7_to_9m,120,0,120,120,0,47,90.97691247341132,0.7581409372784277,-0.49214082564721384,3.508602900580234
test,B,12,profile_B_control,ge_9m,117,0,117,116,1,30,228.16135036122452,1.966908192769177,-0.3257723938122042,6.959959168263467
test,B,12,profile_B_control,unknown,23,23,0,0,0,0,0.0,,,
test,B,12,mixed_profile_candidate,below_7m,1696,0,1696,1680,16,1242,630.423006417733,0.37525178953436483,-0.029589034867287766,2.7939328201788065
test,B,12,mixed_profile_candidate,7_to_9m,120,0,120,120,0,49,93.77419164884041,0.7814515970736701,-0.5327899506662842,3.3906966197328137
test,B,12,mixed_profile_candidate,ge_9m,117,0,117,116,1,26,233.06495581248163,2.0091806535558763,-0.31168017341756277,7.606918439530505
test,B,12,mixed_profile_candidate,unknown,23,23,0,0,0,0,0.0,,,
test,B,12,flood_weight_7m,below_7m,1696,0,1696,1680,16,1248,630.962144766756,0.3755727052183071,-0.038175125097359396,2.8272093180867177
test,B,12,flood_weight_7m,7_to_9m,120,0,120,120,0,40,99.0593032495626,0.825494193746355,-0.5075783379479347,3.463306213913791
test,B,12,flood_weight_7m,ge_9m,117,0,117,116,1,28,229.51257889972842,1.9785567146528313,-0.3740618930575764,7.605325251286193
test,B,12,flood_weight_7m,unknown,23,23,0,0,0,0,0.0,,,
validation,A,1,profile_A_control,below_7m,6489,0,6489,6451,38,6450,120.06942780103509,0.018612529499462887,0.00016372444547912602,0.534506660393788
validation,A,1,profile_A_control,7_to_9m,25,0,25,25,0,25,1.911397492049339,0.07645589968197357,0.028254833712833757,0.34802134846687416
validation,A,1,profile_A_control,ge_9m,3,0,3,3,0,3,0.18682338209911897,0.062274460699706324,0.062274460699706324,0.10021987605894722
validation,A,1,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,1,profile_B_control,below_7m,6489,0,6489,6451,38,6449,180.24974235741988,0.02794136449502711,-0.0010113109426908322,0.5430053417030904
validation,A,1,profile_B_control,7_to_9m,25,0,25,25,0,25,1.4201228373943078,0.05680491349577231,0.013090764133697022,0.15629647435925698
validation,A,1,profile_B_control,ge_9m,3,0,3,3,0,3,0.08526825117919401,0.02842275039306467,0.012758064898541477,0.06177122293740922
validation,A,1,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,1,mixed_profile_candidate,below_7m,6489,0,6489,6451,38,6451,138.45183393327613,0.02146207315660768,-0.002382931185519339,0.4674960533101764
validation,A,1,mixed_profile_candidate,7_to_9m,25,0,25,25,0,25,1.4440187875751844,0.05776075150300738,-0.002898637685014158,0.1945792356276197
validation,A,1,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.09479962287785959,0.031599874292619866,0.026232568099478826,0.082707222889292
validation,A,1,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,1,flood_weight_7m,below_7m,6489,0,6489,6451,38,6451,139.1941122570695,0.02157713722788242,-0.0017024610590879669,0.46117500880047135
validation,A,1,flood_weight_7m,7_to_9m,25,0,25,25,0,25,1.35268759236613,0.0541075036946452,0.003951384277787504,0.19612125338607456
validation,A,1,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.12304834237560591,0.04101611412520197,0.036389576698712865,0.08327493033821654
validation,A,1,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,2,profile_A_control,below_7m,6488,0,6488,6449,39,6438,186.10242602992759,0.028857563347794633,2.5005795154335295e-05,0.9411562625519316
validation,A,2,profile_A_control,7_to_9m,25,0,25,25,0,24,3.2403347911994542,0.12961339164797817,0.0429899727620565,0.5606239922930918
validation,A,2,profile_A_control,ge_9m,3,0,3,3,0,3,0.3552538025687362,0.11841793418957873,0.11841793418957873,0.14987333838541161
validation,A,2,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,2,profile_B_control,below_7m,6488,0,6488,6449,39,6410,338.2242920508229,0.052446005900267156,0.0011306370555583742,1.0566895965399616
validation,A,2,profile_B_control,7_to_9m,25,0,25,25,0,25,2.1905787659280938,0.08762315063712375,0.029393239371728334,0.3176594578136953
validation,A,2,profile_B_control,ge_9m,3,0,3,3,0,3,0.3880622566709082,0.1293540855569694,0.1293540855569694,0.18379327125381195
validation,A,2,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,2,mixed_profile_candidate,below_7m,6488,0,6488,6449,39,6436,224.71564236402781,0.03484503680633087,-0.0007953424790863556,0.785102284292053
validation,A,2,mixed_profile_candidate,7_to_9m,25,0,25,25,0,25,2.2532159904988607,0.09012863961995443,-0.01741408784009977,0.27715664018348996
validation,A,2,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.1520144430863084,0.05067148102876947,0.044165429437223715,0.12685938218558768
validation,A,2,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,2,flood_weight_7m,below_7m,6488,0,6488,6449,39,6436,225.0266626401778,0.0348932644813425,-0.00018832500413386077,0.8050717281853856
validation,A,2,flood_weight_7m,7_to_9m,25,0,25,25,0,25,2.370413236501422,0.09481652946005688,0.0011800605871547275,0.29867476181816066
validation,A,2,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.22033141499355224,0.07344380499785075,0.07344380499785075,0.1585162146125061
validation,A,2,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,3,profile_A_control,below_7m,6487,0,6487,6448,39,6430,266.84032840913477,0.04138342562176408,-0.004641664449012009,1.0656813535760117
validation,A,3,profile_A_control,7_to_9m,25,0,25,25,0,22,5.628366313646665,0.2251346525458666,-0.012811855556934653,0.758133917521528
validation,A,3,profile_A_control,ge_9m,3,0,3,3,0,3,0.3519044930857511,0.11730149769525038,0.06635744119730802,0.1532360699146338
validation,A,3,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,3,profile_B_control,below_7m,6487,0,6487,6448,39,6395,446.11306939281855,0.06918627006712447,-0.0005078882545899532,1.0519837837331565
validation,A,3,profile_B_control,7_to_9m,25,0,25,25,0,25,2.950847242402813,0.11803388969611252,-0.020875867256018987,0.35000391128686204
validation,A,3,profile_B_control,ge_9m,3,0,3,3,0,3,0.13045315157391535,0.043484383857971785,0.040965509883002106,0.06688593527087328
validation,A,3,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,3,mixed_profile_candidate,below_7m,6487,0,6487,6448,39,6416,349.65066501170554,0.054226219759879894,-0.0032466885216365297,1.314016201925865
validation,A,3,mixed_profile_candidate,7_to_9m,25,0,25,25,0,24,4.247915529773425,0.169916621190937,-0.08284165147000881,0.5173751411729839
validation,A,3,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.20037451546645713,0.06679150515548571,-0.016326586493989954,0.1246771374742135
validation,A,3,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,3,flood_weight_7m,below_7m,6487,0,6487,6448,39,6411,347.8408018623838,0.05394553378759054,-0.00034686034263971906,1.0985611418180685
validation,A,3,flood_weight_7m,7_to_9m,25,0,25,25,0,25,4.187868606623701,0.16751474426494806,-0.03128781216951129,0.47640207475465246
validation,A,3,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.19745921750531537,0.06581973916843846,-0.001703252326112903,0.10128448724182704
validation,A,3,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,4,profile_A_control,below_7m,6486,0,6486,6446,40,6411,344.39555152110046,0.05342779266538946,-0.00587939829699548,1.2459259347996063
validation,A,4,profile_A_control,7_to_9m,25,0,25,25,0,21,5.835400374494032,0.23341601497976128,0.011684771821001617,0.9110348907321271
validation,A,4,profile_A_control,ge_9m,3,0,3,3,0,3,0.3871353459833795,0.12904511532779317,-0.018051095300097703,0.21950877953332437
validation,A,4,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,4,profile_B_control,below_7m,6486,0,6486,6446,40,6373,548.3242774961773,0.08506426892587299,-0.0019144190714089997,1.3315300503316054
validation,A,4,profile_B_control,7_to_9m,25,0,25,25,0,24,3.768406711417006,0.15073626845668023,-0.003522988495397783,0.7050732993777089
validation,A,4,profile_B_control,ge_9m,3,0,3,3,0,3,0.19106337706424625,0.06368779235474875,0.04814623097266709,0.11250121614818553
validation,A,4,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,4,mixed_profile_candidate,below_7m,6486,0,6486,6446,40,6400,470.34813977229567,0.07296744334041198,-0.007336853789875359,1.3871564896024218
validation,A,4,mixed_profile_candidate,7_to_9m,25,0,25,25,0,21,5.366024264328809,0.21464097057315235,-0.1138979767514934,0.6336270952243961
validation,A,4,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.5533477019226609,0.1844492339742203,-0.1844492339742203,0.27974311070887126
validation,A,4,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,4,flood_weight_7m,below_7m,6486,0,6486,6446,40,6410,450.23869870975125,0.06984776585630643,-0.0027354935358550377,1.2954096241942006
validation,A,4,flood_weight_7m,7_to_9m,25,0,25,25,0,23,4.279975637811198,0.17119902551244792,-0.05089692371387763,0.6325393855601096
