year,station,date,unambiguous_records,records_exact_hour,records_exact_15min,NivelFinal_approved,NivelFinal_approved_exact_hour,VazaoFinal_approved,VazaoFinal_approved_exact_hour,ChuvaFinal_approved,ChuvaFinal_approved_exact_hour
2021,86099000,2021-05-23,24,24,24,24,24,24,24,24,24
2021,86099000,2021-05-24,24,24,24,24,24,24,24,24,24
2021,86099000,2021-05-25,24,24,24,24,24,24,24,24,24
2021,86099000,2021-05-26,24,24,24,24,24,24,24,24,24
2021,86099000,2021-05-27,24,24,24,24,24,24,24,24,24
2021,86099000,2021-05-28,24,24,24,24,24,24,24,24,24
2021,86099000,2021-05-29,24,24,24,24,24,11,11,24,24
2021,86099000,2021-05-30,24,24,24,24,24,24,24,24,24
2021,86099000,2021-05-31,24,24,24,24,24,24,24,24,24
2021,86102000,2021-04-28,24,24,24,24,24,24,24,24,24
2021,86102000,2021-04-29,24,24,24,24,24,24,24,24,24
2021,86102000,2021-04-30,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-01,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-02,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-03,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-04,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-05,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-06,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-07,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-08,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-09,23,23,23,23,23,23,23,23,23
2021,86102000,2021-05-10,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-11,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-12,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-13,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-14,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-15,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-16,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-17,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-18,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-19,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-20,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-21,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-22,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-23,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-24,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-25,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-26,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-27,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-28,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-29,24,24,24,24,24,9,9,24,24
2021,86102000,2021-05-30,24,24,24,24,24,24,24,24,24
2021,86102000,2021-05-31,24,24,24,24,24,24,24,24,24
2021,86117000,2021-04-28,24,24,24,24,24,24,24,24,24
2021,86117000,2021-04-29,24,24,24,24,24,24,24,24,24
2021,86117000,2021-04-30,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-01,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-02,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-03,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-04,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-05,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-06,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-07,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-08,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-09,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-10,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-11,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-12,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-13,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-14,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-15,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-16,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-17,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-18,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-19,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-20,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-21,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-22,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-23,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-24,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-25,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-26,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-27,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-28,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-29,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-30,24,24,24,24,24,24,24,24,24
2021,86117000,2021-05-31,24,24,24,24,24,24,24,24,24
2021,86125000,2021-04-28,0,0,0,0,0,0,0,0,0
2021,86125000,2021-04-29,0,0,0,0,0,0,0,0,0
2021,86125000,2021-04-30,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-01,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-02,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-03,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-04,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-05,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-06,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-07,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-08,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-09,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-10,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-11,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-12,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-13,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-14,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-15,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-16,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-17,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-18,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-19,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-20,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-21,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-22,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-23,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-24,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-25,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-26,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-27,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-28,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-29,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-30,0,0,0,0,0,0,0,0,0
2021,86125000,2021-05-31,0,0,0,0,0,0,0,0,0
2021,86125050,2021-04-28,0,0,0,0,0,0,0,0,0
2021,86125050,2021-04-29,0,0,0,0,0,0,0,0,0
2021,86125050,2021-04-30,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-01,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-02,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-03,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-04,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-05,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-06,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-07,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-08,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-09,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-10,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-11,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-12,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-13,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-14,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-15,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-16,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-17,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-18,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-19,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-20,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-21,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-22,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-23,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-24,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-25,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-26,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-27,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-28,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-29,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-30,0,0,0,0,0,0,0,0,0
2021,86125050,2021-05-31,0,0,0,0,0,0,0,0,0
2021,86160000,2021-04-28,96,24,96,96,24,96,24,96,24
2021,86160000,2021-04-29,96,24,96,96,24,96,24,96,24
2021,86160000,2021-04-30,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-01,96,24,96,96,24,96,24,92,23
2021,86160000,2021-05-02,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-03,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-04,96,24,96,95,24,96,24,96,24
2021,86160000,2021-05-05,96,24,96,96,24,96,24,92,23
2021,86160000,2021-05-06,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-07,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-08,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-09,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-10,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-11,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-12,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-13,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-14,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-15,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-16,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-17,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-18,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-19,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-20,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-21,96,24,96,96,24,96,24,92,23
2021,86160000,2021-05-22,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-23,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-24,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-25,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-26,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-27,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-28,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-29,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-30,96,24,96,96,24,96,24,96,24
2021,86160000,2021-05-31,96,24,96,96,24,96,24,96,24
2021,86163000,2021-04-28,24,24,24,24,24,23,23,24,24
2021,86163000,2021-04-29,24,24,24,24,24,22,22,24,24
2021,86163000,2021-04-30,24,24,24,24,24,23,23,24,24
2021,86163000,2021-05-01,24,24,24,24,24,21,21,24,24
2021,86163000,2021-05-02,24,24,24,24,24,23,23,24,24
2021,86163000,2021-05-03,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-04,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-05,24,24,24,24,24,23,23,24,24
2021,86163000,2021-05-06,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-07,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-08,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-09,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-10,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-11,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-12,24,24,24,24,24,23,23,24,24
2021,86163000,2021-05-13,24,24,24,24,24,17,17,24,24
2021,86163000,2021-05-14,24,24,24,24,24,16,16,24,24
2021,86163000,2021-05-15,24,24,24,24,24,19,19,24,24
2021,86163000,2021-05-16,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-17,24,24,24,24,24,23,23,24,24
2021,86163000,2021-05-18,24,24,24,24,24,20,20,24,24
2021,86163000,2021-05-19,24,24,24,24,24,21,21,24,24
2021,86163000,2021-05-20,24,24,24,24,24,19,19,24,24
2021,86163000,2021-05-21,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-22,24,24,24,24,24,19,19,24,24
2021,86163000,2021-05-23,24,24,24,24,24,7,7,24,24
2021,86163000,2021-05-24,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-25,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-26,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-27,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-28,24,24,24,24,24,24,24,24,24
2021,86163000,2021-05-29,24,24,24,24,24,7,7,24,24
2021,86163000,2021-05-30,24,24,24,24,24,0,0,24,24
2021,86163000,2021-05-31,24,24,24,24,24,3,3,24,24
2021,86200900,2021-04-28,23,23,23,23,23,0,0,0,0
2021,86200900,2021-04-29,24,24,24,24,24,0,0,0,0
2021,86200900,2021-04-30,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-01,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-02,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-03,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-04,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-05,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-06,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-07,22,22,22,22,22,0,0,0,0
2021,86200900,2021-05-08,17,17,17,17,17,0,0,0,0
2021,86200900,2021-05-09,23,23,23,23,23,0,0,0,0
2021,86200900,2021-05-10,20,20,20,20,20,0,0,0,0
2021,86200900,2021-05-11,18,18,18,18,18,0,0,0,0
2021,86200900,2021-05-12,21,21,21,21,21,0,0,0,0
2021,86200900,2021-05-13,22,22,22,22,22,0,0,0,0
2021,86200900,2021-05-14,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-15,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-16,22,22,22,22,22,0,0,0,0
2021,86200900,2021-05-17,17,17,17,17,17,0,0,0,0
2021,86200900,2021-05-18,21,21,21,21,21,0,0,0,0
2021,86200900,2021-05-19,22,22,22,22,22,0,0,0,0
2021,86200900,2021-05-20,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-21,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-22,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-23,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-24,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-25,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-26,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-27,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-28,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-29,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-30,24,24,24,24,24,0,0,0,0
2021,86200900,2021-05-31,24,24,24,24,24,0,0,0,0
2021,86280500,2021-04-28,24,24,24,24,24,0,0,24,24
2021,86280500,2021-04-29,24,24,24,24,24,0,0,24,24
2021,86280500,2021-04-30,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-01,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-02,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-03,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-04,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-05,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-06,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-07,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-08,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-09,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-10,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-11,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-12,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-13,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-14,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-15,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-16,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-17,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-18,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-19,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-20,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-21,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-22,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-23,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-24,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-25,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-26,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-27,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-28,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-29,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-30,24,24,24,24,24,0,0,24,24
2021,86280500,2021-05-31,24,24,24,24,24,0,0,24,24
2021,86298000,2021-04-28,24,24,24,24,24,24,24,0,0
2021,86298000,2021-04-29,24,24,24,24,24,24,24,0,0
2021,86298000,2021-04-30,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-01,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-02,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-03,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-04,22,22,22,22,22,22,22,0,0
2021,86298000,2021-05-05,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-06,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-07,23,23,23,23,23,23,23,0,0
2021,86298000,2021-05-08,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-09,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-10,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-11,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-12,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-13,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-14,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-15,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-16,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-17,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-18,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-19,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-20,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-21,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-22,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-23,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-24,23,23,23,23,23,23,23,0,0
2021,86298000,2021-05-25,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-26,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-27,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-28,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-29,24,24,24,24,24,24,24,0,0
2021,86298000,2021-05-30,23,23,23,23,23,23,23,0,0
2021,86298000,2021-05-31,23,23,23,23,23,23,23,0,0
2021,86403000,2021-04-28,24,24,24,24,24,0,0,24,24
2021,86403000,2021-04-29,24,24,24,24,24,0,0,24,24
2021,86403000,2021-04-30,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-01,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-02,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-03,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-04,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-05,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-06,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-07,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-08,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-09,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-10,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-11,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-12,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-13,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-14,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-15,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-16,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-17,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-18,23,23,23,23,23,0,0,23,23
2021,86403000,2021-05-19,21,21,21,21,21,0,0,21,21
2021,86403000,2021-05-20,8,8,8,8,8,0,0,8,8
2021,86403000,2021-05-21,9,9,9,9,9,0,0,9,9
2021,86403000,2021-05-22,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-23,23,23,23,23,23,0,0,23,23
2021,86403000,2021-05-24,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-25,23,23,23,23,23,0,0,23,23
2021,86403000,2021-05-26,21,21,21,21,21,0,0,21,21
2021,86403000,2021-05-27,21,21,21,21,21,0,0,21,21
2021,86403000,2021-05-28,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-29,23,23,23,23,23,0,0,23,23
2021,86403000,2021-05-30,24,24,24,24,24,0,0,24,24
2021,86403000,2021-05-31,23,23,23,23,23,0,0,23,23
2021,86410800,2021-04-28,24,24,24,24,24,0,0,24,24
2021,86410800,2021-04-29,24,24,24,24,24,0,0,24,24
2021,86410800,2021-04-30,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-01,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-02,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-03,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-04,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-05,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-06,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-07,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-08,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-09,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-10,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-11,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-12,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-13,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-14,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-15,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-16,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-17,24,24,24,24,24,0,0,24,24
2021,86410800,2021-05-18,20,20,20,20,20,0,0,20,20
2021,86410800,2021-05-19,24,24,24,24,24,0,0,24,24
