nominal_lead_h,subset,population,family,observed_targets,paired_n,forecast_failures_with_truth,coverage,within_0_50_n,within_0_50_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
3,all,all_available,julho_levels,1942,1932,10,0.9948506694129763,1636,0.8467908902691511,0.26250735407284537,0.014924771631008655,0.6129691346880035,1.026676685192298,2.769956886268055
3,all,all_available,julho_levels_rain,1942,1932,10,0.9948506694129763,1635,0.8462732919254659,0.2622243474897942,0.014125340670108524,0.6116522219597416,1.0221234418948941,2.785521331293376
3,all,common_pairs,julho_levels,1942,1932,10,0.9948506694129763,1636,0.8467908902691511,0.26250735407284537,0.014924771631008655,0.6129691346880035,1.026676685192298,2.769956886268055
3,all,common_pairs,julho_levels_rain,1942,1932,10,0.9948506694129763,1635,0.8462732919254659,0.2622243474897942,0.014125340670108524,0.6116522219597416,1.0221234418948941,2.785521331293376
3,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
3,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,152,0.6468085106382979,0.45677961700521313,0.1957406924025023,1.063489017598353,1.2912096288590957,2.785521331293376
3,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
3,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,152,0.6468085106382979,0.45677961700521313,0.1957406924025023,1.063489017598353,1.2912096288590957,2.785521331293376
4,all,all_available,julho_levels,1941,1930,11,0.994332818134982,1569,0.8129533678756476,0.2995723727564162,0.019625429642427333,0.6660606934286432,1.2339447653547935,3.146640556692857
4,all,all_available,julho_levels_rain,1941,1930,11,0.994332818134982,1570,0.8134715025906736,0.2990701847468445,0.018440455195297224,0.6621754545443022,1.2234574075760911,3.1694560722015535
4,all,common_pairs,julho_levels,1941,1930,11,0.994332818134982,1569,0.8129533678756476,0.2995723727564162,0.019625429642427333,0.6660606934286432,1.2339447653547935,3.146640556692857
4,all,common_pairs,julho_levels_rain,1941,1930,11,0.994332818134982,1570,0.8134715025906736,0.2990701847468445,0.018440455195297224,0.6621754545443022,1.2234574075760911,3.1694560722015535
4,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,138,0.5872340425531914,0.5635638456977866,0.2319226763354485,1.3094060724539573,1.8804521784626678,3.146640556692857
4,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,138,0.5872340425531914,0.5631795685537797,0.2306247546146827,1.317993258925735,1.8292066339056836,3.1694560722015535
4,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,138,0.5872340425531914,0.5635638456977866,0.2319226763354485,1.3094060724539573,1.8804521784626678,3.146640556692857
4,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,138,0.5872340425531914,0.5631795685537797,0.2306247546146827,1.317993258925735,1.8292066339056836,3.1694560722015535
5,all,all_available,julho_levels,1940,1928,12,0.9938144329896907,1519,0.7878630705394191,0.33217603391990747,0.02417924037647078,0.6984231882137162,1.4041430489720987,3.210054029360098
5,all,all_available,julho_levels_rain,1940,1928,12,0.9938144329896907,1514,0.7852697095435685,0.3314004598214022,0.022478870304377424,0.6973907736803295,1.3919060367445903,3.2406110862006265
5,all,common_pairs,julho_levels,1940,1928,12,0.9938144329896907,1519,0.7878630705394191,0.33217603391990747,0.02417924037647078,0.6984231882137162,1.4041430489720987,3.210054029360098
5,all,common_pairs,julho_levels_rain,1940,1928,12,0.9938144329896907,1514,0.7852697095435685,0.3314004598214022,0.022478870304377424,0.6973907736803295,1.3919060367445903,3.2406110862006265
5,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,131,0.5574468085106383,0.6633782520447192,0.25341805394247013,1.5035298788605944,2.673171457257972,3.210054029360098
5,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,128,0.5446808510638298,0.6632229411739177,0.25179144420612254,1.5030196247280074,2.629589589763209,3.2406110862006265
5,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,131,0.5574468085106383,0.6633782520447192,0.25341805394247013,1.5035298788605944,2.673171457257972,3.210054029360098
5,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,128,0.5446808510638298,0.6632229411739177,0.25179144420612254,1.5030196247280074,2.629589589763209,3.2406110862006265
6,all,all_available,julho_levels,1939,1926,13,0.9932955131511089,1458,0.7570093457943925,0.3640820566980719,0.032982611847010394,0.7270151656874848,1.5270493283282969,4.190778631942209
6,all,all_available,julho_levels_rain,1939,1926,13,0.9932955131511089,1458,0.7570093457943925,0.3627983851118693,0.030524846188525284,0.7211017686029128,1.5303756981143923,4.048357349790717
6,all,common_pairs,julho_levels,1939,1926,13,0.9932955131511089,1458,0.7570093457943925,0.3640820566980719,0.032982611847010394,0.7270151656874848,1.5270493283282969,4.190778631942209
6,all,common_pairs,julho_levels_rain,1939,1926,13,0.9932955131511089,1458,0.7570093457943925,0.3627983851118693,0.030524846188525284,0.7211017686029128,1.5303756981143923,4.048357349790717
6,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,115,0.48936170212765956,0.7578530200612832,0.2947112234905556,1.7282359883699792,2.993015996634633,4.190778631942209
6,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,116,0.49361702127659574,0.757431628969178,0.2921192895165582,1.7015790211995987,3.0376090384923637,4.048357349790717
6,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,115,0.48936170212765956,0.7578530200612832,0.2947112234905556,1.7282359883699792,2.993015996634633,4.190778631942209
6,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,116,0.49361702127659574,0.757431628969178,0.2921192895165582,1.7015790211995987,3.0376090384923637,4.048357349790717
7,all,all_available,julho_levels,1938,1924,14,0.9927760577915377,1403,0.7292099792099792,0.3982879939194406,0.04104059324641741,0.7794450653526324,1.6540309275445646,4.913469515100857
7,all,all_available,julho_levels_rain,1938,1924,14,0.9927760577915377,1401,0.7281704781704782,0.39657604577076133,0.037810752348832875,0.7695310097935082,1.6463442888777817,4.725702755501393
7,all,common_pairs,julho_levels,1938,1924,14,0.9927760577915377,1403,0.7292099792099792,0.3982879939194406,0.04104059324641741,0.7794450653526324,1.6540309275445646,4.913469515100857
7,all,common_pairs,julho_levels_rain,1938,1924,14,0.9927760577915377,1401,0.7281704781704782,0.39657604577076133,0.037810752348832875,0.7695310097935082,1.6463442888777817,4.725702755501393
7,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,108,0.4595744680851064,0.8392207978107249,0.31202355904855916,1.8457393398682296,3.196858436638674,4.913469515100857
7,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,105,0.44680851063829785,0.8399761304921731,0.3086343353670003,1.858773417099389,3.203002874656671,4.725702755501393
7,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,108,0.4595744680851064,0.8392207978107249,0.31202355904855916,1.8457393398682296,3.196858436638674,4.913469515100857
7,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,105,0.44680851063829785,0.8399761304921731,0.3086343353670003,1.858773417099389,3.203002874656671,4.725702755501393
8,all,all_available,julho_levels,1937,1922,15,0.9922560660815695,1324,0.6888657648283039,0.4321794697726589,0.04898294666960936,0.8510421647907126,1.7878753686603068,5.290344913970436
8,all,all_available,julho_levels_rain,1937,1922,15,0.9922560660815695,1331,0.6925078043704475,0.4299071661610738,0.04489271076388003,0.8388611957174044,1.7981486769916424,5.1162992409282815
8,all,common_pairs,julho_levels,1937,1922,15,0.9922560660815695,1324,0.6888657648283039,0.4321794697726589,0.04898294666960936,0.8510421647907126,1.7878753686603068,5.290344913970436
8,all,common_pairs,julho_levels_rain,1937,1922,15,0.9922560660815695,1331,0.6925078043704475,0.4299071661610738,0.04489271076388003,0.8388611957174044,1.7981486769916424,5.1162992409282815
8,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,95,0.40425531914893614,0.921814234803545,0.31487374781112565,1.9641062787691015,3.9474171217206284,5.290344913970436
8,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,94,0.4,0.9233524926714327,0.31076492175936893,1.9638725763571276,3.9410709118191116,5.1162992409282815
8,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,95,0.40425531914893614,0.921814234803545,0.31487374781112565,1.9641062787691015,3.9474171217206284,5.290344913970436
8,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,94,0.4,0.9233524926714327,0.31076492175936893,1.9638725763571276,3.9410709118191116,5.1162992409282815
9,all,all_available,julho_levels,1936,1920,16,0.9917355371900827,1281,0.6671875,0.4687230438096331,0.052348523595755876,0.9158260273911826,1.9023064949758315,6.286673602768847
9,all,all_available,julho_levels_rain,1936,1920,16,0.9917355371900827,1285,0.6692708333333334,0.4661636260664306,0.04749107808258222,0.9073264930571285,1.9014265357376121,6.073476381456423
9,all,common_pairs,julho_levels,1936,1920,16,0.9917355371900827,1281,0.6671875,0.4687230438096331,0.052348523595755876,0.9158260273911826,1.9023064949758315,6.286673602768847
9,all,common_pairs,julho_levels_rain,1936,1920,16,0.9917355371900827,1285,0.6692708333333334,0.4661636260664306,0.04749107808258222,0.9073264930571285,1.9014265357376121,6.073476381456423
9,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,92,0.39148936170212767,1.032789204510671,0.27204567129823093,2.136672778659753,4.722998485744052,6.286673602768847
9,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,92,0.39148936170212767,1.0325351493052812,0.2683572350032707,2.100124292616374,4.684417406960013,6.073476381456423
9,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,92,0.39148936170212767,1.032789204510671,0.27204567129823093,2.136672778659753,4.722998485744052,6.286673602768847
9,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,92,0.39148936170212767,1.0325351493052812,0.2683572350032707,2.100124292616374,4.684417406960013,6.073476381456423
10,all,all_available,julho_levels,1935,1918,17,0.9912144702842377,1241,0.6470281543274244,0.5007753468087669,0.057222413795949466,0.9745580050832435,2.0298554040399996,7.189303791286582
10,all,all_available,julho_levels_rain,1935,1918,17,0.9912144702842377,1244,0.64859228362878,0.4982597733245711,0.051289473702291796,0.9673540971559363,2.034584855789344,6.87178612895411
10,all,common_pairs,julho_levels,1935,1918,17,0.9912144702842377,1241,0.6470281543274244,0.5007753468087669,0.057222413795949466,0.9745580050832435,2.0298554040399996,7.189303791286582
10,all,common_pairs,julho_levels_rain,1935,1918,17,0.9912144702842377,1244,0.64859228362878,0.4982597733245711,0.051289473702291796,0.9673540971559363,2.034584855789344,6.87178612895411
10,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,88,0.37446808510638296,1.1327552675526111,0.23895508211254737,2.2789270847601975,5.226611203636839,7.189303791286582
10,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,86,0.3659574468085106,1.129243590750764,0.2336696798126873,2.2469732184294076,5.1768596051934175,6.87178612895411
10,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,88,0.37446808510638296,1.1327552675526111,0.23895508211254737,2.2789270847601975,5.226611203636839,7.189303791286582
10,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,86,0.3659574468085106,1.129243590750764,0.2336696798126873,2.2469732184294076,5.1768596051934175,6.87178612895411
11,all,all_available,julho_levels,1934,1916,18,0.9906928645294726,1214,0.6336116910229646,0.5307551886540341,0.06094497638568482,1.036460122050061,2.16195107855498,8.086268435347241
11,all,all_available,julho_levels_rain,1934,1916,18,0.9906928645294726,1206,0.6294363256784968,0.5283813790761852,0.0537604027250292,1.011811821297009,2.165270624853774,7.503631033552239
11,all,common_pairs,julho_levels,1934,1916,18,0.9906928645294726,1214,0.6336116910229646,0.5307551886540341,0.06094497638568482,1.036460122050061,2.16195107855498,8.086268435347241
11,all,common_pairs,julho_levels_rain,1934,1916,18,0.9906928645294726,1206,0.6294363256784968,0.5283813790761852,0.0537604027250292,1.011811821297009,2.165270624853774,7.503631033552239
11,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,85,0.3617021276595745,1.245188051447072,0.1931190343620184,2.4378268780134307,5.6486112982088335,8.086268435347241
11,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,79,0.33617021276595743,1.2348623141864212,0.18643420872315758,2.3854566554424728,5.567223989405401,7.503631033552239
11,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,85,0.3617021276595745,1.245188051447072,0.1931190343620184,2.4378268780134307,5.6486112982088335,8.086268435347241
11,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,79,0.33617021276595743,1.2348623141864212,0.18643420872315758,2.3854566554424728,5.567223989405401,7.503631033552239
12,all,all_available,julho_levels,1933,1914,19,0.9901707190894982,1159,0.6055381400208987,0.5578625585913922,0.06390580880595645,1.1171171492666232,2.3835822839248406,9.038315647130192
12,all,all_available,julho_levels_rain,1933,1914,19,0.9901707190894982,1151,0.6013584117032393,0.5565601506456499,0.05516470168519602,1.0864348426338388,2.327725161017662,8.323460883496185
12,all,common_pairs,julho_levels,1933,1914,19,0.9901707190894982,1159,0.6055381400208987,0.5578625585913922,0.06390580880595645,1.1171171492666232,2.3835822839248406,9.038315647130192
12,all,common_pairs,julho_levels_rain,1933,1914,19,0.9901707190894982,1151,0.6013584117032393,0.5565601506456499,0.05516470168519602,1.0864348426338388,2.327725161017662,8.323460883496185
12,level_ge_7m,all_available,julho_levels,237,235,2,0.9915611814345991,71,0.3021276595744681,1.375190451817248,0.13448365065163226,2.855866873400791,6.060715564903982,9.038315647130192
12,level_ge_7m,all_available,julho_levels_rain,237,235,2,0.9915611814345991,67,0.2851063829787234,1.3588073230827207,0.12645239214697657,2.8207253397265997,5.939884441900511,8.323460883496185
12,level_ge_7m,common_pairs,julho_levels,237,235,2,0.9915611814345991,71,0.3021276595744681,1.375190451817248,0.13448365065163226,2.855866873400791,6.060715564903982,9.038315647130192
12,level_ge_7m,common_pairs,julho_levels_rain,237,235,2,0.9915611814345991,67,0.2851063829787234,1.3588073230827207,0.12645239214697657,2.8207253397265997,5.939884441900511,8.323460883496185
