phase,profile,horizon_h,subset,family,reference,observed_targets,pairs,failures,old_hits,new_hits,delta_hits,old_mae_m,new_mae_m,old_max_m,new_max_m
validation,B,8,all,linear_trend_only,profile_B_control,6510,6480,30,6053,5662,-391,0.1724419207308681,0.24115409559625242,2.4148113737986923,3.112283193323174
validation,B,8,all,linear_trend_hybrid,mixed_profile_candidate,6510,6480,30,6059,6148,89,0.1704148861123432,0.1513687721832827,2.3646913665301716,2.017447020677113
validation,B,8,all,linear_trend_hybrid,profile_B_control,6510,6480,30,6053,6148,95,0.1724419207308681,0.1513687721832827,2.4148113737986923,2.017447020677113
validation,B,8,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,12,8,-4,0.5476979996492372,0.8732558883644909,1.1407016548166258,2.082445370062583
validation,B,8,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,11,8,-3,0.5716336864815942,0.8732558883644909,1.335266769823745,2.082445370062583
validation,B,8,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,12,15,3,0.5476979996492372,0.5853078044390043,1.1407016548166258,2.017447020677113
validation,B,8,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,11,15,4,0.5716336864815942,0.5853078044390043,1.335266769823745,2.017447020677113
validation,B,9,all,linear_trend_only,mixed_profile_candidate,6509,6479,30,5880,5464,-416,0.2038300182607304,0.27459288398303483,2.473954225633736,3.4092394504629593
validation,B,9,all,linear_trend_only,profile_B_control,6509,6479,30,5855,5464,-391,0.2076660813656506,0.27459288398303483,2.7098908516267364,3.4092394504629593
validation,B,9,all,linear_trend_hybrid,mixed_profile_candidate,6509,6479,30,5880,6012,132,0.2038300182607304,0.18666731641284467,2.473954225633736,2.095584966384253
validation,B,9,all,linear_trend_hybrid,profile_B_control,6509,6479,30,5855,6012,157,0.2076660813656506,0.18666731641284467,2.7098908516267364,2.095584966384253
validation,B,9,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,13,6,-7,0.6278429398808643,0.920610404744103,1.2897325780055553,2.279980061671999
validation,B,9,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,13,6,-7,0.550863307530523,0.920610404744103,1.0197194289142804,2.279980061671999
validation,B,9,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,13,16,3,0.6278429398808643,0.532456827372331,1.2897325780055553,1.7073626572109273
validation,B,9,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,13,16,3,0.550863307530523,0.532456827372331,1.0197194289142804,1.7073626572109273
validation,B,10,all,linear_trend_only,mixed_profile_candidate,6508,6478,30,5678,5200,-478,0.2562090169205722,0.31145775806365966,2.7000360258143568,3.756927664986182
validation,B,10,all,linear_trend_only,profile_B_control,6508,6478,30,5623,5200,-423,0.25720643215891753,0.31145775806365966,2.4804765974214895,3.756927664986182
validation,B,10,all,linear_trend_hybrid,mixed_profile_candidate,6508,6478,30,5678,5726,48,0.2562090169205722,0.24048158850232534,2.7000360258143568,2.004541623863897
validation,B,10,all,linear_trend_hybrid,profile_B_control,6508,6478,30,5623,5726,103,0.25720643215891753,0.24048158850232534,2.4804765974214895,2.004541623863897
validation,B,10,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,12,7,-5,0.699211740774898,0.9484003075051913,1.3834610834055372,2.424534370874314
validation,B,10,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,9,7,-2,0.6643735020102935,0.9484003075051913,1.3401800821740704,2.424534370874314
validation,B,10,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,12,15,3,0.699211740774898,0.5535916721017519,1.3834610834055372,1.743097751683985
validation,B,10,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,9,15,6,0.6643735020102935,0.5535916721017519,1.3401800821740704,1.743097751683985
validation,B,11,all,linear_trend_only,mixed_profile_candidate,6507,6477,30,5441,4968,-473,0.29278351383364437,0.34575544393240804,2.782852193718697,4.164422316135286
validation,B,11,all,linear_trend_only,profile_B_control,6507,6477,30,5428,4968,-460,0.2905822176429305,0.34575544393240804,2.865019175287727,4.164422316135286
validation,B,11,all,linear_trend_hybrid,mixed_profile_candidate,6507,6477,30,5441,5574,133,0.29278351383364437,0.2632345913304886,2.782852193718697,2.4843011063977087
validation,B,11,all,linear_trend_hybrid,profile_B_control,6507,6477,30,5428,5574,146,0.2905822176429305,0.2632345913304886,2.865019175287727,2.4843011063977087
validation,B,11,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,12,7,-5,0.8638838143316304,1.0065937677539112,1.8853676913696518,2.518112139755422
validation,B,11,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,9,7,-2,0.8077808031857842,1.0065937677539112,1.7389829813270943,2.518112139755422
validation,B,11,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,12,13,1,0.8638838143316304,0.6144698170043296,1.8853676913696518,1.6232493687869702
validation,B,11,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,9,13,4,0.8077808031857842,0.6144698170043296,1.7389829813270943,1.6232493687869702
validation,B,12,all,linear_trend_only,mixed_profile_candidate,6506,6476,30,5242,4750,-492,0.3182545059844979,0.38274426378464615,2.7198626388655986,4.591636878641125
validation,B,12,all,linear_trend_only,profile_B_control,6506,6476,30,5314,4750,-564,0.3099396793421758,0.38274426378464615,2.7918124693982707,4.591636878641125
validation,B,12,all,linear_trend_hybrid,mixed_profile_candidate,6506,6476,30,5242,5399,157,0.3182545059844979,0.28476147393532947,2.7198626388655986,2.2671254211858605
validation,B,12,all,linear_trend_hybrid,profile_B_control,6506,6476,30,5314,5399,85,0.3099396793421758,0.28476147393532947,2.7918124693982707,2.2671254211858605
validation,B,12,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,8,8,0,0.8993451970014238,1.0685314229646645,1.7499122670491971,2.6014290880232043
validation,B,12,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,11,8,-3,0.886781584346093,1.0685314229646645,1.896039493567729,2.6014290880232043
validation,B,12,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,8,15,7,0.8993451970014238,0.6154927620113083,1.7499122670491971,1.9593947961269595
validation,B,12,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,11,15,4,0.886781584346093,0.6154927620113083,1.896039493567729,1.9593947961269595
