phase,profile,horizon_h,population,subset,family,scheduled_rows,missing_truth,observed_targets,pairs,failures,hits,paired_hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
test,A,5,complete24,all,linear_trend_only,1349,5,1344,1344,0,1274,0.9479166666666666,0.9479166666666666,0.18256271574735114,0.014675535088301182,0.68422758734464,2.2293330325709295
test,A,5,complete24,all,linear_trend_hybrid,1349,5,1344,1344,0,1282,0.9538690476190477,0.9538690476190477,0.1519856439863997,-0.004568646837919963,0.6676929293115055,1.5588759636447715
test,A,5,complete24,level_ge_7m,profile_A_control,1349,5,140,140,0,118,0.8428571428571429,0.8428571428571429,0.3127618528913069,-0.0023221195332066963,1.1292140231818888,1.4578522016392146
test,A,5,complete24,level_ge_7m,profile_B_control,1349,5,140,140,0,111,0.7928571428571428,0.7928571428571428,0.311579229058022,-0.011953739147684488,1.1322539613127491,1.234264047949761
test,A,5,complete24,level_ge_7m,mixed_profile_candidate,1349,5,140,140,0,115,0.8214285714285714,0.8214285714285714,0.31275314952584227,-0.0020146009257633133,1.1453387088641647,1.3596246628316564
test,A,5,complete24,level_ge_7m,linear_trend_only,1349,5,140,140,0,99,0.7071428571428572,0.7071428571428572,0.4395035022959671,0.06257777448357198,1.5652992254580511,2.2293330325709295
test,A,5,complete24,level_ge_7m,linear_trend_hybrid,1349,5,140,140,0,100,0.7142857142857143,0.7142857142857143,0.3362972350551206,-0.010208505284238426,1.119055799991023,1.5588759636447715
test,A,5,missing24,all,profile_A_control,614,18,596,585,11,544,0.9299145299145299,0.912751677852349,0.21318804485882156,-0.053455142124191696,1.5959644326537663,5.585721334594157
test,A,5,missing24,all,profile_B_control,614,18,596,585,11,543,0.9282051282051282,0.9110738255033557,0.2288161870979254,-0.05809441575667132,1.7958234491853222,5.577554864047173
test,A,5,missing24,all,mixed_profile_candidate,614,18,596,585,11,541,0.9247863247863248,0.9077181208053692,0.22020346277985176,-0.04101351208312027,1.7639979112868258,5.4406707406415205
test,A,5,missing24,all,linear_trend_only,614,18,596,585,11,532,0.9094017094017094,0.8926174496644296,0.2293706305703447,0.014047792111631416,0.9322721093455177,3.9500317569155943
test,A,5,missing24,all,linear_trend_hybrid,614,18,596,585,11,558,0.9538461538461539,0.9362416107382551,0.16214786061001046,-0.0015177848205068067,0.712904429765536,3.135079294508719
test,A,5,missing24,level_ge_7m,profile_A_control,614,18,97,96,1,64,0.6666666666666666,0.6597938144329897,0.7452406349608705,-0.3085498807764612,4.856419589151588,5.585721334594157
