pet_mm_day,weather,correction_tau_h,lead_h,time,forecast_m,flow_m3_s,incremental_flow_m3_s,routed_upstream_flow_m3_s,rain_mm,soil_fraction,flow_correction_m3_s
1.0,gfs,6.0,12,2026-09-22T05:00:00-03:00,24.91471277730264,14307.687955115465,1126.5840344570377,13184.841726518709,0.0,0.8958500662198715,-3.7378058602805786
1.0,gfs,12.0,1,2026-09-21T18:00:00-03:00,14.143229618138363,5594.307379017433,2075.9122749932612,3544.340619247052,0.6,0.9889378977538612,-25.94551522288019
1.0,gfs,12.0,2,2026-09-21T19:00:00-03:00,15.321552327745726,6396.404604417884,2072.7000943042126,4347.575536479162,1.8,0.9889378977538612,-23.871026365490998
1.0,gfs,12.0,3,2026-09-21T20:00:00-03:00,16.517062816749124,7250.683609338614,2037.9248099903768,5234.7212038272755,0.9,0.9889378977538612,-21.96240447903931
1.0,gfs,12.0,4,2026-09-21T21:00:00-03:00,17.664284822861717,8107.629246562755,1976.8560471840365,6150.979586951488,0.1,0.9802072682648705,-20.206387572770144
1.0,gfs,12.0,5,2026-09-21T22:00:00-03:00,18.831010239827997,9015.431515513288,1895.0898460461624,7138.932443493289,0.0,0.9692428254534645,-18.590774026162542
1.0,gfs,12.0,6,2026-09-21T23:00:00-03:00,19.96740036013437,9933.899146673575,1798.0743899768152,8152.929094503166,0.0,0.9584010291578074,-17.10433780640674
1.0,gfs,12.0,7,2026-09-22T00:00:00-03:00,21.098810184022703,10881.123509032373,1690.773067510461,9206.08719198663,0.0,0.947680507473455,-15.736750464717694
1.0,gfs,12.0,8,2026-09-22T01:00:00-03:00,22.13488536208792,11776.593665985238,1577.4957295290112,10213.576445825705,0.0,0.9370799038418676,-14.47850936947892
1.0,gfs,12.0,9,2026-09-22T02:00:00-03:00,22.962523340579338,12510.82145252967,1461.8449968279617,11062.297327379256,0.0,0.9265978768787542,-13.320871677547405
1.0,gfs,12.0,10,2026-09-22T03:00:00-03:00,23.722020546893447,13199.139933784005,1346.7286297276096,11864.667097641317,0.0,0.9162331002043355,-12.255793584921435
1.0,gfs,12.0,11,2026-09-22T04:00:00-03:00,24.34861509296298,13777.351970345408,1234.4108373375886,12554.217007442476,0.0,0.9059842622755054,-11.275874434656856
1.0,gfs,12.0,12,2026-09-22T05:00:00-03:00,24.90767786567892,14301.051455682078,1126.5840344570377,13184.841726518709,0.0,0.8958500662198715,-10.37430529366762
1.0,ecmwf,2.0,1,2026-09-21T18:00:00-03:00,14.168431987719645,5611.039241138472,2082.110914888621,3544.340619247052,3.3,0.9889378977538612,-15.412292997200623
