phase,profile,horizon_h,population,subset,reference,relation,observed_targets,pairs,failures,reference_hits,hybrid_hits,hits_delta,reference_mae_m,hybrid_mae_m,mae_m_delta,reference_bias_m,hybrid_bias_m,bias_m_delta,reference_p98_abs_m,hybrid_p98_abs_m,p98_abs_m_delta,reference_max_abs_m,hybrid_max_abs_m,max_abs_m_delta
test,B,12,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,237,236,1,75,94,19,1.384911641785263,1.1675209380663438,-0.2173907037189191,-0.42410887371352274,-0.3005278752285541,0.12358099848496862,6.841167350549719,6.432781756347626,-0.40838559420209286,7.606918439530505,8.91388792045878,1.3069694809282755
test,B,12,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,85,94,9,1.3219831731039555,1.1675209380663438,-0.1544622350376117,-0.3716331386842273,-0.3005278752285541,0.0711052634556732,6.808817367879367,6.432781756347626,-0.3760356115317416,7.73061113139558,8.91388792045878,1.1832767890631999
test,B,12,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,77,94,17,1.3522807747230332,1.1675209380663438,-0.18475983665668938,-0.4103665116944126,-0.3005278752285541,0.10983863646585845,6.61129179198424,6.432781756347626,-0.17851003563661472,6.959959168263467,8.91388792045878,1.9539287521953135
test,B,12,complete24,all,mixed_profile_candidate,primary_tree_only,1345,1345,0,964,915,-49,0.44107487931967965,0.43924734833126217,-0.0018275309884174806,-0.0807424088092101,-0.09507087801473191,-0.014328469205521804,1.9157509711818035,1.5842325198626637,-0.3315184513191398,4.795146459300931,4.36258672072712,-0.43255973857381136
test,B,12,complete24,all,profile_A_control,cross_profile,1345,1345,0,957,915,-42,0.43747858483847374,0.43924734833126217,0.0017687634927884277,-0.06848622672796893,-0.09507087801473191,-0.026584651286762975,1.6819679280572797,1.5842325198626637,-0.09773540819461601,4.554976171096066,4.36258672072712,-0.19238945036894606
test,B,12,complete24,all,profile_B_control,matching_profile,1345,1345,0,961,915,-46,0.4420470774937752,0.43924734833126217,-0.0027997291625130316,-0.08995906399104611,-0.09507087801473191,-0.005111814023685796,1.830110982837944,1.5842325198626637,-0.24587846297528038,4.536629628283128,4.36258672072712,-0.17404290755600815
test,B,12,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,140,140,0,57,67,10,1.0364297677578154,0.8621660741599743,-0.1742636935978411,-0.2951548009070922,-0.17790772488882253,0.11724707601826964,4.190866017497561,4.016364787120722,-0.17450123037683962,4.795146459300931,4.36258672072712,-0.43255973857381136
test,B,12,complete24,level_ge_7m,profile_A_control,cross_profile,140,140,0,58,67,9,1.0030224164692105,0.8621660741599743,-0.14085634230923627,-0.2566894187331471,-0.17790772488882253,0.07878169384432457,4.19046701789095,4.016364787120722,-0.17410223077022824,4.554976171096066,4.36258672072712,-0.19238945036894606
test,B,12,complete24,level_ge_7m,profile_B_control,matching_profile,140,140,0,58,67,9,1.0223700390679236,0.8621660741599743,-0.1602039649079493,-0.2958438910354474,-0.17790772488882253,0.11793616614662486,4.162125061934779,4.016364787120722,-0.14576027481405696,4.536629628283128,4.36258672072712,-0.17404290755600815
test,B,12,missing24,all,mixed_profile_candidate,primary_tree_only,588,571,17,353,367,14,0.63750690226635,0.60395041401236,-0.033556488253989936,-0.07215539916820882,-0.1084237965779922,-0.03626839740978338,4.230211445445163,3.1370209174164976,-1.0931905280286656,7.606918439530505,8.91388792045878,1.3069694809282755
test,B,12,missing24,all,profile_A_control,cross_profile,588,571,17,368,367,-1,0.6212575415311101,0.60395041401236,-0.017307127518750076,-0.07479861809562927,-0.1084237965779922,-0.03362517848236293,4.403516823898733,3.1370209174164976,-1.2664959064822354,7.73061113139558,8.91388792045878,1.1832767890631999
test,B,12,missing24,all,profile_B_control,matching_profile,588,571,17,365,367,2,0.6259382037873567,0.60395041401236,-0.021987789774996602,-0.06543576639579489,-0.1084237965779922,-0.04298803018219731,4.251995169685365,3.1370209174164976,-1.1149742522688677,6.959959168263467,8.91388792045878,1.9539287521953135
test,B,12,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,97,96,1,18,27,9,1.8931143747419574,1.6128301145964663,-0.2802842601454911,-0.6121668965562342,-0.47934892780732946,0.13281796874890478,7.125970382701886,7.950371366719507,0.824400984017621,7.606918439530505,8.91388792045878,1.3069694809282755
test,B,12,missing24,level_ge_7m,profile_A_control,cross_profile,97,96,1,27,27,0,1.7871342765296256,1.6128301145964663,-0.17430416193315934,-0.5392593969462194,-0.47934892780732946,0.05991046913888992,7.254142121164487,7.950371366719507,0.6962292455550196,7.73061113139558,8.91388792045878,1.1832767890631999
test,B,12,missing24,level_ge_7m,profile_B_control,matching_profile,97,96,1,19,27,8,1.8334005975534016,1.6128301145964663,-0.22057048295693527,-0.57737866682207,-0.47934892780732946,0.09802973901474049,6.908579397196558,7.950371366719507,1.041791969522949,6.959959168263467,8.91388792045878,1.9539287521953135
validation,A,1,full_schedule,all,mixed_profile_candidate,primary_tree_only,6517,6479,38,6479,6479,0,0.021606830119421078,0.021080416082200855,-0.0005264140372202228,-0.0023716711399308804,4.278742341389125e-05,0.0024144585633447714,0.12134609482274654,0.10765851707558033,-0.01368757774716621,0.4674960533101764,0.48720438531448873,0.019708332004312323
validation,A,1,full_schedule,all,profile_A_control,matching_profile,6517,6479,38,6478,6479,1,0.018855942070563906,0.021080416082200855,0.002224474011636949,0.0003008767746111754,4.278742341389125e-05,-0.0002580893511972841,0.09804509926130853,0.10765851707558033,0.009613417814271802,0.534506660393788,0.48720438531448873,-0.047302275079299294
validation,A,1,full_schedule,all,profile_B_control,cross_profile,6517,6479,38,6477,6479,2,0.028052960865255962,0.021080416082200855,-0.0069725447830551075,-0.0009505206965983189,4.278742341389125e-05,0.00099330812001221,0.15233595503011446,0.10765851707558033,-0.04467743795453413,0.5430053417030904,0.48720438531448873,-0.05580095638860172
validation,A,1,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,28,28,0,0.054957800373323,0.038886396720103314,-0.016071403653219685,0.00022256293475294723,0.014331107749901761,0.014108544815148814,0.1626294229089957,0.1383045061236477,-0.02432491678534801,0.1945792356276197,0.17278505471303163,-0.02179418091458807
validation,A,1,full_schedule,level_ge_7m,profile_A_control,matching_profile,28,28,0,28,28,0,0.07493645979101636,0.038886396720103314,-0.036050063070913047,0.03189979374714153,0.014331107749901761,-0.01756868599723977,0.31247689010915786,0.1383045061236477,-0.17417238398551016,0.34802134846687416,0.17278505471303163,-0.17523629375384253
validation,A,1,full_schedule,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,28,0,0.05376396744905364,0.038886396720103314,-0.014877570728950323,0.013055117787073214,0.014331107749901761,0.0012759899628285477,0.15283356046881097,0.1383045061236477,-0.014529054345163273,0.15629647435925698,0.17278505471303163,0.01648858035377465
validation,A,1,complete24,all,mixed_profile_candidate,primary_tree_only,5891,5891,0,5891,5891,0,0.02045771072089458,0.020280232162963433,-0.00017747855793114747,-0.0024463307159936325,0.0002807738845387829,0.002727104600532415,0.11045329030928892,0.10140493468265892,-0.009048355626630006,0.4674960533101764,0.3286126119271624,-0.138883441383014
validation,A,1,complete24,all,profile_A_control,matching_profile,5891,5891,0,5890,5891,1,0.01765178155692512,0.020280232162963433,0.002628450606038314,0.0002124521755235408,0.0002807738845387829,6.832170901524209e-05,0.08665749674114107,0.10140493468265892,0.014747437941517852,0.534506660393788,0.3286126119271624,-0.20589404846662562
validation,A,1,complete24,all,profile_B_control,cross_profile,5891,5891,0,5890,5891,1,0.026884857758184225,0.020280232162963433,-0.006604625595220792,-0.0012581803628859101,0.0002807738845387829,0.001538954247424693,0.13713543759143398,0.10140493468265892,-0.035730502908775066,0.530980713060345,0.3286126119271624,-0.2023681011331826
validation,A,1,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,28,28,0,0.054957800373323,0.038886396720103314,-0.016071403653219685,0.00022256293475294723,0.014331107749901761,0.014108544815148814,0.1626294229089957,0.1383045061236477,-0.02432491678534801,0.1945792356276197,0.17278505471303163,-0.02179418091458807
validation,A,1,complete24,level_ge_7m,profile_A_control,matching_profile,28,28,0,28,28,0,0.07493645979101636,0.038886396720103314,-0.036050063070913047,0.03189979374714153,0.014331107749901761,-0.01756868599723977,0.31247689010915786,0.1383045061236477,-0.17417238398551016,0.34802134846687416,0.17278505471303163,-0.17523629375384253
validation,A,1,complete24,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,28,0,0.05376396744905364,0.038886396720103314,-0.014877570728950323,0.013055117787073214,0.014331107749901761,0.0012759899628285477,0.15283356046881097,0.1383045061236477,-0.014529054345163273,0.15629647435925698,0.17278505471303163,0.01648858035377465
validation,A,1,missing24,all,mixed_profile_candidate,primary_tree_only,626,588,38,588,588,0,0.03311952123629113,0.029097224701635626,-0.0040222965346555055,-0.001623678686553888,-0.0023415293155091307,-0.0007178506289552426,0.2282030589179279,0.19656639423164182,-0.031636664686286065,0.3921843778958458,0.48720438531448873,0.09502000741864292
validation,A,1,missing24,all,profile_A_control,matching_profile,626,588,38,588,588,0,0.03092007401928175,0.029097224701635626,-0.0018228493176461226,0.0011867769671711336,-0.0023415293155091307,-0.0035283062826802643,0.20315774886984864,0.19656639423164182,-0.0065913546382068144,0.3999782997565995,0.48720438531448873,0.08722608555788924
validation,A,1,missing24,all,profile_B_control,cross_profile,626,588,38,587,588,1,0.03975584420498317,0.029097224701635626,-0.010658619503347542,0.002131831504252363,-0.0023415293155091307,-0.004473360819761494,0.2562541792033429,0.19656639423164182,-0.0596877849717011,0.5430053417030904,0.48720438531448873,-0.05580095638860172
validation,A,1,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,1,missing24,level_ge_7m,profile_A_control,matching_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,1,missing24,level_ge_7m,profile_B_control,cross_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,2,full_schedule,all,mixed_profile_candidate,primary_tree_only,6516,6477,39,6464,6469,5,0.035065751551275746,0.03514935710049196,8.360554921621466e-05,-0.0008386628925920534,0.0011185098419736067,0.00195717273456566,0.1932374746139113,0.17605544203497453,-0.017182032578936773,0.785102284292053,0.727399068916986,-0.05770321537506695
validation,A,2,full_schedule,all,profile_A_control,matching_profile,6516,6477,39,6465,6469,4,0.029287944206221363,0.03514935710049196,0.005861412894270598,0.0002456794032068021,0.0011185098419736067,0.0008728304387668046,0.1461642073781355,0.17605544203497453,0.029891234656839016,0.9411562625519316,0.727399068916986,-0.2137571936349456
validation,A,2,full_schedule,all,profile_B_control,cross_profile,6516,6477,39,6438,6469,31,0.05261740513716565,0.03514935710049196,-0.017468048036673692,0.0012991155800926467,0.0011185098419736067,-0.00018060573811903998,0.29882313278013145,0.17605544203497453,-0.12276769074515692,1.0566895965399616,0.727399068916986,-0.3292905276229756
validation,A,2,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,28,28,0,0.08590108691375604,0.0895434175850032,0.0036423306712471543,-0.010816282417529395,0.029308104118538823,0.040124386536068216,0.24524376664389547,0.3924016735056187,0.14715790686172325,0.27715664018348996,0.4177251139433915,0.14056847375990156
validation,A,2,full_schedule,level_ge_7m,profile_A_control,matching_profile,28,28,0,27,28,1,0.12841387834886395,0.0895434175850032,-0.03887046076386075,0.051071540057862456,0.029308104118538823,-0.021763435939323634,0.4806350562699485,0.3924016735056187,-0.08823338276432979,0.5606239922930918,0.4177251139433915,-0.14289887834970028
validation,A,2,full_schedule,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,28,0,0.09209432223567864,0.0895434175850032,-0.002550904650675437,0.040103330034432734,0.029308104118538823,-0.010795225915893911,0.2971813454220929,0.3924016735056187,0.09522032808352582,0.3176594578136953,0.4177251139433915,0.1000656561296962
validation,A,2,complete24,all,mixed_profile_candidate,primary_tree_only,5885,5885,0,5878,5882,4,0.03303073919546823,0.033264413405239876,0.00023367420977164766,-0.0010439351872428356,0.0011232118420780198,0.002167147029320855,0.17713965388046762,0.16357097968916773,-0.013568674191299895,0.785102284292053,0.7086978705793621,-0.07640441371269091
validation,A,2,complete24,all,profile_A_control,matching_profile,5885,5885,0,5880,5882,2,0.026935042429467638,0.033264413405239876,0.006329370975772238,0.00032242332110480975,0.0011232118420780198,0.0008007885209732101,0.13680132251156454,0.16357097968916773,0.026769657177603184,0.9411562625519316,0.7086978705793621,-0.23245839197256957
validation,A,2,complete24,all,profile_B_control,cross_profile,5885,5885,0,5855,5882,27,0.05017104240274678,0.033264413405239876,-0.016906628997506903,0.0009947907713375073,0.0011232118420780198,0.0001284210707405125,0.27389083239964507,0.16357097968916773,-0.11031985271047734,1.0566895965399616,0.7086978705793621,-0.3479917259605996
validation,A,2,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,28,28,0,0.08590108691375604,0.0895434175850032,0.0036423306712471543,-0.010816282417529395,0.029308104118538823,0.040124386536068216,0.24524376664389547,0.3924016735056187,0.14715790686172325,0.27715664018348996,0.4177251139433915,0.14056847375990156
validation,A,2,complete24,level_ge_7m,profile_A_control,matching_profile,28,28,0,27,28,1,0.12841387834886395,0.0895434175850032,-0.03887046076386075,0.051071540057862456,0.029308104118538823,-0.021763435939323634,0.4806350562699485,0.3924016735056187,-0.08823338276432979,0.5606239922930918,0.4177251139433915,-0.14289887834970028
validation,A,2,complete24,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,28,0,0.09209432223567864,0.0895434175850032,-0.002550904650675437,0.040103330034432734,0.029308104118538823,-0.010795225915893911,0.2971813454220929,0.3924016735056187,0.09522032808352582,0.3176594578136953,0.4177251139433915,0.1000656561296962
validation,A,2,missing24,all,mixed_profile_candidate,primary_tree_only,631,592,39,586,587,1,0.05529556187885547,0.05388735312508403,-0.0014082087537714352,0.0012019240229820215,0.001071767830800514,-0.00013015619218150745,0.38489206467761106,0.32625559893869266,-0.0586364657389184,0.6778585920418796,0.727399068916986,0.04954047687510643
validation,A,2,missing24,all,profile_A_control,matching_profile,631,592,39,585,587,2,0.05267785460520055,0.05388735312508403,0.0012094985198834798,-0.000517222550897546,0.001071767830800514,0.00158899038169806,0.38045644127907513,0.32625559893869266,-0.05420084234038247,0.8813213933943744,0.727399068916986,-0.1539223244773884
validation,A,2,missing24,all,profile_B_control,cross_profile,631,592,39,583,587,4,0.07693639954942086,0.05388735312508403,-0.023049046424336826,0.004324371491450743,0.001071767830800514,-0.0032526036606502296,0.46428111179278386,0.32625559893869266,-0.1380255128540912,0.9380056007848985,0.727399068916986,-0.21060653186791245
validation,A,2,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,2,missing24,level_ge_7m,profile_A_control,matching_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,2,missing24,level_ge_7m,profile_B_control,cross_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,3,full_schedule,all,mixed_profile_candidate,primary_tree_only,6515,6476,39,6443,6450,7,0.054678652726520297,0.053632449103663035,-0.0010462036228572613,-0.003560016774821577,-0.00035899305377123247,0.0032010237210503448,0.3076810265942731,0.30574370680363605,-0.0019373197906370487,1.314016201925865,1.1734223283500445,-0.14059387357582054
validation,A,3,full_schedule,all,profile_A_control,matching_profile,6515,6476,39,6455,6450,-5,0.042127949230368625,0.053632449103663035,0.01150449987329441,-0.004640314458394206,-0.00035899305377123247,0.004281321404622973,0.22019482045270666,0.30574370680363605,0.08554888635092939,1.0656813535760117,1.1734223283500445,0.10774097477403277
validation,A,3,full_schedule,all,profile_B_control,cross_profile,6515,6476,39,6423,6450,27,0.06936293542106166,0.053632449103663035,-0.015730486317398623,-0.0005673044498683585,-0.00035899305377123247,0.00020831139609712605,0.3728909331887399,0.30574370680363605,-0.06714722638510384,1.0519837837331565,1.1734223283500445,0.12143854461688797
validation,A,3,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,27,25,-2,0.1588675016157101,0.16122106943633993,0.0023535678206298427,-0.07571503736543536,0.05550485369747804,0.1312198910629134,0.48188242977756646,0.6401831530610451,0.15830072328347866,0.5173751411729839,0.7611550547900077,0.24377991361702378
validation,A,3,full_schedule,level_ge_7m,profile_A_control,matching_profile,28,28,0,25,25,0,0.21358110024044344,0.16122106943633993,-0.05236003080410351,-0.004329430904694366,0.05550485369747804,0.059834284602172404,0.7300215176803055,0.6401831530610451,-0.08983836461926042,0.758133917521528,0.7611550547900077,0.0030211372684796345
validation,A,3,full_schedule,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,25,-3,0.11004644264202601,0.16122106943633993,0.05117462679431392,-0.014250005419695297,0.05550485369747804,0.06975485911717334,0.34084645922457446,0.6401831530610451,0.29933669383647066,0.35000391128686204,0.7611550547900077,0.41115114350314563
validation,A,3,complete24,all,mixed_profile_candidate,primary_tree_only,5886,5886,0,5862,5864,2,0.05206706736719572,0.05138231819939693,-0.0006847491677987871,-0.0038249149073155426,-0.0012987592189501003,0.0025261556883654423,0.2954575756682943,0.2915442833959203,-0.003913292272373969,1.314016201925865,1.1734223283500445,-0.14059387357582054
validation,A,3,complete24,all,profile_A_control,matching_profile,5886,5886,0,5876,5864,-12,0.03891323558283297,0.05138231819939693,0.012469082616563966,-0.004793245445847307,-0.0012987592189501003,0.0034944862268972065,0.18660781399649362,0.2915442833959203,0.10493646939942669,1.0656813535760117,1.1734223283500445,0.10774097477403277
validation,A,3,complete24,all,profile_B_control,cross_profile,5886,5886,0,5846,5864,18,0.06669341621980951,0.05138231819939693,-0.015311098020412577,-0.0006790145127153111,-0.0012987592189501003,-0.0006197447062347892,0.3542613436510347,0.2915442833959203,-0.06271706025511437,1.0519837837331565,1.1734223283500445,0.12143854461688797
validation,A,3,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,27,25,-2,0.1588675016157101,0.16122106943633993,0.0023535678206298427,-0.07571503736543536,0.05550485369747804,0.1312198910629134,0.48188242977756646,0.6401831530610451,0.15830072328347866,0.5173751411729839,0.7611550547900077,0.24377991361702378
validation,A,3,complete24,level_ge_7m,profile_A_control,matching_profile,28,28,0,25,25,0,0.21358110024044344,0.16122106943633993,-0.05236003080410351,-0.004329430904694366,0.05550485369747804,0.059834284602172404,0.7300215176803055,0.6401831530610451,-0.08983836461926042,0.758133917521528,0.7611550547900077,0.0030211372684796345
validation,A,3,complete24,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,25,-3,0.11004644264202601,0.16122106943633993,0.05117462679431392,-0.014250005419695297,0.05550485369747804,0.06975485911717334,0.34084645922457446,0.6401831530610451,0.29933669383647066,0.35000391128686204,0.7611550547900077,0.41115114350314563
validation,A,3,missing24,all,mixed_profile_candidate,primary_tree_only,629,590,39,581,586,5,0.08073253649768043,0.07608036520961259,-0.004652171288067844,-0.000917321168280093,0.009016369061894553,0.009933690230174647,0.4204702329538512,0.3986420412857346,-0.021828191668116614,0.8908049428263809,0.7242242775750718,-0.1665806652513091
validation,A,3,missing24,all,profile_A_control,matching_profile,629,590,39,579,586,7,0.07419880436493621,0.07608036520961259,0.0018815608446763749,-0.0031146334547519157,0.009016369061894553,0.012131002516646469,0.4796138082245369,0.3986420412857346,-0.08097176693880231,1.0472018426303085,0.7242242775750718,-0.32297756505523667
validation,A,3,missing24,all,profile_B_control,cross_profile,629,590,39,577,586,9,0.09599478291016347,0.07608036520961259,-0.019914417700550885,0.0005471454313471735,0.009016369061894553,0.00846922363054738,0.5132026260250517,0.3986420412857346,-0.11456058473931713,0.904634870398656,0.7242242775750718,-0.18041059282358418
validation,A,3,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,3,missing24,level_ge_7m,profile_A_control,matching_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,3,missing24,level_ge_7m,profile_B_control,cross_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,4,full_schedule,all,mixed_profile_candidate,primary_tree_only,6514,6474,40,6424,6432,8,0.07356618964141907,0.06802569863171816,-0.005540491009700915,-0.007830422713970735,0.0020079427064564983,0.009838365420427233,0.37888464169382075,0.34692483065207774,-0.031959811041743,1.3871564896024218,1.0766292176997574,-0.3105272719026644
validation,A,4,full_schedule,all,profile_A_control,matching_profile,6514,6474,40,6435,6432,-3,0.05415787569378713,0.06802569863171816,0.013867822937931026,-0.00581721276070561,0.0020079427064564983,0.007825155467162108,0.27496223414810433,0.34692483065207774,0.07196259650397341,1.2459259347996063,1.0766292176997574,-0.16929671709984895
validation,A,4,full_schedule,all,profile_B_control,cross_profile,6514,6474,40,6400,6432,32,0.08530796224662629,0.06802569863171816,-0.01728226361490813,-0.0018974330172643434,0.0020079427064564983,0.003905375723720842,0.434732293185906,0.34692483065207774,-0.08780746253382826,1.3315300503316054,1.0766292176997574,-0.25490083263184804
validation,A,4,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,24,23,-1,0.21140614165183821,0.2655456999457949,0.0541395582939567,-0.12145704002535698,0.12075347550578898,0.24221051553114598,0.6315196760644763,1.0642889796697415,0.4327693036052651,0.6336270952243961,1.0725712408778456,0.4389441456534495
validation,A,4,full_schedule,level_ge_7m,profile_A_control,matching_profile,28,28,0,24,23,-1,0.22223341858847898,0.2655456999457949,0.043312281357315935,0.00849878605802669,0.12075347550578898,0.11225468944776229,0.8089576770270271,1.0642889796697415,0.2553313026427143,0.9110348907321271,1.0725712408778456,0.16153635014571854
validation,A,4,full_schedule,level_ge_7m,profile_B_control,cross_profile,28,28,0,27,23,-4,0.14140964601718758,0.2655456999457949,0.12413605392860733,0.0020129993047520245,0.12075347550578898,0.11874047620103695,0.5248535949530144,1.0642889796697415,0.539435384716727,0.7050732993777089,1.0725712408778456,0.3674979415001367
validation,A,4,complete24,all,mixed_profile_candidate,primary_tree_only,5880,5880,0,5847,5851,4,0.06962838417991578,0.06470078830838225,-0.004927595871533533,-0.009381978193615931,0.0010802888011491607,0.010462266994765093,0.3455471423414061,0.32817889761545294,-0.017368244725953164,1.3871564896024218,1.0725712408778456,-0.31458524872457616
validation,A,4,complete24,all,profile_A_control,matching_profile,5880,5880,0,5863,5851,-12,0.04945688137629545,0.06470078830838225,0.015243906932086798,-0.00587010061843747,0.0010802888011491607,0.006950389419586631,0.24255101041380062,0.32817889761545294,0.08562788720165232,1.2459259347996063,1.0725712408778456,-0.17335469392176073
validation,A,4,complete24,all,profile_B_control,cross_profile,5880,5880,0,5829,5851,22,0.08115018255665364,0.06470078830838225,-0.016449394248271396,-0.003673739977570735,0.0010802888011491607,0.004754028778719895,0.4014496439186653,0.32817889761545294,-0.07327074630321234,1.2351879928793599,1.0725712408778456,-0.16261675200151426
validation,A,4,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,24,23,-1,0.21140614165183821,0.2655456999457949,0.0541395582939567,-0.12145704002535698,0.12075347550578898,0.24221051553114598,0.6315196760644763,1.0642889796697415,0.4327693036052651,0.6336270952243961,1.0725712408778456,0.4389441456534495
validation,A,4,complete24,level_ge_7m,profile_A_control,matching_profile,28,28,0,24,23,-1,0.22223341858847898,0.2655456999457949,0.043312281357315935,0.00849878605802669,0.12075347550578898,0.11225468944776229,0.8089576770270271,1.0642889796697415,0.2553313026427143,0.9110348907321271,1.0725712408778456,0.16153635014571854
validation,A,4,complete24,level_ge_7m,profile_B_control,cross_profile,28,28,0,27,23,-4,0.14140964601718758,0.2655456999457949,0.12413605392860733,0.0020129993047520245,0.12075347550578898,0.11874047620103695,0.5248535949530144,1.0642889796697415,0.539435384716727,0.7050732993777089,1.0725712408778456,0.3674979415001367
validation,A,4,missing24,all,mixed_profile_candidate,primary_tree_only,634,594,40,577,581,4,0.1125464861290275,0.10093895233746752,-0.011607533791559974,0.007528409306759463,0.01119077934485235,0.0036623700380928863,0.5469649750359197,0.5014048725739485,-0.045560102461971175,1.0779536168559307,1.0766292176997574,-0.0013243991561733282
validation,A,4,missing24,all,profile_A_control,matching_profile,634,594,40,572,581,9,0.10069297095784618,0.10093895233746752,0.0002459813796213406,-0.005293676391238725,0.01119077934485235,0.016484455736091076,0.6109258649470983,0.5014048725739485,-0.10952099237314983,1.187904338301622,1.0766292176997574,-0.11127512060186451
validation,A,4,missing24,all,profile_B_control,cross_profile,634,594,40,571,581,10,0.12646578139989095,0.10093895233746752,-0.02552682906242343,0.01568621164031407,0.01119077934485235,-0.004495432295461722,0.6063929255376569,0.5014048725739485,-0.10498805296370839,1.3315300503316054,1.0766292176997574,-0.25490083263184804
validation,A,4,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,4,missing24,level_ge_7m,profile_A_control,matching_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,4,missing24,level_ge_7m,profile_B_control,cross_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,5,full_schedule,all,mixed_profile_candidate,primary_tree_only,6513,6473,40,6400,6418,18,0.08619815160469473,0.08198372646533728,-0.00421442513935745,-0.0025586122655604825,0.0053933033332428295,0.007951915598803313,0.40919548998195937,0.37774172503908854,-0.03145376494287083,1.2078675340898029,1.2737541376068133,0.06588660351701048
validation,A,5,full_schedule,all,profile_A_control,matching_profile,6513,6473,40,6408,6418,10,0.07382290962315642,0.08198372646533728,0.008160816842180854,-0.006392121993670399,0.0053933033332428295,0.011785425326913228,0.3919422825098822,0.37774172503908854,-0.014200557470793684,1.2832983020879674,1.2737541376068133,-0.009544164481154027
validation,A,5,full_schedule,all,profile_B_control,cross_profile,6513,6473,40,6373,6418,45,0.09665712988619478,0.08198372646533728,-0.014673403420857503,0.004033274971411189,0.0053933033332428295,0.0013600283618316403,0.46082102395910013,0.37774172503908854,-0.08307929892001159,1.2940088785875457,1.2737541376068133,-0.020254740980732322
validation,A,5,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,28,28,0,25,22,-3,0.22161063312586352,0.324300259959117,0.10268962683325347,-0.046503883740025564,0.08016260103409202,0.12666648477411757,0.7164796575095191,1.1932502109067333,0.4767705533972142,0.8599240535251695,1.2737541376068133,0.4138300840816438
validation,A,5,full_schedule,level_ge_7m,profile_A_control,matching_profile,28,28,0,23,22,-1,0.24039699695818695,0.324300259959117,0.08390326300093004,-0.03356226917566026,0.08016260103409202,0.11372487020975228,0.9133402892106278,1.1932502109067333,0.2799099216961055,0.9357204278360243,1.2737541376068133,0.33803370977078906
validation,A,5,full_schedule,level_ge_7m,profile_B_control,cross_profile,28,28,0,24,22,-2,0.22317082377582106,0.324300259959117,0.10112943618329592,0.008010513829521322,0.08016260103409202,0.0721520872045707,0.6549882697889108,1.1932502109067333,0.5382619411178226,0.7358456464785164,1.2737541376068133,0.537908491128297
validation,A,5,complete24,all,mixed_profile_candidate,primary_tree_only,5883,5883,0,5845,5848,3,0.0797716506557866,0.07777830080970477,-0.001993349846081835,-0.005846083212912354,0.004173395949224086,0.010019479162136441,0.3633830763785179,0.35617831486720164,-0.007204761511316271,1.2078675340898029,1.2737541376068133,0.06588660351701048
validation,A,5,complete24,all,profile_A_control,matching_profile,5883,5883,0,5846,5848,2,0.06815034361443736,0.07777830080970477,0.009627957195267406,-0.007460094377363787,0.004173395949224086,0.011633490326587875,0.3299275304943859,0.35617831486720164,0.02625078437281575,1.2832983020879674,1.2737541376068133,-0.009544164481154027
validation,A,5,complete24,all,profile_B_control,cross_profile,5883,5883,0,5822,5848,26,0.09047673053891142,0.07777830080970477,-0.01269842972920665,0.00033130917849481876,0.004173395949224086,0.0038420867707292675,0.4056831712399819,0.35617831486720164,-0.04950485637278024,1.1692106812887895,1.2737541376068133,0.10454345631802386
