phase,profile,horizon_h,subset,family,carreiro_availability,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,sum_abs_error_m,mae_m,bias_m,max_abs_m
test,B,12,level_ge_7m,profile_A_control,partial,9,0,9,9,0,2,6.175910087712853,0.6862122319680948,0.6613255985212309,1.2296708850565299
test,B,12,level_ge_7m,profile_A_control,fully_missing,106,18,88,87,1,25,165.3889804591312,1.90102276389806,-0.663457844753197,7.73061113139558
test,B,12,level_ge_7m,profile_B_control,complete,145,5,140,140,0,58,143.1318054695093,1.0223700390679236,-0.2958438910354474,4.536629628283128
test,B,12,level_ge_7m,profile_B_control,partial,9,0,9,9,0,3,5.99772221157501,0.6664135790638901,0.6372937516607113,1.1913378661761236
test,B,12,level_ge_7m,profile_B_control,fully_missing,106,18,88,87,1,16,170.00873515355156,1.954123392569558,-0.7030344342513232,6.959959168263467
test,B,12,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,57,145.10016748609414,1.0364297677578154,-0.2951548009070922,4.795146459300931
test,B,12,level_ge_7m,mixed_profile_candidate,partial,9,0,9,9,0,3,6.530831386470603,0.725647931830067,0.6376553275785293,1.1535822175424322
test,B,12,level_ge_7m,mixed_profile_candidate,fully_missing,106,18,88,87,1,15,175.20814858875735,2.0138867653880155,-0.7414588507770717,7.606918439530505
test,B,12,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,59,146.4968418677215,1.046406013340868,-0.29523138279228534,4.925683127806794
test,B,12,level_ge_7m,carreiro_missing_exposure,partial,9,0,9,9,0,3,6.897845424869683,0.7664272694299648,0.706298541668349,1.2668470048266869
test,B,12,level_ge_7m,carreiro_missing_exposure,fully_missing,106,18,88,87,1,19,168.14220416716313,1.932669013415668,-0.627660408210979,7.434999272650511
validation,A,1,all,profile_A_control,complete,6212,30,6182,6148,34,6147,112.2799242765909,0.018262837390466965,0.00029234983141291563,0.534506660393788
validation,A,1,all,profile_A_control,partial,53,2,51,50,1,50,1.8482530100880619,0.03696506020176124,-0.00810963029005351,0.3999782997565995
validation,A,1,all,profile_A_control,fully_missing,286,2,284,281,3,281,8.039471388504582,0.028610218464429116,0.0019839693013589876,0.35793867902872245
validation,A,1,all,profile_B_control,complete,6212,30,6182,6148,34,6147,168.84534172349683,0.02746345831546793,-0.0010070148076742741,0.530980713060345
validation,A,1,all,profile_B_control,partial,53,2,51,50,1,50,2.087540518303933,0.04175081036607866,-0.007587316944278657,0.3476213767518921
validation,A,1,all,profile_B_control,fully_missing,286,2,284,281,3,280,10.822251204192629,0.038513349481112555,0.001466438759910541,0.5430053417030904
validation,A,1,all,mixed_profile_candidate,complete,6212,30,6182,6148,34,6148,129.7291205351207,0.02110102806361755,-0.002303018027504892,0.4674960533101764
validation,A,1,all,mixed_profile_candidate,partial,53,2,51,50,1,50,1.8705812375898847,0.03741162475179769,-0.014365977319602421,0.3914321411207773
validation,A,1,all,mixed_profile_candidate,fully_missing,286,2,284,281,3,281,8.390950571018585,0.02986103406056436,-0.0017395146495799842,0.3921843778958458
validation,A,1,all,carreiro_missing_exposure,complete,6212,30,6182,6148,34,6148,127.79158425182524,0.0207858790259963,-0.002260778435750537,0.4118874839288442
validation,A,1,all,carreiro_missing_exposure,partial,53,2,51,50,1,50,1.7535209749387792,0.03507041949877558,-0.017850708992003868,0.394804746377003
validation,A,1,all,carreiro_missing_exposure,fully_missing,286,2,284,281,3,281,8.263730740600984,0.02940829445053731,0.0011896479668964267,0.4022373060330009
validation,A,1,level_ge_7m,profile_A_control,complete,58,30,28,28,0,28,2.098220874148458,0.07493645979101636,0.03189979374714153,0.34802134846687416
validation,A,1,level_ge_7m,profile_A_control,partial,2,2,0,0,0,0,0.0,,,
validation,A,1,level_ge_7m,profile_A_control,fully_missing,2,2,0,0,0,0,0.0,,,
validation,A,1,level_ge_7m,profile_B_control,complete,58,30,28,28,0,28,1.5053910885735018,0.05376396744905364,0.013055117787073214,0.15629647435925698
validation,A,1,level_ge_7m,profile_B_control,partial,2,2,0,0,0,0,0.0,,,
validation,A,1,level_ge_7m,profile_B_control,fully_missing,2,2,0,0,0,0,0.0,,,
validation,A,1,level_ge_7m,mixed_profile_candidate,complete,58,30,28,28,0,28,1.538818410453044,0.054957800373323,0.00022256293475294723,0.1945792356276197
validation,A,1,level_ge_7m,mixed_profile_candidate,partial,2,2,0,0,0,0,0.0,,,
validation,A,1,level_ge_7m,mixed_profile_candidate,fully_missing,2,2,0,0,0,0,0.0,,,
validation,A,1,level_ge_7m,carreiro_missing_exposure,complete,58,30,28,28,0,28,1.6244631801324205,0.05801654214758645,0.013039285900494444,0.2654200278247618
validation,A,1,level_ge_7m,carreiro_missing_exposure,partial,2,2,0,0,0,0,0.0,,,
validation,A,1,level_ge_7m,carreiro_missing_exposure,fully_missing,2,2,0,0,0,0,0.0,,,
validation,A,2,all,profile_A_control,complete,6212,31,6181,6145,36,6138,171.75042512073048,0.02794962166325964,0.00035843646423758653,0.9411562625519316
validation,A,2,all,profile_A_control,partial,53,2,51,51,0,49,3.3805635563540832,0.06628555992851144,-0.015120732309200502,0.8813213933943744
validation,A,2,all,profile_A_control,fully_missing,285,1,284,281,3,278,14.567025946611176,0.05183994998794013,0.0005687927743762051,0.7538626395587649
validation,A,2,all,profile_B_control,complete,6212,31,6181,6145,36,6113,315.07410260726186,0.05127324696619396,0.0012512877433007654,1.0566895965399616
validation,A,2,all,profile_B_control,partial,53,2,51,51,0,51,3.579833991766715,0.0701928233679748,-0.026711589951688455,0.47903339759297725
validation,A,2,all,profile_B_control,fully_missing,285,1,284,281,3,274,22.14899647439332,0.07882205151029652,0.007428823904672521,0.7148132764502875
validation,A,2,all,mixed_profile_candidate,complete,6212,31,6181,6145,36,6137,208.57676284548066,0.033942516329614425,-0.0008908947173781395,0.785102284292053
validation,A,2,all,mixed_profile_candidate,partial,53,2,51,51,0,49,2.7663097902870346,0.05424136843700068,-0.022258064438735348,0.6681216738632876
validation,A,2,all,mixed_profile_candidate,fully_missing,285,1,284,281,3,278,15.777800161845288,0.05614875502436046,0.004191066794823627,0.6778585920418796
validation,A,2,all,carreiro_missing_exposure,complete,6212,31,6181,6145,36,6138,206.0423285836054,0.03353007788179095,-0.0007107348862594508,0.7952221852221644
validation,A,2,all,carreiro_missing_exposure,partial,53,2,51,51,0,49,2.7235061714910973,0.05340208179394308,-0.022171994171895425,0.6716880492874608
validation,A,2,all,carreiro_missing_exposure,fully_missing,285,1,284,281,3,278,15.850944153406054,0.05640905392671194,0.007391039006209477,0.6521988428120564
validation,A,2,level_ge_7m,profile_A_control,complete,59,31,28,28,0,27,3.5955885937681904,0.12841387834886395,0.051071540057862456,0.5606239922930918
validation,A,2,level_ge_7m,profile_A_control,partial,2,2,0,0,0,0,0.0,,,
validation,A,2,level_ge_7m,profile_A_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,2,level_ge_7m,profile_B_control,complete,59,31,28,28,0,28,2.578641022599002,0.09209432223567864,0.040103330034432734,0.3176594578136953
validation,A,2,level_ge_7m,profile_B_control,partial,2,2,0,0,0,0,0.0,,,
validation,A,2,level_ge_7m,profile_B_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,2,level_ge_7m,mixed_profile_candidate,complete,59,31,28,28,0,28,2.405230433585169,0.08590108691375604,-0.010816282417529395,0.27715664018348996
validation,A,2,level_ge_7m,mixed_profile_candidate,partial,2,2,0,0,0,0,0.0,,,
validation,A,2,level_ge_7m,mixed_profile_candidate,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,2,level_ge_7m,carreiro_missing_exposure,complete,59,31,28,28,0,28,2.505036814432642,0.0894656005154515,0.016841436339944536,0.3988978925008695
validation,A,2,level_ge_7m,carreiro_missing_exposure,partial,2,2,0,0,0,0,0.0,,,
validation,A,2,level_ge_7m,carreiro_missing_exposure,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,3,all,profile_A_control,complete,6212,31,6181,6146,35,6131,246.4625700029059,0.04010129677886526,-0.004957823273655184,1.0656813535760117
validation,A,3,all,profile_A_control,partial,53,0,53,52,1,50,4.078023589957338,0.07842353057610266,-0.021256805962674766,0.9743947081366318
validation,A,3,all,profile_A_control,fully_missing,284,3,281,278,3,274,22.28000562300398,0.08014390511871936,0.005487263731593427,1.0472018426303085
validation,A,3,all,profile_B_control,complete,6212,31,6181,6146,35,6105,416.4851822500226,0.06776524280019892,-0.0007880853449099775,1.0519837837331565
validation,A,3,all,profile_B_control,partial,53,0,53,52,1,51,4.164657718443824,0.08008957150853507,-0.01208880219378646,0.5273203623612495
validation,A,3,all,profile_B_control,fully_missing,284,3,281,278,3,267,28.544529818328755,0.10267816481413221,0.0064688008149141295,0.904634870398656
validation,A,3,all,mixed_profile_candidate,complete,6212,31,6181,6146,35,6119,327.0742384103876,0.05321741594702043,-0.0038490860784664684,1.314016201925865
validation,A,3,all,mixed_profile_candidate,partial,53,0,53,52,1,51,3.3204874416904273,0.06385552772481591,-0.0153125346678156,0.5045883429930149
validation,A,3,all,mixed_profile_candidate,fully_missing,284,3,281,278,3,273,23.704229204867403,0.0852670115283,0.005029015133945283,0.8908049428263809
validation,A,3,all,carreiro_missing_exposure,complete,6212,31,6181,6146,35,6114,323.84722990151295,0.05269235761495492,-0.0023997003156368416,1.1424375420895947
validation,A,3,all,carreiro_missing_exposure,partial,53,0,53,52,1,50,3.761685613189509,0.0723401079459521,-0.017687973183171203,0.7718770891139637
validation,A,3,all,carreiro_missing_exposure,fully_missing,284,3,281,278,3,274,24.05689285501804,0.08653558580941742,0.008859618299504806,0.8551366788378996
validation,A,3,level_ge_7m,profile_A_control,complete,59,31,28,28,0,25,5.980270806732416,0.21358110024044344,-0.004329430904694366,0.758133917521528
validation,A,3,level_ge_7m,profile_A_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,3,level_ge_7m,profile_A_control,fully_missing,3,3,0,0,0,0,0.0,,,
validation,A,3,level_ge_7m,profile_B_control,complete,59,31,28,28,0,28,3.0813003939767283,0.11004644264202601,-0.014250005419695297,0.35000391128686204
validation,A,3,level_ge_7m,profile_B_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,3,level_ge_7m,profile_B_control,fully_missing,3,3,0,0,0,0,0.0,,,
validation,A,3,level_ge_7m,mixed_profile_candidate,complete,59,31,28,28,0,27,4.448290045239882,0.1588675016157101,-0.07571503736543536,0.5173751411729839
validation,A,3,level_ge_7m,mixed_profile_candidate,partial,0,0,0,0,0,0,0.0,,,
validation,A,3,level_ge_7m,mixed_profile_candidate,fully_missing,3,3,0,0,0,0,0.0,,,
validation,A,3,level_ge_7m,carreiro_missing_exposure,complete,59,31,28,28,0,26,4.4321941968091805,0.15829264988604216,-0.03739275787304692,0.5516798896356399
validation,A,3,level_ge_7m,carreiro_missing_exposure,partial,0,0,0,0,0,0,0.0,,,
validation,A,3,level_ge_7m,carreiro_missing_exposure,fully_missing,3,3,0,0,0,0,0.0,,,
validation,A,4,all,profile_A_control,complete,6212,33,6179,6143,36,6121,312.1306337304893,0.05081078198445211,-0.005730639982461809,1.2459259347996063
validation,A,4,all,profile_A_control,partial,53,0,53,52,1,50,4.987961850930694,0.09592234328712873,-0.018391309636824345,0.7780375929913128
validation,A,4,all,profile_A_control,fully_missing,283,1,282,279,3,264,33.499491660157915,0.12006986258121116,-0.005379806091148227,1.187904338301622
validation,A,4,all,profile_B_control,complete,6212,33,6179,6143,36,6090,505.14906099277596,0.08223165570450529,-0.0030270784465034934,1.2351879928793599
validation,A,4,all,profile_B_control,partial,53,0,53,52,1,52,4.928591702203328,0.09478060965775631,0.03722121194714792,0.4087896643130067
validation,A,4,all,profile_B_control,fully_missing,283,1,282,279,3,258,42.20609488967931,0.15127632576945987,0.015684080723476403,1.3315300503316054
validation,A,4,all,mixed_profile_candidate,complete,6212,33,6179,6143,36,6109,433.77328525981704,0.07061261358616588,-0.00894487589963364,1.3871564896024218
validation,A,4,all,mixed_profile_candidate,partial,53,0,53,52,1,52,4.441697064591749,0.08541725124214902,0.02238654182441666,0.3372370295910043
validation,A,4,all,mixed_profile_candidate,fully_missing,283,1,282,279,3,263,38.052529414138334,0.136388994315908,0.011075683965352079,1.0779536168559307
validation,A,4,all,carreiro_missing_exposure,complete,6212,33,6179,6143,36,6113,426.8120213112296,0.06947941092482983,-0.005788648403394554,1.4229178186371358
validation,A,4,all,carreiro_missing_exposure,partial,53,0,53,52,1,52,4.153821564623312,0.0798811839350637,0.02212074724088647,0.34156391295699295
validation,A,4,all,carreiro_missing_exposure,fully_missing,283,1,282,279,3,265,36.90334618162058,0.13227005799864006,0.013892995012390748,1.0469482070945824
validation,A,4,level_ge_7m,profile_A_control,complete,61,33,28,28,0,24,6.222535720477412,0.22223341858847898,0.00849878605802669,0.9110348907321271
validation,A,4,level_ge_7m,profile_A_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,4,level_ge_7m,profile_A_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,4,level_ge_7m,profile_B_control,complete,61,33,28,28,0,27,3.959470088481252,0.14140964601718758,0.0020129993047520245,0.7050732993777089
validation,A,4,level_ge_7m,profile_B_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,4,level_ge_7m,profile_B_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,4,level_ge_7m,mixed_profile_candidate,complete,61,33,28,28,0,24,5.91937196625147,0.21140614165183821,-0.12145704002535698,0.6336270952243961
validation,A,4,level_ge_7m,mixed_profile_candidate,partial,0,0,0,0,0,0,0.0,,,
validation,A,4,level_ge_7m,mixed_profile_candidate,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,4,level_ge_7m,carreiro_missing_exposure,complete,61,33,28,28,0,25,6.399106245403887,0.22853950876442455,-0.13907072817238295,0.9105037489918804
validation,A,4,level_ge_7m,carreiro_missing_exposure,partial,0,0,0,0,0,0,0.0,,,
validation,A,4,level_ge_7m,carreiro_missing_exposure,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,5,all,profile_A_control,complete,6212,33,6179,6143,36,6102,426.84731228173877,0.0694851558329381,-0.0068833992778046344,1.2832983020879674
validation,A,5,all,profile_A_control,partial,53,0,53,52,1,51,5.401263713288126,0.10387045602477164,0.01064562038696618,0.6348262842094687
validation,A,5,all,profile_A_control,fully_missing,282,1,281,278,3,255,45.60711799566458,0.164054381279369,0.0012767763971335893,1.0711784859591806
validation,A,5,all,profile_B_control,complete,6212,33,6179,6143,36,6079,563.4233675128398,0.09171795010790165,0.00141987385600675,1.1692106812887895
validation,A,5,all,profile_B_control,partial,53,0,53,52,1,51,6.421201376480903,0.12348464185540199,0.07288869950342133,0.5414373654488591
validation,A,5,all,profile_B_control,fully_missing,282,1,281,278,3,243,55.81703286401811,0.20078069375546082,0.0489024871162491,1.2940088785875457
validation,A,5,all,mixed_profile_candidate,complete,6212,33,6179,6143,36,6102,499.32412761452605,0.08128343278764871,-0.004950271430762623,1.2078675340898029
validation,A,5,all,mixed_profile_candidate,partial,53,0,53,52,1,51,5.588258756874962,0.10746651455528775,0.049209041803706215,0.529224700406774
validation,A,5,all,mixed_profile_candidate,fully_missing,282,1,281,278,3,247,53.04824896578785,0.19082103944528003,0.04060701449787435,1.18192671663944
validation,A,5,all,carreiro_missing_exposure,complete,6212,33,6179,6143,36,6095,512.6916921190738,0.08345949733339961,-0.006291255067939024,1.1078970704502193
validation,A,5,all,carreiro_missing_exposure,partial,53,0,53,52,1,51,5.1750670537103876,0.0995205202636613,0.05069848798625972,0.583949179035993
validation,A,5,all,carreiro_missing_exposure,fully_missing,282,1,281,278,3,247,51.74735168245725,0.18614155281459444,0.0321363468604773,1.2147324974592242
validation,A,5,level_ge_7m,profile_A_control,complete,61,33,28,28,0,23,6.7311159148292345,0.24039699695818695,-0.03356226917566026,0.9357204278360243
validation,A,5,level_ge_7m,profile_A_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,5,level_ge_7m,profile_A_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,5,level_ge_7m,profile_B_control,complete,61,33,28,28,0,24,6.24878306572299,0.22317082377582106,0.008010513829521322,0.7358456464785164
validation,A,5,level_ge_7m,profile_B_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,5,level_ge_7m,profile_B_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,5,level_ge_7m,mixed_profile_candidate,complete,61,33,28,28,0,25,6.205097727524178,0.22161063312586352,-0.046503883740025564,0.8599240535251695
validation,A,5,level_ge_7m,mixed_profile_candidate,partial,0,0,0,0,0,0,0.0,,,
validation,A,5,level_ge_7m,mixed_profile_candidate,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,5,level_ge_7m,carreiro_missing_exposure,complete,61,33,28,28,0,24,7.271984517419859,0.25971373276499493,-0.056499847968387744,0.7059751095468805
validation,A,5,level_ge_7m,carreiro_missing_exposure,partial,0,0,0,0,0,0,0.0,,,
validation,A,5,level_ge_7m,carreiro_missing_exposure,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,6,all,profile_A_control,complete,6212,33,6179,6143,36,6068,562.3473841399718,0.09154279409734199,-0.000783885842113965,1.258086558787867
validation,A,6,all,profile_A_control,partial,53,0,53,52,1,50,6.6112737355008,0.12713987952886155,0.06269299603609513,0.6351008549401991
validation,A,6,all,profile_A_control,fully_missing,281,1,280,277,3,239,59.488744327004966,0.21476080984478327,0.03710180363332681,1.2844995277971742
validation,A,6,all,profile_B_control,complete,6212,33,6179,6143,36,6042,624.1073893171933,0.10159651462106355,0.0038935989961625768,1.240820230818871
validation,A,6,all,profile_B_control,partial,53,0,53,52,1,49,7.791665036399302,0.1498397122384481,0.08843293718898758,0.7008307502634916
validation,A,6,all,profile_B_control,fully_missing,281,1,280,277,3,228,69.86476144416932,0.25221935539411305,0.05425402645970402,1.296191700019845
validation,A,6,all,mixed_profile_candidate,complete,6212,33,6179,6143,36,6046,613.3132872749534,0.09983937608252537,-0.003188491198424628,1.2656866260484734
validation,A,6,all,mixed_profile_candidate,partial,53,0,53,52,1,51,6.737630748736162,0.12956982209108003,0.06914079949704054,0.704801174770818
validation,A,6,all,mixed_profile_candidate,fully_missing,281,1,280,277,3,234,65.72307052910712,0.23726740263215568,0.041610991073612415,1.2812557452434752
validation,A,6,all,carreiro_missing_exposure,complete,6212,33,6179,6143,36,6055,594.1020136855348,0.09671203218061773,-0.003679751201127747,1.2626158089935726
validation,A,6,all,carreiro_missing_exposure,partial,53,0,53,52,1,49,6.444601461241901,0.12393464348542117,0.06096804452296926,0.5619352322502955
validation,A,6,all,carreiro_missing_exposure,fully_missing,281,1,280,277,3,232,65.51381832786312,0.23651197952297157,0.051077320974483566,1.2524804219508523
validation,A,6,level_ge_7m,profile_A_control,complete,61,33,28,28,0,21,8.490510176945604,0.30323250631948584,-0.07440504282181593,0.9249813045187132
validation,A,6,level_ge_7m,profile_A_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,6,level_ge_7m,profile_A_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,6,level_ge_7m,profile_B_control,complete,61,33,28,28,0,23,6.503829871998689,0.23227963828566747,-0.05311575149046648,0.7093528052633093
validation,A,6,level_ge_7m,profile_B_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,6,level_ge_7m,profile_B_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,6,level_ge_7m,mixed_profile_candidate,complete,61,33,28,28,0,24,6.728800289905506,0.2403142960680538,-0.03139352978033082,0.7705091529020649
validation,A,6,level_ge_7m,mixed_profile_candidate,partial,0,0,0,0,0,0,0.0,,,
validation,A,6,level_ge_7m,mixed_profile_candidate,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,6,level_ge_7m,carreiro_missing_exposure,complete,61,33,28,28,0,23,7.299163523863037,0.26068441156653704,-0.04005992208489768,0.6288061199563231
validation,A,6,level_ge_7m,carreiro_missing_exposure,partial,0,0,0,0,0,0,0.0,,,
validation,A,6,level_ge_7m,carreiro_missing_exposure,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,7,all,profile_A_control,complete,6212,33,6179,6143,36,6004,700.4790180688549,0.1140288162247851,0.02741876518130419,1.6514050101793973
validation,A,7,all,profile_A_control,partial,53,0,53,52,1,51,7.98275066008483,0.1535144357708621,0.059603330345175884,0.5663306068024765
validation,A,7,all,profile_A_control,fully_missing,280,1,279,276,3,217,75.53631508310309,0.2736823010257358,-0.0005785202419269272,1.458665992081134
validation,A,7,all,profile_B_control,complete,6212,33,6179,6143,36,5955,815.4037905049174,0.13273706503417182,0.02152467246289329,1.9993395007694523
validation,A,7,all,profile_B_control,partial,53,0,53,52,1,46,11.494549507298384,0.22104902898650738,0.05643926538977463,0.8252571379763798
validation,A,7,all,profile_B_control,fully_missing,280,1,279,276,3,220,75.01263228186909,0.2717848995719894,-0.0030403756101116536,1.4304776940925727
validation,A,7,all,mixed_profile_candidate,complete,6212,33,6179,6143,36,5985,753.7058385642744,0.12269344596520826,0.020130626291376522,1.8044747709711235
validation,A,7,all,mixed_profile_candidate,partial,53,0,53,52,1,49,10.710885131626222,0.2059785602235812,0.060905229903167366,0.6818259547740575
validation,A,7,all,mixed_profile_candidate,fully_missing,280,1,279,276,3,216,78.13959590216683,0.28311447790640154,0.005038338733297648,1.4469484607073166
validation,A,7,all,carreiro_missing_exposure,complete,6212,33,6179,6143,36,5987,758.2462353103937,0.1234325631304564,0.018031018670733423,1.9098578479124664
validation,A,7,all,carreiro_missing_exposure,partial,53,0,53,52,1,48,9.442223172257565,0.181581214851107,0.044090693882190925,0.6500633219517882
validation,A,7,all,carreiro_missing_exposure,fully_missing,280,1,279,276,3,219,76.48564340491161,0.27712189639460727,-0.00529152730495845,1.4931514828090653
validation,A,7,level_ge_7m,profile_A_control,complete,61,33,28,28,0,17,12.034530460120571,0.4298046592900204,0.19153816549718203,1.4077095977636054
validation,A,7,level_ge_7m,profile_A_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,7,level_ge_7m,profile_A_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,7,level_ge_7m,profile_B_control,complete,61,33,28,28,0,20,11.589028490765024,0.4138938746701794,0.22110836016228697,1.695716509637431
validation,A,7,level_ge_7m,profile_B_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,7,level_ge_7m,profile_B_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,7,level_ge_7m,mixed_profile_candidate,complete,61,33,28,28,0,19,12.801269938207152,0.45718821207882687,0.1305949245070879,1.5849620194144736
validation,A,7,level_ge_7m,mixed_profile_candidate,partial,0,0,0,0,0,0,0.0,,,
validation,A,7,level_ge_7m,mixed_profile_candidate,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,7,level_ge_7m,carreiro_missing_exposure,complete,61,33,28,28,0,17,13.407281514933137,0.4788314826761835,0.0988396228200726,1.7620066409827562
validation,A,7,level_ge_7m,carreiro_missing_exposure,partial,0,0,0,0,0,0,0.0,,,
validation,A,7,level_ge_7m,carreiro_missing_exposure,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,8,all,profile_A_control,complete,6212,33,6179,6143,36,5862,904.7949600852423,0.14728877748416772,0.04696967109143505,2.147887426724058
validation,A,8,all,profile_A_control,partial,53,0,53,52,1,48,10.941633843921702,0.21041603546003274,0.0712185602698877,0.6822458074617526
validation,A,8,all,profile_A_control,fully_missing,279,1,278,275,3,200,89.31831252758823,0.3247938637366845,0.013325176698202636,1.5601842048998658
validation,A,8,all,profile_B_control,complete,6212,33,6179,6143,36,5810,1033.5174961551456,0.16824312162707888,0.03868245757282074,2.4904962846088448
validation,A,8,all,profile_B_control,partial,53,0,53,52,1,45,14.493556329724694,0.27872223711009025,0.10086266062720163,0.9464390750319485
validation,A,8,all,profile_B_control,fully_missing,279,1,278,275,3,204,88.90043234031126,0.3232742994193137,0.009362513238212251,1.7042869493866715
validation,A,8,all,mixed_profile_candidate,complete,6212,33,6179,6143,36,5841,983.5312726421766,0.1601060186622459,0.04365713740702864,2.2692566778214416
validation,A,8,all,mixed_profile_candidate,partial,53,0,53,52,1,46,12.61380372425937,0.2425731485434494,0.09306386015985116,0.8566818007821428
validation,A,8,all,mixed_profile_candidate,fully_missing,279,1,278,275,3,201,89.24050319388745,0.3245109207050453,0.002898381879424331,1.4970969601822295
validation,A,8,all,carreiro_missing_exposure,complete,6212,33,6179,6143,36,5862,959.2095489755272,0.1561467603736818,0.041366325309305965,2.5322588339313827
validation,A,8,all,carreiro_missing_exposure,partial,53,0,53,52,1,47,12.451605135339575,0.23945394491037644,0.07505055936988113,1.002648387568068
validation,A,8,all,carreiro_missing_exposure,fully_missing,279,1,278,275,3,205,89.16613223798473,0.32424048086539903,0.010773687898024067,1.4988839183967801
validation,A,8,level_ge_7m,profile_A_control,complete,61,33,28,28,0,12,15.313932298064426,0.5469261535023009,0.4277678134481521,1.3552119483988365
validation,A,8,level_ge_7m,profile_A_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,8,level_ge_7m,profile_A_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,8,level_ge_7m,profile_B_control,complete,61,33,28,28,0,13,15.813109688666312,0.5647539174523682,0.5365816990992291,1.5626899598320385
validation,A,8,level_ge_7m,profile_B_control,partial,0,0,0,0,0,0,0.0,,,
validation,A,8,level_ge_7m,profile_B_control,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,8,level_ge_7m,mixed_profile_candidate,complete,61,33,28,28,0,13,14.541956587770365,0.5193555924203702,0.39106478927141125,1.1156177499107978
validation,A,8,level_ge_7m,mixed_profile_candidate,partial,0,0,0,0,0,0,0.0,,,
validation,A,8,level_ge_7m,mixed_profile_candidate,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,8,level_ge_7m,carreiro_missing_exposure,complete,61,33,28,28,0,12,16.264707794635633,0.5808824212369869,0.4181604857821211,1.1206408992156485
validation,A,8,level_ge_7m,carreiro_missing_exposure,partial,0,0,0,0,0,0,0.0,,,
validation,A,8,level_ge_7m,carreiro_missing_exposure,fully_missing,1,1,0,0,0,0,0.0,,,
validation,A,9,all,profile_A_control,complete,6212,33,6179,6144,35,5661,1122.1200964414288,0.18263673444684714,0.05769314989678606,2.268506796335996
validation,A,9,all,profile_A_control,partial,53,0,53,52,1,44,14.328571619884691,0.27554945422855176,0.10778209899745633,1.1418465158562525
validation,A,9,all,profile_A_control,fully_missing,278,1,277,274,3,195,97.49337275379285,0.3558152290284411,-0.0013600359850771163,1.7054586432874135
validation,A,9,all,profile_B_control,complete,6212,33,6179,6144,35,5638,1212.5320420282196,0.1973522203821972,0.048754843014743844,2.6545295598969214
validation,A,9,all,profile_B_control,partial,53,0,53,52,1,41,16.201548561783113,0.3115682415727522,0.14329439052335588,1.1363315176756161
validation,A,9,all,profile_B_control,fully_missing,278,1,277,274,3,200,100.48850273556604,0.36674636034878116,0.013847269446025004,1.8395387361493258
validation,A,9,all,mixed_profile_candidate,complete,6212,33,6179,6144,35,5703,1162.4854459475737,0.1892066155513629,0.041171018524046324,2.456952607614937
validation,A,9,all,mixed_profile_candidate,partial,53,0,53,52,1,43,15.02623757066198,0.288966107128115,0.11332814871652312,0.9515813684147421
validation,A,9,all,mixed_profile_candidate,fully_missing,278,1,277,274,3,193,102.86490052851563,0.3754193449945826,0.013942025576281453,1.8809659235275669
validation,A,9,all,carreiro_missing_exposure,complete,6212,33,6179,6144,35,5692,1188.9830975618097,0.19351938436878413,0.04003730369108403,2.413416498140498
validation,A,9,all,carreiro_missing_exposure,partial,53,0,53,52,1,45,13.330384987166289,0.25635355744550553,0.09157438879254717,0.9031315302776992
