phase,family,epoch,reported_q_m3_s,observed_h_m,stage_m
validation,original_membership,1765749600.0,146.01,1.78,1.777552111934007
validation,original_membership,1765753200.0,133.25,1.7,1.7022999872281916
validation,original_membership,1765756800.0,123.98,1.64,1.6459819078915112
validation,original_membership,1765760400.0,116.44,1.59,1.599039965254397
validation,original_membership,1765767600.0,178.01,1.97,1.9564907156729252
validation,original_membership,1765771200.0,279.22,2.5,2.45771017991415
validation,original_membership,1765774800.0,346.0,2.81,2.7520487795298654
validation,original_membership,1765778400.0,380.2,2.96,2.894721601574108
validation,original_membership,1765782000.0,398.94,3.04,2.970921700280919
validation,original_membership,1765785600.0,410.75,3.08,3.018277344334079
validation,original_membership,1765789200.0,416.2,3.1,3.0399640594619695
validation,original_membership,1765792800.0,418.94,3.11,3.050828219575852
validation,original_membership,1765796400.0,418.94,3.11,3.050828219575852
validation,original_membership,1765800000.0,418.94,3.11,3.050828219575852
validation,original_membership,1765803600.0,418.94,3.11,3.050828219575852
validation,original_membership,1765807200.0,421.68,3.12,3.061666669118404
validation,original_membership,1765810800.0,421.68,3.12,3.061666669118404
validation,original_membership,1765814400.0,424.43,3.13,3.0725190523923964
validation,original_membership,1765818000.0,421.68,3.12,3.061666669118404
validation,original_membership,1765821600.0,413.47,3.09,3.029113750262321
validation,original_membership,1765825200.0,398.94,3.04,2.970921700280919
validation,original_membership,1765828800.0,370.97,2.92,2.856691790618061
validation,original_membership,1765832400.0,339.3,2.78,2.7235100715637195
validation,original_membership,1765836000.0,308.71,2.64,2.5905203914068955
validation,original_membership,1765839600.0,283.36,2.52,2.47665119602318
validation,original_membership,1765843200.0,264.89,2.43,2.391347494519216
validation,original_membership,1765846800.0,254.83,2.38,2.3439800781037223
validation,original_membership,1765850400.0,246.89,2.34,2.306114607880428
validation,original_membership,1765854000.0,242.95,2.32,2.287161405471363
validation,original_membership,1765857600.0,242.95,2.32,2.287161405471363
validation,original_membership,1765861200.0,250.85000000000002,2.36,2.325053927923764
validation,original_membership,1765864800.0,268.96,2.45,2.4103252341482793
validation,original_membership,1765868400.0,291.72,2.56,2.514596441514266
validation,original_membership,1765872000.0,306.57,2.63,2.5810421619447745
validation,original_membership,1765875600.0,308.71,2.64,2.5905203914068955
validation,original_membership,1765879200.0,291.72,2.56,2.514596441514266
validation,original_membership,1765882800.0,266.92,2.44,2.4008261538287594
validation,original_membership,1765886400.0,237.09,2.29,2.2587647919750315
validation,original_membership,1765890000.0,210.47,2.15,2.1264158257985724
validation,original_membership,1765893600.0,186.82,2.02,2.003646797164323
validation,original_membership,1765897200.0,169.36,1.92,1.909360996170838
validation,original_membership,1765900800.0,157.52,1.85,1.8434101398439504
validation,original_membership,1765904400.0,150.9,1.81,1.8057534622759484
validation,original_membership,1765908000.0,146.01,1.78,1.777552111934007
validation,original_membership,1765911600.0,142.78,1.76,1.758736385205681
validation,original_membership,1765915200.0,141.17,1.75,1.749300119453222
validation,original_membership,1765918800.0,139.58,1.74,1.739942733958849
validation,original_membership,1765922400.0,139.58,1.74,1.739942733958849
validation,original_membership,1765926000.0,137.99,1.73,1.730546652689289
validation,original_membership,1765929600.0,136.4,1.72,1.721111266947946
validation,original_membership,1765936800.0,130.14,1.68,1.683568864511364
validation,original_membership,1765940400.0,127.04000000000002,1.66,1.6647358796693927
validation,original_membership,1765944000.0,123.98,1.64,1.6459819078915112
validation,original_membership,1765947600.0,130.14,1.68,1.683568864511364
validation,original_membership,1765951200.0,157.52,1.85,1.8434101398439504
validation,original_membership,1765954800.0,201.25,2.1,2.079180523189817
validation,original_membership,1765958400.0,233.22,2.27,2.2398718885855198
validation,original_membership,1765962000.0,244.92,2.33,2.2966518136141993
validation,original_membership,1765965600.0,240.99,2.31,2.277691465374779
validation,original_membership,1765969200.0,227.45,2.24,2.2114910606890716
validation,original_membership,1765972800.0,208.61,2.14,2.1169481389320652
validation,original_membership,1765976400.0,190.39,2.04,2.02252506687463
validation,original_membership,1765980000.0,174.53,1.95,1.937631875245532
validation,original_membership,1765983600.0,160.87,1.87,1.8622471045542905
validation,original_membership,1765987200.0,152.55,1.82,1.8151942553585547
validation,original_membership,1765990800.0,146.01,1.78,1.777552111934007
validation,original_membership,1765994400.0,142.78,1.76,1.758736385205681
validation,original_membership,1765998000.0,139.58,1.74,1.739942733958849
validation,original_membership,1766001600.0,137.99,1.73,1.730546652689289
validation,original_membership,1766005200.0,137.99,1.73,1.730546652689289
validation,original_membership,1766008800.0,136.4,1.72,1.721111266947946
validation,original_membership,1766012400.0,136.4,1.72,1.721111266947946
validation,original_membership,1766016000.0,136.4,1.72,1.721111266947946
validation,original_membership,1766019600.0,136.4,1.72,1.721111266947946
validation,original_membership,1766023200.0,141.17,1.75,1.749300119453222
validation,original_membership,1766026800.0,147.63,1.79,1.7869322626022879
validation,original_membership,1766030400.0,155.86,1.84,1.8340222800965302
validation,original_membership,1766034000.0,162.55,1.88,1.871640147305265
validation,original_membership,1766037600.0,167.65,1.91,1.8999417261433715
validation,original_membership,1766041200.0,169.36,1.92,1.909360996170838
validation,original_membership,1766044800.0,171.08,1.93,1.9188006573132803
validation,original_membership,1766048400.0,171.08,1.93,1.9188006573132803
validation,original_membership,1766052000.0,169.36,1.92,1.909360996170838
validation,original_membership,1766055600.0,165.94,1.9,1.8904875863603263
validation,original_membership,1766059200.0,160.87,1.87,1.8622471045542905
validation,original_membership,1766062800.0,154.2,1.83,1.824598127973279
validation,original_membership,1766066400.0,146.01,1.78,1.777552111934007
validation,original_membership,1766070000.0,139.58,1.74,1.739942733958849
validation,original_membership,1766073600.0,133.25,1.7,1.7022999872281916
validation,original_membership,1766077200.0,128.59,1.67,1.6741729320839764
validation,original_membership,1766080800.0,123.98,1.64,1.6459819078915112
validation,original_membership,1766084400.0,117.94,1.6,1.608464292186654
validation,original_membership,1766088000.0,112.01,1.56,1.5709464179303487
validation,original_membership,1766091600.0,103.33,1.5,1.5147038294342692
validation,original_membership,1766095200.0,96.3,1.45,1.4678866441781513
validation,original_membership,1766098800.0,90.81,1.41,1.4304584500142548
validation,original_membership,1766102400.0,86.77,1.38,1.402389890146931
validation,original_membership,1766106000.0,84.12,1.36,1.3837210905455688
validation,original_membership,1766109600.0,85.44,1.37,1.3930464865153827
validation,original_membership,1766113200.0,90.81,1.41,1.4304584500142548
validation,original_membership,1766116800.0,100.5,1.48,1.4960003131547002
validation,original_membership,1766120400.0,112.01,1.56,1.5709464179303487
validation,original_membership,1766124000.0,123.98,1.64,1.6459819078915112
validation,original_membership,1766127600.0,131.69,1.69,1.6929243427147964
validation,original_membership,1766131200.0,134.82,1.71,1.7116956705228932
validation,original_membership,1766134800.0,134.82,1.71,1.7116956705228932
validation,original_membership,1766138400.0,131.69,1.69,1.6929243427147964
validation,original_membership,1766142000.0,128.59,1.67,1.6741729320839764
validation,original_membership,1766145600.0,123.98,1.64,1.6459819078915112
validation,original_membership,1766149200.0,116.44,1.59,1.599039965254397
validation,original_membership,1766152800.0,109.08,1.54,1.5521439228292906
validation,original_membership,1766156400.0,100.5,1.48,1.4960003131547002
validation,original_membership,1766160000.0,92.17,1.42,1.4398049332207328
validation,original_membership,1766163600.0,84.12,1.36,1.3837210905455688
validation,original_membership,1766167200.0,77.63,1.31,1.3370753157638218
validation,original_membership,1766170800.0,72.57,1.27,1.2997196206093147
validation,original_membership,1766174400.0,67.64,1.23,1.2624044592801
validation,original_membership,1766178000.0,64.03,1.2,1.2344523039180249
validation,original_membership,1766181600.0,60.5,1.17,1.2065618136163274
validation,original_membership,1766185200.0,58.19,1.15,1.1879908233485401
validation,original_membership,1766188800.0,57.04,1.14,1.1786461193843272
validation,original_membership,1766192400.0,57.04,1.14,1.1786461193843272
validation,original_membership,1766196000.0,65.23,1.21,1.2438057556977367
validation,original_membership,1766199600.0,97.69,1.46,1.4772392196620294
validation,original_membership,1766203200.0,146.01,1.78,1.777552111934007
validation,original_membership,1766206800.0,181.51,1.99,1.9753236989576475
validation,original_membership,1766210400.0,199.42,2.09,2.0697127047312853
validation,original_membership,1766214000.0,208.61,2.14,2.1169481389320652
validation,original_membership,1766217600.0,212.33,2.16,2.1358532500910767
validation,original_membership,1766221200.0,214.2,2.17,2.1453112702854997
validation,original_membership,1766224800.0,214.2,2.17,2.1453112702854997
validation,original_membership,1766228400.0,214.2,2.17,2.1453112702854997
validation,original_membership,1766232000.0,214.2,2.17,2.1453112702854997
validation,original_membership,1766235600.0,214.2,2.17,2.1453112702854997
validation,original_membership,1766239200.0,210.47,2.15,2.1264158257985724
validation,original_membership,1766242800.0,206.76,2.13,2.1075009700995286
validation,original_membership,1766246400.0,195.79,2.07,2.0508385968556087
validation,original_membership,1766250000.0,178.01,1.97,1.9564907156729252
validation,original_membership,1766253600.0,159.19,1.86,1.8528184577689537
validation,original_membership,1766257200.0,139.58,1.74,1.739942733958849
validation,original_membership,1766260800.0,120.94,1.62,1.6271837156238358
validation,original_membership,1766264400.0,106.19,1.52,1.5334180126499515
validation,original_membership,1766268000.0,92.17,1.42,1.4398049332207328
validation,original_membership,1766271600.0,81.5,1.34,1.3650529793053603
validation,original_membership,1766275200.0,72.57,1.27,1.2997196206093147
validation,original_membership,1766278800.0,65.23,1.21,1.2438057556977367
validation,original_membership,1766282400.0,59.34,1.16,1.1972688585854279
validation,original_membership,1766286000.0,54.78,1.12,1.160080333770712
validation,original_membership,1766289600.0,52.55,1.1,1.1414869546723097
validation,original_membership,1766293200.0,54.78,1.12,1.160080333770712
validation,original_membership,1766296800.0,65.23,1.21,1.2438057556977367
validation,original_membership,1766300400.0,82.81,1.35,1.374413782024351
validation,original_membership,1766304000.0,97.69,1.46,1.4772392196620294
validation,original_membership,1766307600.0,107.63,1.53,1.5427713389402036
validation,original_membership,1766311200.0,112.01,1.56,1.5709464179303487
validation,original_membership,1766314800.0,114.96,1.58,1.5896980917807289
validation,original_membership,1766318400.0,116.44,1.59,1.599039965254397
validation,original_membership,1766322000.0,116.44,1.59,1.599039965254397
validation,original_membership,1766325600.0,116.44,1.59,1.599039965254397
validation,original_membership,1766329200.0,117.94,1.6,1.608464292186654
validation,original_membership,1766332800.0,116.44,1.59,1.599039965254397
validation,original_membership,1766336400.0,114.96,1.58,1.5896980917807289
validation,original_membership,1766340000.0,112.01,1.56,1.5709464179303487
validation,original_membership,1766343600.0,106.19,1.52,1.5334180126499515
validation,original_membership,1766347200.0,99.09,1.47,1.486610475576714
validation,original_membership,1766350800.0,90.81,1.41,1.4304584500142548
validation,original_membership,1766354400.0,82.81,1.35,1.374413782024351
validation,original_membership,1766358000.0,75.08,1.29,1.318363821733732
validation,original_membership,1766361600.0,68.86,1.24,1.2717278949452322
validation,original_membership,1766365200.0,62.85,1.19,1.2251926122407428
validation,original_membership,1766368800.0,57.04,1.14,1.1786461193843272
validation,original_membership,1766372400.0,52.55,1.1,1.1414869546723097
validation,original_membership,1766376000.0,49.27,1.07,1.113610308558839
validation,original_membership,1766379600.0,47.13,1.05,1.095059322961637
validation,original_membership,1766383200.0,46.08,1.04,1.085845841073506
validation,original_membership,1766386800.0,52.55,1.1,1.1414869546723097
validation,original_membership,1766390400.0,80.2,1.33,1.3557095914707735
validation,original_membership,1766394000.0,127.04000000000002,1.66,1.6647358796693927
validation,original_membership,1766397600.0,165.94,1.9,1.8904875863603263
validation,original_membership,1766401200.0,188.6,2.03,2.0130756735545323
validation,original_membership,1766404800.0,199.42,2.09,2.0697127047312853
validation,original_membership,1766408400.0,203.08,2.11,2.0886172040840383
validation,original_membership,1766412000.0,204.92,2.12,2.0980744437309786
validation,original_membership,1766415600.0,206.76,2.13,2.1075009700995286
validation,original_membership,1766419200.0,206.76,2.13,2.1075009700995286
validation,original_membership,1766422800.0,203.08,2.11,2.0886172040840383
validation,original_membership,1766426400.0,192.18,2.05,2.031942330354666
validation,original_membership,1766430000.0,178.01,1.97,1.9564907156729252
validation,original_membership,1766433600.0,157.52,1.85,1.8434101398439504
validation,original_membership,1766437200.0,139.58,1.74,1.739942733958849
validation,original_membership,1766440800.0,125.51,1.65,1.6553795992909646
validation,original_membership,1766444400.0,112.01,1.56,1.5709464179303487
validation,original_membership,1766448000.0,99.09,1.47,1.486610475576714
validation,original_membership,1766451600.0,89.46,1.4,1.4211304043516721
validation,original_membership,1766455200.0,81.5,1.34,1.3650529793053603
validation,original_membership,1766458800.0,75.08,1.29,1.318363821733732
validation,original_membership,1766462400.0,68.86,1.24,1.2717278949452322
validation,original_membership,1766466000.0,65.23,1.21,1.2438057556977367
validation,original_membership,1766469600.0,60.5,1.17,1.2065618136163274
validation,original_membership,1766473200.0,61.67,1.18,1.2158697217634817
validation,original_membership,1766476800.0,89.46,1.4,1.4211304043516721
validation,original_membership,1766480400.0,152.55,1.82,1.8151942553585547
validation,original_membership,1766484000.0,195.79,2.07,2.0508385968556087
validation,original_membership,1766487600.0,204.92,2.12,2.0980744437309786
validation,original_membership,1766491200.0,193.98,2.06,2.041380215828914
validation,original_membership,1766494800.0,174.53,1.95,1.937631875245532
validation,original_membership,1766498400.0,154.2,1.83,1.824598127973279
validation,original_membership,1766502000.0,134.82,1.71,1.7116956705228932
validation,original_membership,1766505600.0,117.94,1.6,1.608464292186654
validation,original_membership,1766509200.0,113.48,1.57,1.5803125462296264
validation,original_membership,1766512800.0,101.91,1.49,1.5053425457620628
validation,original_membership,1766516400.0,92.17,1.42,1.4398049332207328
validation,original_membership,1766520000.0,84.12,1.36,1.3837210905455688
validation,original_membership,1766523600.0,77.63,1.31,1.3370753157638218
validation,original_membership,1766527200.0,73.82,1.28,1.3090332879072235
validation,original_membership,1766530800.0,75.08,1.29,1.318363821733732
validation,original_membership,1766534400.0,80.2,1.33,1.3557095914707735
validation,original_membership,1766538000.0,89.46,1.4,1.4211304043516721
validation,original_membership,1766541600.0,97.69,1.46,1.4772392196620294
validation,original_membership,1766545200.0,104.76,1.51,1.5240840573499836
validation,original_membership,1766548800.0,112.01,1.56,1.5709464179303487
validation,original_membership,1766552400.0,133.25,1.7,1.7022999872281916
validation,original_membership,1766556000.0,192.18,2.05,2.031942330354666
validation,original_membership,1766559600.0,268.96,2.45,2.4103252341482793
validation,original_membership,1766563200.0,323.87,2.71,2.6569971888114385
validation,original_membership,1766566800.0,346.0,2.81,2.7520487795298654
validation,original_membership,1766570400.0,341.53,2.79,2.733031254590033
validation,original_membership,1766574000.0,321.69,2.7,2.6475083807179836
validation,original_membership,1766577600.0,306.57,2.63,2.5810421619447745
validation,original_membership,1766581200.0,300.17,2.6,2.552551930440108
validation,original_membership,1766584800.0,308.71,2.64,2.5905203914068955
validation,original_membership,1766588400.0,319.52,2.69,2.638039936248601
validation,original_membership,1766592000.0,326.06,2.72,2.666506254640222
validation,original_membership,1766595600.0,315.18,2.67,2.6190328572612644
validation,original_membership,1766599200.0,293.83,2.57,2.524110982555761
validation,original_membership,1766602800.0,262.87,2.42,2.3818893709984943
validation,original_membership,1766606400.0,235.15,2.28,2.2493080107518395
validation,original_membership,1766610000.0,208.61,2.14,2.1169481389320652
validation,original_membership,1766613600.0,188.6,2.03,2.0130756735545323
validation,original_membership,1766617200.0,174.53,1.95,1.937631875245532
validation,original_membership,1766620800.0,162.55,1.88,1.871640147305265
validation,original_membership,1766624400.0,154.2,1.83,1.824598127973279
validation,original_membership,1766628000.0,147.63,1.79,1.7869322626022879
validation,original_membership,1766631600.0,162.55,1.88,1.871640147305265
validation,original_membership,1766635200.0,260.85,2.41,2.3724048809712253
validation,original_membership,1766638800.0,389.53,3.0,2.932825014740538
validation,original_membership,1766642400.0,483.72,3.34,3.3006547670245245
validation,original_membership,1766646000.0,536.86,3.52,3.4966361239272703
validation,original_membership,1766649600.0,564.22,3.61,3.594786022824543
validation,original_membership,1766653200.0,576.54,3.65,3.638417165706819
validation,original_membership,1766656800.0,573.45,3.64,3.627505963579606
validation,original_membership,1766660400.0,558.09,3.59,3.5729482358973947
validation,original_membership,1766664000.0,530.85,3.5,3.474835486286358
validation,original_membership,1766667600.0,504.14000000000004,3.41,3.376844059167758
validation,original_membership,1766671200.0,475.07,3.31,3.268030464888503
validation,original_membership,1766674800.0,452.3,3.23,3.181104616342076
validation,original_membership,1766678400.0,418.94,3.11,3.050828219575852
validation,original_membership,1766682000.0,384.86,2.98,2.9137947183946435
validation,original_membership,1766685600.0,348.24,2.82,2.76154531776147
validation,original_membership,1766689200.0,317.34,2.68,2.6285043724144415
validation,original_membership,1766692800.0,293.83,2.57,2.524110982555761
validation,original_membership,1766696400.0,275.1,2.48,2.4387593911847065
validation,original_membership,1766700000.0,258.84,2.4,2.3629408968101333
validation,original_membership,1766703600.0,248.87,2.35,2.315597914667335
validation,original_membership,1766707200.0,250.85000000000002,2.36,2.325053927923764
validation,original_membership,1766710800.0,264.89,2.43,2.391347494519216
validation,original_membership,1766714400.0,334.87,2.76,2.7045282649597175
validation,original_membership,1766718000.0,477.95,3.32,3.2789163739730967
validation,original_membership,1766721600.0,598.35,3.72,3.714837974149494
validation,original_membership,1766725200.0,665.6,3.93,3.9443690491742887
validation,original_membership,1766728800.0,701.91,4.04,4.064792119445985
validation,original_membership,1766732400.0,725.4,4.11,4.1414959799701725
validation,original_membership,1766736000.0,742.35,4.16,4.19628623733045
validation,original_membership,1766739600.0,759.46,4.21,4.251135942710189
validation,original_membership,1766743200.0,773.25,4.25,4.295017554218843
validation,original_membership,1766746800.0,787.13,4.29,4.338900195229564
validation,original_membership,1766750400.0,794.11,4.31,4.360861960429392
validation,original_membership,1766754000.0,797.61,4.32,4.371847971803206
validation,original_membership,1766757600.0,794.11,4.31,4.360861960429392
validation,original_membership,1766761200.0,762.9,4.22,4.262109313365988
validation,original_membership,1766764800.0,695.26,4.02,4.042909220817121
validation,original_membership,1766768400.0,614.11,3.77,3.7694330717592948
validation,original_membership,1766772000.0,542.9,3.54,3.518456688935766
validation,original_membership,1766775600.0,492.43,3.37,3.3332925051060958
validation,original_membership,1766779200.0,463.63,3.27,3.224550899993068
validation,original_membership,1766782800.0,457.95,3.25,3.202818913552879
validation,original_membership,1766786400.0,501.2,3.4,3.3659444484395245
validation,original_membership,1766790000.0,630.03,3.82,3.824069495823931
validation,original_membership,1766793600.0,759.46,4.21,4.251135942710189
validation,original_membership,1766797200.0,829.35,4.41,4.47069124613831
validation,original_membership,1766800800.0,850.77,4.47,4.536622813880689
validation,original_membership,1766804400.0,840.03,4.44,4.503640819067868
validation,original_membership,1766808000.0,815.18,4.37,4.426736157216674
validation,original_membership,1766811600.0,783.65,4.28,4.327924431472522
validation,original_membership,1766815200.0,749.18,4.18,4.218235591418949
validation,original_membership,1766818800.0,715.3,4.08,4.108627578654962
validation,original_membership,1766822400.0,688.62,4.0,4.020983443635715
validation,original_membership,1766826000.0,662.34,3.92,3.933442180854141
validation,original_membership,1766829600.0,639.66,3.85,3.856876264079546
validation,original_membership,1766833200.0,623.65,3.8,3.8022344975912654
validation,original_membership,1766836800.0,607.79,3.75,3.7476012874887474
validation,original_membership,1766840400.0,598.35,3.72,3.714837974149494
validation,original_membership,1766844000.0,592.09,3.7,3.693008145679855
validation,original_membership,1766847600.0,579.64,3.66,3.649342411880261
validation,original_membership,1766851200.0,545.92,3.55,3.5293339748036776
validation,original_membership,1766854800.0,483.72,3.34,3.3006547670245245
validation,original_membership,1766858400.0,413.47,3.09,3.029113750262321
validation,original_membership,1766862000.0,352.74,2.84,2.780556575540094
validation,original_membership,1766865600.0,313.02,2.66,2.6095377978301815
validation,original_membership,1766869200.0,283.36,2.52,2.47665119602318
validation,original_membership,1766872800.0,260.85,2.41,2.3724048809712253
validation,original_membership,1766876400.0,252.84,2.37,2.3345304939522498
validation,original_membership,1766880000.0,275.1,2.48,2.4387593911847065
validation,original_membership,1766883600.0,368.67,2.91,2.8471620978322605
validation,original_membership,1766887200.0,507.08,3.42,3.387720667187818
validation,original_membership,1766890800.0,607.79,3.75,3.7476012874887474
validation,original_membership,1766894400.0,662.34,3.92,3.933442180854141
validation,original_membership,1766898000.0,685.32,3.99,4.010058118404205
validation,original_membership,1766901600.0,685.32,3.99,4.010058118404205
validation,original_membership,1766905200.0,678.72,3.97,3.9881501172612044
validation,original_membership,1766908800.0,678.72,3.97,3.9881501172612044
validation,original_membership,1766912400.0,682.02,3.98,3.9991137182267513
validation,original_membership,1766916000.0,682.02,3.98,3.9991137182267513
validation,original_membership,1766919600.0,685.32,3.99,4.010058118404205
validation,original_membership,1766923200.0,685.32,3.99,4.010058118404205
validation,original_membership,1766926800.0,678.72,3.97,3.9881501172612044
validation,original_membership,1766930400.0,672.15,3.95,3.966264912054332
validation,original_membership,1766934000.0,662.34,3.92,3.933442180854141
validation,original_membership,1766937600.0,649.34,3.88,3.889673538068772
validation,original_membership,1766941200.0,636.45,3.84,3.8459606831191118
validation,original_membership,1766944800.0,604.64,3.74,3.736689244060238
validation,original_membership,1766948400.0,548.96,3.56,3.54026130246353
validation,original_membership,1766952000.0,480.83,3.33,3.2897785457492765
validation,original_membership,1766955600.0,413.47,3.09,3.029113750262321
validation,original_membership,1766959200.0,366.38,2.9,2.837652417094338
validation,original_membership,1766962800.0,328.26,2.73,2.6760354733153817
validation,original_membership,1766966400.0,300.17,2.6,2.552551930440108
validation,original_membership,1766970000.0,287.53,2.54,2.495628389946003
validation,original_membership,1766973600.0,308.71,2.64,2.5905203914068955
validation,original_membership,1766977200.0,382.53,2.97,2.904268681605744
validation,original_membership,1766980800.0,477.95,3.32,3.2789163739730967
validation,original_membership,1766984400.0,548.96,3.56,3.54026130246353
validation,original_membership,1766988000.0,582.74,3.67,3.660246511288091
validation,original_membership,1766991600.0,601.49,3.73,3.725756586760925
validation,original_membership,1766995200.0,617.29,3.78,3.780387256966579
validation,original_membership,1766998800.0,630.03,3.82,3.824069495823931
validation,original_membership,1767002400.0,639.66,3.85,3.856876264079546
validation,original_membership,1767006000.0,642.88,3.86,3.867805931245112
validation,original_membership,1767009600.0,646.11,3.87,3.878749635380131
validation,original_membership,1767013200.0,659.08,3.91,3.9224958118781923
validation,original_membership,1767016800.0,672.15,3.95,3.966264912054332
validation,original_membership,1767020400.0,678.72,3.97,3.9881501172612044
validation,original_membership,1767024000.0,678.72,3.97,3.9881501172612044
validation,original_membership,1767027600.0,668.87,3.94,3.955309975749165
validation,original_membership,1767031200.0,655.83,3.9,3.911563478922719
validation,original_membership,1767034800.0,636.45,3.84,3.8459606831191118
validation,original_membership,1767038400.0,614.11,3.77,3.7694330717592948
validation,original_membership,1767042000.0,595.21,3.71,3.703898584452721
validation,original_membership,1767045600.0,582.74,3.67,3.660246511288091
validation,original_membership,1767049200.0,573.45,3.64,3.627505963579606
validation,original_membership,1767052800.0,567.29,3.62,3.605690410549707
validation,original_membership,1767056400.0,570.37,3.63,3.6166088562241505
validation,original_membership,1767060000.0,610.95,3.76,3.7585274064387675
validation,original_membership,1767067200.0,630.03,3.82,3.824069495823931
validation,original_membership,1767070800.0,630.03,3.82,3.824069495823931
validation,original_membership,1767074400.0,630.03,3.82,3.824069495823931
validation,original_membership,1767078000.0,636.45,3.84,3.8459606831191118
validation,original_membership,1767081600.0,642.88,3.86,3.867805931245112
validation,original_membership,1767085200.0,652.58,3.89,3.90061150221282
validation,original_membership,1767088800.0,659.08,3.91,3.9224958118781923
validation,original_membership,1767092400.0,659.08,3.91,3.9224958118781923
validation,original_membership,1767096000.0,655.83,3.9,3.911563478922719
validation,original_membership,1767099600.0,649.34,3.88,3.889673538068772
validation,original_membership,1767103200.0,642.88,3.86,3.867805931245112
validation,original_membership,1767106800.0,636.45,3.84,3.8459606831191118
validation,original_membership,1767110400.0,623.65,3.8,3.8022344975912654
validation,original_membership,1767114000.0,614.11,3.77,3.7694330717592948
validation,original_membership,1767117600.0,604.64,3.74,3.736689244060238
validation,original_membership,1767121200.0,595.21,3.71,3.703898584452721
validation,original_membership,1767124800.0,588.96,3.69,3.6820618920750325
validation,original_membership,1767128400.0,585.85,3.68,3.671164690018058
validation,original_membership,1767132000.0,582.74,3.67,3.660246511288091
validation,original_membership,1767135600.0,576.54,3.65,3.638417165706819
validation,original_membership,1767139200.0,570.37,3.63,3.6166088562241505
validation,original_membership,1767142800.0,564.22,3.61,3.594786022824543
validation,original_membership,1767146400.0,561.15,3.6,3.5838601197010354
validation,original_membership,1767150000.0,561.15,3.6,3.5838601197010354
validation,original_membership,1767153600.0,567.29,3.62,3.605690410549707
validation,original_membership,1767157200.0,582.74,3.67,3.660246511288091
validation,original_membership,1767160800.0,601.49,3.73,3.725756586760925
validation,original_membership,1767164400.0,614.11,3.77,3.7694330717592948
validation,original_membership,1767168000.0,626.84,3.81,3.813162060387568
validation,original_membership,1767171600.0,636.45,3.84,3.8459606831191118
validation,original_membership,1767175200.0,649.34,3.88,3.889673538068772
validation,original_membership,1767178800.0,659.08,3.91,3.9224958118781923
validation,original_membership,1767182400.0,672.15,3.95,3.966264912054332
validation,original_membership,1767186000.0,678.72,3.97,3.9881501172612044
validation,original_membership,1767189600.0,688.62,4.0,4.020983443635715
validation,original_membership,1767193200.0,698.58,4.03,4.053843649764588
validation,original_membership,1767196800.0,711.94,4.07,4.097655934302035
validation,original_membership,1767200400.0,722.03,4.1,4.130547538152241
validation,original_membership,1767204000.0,718.66,4.09,4.11958056854407
validation,original_membership,1767207600.0,682.02,3.98,3.9991137182267513
validation,original_membership,1767211200.0,617.29,3.78,3.780387256966579
validation,original_membership,1767214800.0,567.29,3.62,3.605690410549707
validation,original_membership,1767218400.0,552.0,3.57,3.551166730255785
validation,original_membership,1767222000.0,579.64,3.66,3.649342411880261
validation,original_membership,1767225600.0,652.58,3.89,3.90061150221282
validation,original_membership,1767232800.0,850.77,4.47,4.536622813880689
validation,original_membership,1767236400.0,1002.6299999999999,4.88,4.987968116714822
validation,original_membership,1767243600.0,1143.66,5.24,5.3853497608884515
validation,original_membership,1767247200.0,1155.73,5.27,5.418509381260076
validation,original_membership,1767250800.0,1147.68,5.25,5.396407828130548
validation,original_membership,1767254400.0,1123.65,5.19,5.330096028806474
validation,original_membership,1767258000.0,1084.04,5.09,5.219657522057355
validation,original_membership,1767261600.0,1041.1,4.98,5.098269311614936
validation,original_membership,1767265200.0,1002.6299999999999,4.88,4.987968116714822
validation,original_membership,1767268800.0,960.96,4.77,4.866746937635301
validation,original_membership,1767272400.0,927.36,4.68,4.7676091901417985
validation,original_membership,1767276000.0,897.89,4.6,4.679580851986849
validation,original_membership,1767279600.0,840.03,4.44,4.503640819067868
validation,original_membership,1767283200.0,756.03,4.2,4.240176528982708
validation,original_membership,1767286800.0,668.87,3.94,3.955309975749165
validation,original_membership,1767290400.0,598.35,3.72,3.714837974149494
validation,original_membership,1767294000.0,552.0,3.57,3.551166730255785
validation,original_membership,1767297600.0,527.86,3.49,3.4639562887482276
validation,original_membership,1767301200.0,530.85,3.5,3.474835486286358
validation,original_membership,1767304800.0,552.0,3.57,3.551166730255785
validation,original_membership,1767308400.0,588.96,3.69,3.6820618920750325
validation,original_membership,1767312000.0,639.66,3.85,3.856876264079546
validation,original_membership,1767315600.0,735.55,4.14,4.174360495553294
validation,original_membership,1767319200.0,861.56,4.5,4.569606814182742
validation,original_membership,1767322800.0,945.97,4.73,4.82267629831751
validation,original_membership,1767326400.0,983.6,4.83,4.932839466580333
validation,original_membership,1767330000.0,979.82,4.82,4.921843220048083
validation,original_membership,1767333600.0,957.2,4.76,4.855716069683469
validation,original_membership,1767337200.0,923.66,4.67,4.756613330877909
validation,original_membership,1767340800.0,886.93,4.57,4.646576663775111
validation,original_membership,1767344400.0,850.77,4.47,4.536622813880689
validation,original_membership,1767348000.0,818.71,4.38,4.437711870548065
validation,original_membership,1767351600.0,794.11,4.31,4.360861960429392
validation,original_membership,1767355200.0,769.79,4.24,4.284034202560135
