phase,family,epoch,reported_q_m3_s,observed_h_m,stage_m
validation,original_membership,1760878800.0,346.0,2.81,2.7520487795298654
validation,original_membership,1760882400.0,352.7,2.84,2.780387974980799
validation,original_membership,1760886000.0,355.0,2.85,2.7900712887379795
validation,original_membership,1760889600.0,339.3,2.78,2.7235100715637195
validation,original_membership,1760893200.0,310.9,2.65,2.600195464385203
validation,original_membership,1760896800.0,275.1,2.48,2.4387593911847065
validation,original_membership,1760900400.0,241.0,2.31,2.2777398520526266
validation,original_membership,1760904000.0,210.5,2.15,2.1265682814570517
validation,original_membership,1760907600.0,185.1,2.01,1.9945047806885936
validation,original_membership,1760911200.0,165.9,1.9,1.8902660155825688
validation,original_membership,1760914800.0,150.9,1.81,1.8057534622759484
validation,original_membership,1760918400.0,138.0,1.73,1.7306058697149957
validation,original_membership,1760922000.0,130.1,1.68,1.6833269001768632
validation,original_membership,1760925600.0,122.5,1.63,1.6368512708622247
validation,original_membership,1760929200.0,116.4,1.59,1.5987880498259146
validation,original_membership,1760932800.0,110.5,1.55,1.5612789458733802
validation,original_membership,1760936400.0,106.2,1.52,1.5334831241514073
validation,original_membership,1760940000.0,104.8,1.51,1.524345772068049
validation,original_membership,1760943600.0,113.5,1.57,1.5804396724263738
validation,original_membership,1760947200.0,154.2,1.83,1.824598127973279
validation,original_membership,1760950800.0,243.0,2.32,2.287402622784926
validation,original_membership,1760954400.0,330.5,2.74,2.685714209566524
validation,original_membership,1760958000.0,377.9,2.95,2.8852766350020023
validation,original_membership,1760961600.0,405.3,3.06,2.996486133234878
validation,original_membership,1760965200.0,416.2,3.1,3.0399640594619695
validation,original_membership,1760968800.0,408.0,3.07,3.007294958870033
validation,original_membership,1760972400.0,382.5,2.97,2.904145891930417
validation,original_membership,1760976000.0,343.8,2.8,2.7427001186013658
validation,original_membership,1760979600.0,302.3,2.61,2.562058048907082
validation,original_membership,1760983200.0,262.9,2.42,2.3820300303795983
validation,original_membership,1760986800.0,227.5,2.24,2.2117381075827245
validation,original_membership,1760990400.0,199.4,2.09,2.0696090578592385
validation,original_membership,1760994000.0,176.3,1.96,1.947240725499462
validation,original_membership,1760997600.0,159.2,1.86,1.8528746870023383
validation,original_membership,1761001200.0,144.4,1.77,1.768192434430792
validation,original_membership,1761004800.0,134.8,1.71,1.7115762303527642
validation,original_membership,1761008400.0,127.0,1.66,1.6644917924804188
validation,original_membership,1761012000.0,122.5,1.63,1.6368512708622247
validation,original_membership,1761015600.0,125.5,1.65,1.6553183116661159
validation,original_membership,1761019200.0,147.6,1.79,1.7867588960328122
validation,original_membership,1761022800.0,192.2,2.05,2.032047371223541
validation,original_membership,1761026400.0,239.0,2.3,2.2680479874776367
validation,original_membership,1761030000.0,273.0,2.47,2.4290604730541125
validation,original_membership,1761033600.0,293.8,2.57,2.52397587852717
validation,original_membership,1761037200.0,304.4,2.62,2.571406553050103
validation,original_membership,1761040800.0,310.9,2.65,2.600195464385203
validation,original_membership,1761044400.0,313.0,2.66,2.609449769911973
validation,original_membership,1761048000.0,315.2,2.67,2.6191206641284914
validation,original_membership,1761051600.0,321.7,2.7,2.6475519604450786
validation,original_membership,1761055200.0,330.5,2.74,2.685714209566524
validation,original_membership,1761058800.0,334.9,2.76,2.7046571147505367
validation,original_membership,1761062400.0,332.7,2.75,2.695197006716542
validation,original_membership,1761066000.0,313.0,2.66,2.609449769911973
validation,original_membership,1761069600.0,283.4,2.52,2.476833710088772
validation,original_membership,1761073200.0,250.9,2.36,2.325292365392359
validation,original_membership,1761076800.0,218.0,2.19,2.164439141593696
validation,original_membership,1761080400.0,190.4,2.04,2.022577766148768
validation,original_membership,1761084000.0,167.7,1.91,1.9002176359224325
validation,original_membership,1761087600.0,150.9,1.81,1.8057534622759484
validation,original_membership,1761091200.0,138.0,1.73,1.7306058697149957
validation,original_membership,1761094800.0,128.6,1.67,1.6742336820662245
validation,original_membership,1761098400.0,119.4,1.61,1.6175956915800478
validation,original_membership,1761102000.0,113.5,1.57,1.5804396724263738
validation,original_membership,1761105600.0,109.1,1.54,1.5522728831555286
validation,original_membership,1761109200.0,115.0,1.58,1.589951145613522
validation,original_membership,1761112800.0,134.8,1.71,1.7115762303527642
validation,original_membership,1761116400.0,167.7,1.91,1.9002176359224325
validation,original_membership,1761120000.0,199.4,2.09,2.0696090578592385
validation,original_membership,1761123600.0,219.8,2.2,2.173457509839514
validation,original_membership,1761127200.0,233.2,2.27,2.2397739571711632
validation,original_membership,1761130800.0,243.0,2.32,2.287402622784926
validation,original_membership,1761134400.0,243.0,2.32,2.287402622784926
validation,original_membership,1761138000.0,231.3,2.26,2.230456547100495
validation,original_membership,1761141600.0,210.5,2.15,2.1265682814570517
validation,original_membership,1761145200.0,188.6,2.03,2.0130756735545323
validation,original_membership,1761148800.0,167.7,1.91,1.9002176359224325
validation,original_membership,1761152400.0,150.9,1.81,1.8057534622759484
validation,original_membership,1761156000.0,136.4,1.72,1.721111266947946
validation,original_membership,1761159600.0,125.5,1.65,1.6553183116661159
validation,original_membership,1761163200.0,119.4,1.61,1.6175956915800478
validation,original_membership,1761166800.0,115.0,1.58,1.589951145613522
validation,original_membership,1761170400.0,112.0,1.56,1.5708825508170334
validation,original_membership,1761174000.0,110.5,1.55,1.5612789458733802
validation,original_membership,1761177600.0,110.5,1.55,1.5612789458733802
validation,original_membership,1761181200.0,115.0,1.58,1.589951145613522
validation,original_membership,1761184800.0,176.3,1.96,1.947240725499462
validation,original_membership,1761192000.0,384.9,2.98,2.9139580727986205
validation,original_membership,1761195600.0,413.5,3.09,3.0292331252035076
validation,original_membership,1761199200.0,421.7,3.12,3.061745687930955
validation,original_membership,1761202800.0,421.7,3.12,3.061745687930955
validation,original_membership,1761206400.0,410.8,3.08,3.018476777077384
validation,original_membership,1761210000.0,382.5,2.97,2.904145891930417
validation,original_membership,1761213600.0,341.5,2.79,2.732903316650171
validation,original_membership,1761217200.0,293.8,2.57,2.52397587852717
validation,original_membership,1761220800.0,248.9,2.35,2.3157413904849884
validation,original_membership,1761224400.0,208.6,2.14,2.1168971549397253
validation,original_membership,1761228000.0,176.3,1.96,1.947240725499462
validation,original_membership,1761231600.0,150.9,1.81,1.8057534622759484
validation,original_membership,1761235200.0,131.7,1.69,1.6929845707145217
validation,original_membership,1761238800.0,116.4,1.59,1.5987880498259146
validation,original_membership,1761242400.0,104.8,1.51,1.524345772068049
validation,original_membership,1761246000.0,94.9,1.44,1.458417216774721
validation,original_membership,1761249600.0,86.8,1.38,1.402600042852978
validation,original_membership,1761253200.0,81.5,1.34,1.3650529793053603
validation,original_membership,1761256800.0,77.6,1.31,1.3368564869391553
validation,original_membership,1761260400.0,76.4,1.3,1.328078027783427
validation,original_membership,1761264000.0,77.6,1.31,1.3368564869391553
validation,original_membership,1761267600.0,81.5,1.34,1.3650529793053603
validation,original_membership,1761271200.0,86.8,1.38,1.402600042852978
validation,original_membership,1761274800.0,90.8,1.41,1.4303895388264758
validation,original_membership,1761278400.0,94.9,1.44,1.458417216774721
validation,original_membership,1761289200.0,190.4,2.04,2.022577766148768
validation,original_membership,1761292800.0,273.0,2.47,2.4290604730541125
validation,original_membership,1761296400.0,313.0,2.66,2.609449769911973
validation,original_membership,1761300000.0,315.2,2.67,2.6191206641284914
validation,original_membership,1761303600.0,302.3,2.61,2.562058048907082
validation,original_membership,1761307200.0,287.5,2.54,2.495492220875029
validation,original_membership,1761310800.0,283.4,2.52,2.476833710088772
validation,original_membership,1761314400.0,289.6,2.55,2.5050116662349815
validation,original_membership,1761318000.0,298.1,2.59,2.5432901478533667
validation,original_membership,1761321600.0,293.8,2.57,2.52397587852717
validation,original_membership,1761325200.0,271.0,2.46,2.4197982493316057
validation,original_membership,1761328800.0,241.0,2.31,2.2777398520526266
validation,original_membership,1761332400.0,208.6,2.14,2.1168971549397253
validation,original_membership,1761336000.0,179.8,1.98,1.966139036075805
validation,original_membership,1761339600.0,155.9,1.84,1.834248918192438
validation,original_membership,1761343200.0,136.4,1.72,1.721111266947946
validation,original_membership,1761346800.0,120.9,1.62,1.6269352375633162
validation,original_membership,1761350400.0,107.6,1.53,1.5425769421244333
validation,original_membership,1761354000.0,99.1,1.47,1.4866772399300032
validation,original_membership,1761357600.0,93.5,1.43,1.4488970444260716
validation,original_membership,1761361200.0,90.8,1.41,1.4303895388264758
validation,original_membership,1761364800.0,100.5,1.48,1.4960003131547002
validation,original_membership,1761368400.0,162.6,1.88,1.871919161777095
validation,original_membership,1761372000.0,277.2,2.49,2.4484315247754305
validation,original_membership,1761375600.0,350.5,2.83,2.7711042467445535
validation,original_membership,1761379200.0,375.6,2.94,2.8758108205940065
validation,original_membership,1761382800.0,371.0,2.92,2.856815949311643
validation,original_membership,1761386400.0,341.5,2.79,2.732903316650171
validation,original_membership,1761390000.0,302.3,2.61,2.562058048907082
validation,original_membership,1761393600.0,262.9,2.42,2.3820300303795983
validation,original_membership,1761397200.0,231.3,2.26,2.230456547100495
validation,original_membership,1761400800.0,208.6,2.14,2.1168971549397253
validation,original_membership,1761404400.0,195.8,2.07,2.050890764896737
validation,original_membership,1761408000.0,186.8,2.02,2.003540670311211
validation,original_membership,1761411600.0,178.0,1.97,1.9564367159843645
validation,original_membership,1761415200.0,167.7,1.91,1.9002176359224325
validation,original_membership,1761418800.0,155.9,1.84,1.834248918192438
validation,original_membership,1761422400.0,141.2,1.75,1.7494763058120246
validation,original_membership,1761426000.0,128.6,1.67,1.6742336820662245
validation,original_membership,1761429600.0,116.4,1.59,1.5987880498259146
validation,original_membership,1761433200.0,106.2,1.52,1.5334831241514073
validation,original_membership,1761436800.0,97.7,1.46,1.4773063290433102
validation,original_membership,1761440400.0,92.2,1.42,1.4400105402550063
validation,original_membership,1761444000.0,86.8,1.38,1.402600042852978
validation,original_membership,1761447600.0,84.1,1.36,1.3835793906695042
validation,original_membership,1761451200.0,92.2,1.42,1.4400105402550063
validation,original_membership,1761454800.0,165.9,1.9,1.8902660155825688
validation,original_membership,1761458400.0,295.9,2.58,2.533421130561197
validation,original_membership,1761462000.0,373.3,2.93,2.8663239842446706
validation,original_membership,1761465600.0,402.6,3.05,2.9856511907255565
validation,original_membership,1761469200.0,394.2,3.02,2.9517728367937504
