forecast_record,model_id,model_version,registered_at,valid_at,nominal_lead_h,actual_lead_h,minimum_verified_lead_h,shorter_than_nominal_lead,forecast_m,observed_m,abs_error_m,observation_record,goal_eligible,hit_within_050m,status,exclusion_reasons
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T00:00:00-03:00,8,6.980535761666666,6,True,16.216642949985655,,,,False,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T01:00:00-03:00,9,7.980535761666666,7,True,16.35588868109237,,,,False,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T02:00:00-03:00,10,8.980535761666667,8,True,16.082439428663644,,,,False,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T03:00:00-03:00,11,9.980535761666665,9,True,16.304644718818714,,,,False,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T04:00:00-03:00,12,10.980535761666665,10,True,16.39647998282067,,,,False,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T05:00:00-03:00,13,11.980535761666665,11,True,16.395978655269165,,,,False,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T06:00:00-03:00,14,12.980535761666665,12,True,16.637989283263586,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T18:00:00-03:00,2,0.9805275516666667,0,True,13.928939978286245,,,,False,,not_due,outside_1_to_12h_actual_lead_buckets
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T19:00:00-03:00,3,1.9805275516666665,1,True,15.119076696659985,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T20:00:00-03:00,4,2.980527551666667,2,True,16.330477105790038,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T21:00:00-03:00,5,3.980527551666667,3,True,17.482039451015062,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T22:00:00-03:00,6,4.9805275516666665,4,True,18.65017577484987,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T23:00:00-03:00,7,5.9805275516666665,5,True,19.793838914935165,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T00:00:00-03:00,8,6.9805275516666665,6,True,20.93133924780222,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T01:00:00-03:00,9,7.9805275516666665,7,True,21.980052133515912,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T02:00:00-03:00,10,8.980527551666666,8,True,22.816355729130613,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T03:00:00-03:00,11,9.980527551666666,9,True,23.59483092515336,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T04:00:00-03:00,12,10.980527551666666,10,True,24.233127123377315,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T05:00:00-03:00,13,11.980527551666666,11,True,24.78646821841415,,,,False,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T06:00:00-03:00,14,12.980527551666666,12,True,25.22380406959897,,,,False,,not_due,
