phase,profile,horizon_h,family,rank,origin,target_time,base_m,actual_m,predicted_m,error_m,dH1_m_per_nominal_hour,known_trend,future_response,target_response_m,training_response_min_m,training_response_max_m
validation,B,1,profile_B_control,2,2025-11-07T23:00:00-03:00,2025-11-08T00:00:00-03:00,3.84,5.32,4.76195584048067,-0.55804415951933,0.5699999999999998,rising,rising,1.4800000000000004,-0.5,1.4100000000000001
validation,B,1,profile_B_control,3,2026-01-06T22:00:00-03:00,2026-01-06T23:00:00-03:00,1.92,2.47,1.9600309701285588,-0.5099690298714414,0.010000000000000009,stable,rising,0.5500000000000003,-0.5,1.4100000000000001
validation,B,1,profile_B_control,4,2025-10-16T01:00:00-03:00,2025-10-16T02:00:00-03:00,1.92,2.75,2.292800211824009,-0.45719978817599083,0.29000000000000004,rising,rising,0.8300000000000001,-0.5,1.4100000000000001
validation,B,1,profile_B_control,5,2025-11-08T02:00:00-03:00,2025-11-08T03:00:00-03:00,6.42,6.7,7.147575136083199,0.44757513608319854,0.6699999999999999,rising,stable,0.28000000000000025,-0.5,1.4100000000000001
validation,B,1,mixed_profile_candidate,1,2025-11-07T23:00:00-03:00,2025-11-08T00:00:00-03:00,3.84,5.32,4.644861379777323,-0.6751386202226772,0.5699999999999998,rising,rising,1.4800000000000004,-0.46000000000000085,1.3800000000000008
validation,B,1,mixed_profile_candidate,2,2025-10-24T04:00:00-03:00,2025-10-24T05:00:00-03:00,1.82,2.47,1.8094870326145964,-0.6605129673854038,,unknown,rising,0.6500000000000001,-0.46000000000000085,1.3800000000000008
validation,B,1,mixed_profile_candidate,3,2026-01-06T22:00:00-03:00,2026-01-06T23:00:00-03:00,1.92,2.47,1.9768535376305976,-0.4931464623694026,0.010000000000000009,stable,rising,0.5500000000000003,-0.46000000000000085,1.3800000000000008
validation,B,1,mixed_profile_candidate,4,2025-11-08T02:00:00-03:00,2025-11-08T03:00:00-03:00,6.42,6.7,7.1921121792094365,0.4921121792094363,0.6699999999999999,rising,stable,0.28000000000000025,-0.46000000000000085,1.3800000000000008
validation,B,1,mixed_profile_candidate,5,2025-11-07T22:00:00-03:00,2025-11-07T23:00:00-03:00,3.27,4.33,3.853440353845943,-0.4765596461540569,0.20999999999999996,rising,rising,1.06,-0.46000000000000085,1.3800000000000008
validation,B,1,age_mixed_candidate,1,2025-11-07T23:00:00-03:00,2025-11-08T00:00:00-03:00,3.84,5.32,4.653394036471194,-0.6666059635288066,0.5699999999999998,rising,rising,1.4800000000000004,-0.46000000000000085,1.3800000000000008
validation,B,1,age_mixed_candidate,2,2025-10-24T04:00:00-03:00,2025-10-24T05:00:00-03:00,1.82,2.47,1.809730754113821,-0.6602692458861792,,unknown,rising,0.6500000000000001,-0.46000000000000085,1.3800000000000008
validation,B,1,age_mixed_candidate,3,2025-11-08T02:00:00-03:00,2025-11-08T03:00:00-03:00,6.42,6.7,7.194760904329845,0.4947609043298451,0.6699999999999999,rising,stable,0.28000000000000025,-0.46000000000000085,1.3800000000000008
validation,B,1,age_mixed_candidate,4,2026-01-06T22:00:00-03:00,2026-01-06T23:00:00-03:00,1.92,2.47,1.978073348162419,-0.4919266518375811,0.010000000000000009,stable,rising,0.5500000000000003,-0.46000000000000085,1.3800000000000008
validation,B,1,age_mixed_candidate,5,2025-11-07T22:00:00-03:00,2025-11-07T23:00:00-03:00,3.27,4.33,3.869195272660174,-0.46080472733982614,0.20999999999999996,rising,rising,1.06,-0.46000000000000085,1.3800000000000008
validation,B,2,profile_A_control,1,2025-11-08T03:00:00-03:00,2025-11-08T05:00:00-03:00,6.64,6.51,7.620493781797246,1.1104937817972464,0.21999999999999975,rising,stable,-0.1299999999999999,-0.7199999999999989,2.09
validation,B,2,profile_A_control,2,2025-11-07T23:00:00-03:00,2025-11-08T01:00:00-03:00,3.84,6.11,5.058392445361614,-1.0516075546383865,0.5699999999999998,rising,rising,2.2700000000000005,-0.7199999999999989,2.09
validation,B,2,profile_A_control,3,2025-11-07T22:00:00-03:00,2025-11-08T00:00:00-03:00,3.27,5.32,4.360497747883402,-0.9595022521165983,0.20999999999999996,rising,rising,2.0500000000000003,-0.7199999999999989,2.09
validation,B,2,profile_A_control,4,2025-11-08T02:00:00-03:00,2025-11-08T04:00:00-03:00,6.42,6.65,7.51224000253411,0.8622400025341097,0.6699999999999999,rising,stable,0.23000000000000043,-0.7199999999999989,2.09
validation,B,2,profile_A_control,5,2025-10-24T04:00:00-03:00,2025-10-24T06:00:00-03:00,1.82,2.66,1.8136130487014992,-0.846386951298501,,unknown,rising,0.8400000000000001,-0.7199999999999989,2.09
validation,B,2,profile_B_control,1,2025-10-16T00:00:00-03:00,2025-10-16T02:00:00-03:00,1.63,2.75,1.834568384428005,-0.915431615571995,-0.020000000000000018,stable,rising,1.12,-0.7799999999999994,2.3000000000000007
validation,B,2,profile_B_control,2,2025-10-24T04:00:00-03:00,2025-10-24T06:00:00-03:00,1.82,2.66,1.7932936815234406,-0.8667063184765595,,unknown,rising,0.8400000000000001,-0.7799999999999994,2.3000000000000007
validation,B,2,profile_B_control,3,2025-11-07T23:00:00-03:00,2025-11-08T01:00:00-03:00,3.84,6.11,5.250013361792746,-0.8599866382072543,0.5699999999999998,rising,rising,2.2700000000000005,-0.7799999999999994,2.3000000000000007
validation,B,2,profile_B_control,4,2026-01-06T22:00:00-03:00,2026-01-07T00:00:00-03:00,1.92,2.84,1.996472639426554,-0.8435273605734459,0.010000000000000009,stable,rising,0.9199999999999999,-0.7799999999999994,2.3000000000000007
validation,B,2,profile_B_control,5,2025-11-08T02:00:00-03:00,2025-11-08T04:00:00-03:00,6.42,6.65,7.39074507895675,0.74074507895675,0.6699999999999999,rising,stable,0.23000000000000043,-0.7799999999999994,2.3000000000000007
validation,B,2,mixed_profile_candidate,1,2025-11-07T23:00:00-03:00,2025-11-08T01:00:00-03:00,3.84,6.11,5.107847903168463,-1.0021520968315372,0.5699999999999998,rising,rising,2.2700000000000005,-0.7799999999999994,2.3000000000000007
validation,B,2,mixed_profile_candidate,2,2025-10-24T04:00:00-03:00,2025-10-24T06:00:00-03:00,1.82,2.66,1.808913611837216,-0.8510863881627841,,unknown,rising,0.8400000000000001,-0.7799999999999994,2.3000000000000007
validation,B,2,mixed_profile_candidate,3,2025-11-08T03:00:00-03:00,2025-11-08T05:00:00-03:00,6.64,6.51,7.3009174524173375,0.7909174524173377,0.21999999999999975,rising,stable,-0.1299999999999999,-0.7799999999999994,2.3000000000000007
validation,B,2,mixed_profile_candidate,4,2026-01-06T22:00:00-03:00,2026-01-07T00:00:00-03:00,1.92,2.84,2.0561088036683994,-0.7838911963316004,0.010000000000000009,stable,rising,0.9199999999999999,-0.7799999999999994,2.3000000000000007
validation,B,2,mixed_profile_candidate,5,2025-11-07T22:00:00-03:00,2025-11-08T00:00:00-03:00,3.27,5.32,4.5945032110777095,-0.7254967889222907,0.20999999999999996,rising,rising,2.0500000000000003,-0.7799999999999994,2.3000000000000007
validation,B,2,age_mixed_candidate,1,2025-11-07T23:00:00-03:00,2025-11-08T01:00:00-03:00,3.84,6.11,5.121689431018398,-0.9883105689816025,0.5699999999999998,rising,rising,2.2700000000000005,-0.7799999999999994,2.3000000000000007
validation,B,2,age_mixed_candidate,2,2025-10-24T04:00:00-03:00,2025-10-24T06:00:00-03:00,1.82,2.66,1.7921209010597268,-0.8678790989402734,,unknown,rising,0.8400000000000001,-0.7799999999999994,2.3000000000000007
validation,B,2,age_mixed_candidate,3,2026-01-06T22:00:00-03:00,2026-01-07T00:00:00-03:00,1.92,2.84,2.021436896887447,-0.8185631031125529,0.010000000000000009,stable,rising,0.9199999999999999,-0.7799999999999994,2.3000000000000007
validation,B,2,age_mixed_candidate,4,2025-11-08T03:00:00-03:00,2025-11-08T05:00:00-03:00,6.64,6.51,7.256213298413884,0.7462132984138838,0.21999999999999975,rising,stable,-0.1299999999999999,-0.7799999999999994,2.3000000000000007
validation,B,2,age_mixed_candidate,5,2025-11-07T22:00:00-03:00,2025-11-08T00:00:00-03:00,3.27,5.32,4.621093537826006,-0.6989064621739942,0.20999999999999996,rising,rising,2.0500000000000003,-0.7799999999999994,2.3000000000000007
validation,B,3,profile_A_control,1,2025-11-08T06:00:00-03:00,2025-11-08T09:00:00-03:00,6.48,7.99,6.673049476399475,-1.316950523600525,-0.09999999999999964,stable,rising,1.5099999999999998,-0.9500000000000011,3.0200000000000005
validation,B,3,profile_A_control,2,2025-11-07T21:00:00-03:00,2025-11-08T00:00:00-03:00,3.06,5.32,4.065431750879247,-1.2545682491207533,0.2400000000000002,rising,rising,2.2600000000000002,-0.9500000000000011,3.0200000000000005
validation,B,3,profile_A_control,3,2025-11-08T02:00:00-03:00,2025-11-08T05:00:00-03:00,6.42,6.51,7.754756113083522,1.2447561130835219,0.6699999999999999,rising,stable,0.08999999999999986,-0.9500000000000011,3.0200000000000005
validation,B,3,profile_A_control,4,2025-11-07T22:00:00-03:00,2025-11-08T01:00:00-03:00,3.27,6.11,4.8742654871657205,-1.2357345128342798,0.20999999999999996,rising,rising,2.8400000000000003,-0.9500000000000011,3.0200000000000005
validation,B,3,profile_A_control,5,2026-01-04T21:00:00-03:00,2026-01-05T00:00:00-03:00,1.93,3.13,1.9403554958407234,-1.1896445041592765,-0.17000000000000015,falling,rising,1.2,-0.9500000000000011,3.0200000000000005
validation,B,3,profile_B_control,1,2025-11-07T23:00:00-03:00,2025-11-08T02:00:00-03:00,3.84,6.57,5.392677257698018,-1.1773227423019819,0.5699999999999998,rising,rising,2.7300000000000004,-1.0200000000000014,3.25
validation,B,3,profile_B_control,2,2025-11-07T22:00:00-03:00,2025-11-08T01:00:00-03:00,3.27,6.11,4.99626019968999,-1.11373980031001,0.20999999999999996,rising,rising,2.8400000000000003,-1.0200000000000014,3.25
validation,B,3,profile_B_control,3,2025-11-08T02:00:00-03:00,2025-11-08T05:00:00-03:00,6.42,6.51,7.458270485078335,0.9482704850783348,0.6699999999999999,rising,stable,0.08999999999999986,-1.0200000000000014,3.25
validation,B,3,profile_B_control,4,2026-01-04T21:00:00-03:00,2026-01-05T00:00:00-03:00,1.93,3.13,2.2150698923619587,-0.9149301076380412,-0.17000000000000015,falling,rising,1.2,-1.0200000000000014,3.25
validation,B,3,profile_B_control,5,2026-01-06T22:00:00-03:00,2026-01-07T01:00:00-03:00,1.92,3.02,2.126582430462713,-0.893417569537287,0.010000000000000009,stable,rising,1.1,-1.0200000000000014,3.25
validation,B,3,mixed_profile_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T01:00:00-03:00,3.27,6.11,4.701979596199276,-1.408020403800724,0.20999999999999996,rising,rising,2.8400000000000003,-1.0200000000000014,3.1400000000000006
validation,B,3,mixed_profile_candidate,2,2025-11-07T23:00:00-03:00,2025-11-08T02:00:00-03:00,3.84,6.57,5.305143566977228,-1.2648564330227723,0.5699999999999998,rising,rising,2.7300000000000004,-1.0200000000000014,3.1400000000000006
validation,B,3,mixed_profile_candidate,3,2025-11-08T06:00:00-03:00,2025-11-08T09:00:00-03:00,6.48,7.99,6.834194891404897,-1.1558051085951035,-0.09999999999999964,stable,rising,1.5099999999999998,-1.0200000000000014,3.1400000000000006
validation,B,3,mixed_profile_candidate,4,2026-01-04T21:00:00-03:00,2026-01-05T00:00:00-03:00,1.93,3.13,2.074933483304687,-1.0550665166953128,-0.17000000000000015,falling,rising,1.2,-1.0200000000000014,3.1400000000000006
validation,B,3,mixed_profile_candidate,5,2025-11-08T02:00:00-03:00,2025-11-08T05:00:00-03:00,6.42,6.51,7.553411454328458,1.0434114543284583,0.6699999999999999,rising,stable,0.08999999999999986,-1.0200000000000014,3.1400000000000006
validation,B,3,age_mixed_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T01:00:00-03:00,3.27,6.11,4.736886388195113,-1.3731136118048877,0.20999999999999996,rising,rising,2.8400000000000003,-1.0200000000000014,3.1400000000000006
validation,B,3,age_mixed_candidate,2,2025-11-07T23:00:00-03:00,2025-11-08T02:00:00-03:00,3.84,6.57,5.324437487534081,-1.245562512465919,0.5699999999999998,rising,rising,2.7300000000000004,-1.0200000000000014,3.1400000000000006
validation,B,3,age_mixed_candidate,3,2025-11-08T06:00:00-03:00,2025-11-08T09:00:00-03:00,6.48,7.99,6.777537025942677,-1.2124629740573232,-0.09999999999999964,stable,rising,1.5099999999999998,-1.0200000000000014,3.1400000000000006
validation,B,3,age_mixed_candidate,4,2025-11-08T02:00:00-03:00,2025-11-08T05:00:00-03:00,6.42,6.51,7.615908320517645,1.1059083205176456,0.6699999999999999,rising,stable,0.08999999999999986,-1.0200000000000014,3.1400000000000006
validation,B,3,age_mixed_candidate,5,2026-01-04T21:00:00-03:00,2026-01-05T00:00:00-03:00,1.93,3.13,2.1030616238957482,-1.0269383761042516,-0.17000000000000015,falling,rising,1.2,-1.0200000000000014,3.1400000000000006
validation,B,4,profile_A_control,1,2025-11-08T02:00:00-03:00,2025-11-08T06:00:00-03:00,6.42,6.49,8.047457446324287,1.5574574463242872,0.6699999999999999,rising,stable,0.07000000000000028,-1.2100000000000009,3.8600000000000003
validation,B,4,profile_A_control,2,2026-01-04T21:00:00-03:00,2026-01-05T01:00:00-03:00,1.93,3.46,1.9967994930314024,-1.4632005069685976,-0.17000000000000015,falling,rising,1.53,-1.2100000000000009,3.8600000000000003
validation,B,4,profile_A_control,3,2026-01-04T20:00:00-03:00,2026-01-05T00:00:00-03:00,2.1,3.13,1.7525947004670217,-1.3774052995329782,-0.19999999999999973,falling,rising,1.0299999999999998,-1.2100000000000009,3.8600000000000003
validation,B,4,profile_A_control,4,2025-11-07T22:00:00-03:00,2025-11-08T02:00:00-03:00,3.27,6.57,5.243265243650677,-1.3267347563493237,0.20999999999999996,rising,rising,3.3000000000000003,-1.2100000000000009,3.8600000000000003
validation,B,4,profile_A_control,5,2025-11-07T21:00:00-03:00,2025-11-08T01:00:00-03:00,3.06,6.11,4.834812437450983,-1.275187562549017,0.2400000000000002,rising,rising,3.0500000000000003,-1.2100000000000009,3.8600000000000003
validation,B,4,profile_B_control,1,2025-11-07T22:00:00-03:00,2025-11-08T02:00:00-03:00,3.27,6.57,5.23186094412268,-1.3381390558773205,0.20999999999999996,rising,rising,3.3000000000000003,-1.2800000000000011,4.09
validation,B,4,profile_B_control,2,2026-01-04T20:00:00-03:00,2026-01-05T00:00:00-03:00,2.1,3.13,1.8862163418391593,-1.2437836581608406,-0.19999999999999973,falling,rising,1.0299999999999998,-1.2800000000000011,4.09
validation,B,4,profile_B_control,3,2025-11-07T21:00:00-03:00,2025-11-08T01:00:00-03:00,3.06,6.11,4.970290948969693,-1.139709051030307,0.2400000000000002,rising,rising,3.0500000000000003,-1.2800000000000011,4.09
validation,B,4,profile_B_control,4,2025-11-07T23:00:00-03:00,2025-11-08T03:00:00-03:00,3.84,6.7,5.615651133620308,-1.0843488663796919,0.5699999999999998,rising,rising,2.8600000000000003,-1.2800000000000011,4.09
validation,B,4,profile_B_control,5,2025-10-15T22:00:00-03:00,2025-10-16T02:00:00-03:00,1.73,2.75,1.6679534815178392,-1.0820465184821608,-0.1100000000000001,falling,rising,1.02,-1.2800000000000011,4.09
validation,B,4,mixed_profile_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T02:00:00-03:00,3.27,6.57,5.113036751430622,-1.4569632485693784,0.20999999999999996,rising,rising,3.3000000000000003,-1.2800000000000011,4.0200000000000005
validation,B,4,mixed_profile_candidate,2,2025-11-08T02:00:00-03:00,2025-11-08T06:00:00-03:00,6.42,6.49,7.785071467865618,1.2950714678656174,0.6699999999999999,rising,stable,0.07000000000000028,-1.2800000000000011,4.0200000000000005
validation,B,4,mixed_profile_candidate,3,2026-01-04T20:00:00-03:00,2026-01-05T00:00:00-03:00,2.1,3.13,1.875909382988461,-1.254090617011539,-0.19999999999999973,falling,rising,1.0299999999999998,-1.2800000000000011,4.0200000000000005
validation,B,4,mixed_profile_candidate,4,2025-11-07T23:00:00-03:00,2025-11-08T03:00:00-03:00,3.84,6.7,5.472976250336767,-1.2270237496632328,0.5699999999999998,rising,rising,2.8600000000000003,-1.2800000000000011,4.0200000000000005
validation,B,4,mixed_profile_candidate,5,2026-01-04T21:00:00-03:00,2026-01-05T01:00:00-03:00,1.93,3.46,2.251614568505712,-1.2083854314942881,-0.17000000000000015,falling,rising,1.53,-1.2800000000000011,4.0200000000000005
validation,B,4,age_mixed_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T02:00:00-03:00,3.27,6.57,5.082208082140413,-1.487791917859587,0.20999999999999996,rising,rising,3.3000000000000003,-1.2800000000000011,4.0200000000000005
validation,B,4,age_mixed_candidate,2,2025-11-07T21:00:00-03:00,2025-11-08T01:00:00-03:00,3.06,6.11,4.8346186390905626,-1.2753813609094378,0.2400000000000002,rising,rising,3.0500000000000003,-1.2800000000000011,4.0200000000000005
validation,B,4,age_mixed_candidate,3,2025-11-08T02:00:00-03:00,2025-11-08T06:00:00-03:00,6.42,6.49,7.74700663762802,1.2570066376280202,0.6699999999999999,rising,stable,0.07000000000000028,-1.2800000000000011,4.0200000000000005
validation,B,4,age_mixed_candidate,4,2026-01-04T20:00:00-03:00,2026-01-05T00:00:00-03:00,2.1,3.13,1.8827145668346585,-1.2472854331653414,-0.19999999999999973,falling,rising,1.0299999999999998,-1.2800000000000011,4.0200000000000005
validation,B,4,age_mixed_candidate,5,2025-11-07T23:00:00-03:00,2025-11-08T03:00:00-03:00,3.84,6.7,5.452784376599161,-1.2472156234008391,0.5699999999999998,rising,rising,2.8600000000000003,-1.2800000000000011,4.0200000000000005
validation,B,5,profile_A_control,1,2025-11-07T21:00:00-03:00,2025-11-08T02:00:00-03:00,3.06,6.57,5.066269726855192,-1.5037302731448081,0.2400000000000002,rising,rising,3.5100000000000002,-1.4800000000000004,4.6899999999999995
validation,B,5,profile_A_control,2,2026-01-04T20:00:00-03:00,2026-01-05T01:00:00-03:00,2.1,3.46,1.9602773000022595,-1.4997226999977404,-0.19999999999999973,falling,rising,1.3599999999999999,-1.4800000000000004,4.6899999999999995
validation,B,5,profile_A_control,3,2025-11-07T20:00:00-03:00,2025-11-08T01:00:00-03:00,2.82,6.11,4.685099106546856,-1.4249008934531444,0.17999999999999972,rising,rising,3.2900000000000005,-1.4800000000000004,4.6899999999999995
validation,B,5,profile_A_control,4,2025-11-08T05:00:00-03:00,2025-11-08T10:00:00-03:00,6.58,8.49,7.0865918738828135,-1.4034081261171867,-0.11000000000000032,falling,rising,1.9100000000000001,-1.4800000000000004,4.6899999999999995
validation,B,5,profile_A_control,5,2026-01-03T19:00:00-03:00,2026-01-04T00:00:00-03:00,2.61,3.77,2.4122636703080804,-1.3577363296919196,-0.18000000000000016,falling,rising,1.1600000000000001,-1.4800000000000004,4.6899999999999995
validation,B,5,profile_B_control,1,2026-01-04T20:00:00-03:00,2026-01-05T01:00:00-03:00,2.1,3.46,2.128309888613941,-1.331690111386059,-0.19999999999999973,falling,rising,1.3599999999999999,-1.540000000000001,4.86
validation,B,5,profile_B_control,2,2025-11-07T22:00:00-03:00,2025-11-08T03:00:00-03:00,3.27,6.7,5.41732578961363,-1.2826742103863698,0.20999999999999996,rising,rising,3.43,-1.540000000000001,4.86
validation,B,5,profile_B_control,3,2025-11-07T21:00:00-03:00,2025-11-08T02:00:00-03:00,3.06,6.57,5.3315806003503425,-1.2384193996496577,0.2400000000000002,rising,rising,3.5100000000000002,-1.540000000000001,4.86
validation,B,5,profile_B_control,4,2026-01-03T19:00:00-03:00,2026-01-04T00:00:00-03:00,2.61,3.77,2.587065904074135,-1.182934095925865,-0.18000000000000016,falling,rising,1.1600000000000001,-1.540000000000001,4.86
validation,B,5,profile_B_control,5,2025-12-31T19:00:00-03:00,2026-01-01T00:00:00-03:00,3.59,4.88,3.78597009999444,-1.0940299000055598,-0.10000000000000009,falling,rising,1.29,-1.540000000000001,4.86
validation,B,5,mixed_profile_candidate,1,2026-01-04T20:00:00-03:00,2026-01-05T01:00:00-03:00,2.1,3.46,2.093710898230052,-1.3662891017699481,-0.19999999999999973,falling,rising,1.3599999999999999,-1.540000000000001,4.86
validation,B,5,mixed_profile_candidate,2,2025-11-07T22:00:00-03:00,2025-11-08T03:00:00-03:00,3.27,6.7,5.396856663985696,-1.3031433360143039,0.20999999999999996,rising,rising,3.43,-1.540000000000001,4.86
validation,B,5,mixed_profile_candidate,3,2025-11-07T21:00:00-03:00,2025-11-08T02:00:00-03:00,3.06,6.57,5.285191402463912,-1.2848085975360881,0.2400000000000002,rising,rising,3.5100000000000002,-1.540000000000001,4.86
validation,B,5,mixed_profile_candidate,4,2026-01-03T19:00:00-03:00,2026-01-04T00:00:00-03:00,2.61,3.77,2.5646511570788544,-1.2053488429211456,-0.18000000000000016,falling,rising,1.1600000000000001,-1.540000000000001,4.86
validation,B,5,mixed_profile_candidate,5,2026-01-04T22:00:00-03:00,2026-01-05T03:00:00-03:00,1.81,3.76,2.6343068590073755,-1.1256931409926243,-0.11999999999999988,falling,rising,1.9499999999999997,-1.540000000000001,4.86
validation,B,5,age_mixed_candidate,1,2026-01-04T20:00:00-03:00,2026-01-05T01:00:00-03:00,2.1,3.46,2.078760159814899,-1.381239840185101,-0.19999999999999973,falling,rising,1.3599999999999999,-1.540000000000001,4.86
validation,B,5,age_mixed_candidate,2,2025-11-07T21:00:00-03:00,2025-11-08T02:00:00-03:00,3.06,6.57,5.261421364430587,-1.308578635569413,0.2400000000000002,rising,rising,3.5100000000000002,-1.540000000000001,4.86
validation,B,5,age_mixed_candidate,3,2025-11-07T22:00:00-03:00,2025-11-08T03:00:00-03:00,3.27,6.7,5.420176754659183,-1.2798232453408174,0.20999999999999996,rising,rising,3.43,-1.540000000000001,4.86
validation,B,5,age_mixed_candidate,4,2026-01-03T19:00:00-03:00,2026-01-04T00:00:00-03:00,2.61,3.77,2.551838223966893,-1.218161776033107,-0.18000000000000016,falling,rising,1.1600000000000001,-1.540000000000001,4.86
validation,B,5,age_mixed_candidate,5,2026-01-04T22:00:00-03:00,2026-01-05T03:00:00-03:00,1.81,3.76,2.614811115177531,-1.1451888848224687,-0.11999999999999988,falling,rising,1.9499999999999997,-1.540000000000001,4.86
validation,B,6,profile_A_control,1,2026-01-04T20:00:00-03:00,2026-01-05T02:00:00-03:00,2.1,3.65,2.1956955419026167,-1.4543044580973832,-0.19999999999999973,falling,rising,1.5499999999999998,-1.7400000000000002,5.41
validation,B,6,profile_A_control,2,2025-11-07T18:00:00-03:00,2025-11-08T00:00:00-03:00,2.45,5.32,3.901074411038042,-1.418925588961958,0.16000000000000014,rising,rising,2.87,-1.7400000000000002,5.41
validation,B,6,profile_A_control,3,2025-11-07T17:00:00-03:00,2025-11-07T23:00:00-03:00,2.29,4.33,2.9793985180382423,-1.3506014819617578,0.040000000000000036,stable,rising,2.04,-1.7400000000000002,5.41
validation,B,6,profile_A_control,4,2025-11-07T20:00:00-03:00,2025-11-08T02:00:00-03:00,2.82,6.57,5.2203392313731545,-1.3496607686268458,0.17999999999999972,rising,rising,3.7500000000000004,-1.7400000000000002,5.41
validation,B,6,profile_A_control,5,2026-01-03T19:00:00-03:00,2026-01-04T01:00:00-03:00,2.61,3.87,2.5454857429340154,-1.3245142570659847,-0.18000000000000016,falling,rising,1.2600000000000002,-1.7400000000000002,5.41
validation,B,6,profile_B_control,1,2026-01-04T20:00:00-03:00,2026-01-05T02:00:00-03:00,2.1,3.65,2.2663430622742378,-1.3836569377257621,-0.19999999999999973,falling,rising,1.5499999999999998,-1.8100000000000005,5.56
validation,B,6,profile_B_control,2,2025-11-07T20:00:00-03:00,2025-11-08T02:00:00-03:00,2.82,6.57,5.194589680381842,-1.3754103196181582,0.17999999999999972,rising,rising,3.7500000000000004,-1.8100000000000005,5.56
validation,B,6,profile_B_control,3,2025-11-07T18:00:00-03:00,2025-11-08T00:00:00-03:00,2.45,5.32,4.0166553347017455,-1.3033446652982548,0.16000000000000014,rising,rising,2.87,-1.8100000000000005,5.56
validation,B,6,profile_B_control,4,2025-11-07T17:00:00-03:00,2025-11-07T23:00:00-03:00,2.29,4.33,3.048686102430502,-1.2813138975694982,0.040000000000000036,stable,rising,2.04,-1.8100000000000005,5.56
validation,B,6,profile_B_control,5,2026-01-04T22:00:00-03:00,2026-01-05T04:00:00-03:00,1.81,3.75,2.5120805141286073,-1.2379194858713927,-0.11999999999999988,falling,rising,1.94,-1.8100000000000005,5.56
validation,B,6,mixed_profile_candidate,1,2026-01-04T20:00:00-03:00,2026-01-05T02:00:00-03:00,2.1,3.65,2.174752020708097,-1.475247979291903,-0.19999999999999973,falling,rising,1.5499999999999998,-1.8100000000000005,5.500000000000001
validation,B,6,mixed_profile_candidate,2,2025-11-07T17:00:00-03:00,2025-11-07T23:00:00-03:00,2.29,4.33,2.949259025169812,-1.380740974830188,0.040000000000000036,stable,rising,2.04,-1.8100000000000005,5.500000000000001
validation,B,6,mixed_profile_candidate,3,2025-11-07T18:00:00-03:00,2025-11-08T00:00:00-03:00,2.45,5.32,3.983833674996678,-1.3361663250033224,0.16000000000000014,rising,rising,2.87,-1.8100000000000005,5.500000000000001
validation,B,6,mixed_profile_candidate,4,2025-11-07T15:00:00-03:00,2025-11-07T21:00:00-03:00,2.22,3.16,1.824205755375367,-1.3357942446246331,0.020000000000000018,stable,rising,0.94,-1.8100000000000005,5.500000000000001
validation,B,6,mixed_profile_candidate,5,2025-11-07T20:00:00-03:00,2025-11-08T02:00:00-03:00,2.82,6.57,5.287529938394664,-1.282470061605336,0.17999999999999972,rising,rising,3.7500000000000004,-1.8100000000000005,5.500000000000001
validation,B,6,age_mixed_candidate,1,2026-01-04T20:00:00-03:00,2026-01-05T02:00:00-03:00,2.1,3.65,2.1699580765609063,-1.4800419234390936,-0.19999999999999973,falling,rising,1.5499999999999998,-1.8100000000000005,5.500000000000001
validation,B,6,age_mixed_candidate,2,2025-11-07T17:00:00-03:00,2025-11-07T23:00:00-03:00,2.29,4.33,2.9606892781320573,-1.3693107218679428,0.040000000000000036,stable,rising,2.04,-1.8100000000000005,5.500000000000001
validation,B,6,age_mixed_candidate,3,2025-11-07T18:00:00-03:00,2025-11-08T00:00:00-03:00,2.45,5.32,3.9671407486128913,-1.352859251387109,0.16000000000000014,rising,rising,2.87,-1.8100000000000005,5.500000000000001
validation,B,6,age_mixed_candidate,4,2025-11-07T15:00:00-03:00,2025-11-07T21:00:00-03:00,2.22,3.16,1.8089355848465134,-1.3510644151534867,0.020000000000000018,stable,rising,0.94,-1.8100000000000005,5.500000000000001
validation,B,6,age_mixed_candidate,5,2025-11-07T20:00:00-03:00,2025-11-08T02:00:00-03:00,2.82,6.57,5.24038925368211,-1.32961074631789,0.17999999999999972,rising,rising,3.7500000000000004,-1.8100000000000005,5.500000000000001
validation,B,7,profile_A_control,1,2026-05-02T07:00:00-03:00,2026-05-02T14:00:00-03:00,1.19,1.76,3.5647254700258975,1.8047254700258974,0.050000000000000044,stable,rising,0.5700000000000001,-2.0,6.09
validation,B,7,profile_A_control,2,2026-01-04T20:00:00-03:00,2026-01-05T03:00:00-03:00,2.1,3.76,2.076863800615842,-1.6831361993841578,-0.19999999999999973,falling,rising,1.6599999999999997,-2.0,6.09
validation,B,7,profile_A_control,3,2025-11-08T01:00:00-03:00,2025-11-08T08:00:00-03:00,5.75,7.29,8.875125209134692,1.5851252091346923,0.9199999999999999,rising,rising,1.54,-2.0,6.09
validation,B,7,profile_A_control,4,2026-01-04T19:00:00-03:00,2026-01-05T02:00:00-03:00,2.3,3.65,2.15809965776867,-1.4919003422313297,-0.2200000000000002,falling,rising,1.35,-2.0,6.09
