phase,profile,horizon_h,family,subset,partition,category,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,observed_hit_fraction,sum_abs_error_m,sum_error_m,mae_m,bias_m,max_abs_m,under_by_more_than_0_5m,over_by_more_than_0_5m
test,B,10,profile_B_control,all,training_response_support,above,10,0,10,10,0,0,0.0,53.22610089417171,-53.22610089417171,5.322610089417171,-5.322610089417171,6.4336778764475095,10,0
test,B,10,profile_B_control,all,training_response_support,unknown,38,23,15,0,15,0,0.0,0.0,0.0,,,,0,0
test,B,10,mixed_profile_candidate,all,known_trend,rising,340,1,339,339,0,238,0.7020648967551623,188.84398317880652,-43.50064710206047,0.5570618972826151,-0.12832049292643205,6.395854189890905,57,44
test,B,10,mixed_profile_candidate,all,known_trend,falling,465,5,460,460,0,331,0.7195652173913043,199.66678242119195,-25.14280249885101,0.4340582226547651,-0.05465826630185003,6.228937908592265,81,48
test,B,10,mixed_profile_candidate,all,known_trend,stable,1127,10,1117,1117,0,855,0.76544315129812,429.8448349823626,-32.89793016052723,0.38482080123756723,-0.029452041325449624,6.73028988534079,120,142
test,B,10,mixed_profile_candidate,all,known_trend,unknown,26,7,19,4,15,3,0.15789473684210525,3.201638475229828,2.6478154106621172,0.800409618807457,0.6619538526655293,2.0254345194164802,0,1
test,B,10,mixed_profile_candidate,all,future_response,rising,563,0,563,563,0,402,0.7140319715808171,304.4053169459605,-205.33205375298476,0.5406843995487753,-0.3647105750497065,6.73028988534079,139,22
test,B,10,mixed_profile_candidate,all,future_response,falling,782,0,782,782,0,587,0.7506393861892583,312.6943835670547,170.3202475274184,0.39986494062283207,0.21780082804017697,2.8136388242892423,26,169
test,B,10,mixed_profile_candidate,all,future_response,stable,575,0,575,575,0,438,0.7617391304347826,204.45753854457575,-63.88175812521019,0.35557832790361,-0.11109870978297424,1.9991923340966107,93,44
test,B,10,mixed_profile_candidate,all,future_response,unknown,38,23,15,0,15,0,0.0,0.0,0.0,,,,0,0
test,B,10,mixed_profile_candidate,all,training_response_support,below,28,0,28,28,0,6,0.21428571428571427,42.06097300626682,42.06097300626682,1.5021776073666722,1.5021776073666722,2.8136388242892423,0,22
test,B,10,mixed_profile_candidate,all,training_response_support,within,1882,0,1882,1882,0,1421,0.7550478214665249,725.7673454778229,-87.22561678354225,0.38563620907429486,-0.04634729903482585,5.705833239617917,248,213
test,B,10,mixed_profile_candidate,all,training_response_support,above,10,0,10,10,0,0,0.0,53.72892057350116,-53.72892057350116,5.372892057350116,-5.372892057350116,6.73028988534079,10,0
test,B,10,mixed_profile_candidate,all,training_response_support,unknown,38,23,15,0,15,0,0.0,0.0,0.0,,,,0,0
test,B,10,age_mixed_candidate,all,known_trend,rising,340,1,339,339,0,238,0.7020648967551623,188.84398317880652,-43.50064710206047,0.5570618972826151,-0.12832049292643205,6.395854189890905,57,44
test,B,10,age_mixed_candidate,all,known_trend,falling,465,5,460,460,0,331,0.7195652173913043,199.66678242119195,-25.14280249885101,0.4340582226547651,-0.05465826630185003,6.228937908592265,81,48
test,B,10,age_mixed_candidate,all,known_trend,stable,1127,10,1117,1117,0,855,0.76544315129812,429.8448349823626,-32.89793016052723,0.38482080123756723,-0.029452041325449624,6.73028988534079,120,142
test,B,10,age_mixed_candidate,all,known_trend,unknown,26,7,19,4,15,3,0.15789473684210525,3.201638475229828,2.6478154106621172,0.800409618807457,0.6619538526655293,2.0254345194164802,0,1
test,B,10,age_mixed_candidate,all,future_response,rising,563,0,563,563,0,402,0.7140319715808171,304.4053169459605,-205.33205375298476,0.5406843995487753,-0.3647105750497065,6.73028988534079,139,22
test,B,10,age_mixed_candidate,all,future_response,falling,782,0,782,782,0,587,0.7506393861892583,312.6943835670547,170.3202475274184,0.39986494062283207,0.21780082804017697,2.8136388242892423,26,169
test,B,10,age_mixed_candidate,all,future_response,stable,575,0,575,575,0,438,0.7617391304347826,204.45753854457575,-63.88175812521019,0.35557832790361,-0.11109870978297424,1.9991923340966107,93,44
test,B,10,age_mixed_candidate,all,future_response,unknown,38,23,15,0,15,0,0.0,0.0,0.0,,,,0,0
test,B,10,age_mixed_candidate,all,training_response_support,below,28,0,28,28,0,6,0.21428571428571427,42.06097300626682,42.06097300626682,1.5021776073666722,1.5021776073666722,2.8136388242892423,0,22
test,B,10,age_mixed_candidate,all,training_response_support,within,1882,0,1882,1882,0,1421,0.7550478214665249,725.7673454778229,-87.22561678354225,0.38563620907429486,-0.04634729903482585,5.705833239617917,248,213
test,B,10,age_mixed_candidate,all,training_response_support,above,10,0,10,10,0,0,0.0,53.72892057350116,-53.72892057350116,5.372892057350116,-5.372892057350116,6.73028988534079,10,0
test,B,10,age_mixed_candidate,all,training_response_support,unknown,38,23,15,0,15,0,0.0,0.0,0.0,,,,0,0
test,B,10,profile_A_control,level_ge_7m,known_trend,rising,97,1,96,96,0,30,0.3125,118.89639419941884,-44.140176906829325,1.2385041062439461,-0.4597935094461388,6.260132727463956,44,22
test,B,10,profile_A_control,level_ge_7m,known_trend,falling,73,5,68,68,0,29,0.4264705882352941,66.67051319660115,23.65093688655499,0.9804487234794287,0.3478078953905146,6.473198728591234,11,28
test,B,10,profile_A_control,level_ge_7m,known_trend,stable,81,10,71,71,0,35,0.49295774647887325,67.9159526047594,-34.30221059051004,0.9565627127430901,-0.483129726626902,6.718194118132436,23,13
test,B,10,profile_A_control,level_ge_7m,known_trend,unknown,9,7,2,1,1,0,0.0,1.982610665824998,1.982610665824998,1.982610665824998,1.982610665824998,1.982610665824998,0,1
test,B,10,profile_A_control,level_ge_7m,future_response,rising,99,0,99,99,0,29,0.29292929292929293,157.26041706500175,-102.37146546584673,1.5884890612626439,-1.0340552067257245,6.718194118132436,56,14
test,B,10,profile_A_control,level_ge_7m,future_response,falling,112,0,112,112,0,54,0.48214285714285715,81.28577706911955,43.15873228959108,0.7257658666885674,0.3853458240142061,2.73879503312828,18,40
test,B,10,profile_A_control,level_ge_7m,future_response,stable,25,0,25,25,0,11,0.44,16.919276532483114,6.403893231296282,0.6767710612993245,0.25615572925185126,1.853436487761881,4,10
test,B,10,profile_A_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,10,profile_A_control,level_ge_7m,training_response_support,below,28,0,28,28,0,4,0.14285714285714285,41.54475595511269,41.54475595511269,1.4837412841111675,1.4837412841111675,2.73879503312828,0,24
test,B,10,profile_A_control,level_ge_7m,training_response_support,within,198,0,198,198,0,90,0.45454545454545453,160.20681565109973,-40.639696839680106,0.8091253315712108,-0.20525099413979853,5.595867612170853,68,40
test,B,10,profile_A_control,level_ge_7m,training_response_support,above,10,0,10,10,0,0,0.0,53.71389906039197,-53.71389906039197,5.371389906039196,-5.371389906039196,6.718194118132436,10,0
test,B,10,profile_A_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,10,profile_B_control,level_ge_7m,known_trend,rising,97,1,96,96,0,29,0.3020833333333333,126.78292763871944,-46.120012664635425,1.3206554962366608,-0.48041679858995234,6.4336778764475095,42,25
test,B,10,profile_B_control,level_ge_7m,known_trend,falling,73,5,68,68,0,30,0.4411764705882353,70.06139322585237,23.71937964307017,1.0303146062625348,0.3488144065157378,6.139464856560576,12,26
test,B,10,profile_B_control,level_ge_7m,known_trend,stable,81,10,71,71,0,31,0.43661971830985913,71.04471632723963,-40.939778767015675,1.0006298074259103,-0.5766166023523335,6.127101067275779,28,12
test,B,10,profile_B_control,level_ge_7m,known_trend,unknown,9,7,2,1,1,0,0.0,2.211839031782956,2.211839031782956,2.211839031782956,2.211839031782956,2.211839031782956,0,1
test,B,10,profile_B_control,level_ge_7m,future_response,rising,99,0,99,99,0,29,0.29292929292929293,164.77236811999674,-104.9851706384284,1.6643673547474418,-1.0604562690750343,6.4336778764475095,54,16
test,B,10,profile_B_control,level_ge_7m,future_response,falling,112,0,112,112,0,52,0.4642857142857143,87.73571239071806,40.19479228078736,0.7833545749171256,0.35888207393560145,3.0278558348454645,22,38
test,B,10,profile_B_control,level_ge_7m,future_response,stable,25,0,25,25,0,9,0.36,17.5927957128796,3.6618056008430795,0.703711828515184,0.14647222403372318,1.7534158263036863,6,10
test,B,10,profile_B_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,10,profile_B_control,level_ge_7m,training_response_support,below,27,0,27,27,0,4,0.14814814814814814,44.20566320749429,44.20566320749429,1.6372467854627515,1.6372467854627515,3.0278558348454645,0,23
test,B,10,profile_B_control,level_ge_7m,training_response_support,within,199,0,199,199,0,86,0.4321608040201005,172.66911212192838,-52.10813507012055,0.8676839805122029,-0.26184992497548015,5.778854173029114,72,41
test,B,10,profile_B_control,level_ge_7m,training_response_support,above,10,0,10,10,0,0,0.0,53.22610089417171,-53.22610089417171,5.322610089417171,-5.322610089417171,6.4336778764475095,10,0
test,B,10,profile_B_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,10,mixed_profile_candidate,level_ge_7m,known_trend,rising,97,1,96,96,0,28,0.2916666666666667,120.64899752266771,-44.529391483426224,1.256760390861122,-0.4638478279523565,6.395854189890905,43,25
test,B,10,mixed_profile_candidate,level_ge_7m,known_trend,falling,73,5,68,68,0,31,0.45588235294117646,67.77011927763829,23.340386856478734,0.9966194011417395,0.3432409831835108,6.228937908592265,12,25
test,B,10,mixed_profile_candidate,level_ge_7m,known_trend,stable,81,10,71,71,0,30,0.4225352112676056,72.32758670164188,-37.199029496089565,1.0186984042484772,-0.52392999290267,6.73028988534079,26,15
test,B,10,mixed_profile_candidate,level_ge_7m,known_trend,unknown,9,7,2,1,1,0,0.0,2.0254345194164802,2.0254345194164802,2.0254345194164802,2.0254345194164802,2.0254345194164802,0,1
test,B,10,mixed_profile_candidate,level_ge_7m,future_response,rising,99,0,99,99,0,27,0.2727272727272727,159.98954725007576,-104.5880726030015,1.616056032829048,-1.056445177808096,6.73028988534079,56,16
test,B,10,mixed_profile_candidate,level_ge_7m,future_response,falling,112,0,112,112,0,53,0.4732142857142857,84.58327456432707,42.736730384203106,0.7552078086100631,0.3815779498589563,2.8136388242892423,21,38
test,B,10,mixed_profile_candidate,level_ge_7m,future_response,stable,25,0,25,25,0,9,0.36,18.199316206961516,5.4887426151778405,0.7279726482784606,0.21954970460711362,1.9991923340966107,4,12
test,B,10,mixed_profile_candidate,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,10,mixed_profile_candidate,level_ge_7m,training_response_support,below,28,0,28,28,0,6,0.21428571428571427,42.06097300626682,42.06097300626682,1.5021776073666722,1.5021776073666722,2.8136388242892423,0,22
test,B,10,mixed_profile_candidate,level_ge_7m,training_response_support,within,198,0,198,198,0,83,0.41919191919191917,166.98224444159638,-44.69465203638623,0.8433446688969514,-0.2257305658403345,5.705833239617917,71,44
test,B,10,mixed_profile_candidate,level_ge_7m,training_response_support,above,10,0,10,10,0,0,0.0,53.72892057350116,-53.72892057350116,5.372892057350116,-5.372892057350116,6.73028988534079,10,0
test,B,10,mixed_profile_candidate,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,10,age_mixed_candidate,level_ge_7m,known_trend,rising,97,1,96,96,0,28,0.2916666666666667,120.64899752266771,-44.529391483426224,1.256760390861122,-0.4638478279523565,6.395854189890905,43,25
test,B,10,age_mixed_candidate,level_ge_7m,known_trend,falling,73,5,68,68,0,31,0.45588235294117646,67.77011927763829,23.340386856478734,0.9966194011417395,0.3432409831835108,6.228937908592265,12,25
test,B,10,age_mixed_candidate,level_ge_7m,known_trend,stable,81,10,71,71,0,30,0.4225352112676056,72.32758670164188,-37.199029496089565,1.0186984042484772,-0.52392999290267,6.73028988534079,26,15
test,B,10,age_mixed_candidate,level_ge_7m,known_trend,unknown,9,7,2,1,1,0,0.0,2.0254345194164802,2.0254345194164802,2.0254345194164802,2.0254345194164802,2.0254345194164802,0,1
test,B,10,age_mixed_candidate,level_ge_7m,future_response,rising,99,0,99,99,0,27,0.2727272727272727,159.98954725007576,-104.5880726030015,1.616056032829048,-1.056445177808096,6.73028988534079,56,16
test,B,10,age_mixed_candidate,level_ge_7m,future_response,falling,112,0,112,112,0,53,0.4732142857142857,84.58327456432707,42.736730384203106,0.7552078086100631,0.3815779498589563,2.8136388242892423,21,38
test,B,10,age_mixed_candidate,level_ge_7m,future_response,stable,25,0,25,25,0,9,0.36,18.199316206961516,5.4887426151778405,0.7279726482784606,0.21954970460711362,1.9991923340966107,4,12
test,B,10,age_mixed_candidate,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,10,age_mixed_candidate,level_ge_7m,training_response_support,below,28,0,28,28,0,6,0.21428571428571427,42.06097300626682,42.06097300626682,1.5021776073666722,1.5021776073666722,2.8136388242892423,0,22
test,B,10,age_mixed_candidate,level_ge_7m,training_response_support,within,198,0,198,198,0,83,0.41919191919191917,166.98224444159638,-44.69465203638623,0.8433446688969514,-0.2257305658403345,5.705833239617917,71,44
test,B,10,age_mixed_candidate,level_ge_7m,training_response_support,above,10,0,10,10,0,0,0.0,53.72892057350116,-53.72892057350116,5.372892057350116,-5.372892057350116,6.73028988534079,10,0
test,B,10,age_mixed_candidate,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,11,profile_A_control,all,known_trend,rising,340,2,338,338,0,228,0.6745562130177515,208.2030209383624,-57.210616916194766,0.6159852690484096,-0.1692621802254283,6.524859106846755,64,46
test,B,11,profile_A_control,all,known_trend,falling,465,5,460,460,0,322,0.7,212.23103642898505,-23.990701041382373,0.4613718183238805,-0.05215369791604864,7.187127007564964,82,56
test,B,11,profile_A_control,all,known_trend,stable,1126,10,1116,1116,0,795,0.7123655913978495,477.0740173568246,-44.097645200095165,0.42748567863514747,-0.039514018996501046,7.054696948290813,149,172
test,B,11,profile_A_control,all,known_trend,unknown,26,6,20,4,16,3,0.15,3.708961388227301,3.3200607078868623,0.9272403470568252,0.8300151769717156,2.851708336190619,0,1
test,B,11,profile_A_control,all,future_response,rising,576,0,576,576,0,397,0.6892361111111112,344.0661060038121,-238.9101533235356,0.5973369895899515,-0.4147745717422493,7.187127007564964,151,28
test,B,11,profile_A_control,all,future_response,falling,787,0,787,787,0,558,0.7090216010165185,337.84198181756665,196.03145183802968,0.4292782488152054,0.2490869781931762,3.08105380393744,30,199
test,B,11,profile_A_control,all,future_response,stable,555,0,555,555,0,393,0.7081081081081081,219.3089482910206,-79.10020096427952,0.3951512581820191,-0.14252288462032348,1.8591696531148063,114,48
test,B,11,profile_A_control,all,future_response,unknown,39,23,16,0,16,0,0.0,0.0,0.0,,,,0,0
test,B,11,profile_A_control,all,training_response_support,below,28,0,28,28,0,3,0.10714285714285714,47.88203582260524,47.88203582260524,1.7100727079501872,1.7100727079501872,3.08105380393744,0,25
test,B,11,profile_A_control,all,training_response_support,within,1879,0,1879,1879,0,1345,0.7158062799361362,789.063401014927,-105.58933899752353,0.4199379462559484,-0.056194432675637854,5.701320352615882,284,250
test,B,11,profile_A_control,all,training_response_support,above,11,0,11,11,0,0,0.0,64.27159927486716,-64.27159927486716,5.84287266135156,-5.84287266135156,7.187127007564964,11,0
test,B,11,profile_A_control,all,training_response_support,unknown,39,23,16,0,16,0,0.0,0.0,0.0,,,,0,0
test,B,11,profile_B_control,all,known_trend,rising,340,2,338,338,0,216,0.6390532544378699,216.56481927092614,-71.56414407228797,0.640724317369604,-0.21172823690026027,6.582890948203161,77,45
test,B,11,profile_B_control,all,known_trend,falling,465,5,460,460,0,332,0.7217391304347827,210.80118483167826,-20.84870323457337,0.45826344528625707,-0.04532326790124646,6.640039800767847,73,55
test,B,11,profile_B_control,all,known_trend,stable,1126,10,1116,1116,0,800,0.7168458781362007,481.4735137056861,-79.16201242003788,0.4314278796645933,-0.07093370288533861,6.531878662465536,168,148
test,B,11,profile_B_control,all,known_trend,unknown,26,6,20,4,16,2,0.1,4.061733251854801,3.801404199404799,1.0154333129637003,0.9503510498511998,3.1154912510206643,0,2
test,B,11,profile_B_control,all,future_response,rising,576,0,576,576,0,403,0.6996527777777778,346.0240718987236,-245.1747049666034,0.600736235935284,-0.4256505294559087,6.640039800767847,149,24
test,B,11,profile_B_control,all,future_response,falling,787,0,787,787,0,564,0.7166454891994918,338.4753298817079,170.77156783312057,0.4300830112855247,0.21699055633179234,3.6435239966030615,40,183
test,B,11,profile_B_control,all,future_response,stable,555,0,555,555,0,383,0.69009009009009,228.40184927971382,-93.37031839401162,0.41153486356705193,-0.16823480791713805,2.0264905849486103,129,43
test,B,11,profile_B_control,all,future_response,unknown,39,23,16,0,16,0,0.0,0.0,0.0,,,,0,0
test,B,11,profile_B_control,all,training_response_support,below,28,0,28,28,0,4,0.14285714285714285,50.32880583346793,50.32880583346793,1.7974573511952834,1.7974573511952834,3.6435239966030615,0,24
test,B,11,profile_B_control,all,training_response_support,within,1879,0,1879,1879,0,1346,0.7163384779137839,799.8587623556084,-155.38857848989323,0.425683215729435,-0.08269748722186973,5.832889766325103,307,226
test,B,11,profile_B_control,all,training_response_support,above,11,0,11,11,0,0,0.0,62.713682871069096,-62.713682871069096,5.701243897369918,-5.701243897369918,6.640039800767847,11,0
test,B,11,profile_B_control,all,training_response_support,unknown,39,23,16,0,16,0,0.0,0.0,0.0,,,,0,0
test,B,11,mixed_profile_candidate,all,known_trend,rising,340,2,338,338,0,223,0.6597633136094675,217.25183837381564,-67.90704269155957,0.6427569182657268,-0.20090841033005788,7.132502600387834,68,47
test,B,11,mixed_profile_candidate,all,known_trend,falling,465,5,460,460,0,336,0.7304347826086957,208.29340525765562,-24.603906935544313,0.4528117505601209,-0.053486754207705024,6.979930006183366,69,55
test,B,11,mixed_profile_candidate,all,known_trend,stable,1126,10,1116,1116,0,796,0.7132616487455197,476.38590141609694,-58.37354589594674,0.42686908729040945,-0.0523060447096297,7.161586727890171,158,162
test,B,11,mixed_profile_candidate,all,known_trend,unknown,26,6,20,4,16,3,0.15,4.147380445845139,3.7694956042393293,1.0368451114612847,0.9423739010598323,3.2150543585336635,0,1
test,B,11,mixed_profile_candidate,all,future_response,rising,576,0,576,576,0,403,0.6996527777777778,351.2879503585897,-248.16872163437654,0.609874913816996,-0.4308484750596815,7.161586727890171,149,24
test,B,11,mixed_profile_candidate,all,future_response,falling,787,0,787,787,0,561,0.7128335451080051,329.45222044431637,185.80041204456154,0.41861781504995726,0.2360869276296843,3.374010447313321,31,195
test,B,11,mixed_profile_candidate,all,future_response,stable,555,0,555,555,0,394,0.7099099099099099,225.3383546905073,-84.7466903289963,0.40601505349640954,-0.15269673933152486,1.8966879029283579,115,46
test,B,11,mixed_profile_candidate,all,future_response,unknown,39,23,16,0,16,0,0.0,0.0,0.0,,,,0,0
test,B,11,mixed_profile_candidate,all,training_response_support,below,28,0,28,28,0,3,0.10714285714285714,46.749687194423245,46.749687194423245,1.6696316855151159,1.6696316855151159,3.374010447313321,0,25
test,B,11,mixed_profile_candidate,all,training_response_support,within,1879,0,1879,1879,0,1355,0.7211282597126131,792.0758278953422,-126.61167670958665,0.42154115374951684,-0.0673824782914245,5.78906412871311,284,240
test,B,11,mixed_profile_candidate,all,training_response_support,above,11,0,11,11,0,0,0.0,67.25301040364789,-67.25301040364789,6.113910036695263,-6.113910036695263,7.161586727890171,11,0
test,B,11,mixed_profile_candidate,all,training_response_support,unknown,39,23,16,0,16,0,0.0,0.0,0.0,,,,0,0
test,B,11,age_mixed_candidate,all,known_trend,rising,340,2,338,338,0,223,0.6597633136094675,217.25183837381564,-67.90704269155957,0.6427569182657268,-0.20090841033005788,7.132502600387834,68,47
test,B,11,age_mixed_candidate,all,known_trend,falling,465,5,460,460,0,336,0.7304347826086957,208.29340525765562,-24.603906935544313,0.4528117505601209,-0.053486754207705024,6.979930006183366,69,55
test,B,11,age_mixed_candidate,all,known_trend,stable,1126,10,1116,1116,0,796,0.7132616487455197,476.38590141609694,-58.37354589594674,0.42686908729040945,-0.0523060447096297,7.161586727890171,158,162
test,B,11,age_mixed_candidate,all,known_trend,unknown,26,6,20,4,16,3,0.15,4.147380445845139,3.7694956042393293,1.0368451114612847,0.9423739010598323,3.2150543585336635,0,1
test,B,11,age_mixed_candidate,all,future_response,rising,576,0,576,576,0,403,0.6996527777777778,351.2879503585897,-248.16872163437654,0.609874913816996,-0.4308484750596815,7.161586727890171,149,24
test,B,11,age_mixed_candidate,all,future_response,falling,787,0,787,787,0,561,0.7128335451080051,329.45222044431637,185.80041204456154,0.41861781504995726,0.2360869276296843,3.374010447313321,31,195
test,B,11,age_mixed_candidate,all,future_response,stable,555,0,555,555,0,394,0.7099099099099099,225.3383546905073,-84.7466903289963,0.40601505349640954,-0.15269673933152486,1.8966879029283579,115,46
test,B,11,age_mixed_candidate,all,future_response,unknown,39,23,16,0,16,0,0.0,0.0,0.0,,,,0,0
test,B,11,age_mixed_candidate,all,training_response_support,below,28,0,28,28,0,3,0.10714285714285714,46.749687194423245,46.749687194423245,1.6696316855151159,1.6696316855151159,3.374010447313321,0,25
test,B,11,age_mixed_candidate,all,training_response_support,within,1879,0,1879,1879,0,1355,0.7211282597126131,792.0758278953422,-126.61167670958665,0.42154115374951684,-0.0673824782914245,5.78906412871311,284,240
test,B,11,age_mixed_candidate,all,training_response_support,above,11,0,11,11,0,0,0.0,67.25301040364789,-67.25301040364789,6.113910036695263,-6.113910036695263,7.161586727890171,11,0
test,B,11,age_mixed_candidate,all,training_response_support,unknown,39,23,16,0,16,0,0.0,0.0,0.0,,,,0,0
test,B,11,profile_A_control,level_ge_7m,known_trend,rising,99,2,97,97,0,29,0.29896907216494845,128.6356690328312,-49.005567733561634,1.3261409178642392,-0.5052120384903261,6.524859106846755,44,24
test,B,11,profile_A_control,level_ge_7m,known_trend,falling,71,5,66,66,0,28,0.42424242424242425,72.84169252452106,25.94997759901452,1.103662007947289,0.3931814787729473,7.187127007564964,10,28
test,B,11,profile_A_control,level_ge_7m,known_trend,stable,82,10,72,72,0,31,0.4305555555555556,84.16173856060641,-50.40162153278181,1.1689130355639779,-0.7000225212886363,7.054696948290813,25,16
test,B,11,profile_A_control,level_ge_7m,known_trend,unknown,8,6,2,1,1,0,0.0,2.851708336190619,2.851708336190619,2.851708336190619,2.851708336190619,2.851708336190619,0,1
test,B,11,profile_A_control,level_ge_7m,future_response,rising,102,0,102,102,0,25,0.24509803921568626,181.1529245466561,-126.00786234956816,1.776009064182903,-1.23537119950557,7.187127007564964,60,17
test,B,11,profile_A_control,level_ge_7m,future_response,falling,111,0,111,111,0,50,0.45045045045045046,93.5163773959784,48.13484425823468,0.8424898864502558,0.4336472455696818,3.08105380393744,17,44
test,B,11,profile_A_control,level_ge_7m,future_response,stable,23,0,23,23,0,13,0.5652173913043478,13.821506511514812,7.267514760195184,0.6009350657180353,0.3159789026171819,1.8591696531148063,2,8
test,B,11,profile_A_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,11,profile_A_control,level_ge_7m,training_response_support,below,28,0,28,28,0,3,0.10714285714285714,47.88203582260524,47.88203582260524,1.7100727079501872,1.7100727079501872,3.08105380393744,0,25
test,B,11,profile_A_control,level_ge_7m,training_response_support,within,197,0,197,197,0,85,0.43147208121827413,176.3371733566769,-54.215939878876384,0.8951125551100351,-0.27520781664404254,5.701320352615882,68,44
test,B,11,profile_A_control,level_ge_7m,training_response_support,above,11,0,11,11,0,0,0.0,64.27159927486716,-64.27159927486716,5.84287266135156,-5.84287266135156,7.187127007564964,11,0
test,B,11,profile_A_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,11,profile_B_control,level_ge_7m,known_trend,rising,99,2,97,97,0,29,0.29896907216494845,131.6325818269952,-52.74155135029676,1.3570369260514967,-0.543727333508214,6.582890948203161,44,24
test,B,11,profile_B_control,level_ge_7m,known_trend,falling,71,5,66,66,0,27,0.4090909090909091,75.18819369294975,27.886439836168513,1.1392150559537841,0.4225218156995229,6.640039800767847,11,28
test,B,11,profile_B_control,level_ge_7m,known_trend,stable,82,10,72,72,0,26,0.3611111111111111,86.94899629731736,-58.89865565196554,1.2076249485738524,-0.8180368840550769,6.531878662465536,33,13
test,B,11,profile_B_control,level_ge_7m,known_trend,unknown,8,6,2,1,1,0,0.0,3.1154912510206643,3.1154912510206643,3.1154912510206643,3.1154912510206643,3.1154912510206643,0,1
test,B,11,profile_B_control,level_ge_7m,future_response,rising,102,0,102,102,0,25,0.24509803921568626,184.7876747584526,-132.45569031738253,1.811643870180908,-1.2985851991900248,6.640039800767847,60,17
test,B,11,profile_B_control,level_ge_7m,future_response,falling,111,0,111,111,0,43,0.38738738738738737,98.21139345648557,48.00602360930871,0.884787328436807,0.4324866991829614,3.6435239966030615,25,43
test,B,11,profile_B_control,level_ge_7m,future_response,stable,23,0,23,23,0,14,0.6086956521739131,13.886194853344783,3.811390793000726,0.6037476023193384,0.1657126431739446,1.6808729176875747,3,6
test,B,11,profile_B_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,11,profile_B_control,level_ge_7m,training_response_support,below,28,0,28,28,0,4,0.14285714285714285,50.32880583346793,50.32880583346793,1.7974573511952834,1.7974573511952834,3.6435239966030615,0,24
test,B,11,profile_B_control,level_ge_7m,training_response_support,within,197,0,197,197,0,78,0.39593908629441626,183.84277436374592,-68.25339887747194,0.9332120526078473,-0.34646395369275096,5.832889766325103,77,42
test,B,11,profile_B_control,level_ge_7m,training_response_support,above,11,0,11,11,0,0,0.0,62.713682871069096,-62.713682871069096,5.701243897369918,-5.701243897369918,6.640039800767847,11,0
test,B,11,profile_B_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,11,mixed_profile_candidate,level_ge_7m,known_trend,rising,99,2,97,97,0,27,0.27835051546391754,135.37235069848788,-54.5554969612337,1.395591244314308,-0.5624278037240588,7.132502600387834,44,26
test,B,11,mixed_profile_candidate,level_ge_7m,known_trend,falling,71,5,66,66,0,27,0.4090909090909091,71.55451376935123,24.16193207540347,1.0841592995356246,0.36608987993035563,6.979930006183366,11,28
test,B,11,mixed_profile_candidate,level_ge_7m,known_trend,stable,82,10,72,72,0,25,0.3472222222222222,89.75939112695096,-52.90138541385026,1.246658210096541,-0.7347414640812535,7.161586727890171,31,16
test,B,11,mixed_profile_candidate,level_ge_7m,known_trend,unknown,8,6,2,1,1,0,0.0,3.2150543585336635,3.2150543585336635,3.2150543585336635,3.2150543585336635,3.2150543585336635,0,1
test,B,11,mixed_profile_candidate,level_ge_7m,future_response,rising,102,0,102,102,0,25,0.24509803921568626,189.98105358382819,-133.29196081158022,1.8625593488610606,-1.3067839295252963,7.161586727890171,59,18
test,B,11,mixed_profile_candidate,level_ge_7m,future_response,falling,111,0,111,111,0,43,0.38738738738738737,94.65185944574367,46.753643498717466,0.8527194544661592,0.4212039954839411,3.374010447313321,24,44
test,B,11,mixed_profile_candidate,level_ge_7m,future_response,stable,23,0,23,23,0,11,0.4782608695652174,15.268396923751903,6.458421371715934,0.6638433445109523,0.28080092920504063,1.8966879029283579,3,9
test,B,11,mixed_profile_candidate,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,11,mixed_profile_candidate,level_ge_7m,training_response_support,below,28,0,28,28,0,3,0.10714285714285714,46.749687194423245,46.749687194423245,1.6696316855151159,1.6696316855151159,3.374010447313321,0,25
