phase,profile,horizon_h,family,subset,partition,category,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,observed_hit_fraction,sum_abs_error_m,sum_error_m,mae_m,bias_m,max_abs_m,under_by_more_than_0_5m,over_by_more_than_0_5m
test,A,2,age_mixed_candidate,all,training_response_support,unknown,30,23,7,0,7,0,0.0,0.0,0.0,,,,0,0
test,A,2,profile_A_control,level_ge_7m,known_trend,rising,70,0,70,70,0,62,0.8857142857142857,19.658397405047094,-8.50062198067074,0.2808342486435299,-0.12143745686672486,2.430986906354253,6,2
test,A,2,profile_A_control,level_ge_7m,known_trend,falling,92,4,88,88,0,85,0.9659090909090909,10.111712116708198,4.371019855550422,0.1149058195080477,0.04967068017670934,0.6097200913433944,0,3
test,A,2,profile_A_control,level_ge_7m,known_trend,stable,80,3,77,77,0,77,1.0,3.7070585829120555,0.4976656795423411,0.04814361795989682,0.006463190643407027,0.20959911821636368,0,0
test,A,2,profile_A_control,level_ge_7m,known_trend,unknown,18,16,2,1,1,1,0.5,0.04185371423563211,0.04185371423563211,0.04185371423563211,0.04185371423563211,0.04185371423563211,0,0
test,A,2,profile_A_control,level_ge_7m,future_response,rising,40,0,40,40,0,33,0.825,15.993253249642887,-10.552563736609919,0.3998313312410722,-0.263814093415248,2.430986906354253,6,1
test,A,2,profile_A_control,level_ge_7m,future_response,falling,44,0,44,44,0,40,0.9090909090909091,7.72266078399481,7.4277462658137505,0.17551501781806386,0.1688124151321307,0.6097200913433944,0,4
test,A,2,profile_A_control,level_ge_7m,future_response,stable,152,0,152,152,0,152,1.0,9.803107785265286,-0.46526526054617623,0.064494130166219,-0.0030609556614880017,0.445042730868046,0,0
test,A,2,profile_A_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,2,profile_A_control,level_ge_7m,training_response_support,below,8,0,8,8,0,4,0.5,3.7824922737290922,3.7824922737290922,0.47281153421613653,0.47281153421613653,0.6097200913433944,0,4
test,A,2,profile_A_control,level_ge_7m,training_response_support,within,221,0,221,221,0,219,0.9909502262443439,20.532254876841748,1.8316996632607028,0.0929061306644423,0.00828823377041042,0.6251906084233632,1,1
test,A,2,profile_A_control,level_ge_7m,training_response_support,above,7,0,7,7,0,2,0.2857142857142857,9.20427466833214,-9.20427466833214,1.3148963811903056,-1.3148963811903056,2.430986906354253,5,0
test,A,2,profile_A_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,2,profile_B_control,level_ge_7m,known_trend,rising,70,0,70,70,0,62,0.8857142857142857,18.529071315066545,-5.508760706737518,0.2647010187866649,-0.07869658152482169,2.3364175247165386,6,2
test,A,2,profile_B_control,level_ge_7m,known_trend,falling,92,4,88,88,0,86,0.9772727272727273,8.895017241278907,2.932446221978358,0.1010797413781694,0.03332325252248134,0.5763689513699841,0,2
test,A,2,profile_B_control,level_ge_7m,known_trend,stable,80,3,77,77,0,77,1.0,4.593230216365619,-2.364434084791313,0.05965234047228077,-0.030706936166120944,0.29234464065443255,0,0
test,A,2,profile_B_control,level_ge_7m,known_trend,unknown,18,16,2,1,1,1,0.5,0.040204937944796626,0.040204937944796626,0.040204937944796626,0.040204937944796626,0.040204937944796626,0,0
test,A,2,profile_B_control,level_ge_7m,future_response,rising,40,0,40,40,0,34,0.85,13.932105480514686,-8.438608877340126,0.3483026370128671,-0.21096522193350314,2.3364175247165386,6,0
test,A,2,profile_B_control,level_ge_7m,future_response,falling,44,0,44,44,0,41,0.9318181818181818,6.717916122537716,5.311130688171378,0.15267991187585717,0.1207075156402586,0.6840417119500408,0,3
test,A,2,profile_B_control,level_ge_7m,future_response,stable,152,0,152,152,0,151,0.993421052631579,11.407502107603468,-1.773065442436927,0.07504935597107545,-0.01166490422655873,0.5901278640543755,0,1
test,A,2,profile_B_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,2,profile_B_control,level_ge_7m,training_response_support,below,7,0,7,7,0,4,0.5714285714285714,3.3143014633905175,3.3143014633905175,0.4734716376272168,0.4734716376272168,0.6840417119500408,0,3
test,A,2,profile_B_control,level_ge_7m,training_response_support,within,224,0,224,224,0,222,0.9910714285714286,20.75256791143637,-0.22419075916721098,0.0926453924617695,-0.001000851603425049,0.7033868779934842,1,1
test,A,2,profile_B_control,level_ge_7m,training_response_support,above,5,0,5,5,0,0,0.0,7.9906543358289825,-7.9906543358289825,1.5981308671657966,-1.5981308671657966,2.3364175247165386,5,0
test,A,2,profile_B_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,2,mixed_profile_candidate,level_ge_7m,known_trend,rising,70,0,70,70,0,62,0.8857142857142857,18.294750899420787,-6.276075355487648,0.2613535842774398,-0.08965821936410925,2.35798379080882,6,2
test,A,2,mixed_profile_candidate,level_ge_7m,known_trend,falling,92,4,88,88,0,85,0.9659090909090909,9.564613102950595,3.0981693188960646,0.10868878526080222,0.035206469532909825,0.6164513565371514,0,3
test,A,2,mixed_profile_candidate,level_ge_7m,known_trend,stable,80,3,77,77,0,77,1.0,3.6483460867525253,-0.7559744274770104,0.04738111800977306,-0.009817849707493642,0.19722987611357823,0,0
test,A,2,mixed_profile_candidate,level_ge_7m,known_trend,unknown,18,16,2,1,1,1,0.5,0.04113419739543289,0.04113419739543289,0.04113419739543289,0.04113419739543289,0.04113419739543289,0,0
test,A,2,mixed_profile_candidate,level_ge_7m,future_response,rising,40,0,40,40,0,34,0.85,14.06644259716266,-8.842778585798193,0.35166106492906646,-0.22106946464495483,2.35798379080882,6,0
test,A,2,mixed_profile_candidate,level_ge_7m,future_response,falling,44,0,44,44,0,40,0.9090909090909091,7.432633080205369,6.319084561601672,0.16892347909557656,0.1436155582182198,0.7400761767872694,0,4
test,A,2,mixed_profile_candidate,level_ge_7m,future_response,stable,152,0,152,152,0,151,0.993421052631579,10.049768609151311,-1.3690522424766396,0.06611689874441652,-0.00900692264787263,0.5127623059546487,0,1
test,A,2,mixed_profile_candidate,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,2,mixed_profile_candidate,level_ge_7m,training_response_support,below,7,0,7,7,0,3,0.42857142857142855,3.639941007148666,3.639941007148666,0.5199915724498094,0.5199915724498094,0.7400761767872694,0,4
test,A,2,mixed_profile_candidate,level_ge_7m,training_response_support,within,224,0,224,224,0,222,0.9910714285714286,19.814870371307528,0.561345634241321,0.08845924272905147,0.002506007295720183,0.5713014593053707,1,1
test,A,2,mixed_profile_candidate,level_ge_7m,training_response_support,above,5,0,5,5,0,0,0.0,8.094032908063149,-8.094032908063149,1.6188065816126298,-1.6188065816126298,2.35798379080882,5,0
test,A,2,mixed_profile_candidate,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,2,age_mixed_candidate,level_ge_7m,known_trend,rising,70,0,70,70,0,63,0.9,17.993701226218608,-5.6953040119979566,0.25705287466026583,-0.08136148588568509,2.346097569851504,6,1
test,A,2,age_mixed_candidate,level_ge_7m,known_trend,falling,92,4,88,88,0,85,0.9659090909090909,10.374505006737435,4.903404555189651,0.11789210234928903,0.0557205063089733,0.6392241435272226,0,3
test,A,2,age_mixed_candidate,level_ge_7m,known_trend,stable,80,3,77,77,0,77,1.0,3.681637894782882,-0.09367163621204266,0.04781347915302444,-0.0012165147560005542,0.19851645007905283,0,0
test,A,2,age_mixed_candidate,level_ge_7m,known_trend,unknown,18,16,2,1,1,1,0.5,0.07948578788357707,0.07948578788357707,0.07948578788357707,0.07948578788357707,0.07948578788357707,0,0
test,A,2,age_mixed_candidate,level_ge_7m,future_response,rising,40,0,40,40,0,34,0.85,13.822651127263702,-8.677066851729741,0.3455662781815926,-0.21692667129324353,2.346097569851504,6,0
test,A,2,age_mixed_candidate,level_ge_7m,future_response,falling,44,0,44,44,0,40,0.9090909090909091,8.442247675530181,8.073794781954172,0.19186926535295867,0.1834953359535039,0.759941248005088,0,4
test,A,2,age_mixed_candidate,level_ge_7m,future_response,stable,152,0,152,152,0,152,1.0,9.864431112828619,-0.20281323536120333,0.0648975731107146,-0.0013342976010605483,0.49334382924523545,0,0
test,A,2,age_mixed_candidate,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,2,age_mixed_candidate,level_ge_7m,training_response_support,below,7,0,7,7,0,3,0.42857142857142855,3.8029604333737836,3.8029604333737836,0.5432800619105406,0.5432800619105406,0.759941248005088,0,4
test,A,2,age_mixed_candidate,level_ge_7m,training_response_support,within,224,0,224,224,0,223,0.9955357142857143,20.28095357540911,3.4363701683290513,0.09053997131879067,0.01534093825146898,0.5613362671162605,1,0
test,A,2,age_mixed_candidate,level_ge_7m,training_response_support,above,5,0,5,5,0,0,0.0,8.045415906839606,-8.045415906839606,1.6090831813679212,-1.6090831813679212,2.346097569851504,5,0
test,A,2,age_mixed_candidate,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,3,profile_A_control,all,known_trend,rising,337,1,336,336,0,312,0.9285714285714286,61.41814999422006,-34.62947122402883,0.1827921130780359,-0.10306390245246677,3.8502978392165037,21,3
test,A,3,profile_A_control,all,known_trend,falling,469,4,465,465,0,457,0.9827956989247312,47.794950015930155,28.89502461238377,0.10278483874393582,0.06213983787609413,0.8825463932945983,1,7
test,A,3,profile_A_control,all,known_trend,stable,1131,4,1127,1127,0,1122,0.9955634427684117,61.31567598570813,-7.374386756694249,0.054406101140823546,-0.006543377778788153,0.913540898341795,3,2
test,A,3,profile_A_control,all,known_trend,unknown,28,14,14,5,9,5,0.35714285714285715,0.7043079349458283,0.5574308415473208,0.14086158698916568,0.11148616830946416,0.31414946496122775,0,0
test,A,3,profile_A_control,all,future_response,rising,294,0,294,294,0,267,0.9081632653061225,69.20962246328538,-36.26870281535271,0.23540687912682104,-0.12336293474609765,3.8502978392165037,25,2
test,A,3,profile_A_control,all,future_response,falling,266,0,266,266,0,259,0.9736842105263158,26.444822933837774,16.92771367689945,0.09941662757081869,0.06363802134172726,0.8825463932945983,0,7
test,A,3,profile_A_control,all,future_response,stable,1373,0,1373,1373,0,1370,0.9978150036416606,75.57863853368102,6.789586611661267,0.05504634998811436,0.004945074007036612,0.8259429717153184,0,3
test,A,3,profile_A_control,all,future_response,unknown,32,23,9,0,9,0,0.0,0.0,0.0,,,,0,0
test,A,3,profile_A_control,all,training_response_support,below,18,0,18,18,0,11,0.6111111111111112,9.062131872038155,9.062131872038155,0.5034517706687863,0.5034517706687863,0.8825463932945983,0,7
test,A,3,profile_A_control,all,training_response_support,within,1908,0,1908,1908,0,1885,0.9879454926624738,144.97400404905557,-4.416586389119713,0.07598218241564757,-0.0023147727406287806,1.1353594815597088,18,5
test,A,3,profile_A_control,all,training_response_support,above,7,0,7,7,0,0,0.0,17.196948009710432,-17.196948009710432,2.4567068585300618,-2.4567068585300618,3.8502978392165037,7,0
test,A,3,profile_A_control,all,training_response_support,unknown,32,23,9,0,9,0,0.0,0.0,0.0,,,,0,0
test,A,3,profile_B_control,all,known_trend,rising,337,1,336,336,0,304,0.9047619047619048,83.91230705711936,-52.15607958656632,0.24973900909856953,-0.1552264273409712,3.591469992707828,28,4
test,A,3,profile_B_control,all,known_trend,falling,469,4,465,465,0,438,0.9419354838709677,75.28117136356985,61.774762796957575,0.16189499217972012,0.13284895225152166,1.221568720330753,0,27
test,A,3,profile_B_control,all,known_trend,stable,1131,4,1127,1127,0,1104,0.9795918367346939,100.57071676433449,-7.157866438177597,0.08923754814936512,-0.006351256821807983,1.3034235443624622,4,19
test,A,3,profile_B_control,all,known_trend,unknown,28,14,14,5,9,5,0.35714285714285715,0.6331490218331655,0.1998824987487704,0.1266298043666331,0.03997649974975408,0.22145892049444038,0,0
test,A,3,profile_B_control,all,future_response,rising,294,0,294,294,0,245,0.8333333333333334,94.2055642255588,-25.37584017235446,0.32042708920258095,-0.08631238153862061,3.591469992707828,32,17
test,A,3,profile_B_control,all,future_response,falling,266,0,266,266,0,259,0.9736842105263158,31.682483186514496,9.668208121537191,0.11910707964855073,0.036346647073448084,0.7825473215372263,0,7
test,A,3,profile_B_control,all,future_response,stable,1373,0,1373,1373,0,1347,0.9810633648943918,134.50929679478358,18.3683313217797,0.09796744121979867,0.013378245682286743,1.3034235443624622,0,26
test,A,3,profile_B_control,all,future_response,unknown,32,23,9,0,9,0,0.0,0.0,0.0,,,,0,0
test,A,3,profile_B_control,all,training_response_support,below,12,0,12,12,0,5,0.4166666666666667,6.2174468251635595,6.2174468251635595,0.51812056876363,0.51812056876363,0.7825473215372263,0,7
test,A,3,profile_B_control,all,training_response_support,within,1915,0,1915,1915,0,1846,0.9639686684073107,239.31083081943615,11.312319008056024,0.1249664912895228,0.005907216192196357,1.3034235443624622,26,43
test,A,3,profile_B_control,all,training_response_support,above,6,0,6,6,0,0,0.0,14.86906656225715,-14.86906656225715,2.4781777603761914,-2.4781777603761914,3.591469992707828,6,0
test,A,3,profile_B_control,all,training_response_support,unknown,32,23,9,0,9,0,0.0,0.0,0.0,,,,0,0
test,A,3,mixed_profile_candidate,all,known_trend,rising,337,1,336,336,0,314,0.9345238095238095,66.80950354172244,-38.3423621795465,0.1988378081598882,-0.1141141731534122,3.5417724438313964,18,4
test,A,3,mixed_profile_candidate,all,known_trend,falling,469,4,465,465,0,440,0.946236559139785,64.29378280819003,48.33479469346224,0.13826619958750544,0.10394579503970375,1.1598226413458528,0,25
test,A,3,mixed_profile_candidate,all,known_trend,stable,1131,4,1127,1127,0,1110,0.9849157054125999,82.80458744333865,-2.182529822628787,0.07347345824608575,-0.0019365836935481696,1.2845272385391668,1,16
test,A,3,mixed_profile_candidate,all,known_trend,unknown,28,14,14,5,9,5,0.35714285714285715,0.43352993879703394,0.21414991687049767,0.08670598775940679,0.04282998337409953,0.14338476661576438,0,0
test,A,3,mixed_profile_candidate,all,future_response,rising,294,0,294,294,0,261,0.8877551020408163,78.55848232342433,-21.578283877034448,0.2672057221885181,-0.07339552339127363,3.5417724438313964,19,14
test,A,3,mixed_profile_candidate,all,future_response,falling,266,0,266,266,0,259,0.9736842105263158,27.334771543351973,13.089477755543328,0.1027622990351578,0.04920856299076439,0.8408846753248103,0,7
test,A,3,mixed_profile_candidate,all,future_response,stable,1373,0,1373,1373,0,1349,0.9825200291332847,108.44814986527186,16.51285872964857,0.0789862708414216,0.012026845396685047,1.2845272385391668,0,24
test,A,3,mixed_profile_candidate,all,future_response,unknown,32,23,9,0,9,0,0.0,0.0,0.0,,,,0,0
test,A,3,mixed_profile_candidate,all,training_response_support,below,12,0,12,12,0,5,0.4166666666666667,6.784947000734718,6.784947000734718,0.5654122500612265,0.5654122500612265,0.8408846753248103,0,7
test,A,3,mixed_profile_candidate,all,training_response_support,within,1915,0,1915,1915,0,1864,0.9733681462140992,192.87267598662163,15.922886352114508,0.10071680208178675,0.008314823160373111,1.2845272385391668,13,38
test,A,3,mixed_profile_candidate,all,training_response_support,above,6,0,6,6,0,0,0.0,14.683780744691774,-14.683780744691774,2.4472967907819623,-2.4472967907819623,3.5417724438313964,6,0
test,A,3,mixed_profile_candidate,all,training_response_support,unknown,32,23,9,0,9,0,0.0,0.0,0.0,,,,0,0
test,A,3,age_mixed_candidate,all,known_trend,rising,337,1,336,336,0,313,0.9315476190476191,63.035363172264674,-36.15092246361144,0.187605247536502,-0.10759203114170071,3.6904468704586115,20,3
test,A,3,age_mixed_candidate,all,known_trend,falling,469,4,465,465,0,442,0.9505376344086022,60.91638661518615,44.75625783455254,0.13100298196814225,0.0962500168485001,1.0667015960276645,0,23
test,A,3,age_mixed_candidate,all,known_trend,stable,1131,4,1127,1127,0,1110,0.9849157054125999,75.03996077721473,0.8382949362761405,0.0665838161288507,0.0007438286923479508,1.2682898052387475,1,16
test,A,3,age_mixed_candidate,all,known_trend,unknown,28,14,14,5,9,5,0.35714285714285715,0.5183238810730106,0.2420416647499728,0.10366477621460213,0.04840833294999456,0.15216741971909054,0,0
test,A,3,age_mixed_candidate,all,future_response,rising,294,0,294,294,0,261,0.8877551020408163,76.19143988919183,-26.60328758762365,0.2591545574462307,-0.09048737274701922,3.6904468704586115,21,12
test,A,3,age_mixed_candidate,all,future_response,falling,266,0,266,266,0,259,0.9736842105263158,27.074625838959363,16.565494528037156,0.10178430766526077,0.0622762952181848,0.8379141181355152,0,7
test,A,3,age_mixed_candidate,all,future_response,stable,1373,0,1373,1373,0,1350,0.9832483612527313,96.24396871758738,19.7234650315537,0.07009757372001994,0.014365233089259797,1.2682898052387475,0,23
test,A,3,age_mixed_candidate,all,future_response,unknown,32,23,9,0,9,0,0.0,0.0,0.0,,,,0,0
test,A,3,age_mixed_candidate,all,training_response_support,below,12,0,12,12,0,5,0.4166666666666667,6.753084253683625,6.753084253683625,0.562757021140302,0.562757021140302,0.8379141181355152,0,7
test,A,3,age_mixed_candidate,all,training_response_support,within,1915,0,1915,1915,0,1865,0.9738903394255874,177.54284117511094,18.146696735227607,0.0927116664099796,0.009476081846071857,1.2682898052387475,15,35
test,A,3,age_mixed_candidate,all,training_response_support,above,6,0,6,6,0,0,0.0,15.214109016944018,-15.214109016944018,2.5356848361573365,-2.5356848361573365,3.6904468704586115,6,0
test,A,3,age_mixed_candidate,all,training_response_support,unknown,32,23,9,0,9,0,0.0,0.0,0.0,,,,0,0
test,A,3,profile_A_control,level_ge_7m,known_trend,rising,74,1,73,73,0,53,0.726027397260274,36.63307010176563,-20.141717116075053,0.5018228781063785,-0.27591393309691853,3.8502978392165037,17,3
test,A,3,profile_A_control,level_ge_7m,known_trend,falling,92,4,88,88,0,82,0.9318181818181818,16.14749639507353,7.9440737133026555,0.1834942772167447,0.09027356492389381,0.8825463932945983,0,6
test,A,3,profile_A_control,level_ge_7m,known_trend,stable,78,4,74,74,0,74,1.0,6.805048980453773,-2.0324269322317843,0.09196012135748341,-0.027465228813943032,0.44030889891913816,0,0
test,A,3,profile_A_control,level_ge_7m,known_trend,unknown,16,14,2,1,1,1,0.5,0.17423069081652187,0.17423069081652187,0.17423069081652187,0.17423069081652187,0.17423069081652187,0,0
test,A,3,profile_A_control,level_ge_7m,future_response,rising,52,0,52,52,0,33,0.6346153846153846,33.17990719469886,-23.51982637744333,0.6380751383595935,-0.45230435341237174,3.8502978392165037,17,2
test,A,3,profile_A_control,level_ge_7m,future_response,falling,70,0,70,70,0,63,0.9,14.544653468666114,12.529430049610893,0.20778076383808736,0.1789918578515842,0.8825463932945983,0,7
test,A,3,profile_A_control,level_ge_7m,future_response,stable,114,0,114,114,0,114,1.0,12.035285504744483,-3.065443316355223,0.10557267986617967,-0.0268898536522388,0.4516271858998504,0,0
test,A,3,profile_A_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,A,3,profile_A_control,level_ge_7m,training_response_support,below,18,0,18,18,0,11,0.6111111111111112,9.062131872038155,9.062131872038155,0.5034517706687863,0.5034517706687863,0.8825463932945983,0,7
test,A,3,profile_A_control,level_ge_7m,training_response_support,within,211,0,211,211,0,199,0.943127962085308,33.50076628636087,-5.921023506515382,0.1587714042007624,-0.02806172277969375,1.1353594815597088,10,2
test,A,3,profile_A_control,level_ge_7m,training_response_support,above,7,0,7,7,0,0,0.0,17.196948009710432,-17.196948009710432,2.4567068585300618,-2.4567068585300618,3.8502978392165037,7,0
