mae_m,rmse_m,bias_m,p90_abs_m,max_abs_m,n,model,h,validation_score,alpha,weighted,n_train,n_validation,rapid_rise_mae_m,rapid_rise_n,high_water_mae_m,high_water_n
0.06644375590706686,0.10066392005893014,-0.0161221036560528,0.14460671007114972,0.5688500084609291,1349,integrado,2,0.03174636192545406,10.0,False,8907,649,0.26831143928916346,23,0.13162419324870253,71
0.06972313195477019,0.10708911841156292,-0.008182142736053426,0.1613588105617387,0.7220464391495707,1349,integrado_assimilado,2,0.03174636192545406,10.0,False,8907,649,0.3087985984606714,23,0.1458288855055379,71
0.06535870757834235,0.09943947385785314,-0.016366043821835922,0.14495458127002372,0.5802652277770832,1349,barragens_chuva,2,0.032576855532554704,10.0,False,8907,649,0.276469251223403,23,0.13055965642038633,71
0.06960563338757116,0.10751647151302685,-0.008263202444354233,0.15992537115167318,0.7307075064087005,1349,barragens_chuva_assimilado,2,0.032576855532554704,10.0,False,8907,649,0.3238599420190571,23,0.15097690135844438,71
0.23249073387694588,0.334099255946963,0.008487768717568569,0.48999999999999977,2.01,1349,persistencia,2,,,False,0,0,1.2930434782608697,23,0.4253521126760563,71
0.17882876204596,0.2717376749243902,-4.4477390659748e-05,0.4300000000000006,1.4099999999999993,1349,tendencia2h,2,,,False,0,0,0.8665217391304346,23,0.16211267605633792,71
0.0995854257241037,0.14632821636695176,0.02718499773912708,0.2260330472592019,1.0090140918772352,1347,nivel_montante,3,0.17777965384506447,10.0,True,8906,649,0.19858022079152154,72,0.19432487936175838,70
0.11216414892826673,0.1659305633738163,0.013849864518104178,0.2593388192238627,1.1060529995396404,1347,nivel_montante_assimilado,3,0.17777965384506447,10.0,True,8906,649,0.2596670129017653,72,0.23841887301977452,70
0.08996940686935034,0.13384214929356555,0.00622148198492362,0.20681146685366458,0.8226323697942721,1347,nivel_barragens,3,0.16689518767295985,10.0,True,8906,649,0.1748862699693846,72,0.19484980213656045,70
0.10105442435272012,0.15103611445257759,0.0030508950330318703,0.22987970379099548,0.8992455625728386,1347,nivel_barragens_assimilado,3,0.16689518767295985,10.0,True,8906,649,0.20945492312301753,72,0.22279136024550375,70
0.08758075012181621,0.1416488128373327,0.010691660135468408,0.195837212399049,1.223040352146059,1347,integrado,3,0.1522616772619542,10.0,True,8906,649,0.16582448956441193,72,0.22838415023297107,70
0.0971204449397641,0.15417320971465187,0.005323075239910345,0.23490686015703102,1.3917345456677932,1347,integrado_assimilado,3,0.1522616772619542,10.0,True,8906,649,0.21129136977176305,72,0.25558856889371184,70
0.08645717604955572,0.13840649083944542,0.010007691033254294,0.19535061434743428,1.1654171306282795,1347,barragens_chuva,3,0.14651947055041703,10.0,True,8906,649,0.16164191471704573,72,0.22204974757744222,70
0.09793051661001827,0.1555562204475973,0.004995074588090132,0.2354333991257717,1.368390984272171,1347,barragens_chuva_assimilado,3,0.14651947055041703,10.0,True,8906,649,0.21219302252024694,72,0.2635017488771587,70
0.34190051967334817,0.47965172343906964,0.012694877505567933,0.7100000000000009,2.879999999999999,1347,persistencia,3,,,False,0,0,1.3465277777777775,72,0.6508571428571427,70
0.30504825538233116,0.45038620728102113,-0.0004231625835189404,0.7799999999999994,2.11,1347,tendencia2h,3,,,False,0,0,0.9692361111111111,72,0.27942857142857125,70
0.11917442679702606,0.18648936583269252,-0.014676216517323088,0.24793393549190035,1.5891815951758632,1346,nivel_montante,4,0.17683648813221833,10.0,False,8904,649,0.2726501493954042,107,0.264955933202361,69
0.14033002071263098,0.21074225273329592,-0.007288987906472843,0.29772076578136586,1.5979511988757462,1346,nivel_montante_assimilado,4,0.17683648813221833,10.0,False,8904,649,0.30666894515494947,107,0.32466554592382435,69
0.11687881358736701,0.17301446393092001,-0.023077403621483403,0.24962983272919903,1.191592706598252,1346,nivel_barragens,4,0.16824710231324322,10.0,False,8904,649,0.24122788363088823,107,0.2805210843951324,69
0.13032760341051175,0.19593518225176593,-0.011709740304309227,0.28078844223337374,1.3928169015674587,1346,nivel_barragens_assimilado,4,0.16824710231324322,10.0,False,8904,649,0.2671930577736999,107,0.314165582560779,69
0.11639757440593582,0.18846609892334046,-0.02136605458097697,0.23538155492429325,1.564553670027074,1346,integrado,4,0.15383660231136786,10.0,False,8904,649,0.2375071321045277,107,0.31790671962314276,69
0.12629716105054833,0.20585646262972981,-0.010844284298175959,0.27484160205062436,1.9377008707999615,1346,integrado_assimilado,4,0.15383660231136786,10.0,False,8904,649,0.26926356778669797,107,0.3624845775117607,69
0.11526549526370337,0.18701063546677527,-0.022372102303161067,0.23418528042304,1.55070948959467,1346,barragens_chuva,4,0.14575807792881929,10.0,False,8904,649,0.237216678855372,107,0.32404310984339013,69
0.12697529808862204,0.20835402145352142,-0.011405634708899949,0.27072819515718294,1.969979062651067,1346,barragens_chuva_assimilado,4,0.14575807792881929,10.0,False,8904,649,0.27134165740595273,107,0.38026599279399603,69
0.44436106983655277,0.609491847390645,0.01768945022288261,0.9349999999999999,3.55,1346,persistencia,4,,,False,0,0,1.4621495327102803,107,0.8807246376811594,69
0.442221396731055,0.6399299390515357,-0.0003491827637444254,1.1349999999999998,2.78,1346,tendencia2h,4,,,False,0,0,1.1640186915887851,107,0.4259420289855072,69
0.1533771105916347,0.24193821011801006,-0.014408145160393656,0.3174989125037625,2.1711310873068275,1345,nivel_montante,5,0.21026730668305652,100.0,False,8900,649,0.3371137588187856,148,0.3911604628130082,69
0.1689176765101771,0.25623358464508034,-0.007172041136348646,0.35241088300661016,1.845789491604048,1345,nivel_montante_assimilado,5,0.21026730668305652,100.0,False,8900,649,0.3605853213085902,148,0.4116817305418099,69
0.1517880330028133,0.22919275638871128,-0.008335799045070008,0.32906715353095267,1.5656160248429014,1345,nivel_barragens,5,0.20489830665170297,10.0,False,8900,649,0.30738966970517645,148,0.39651003953876984,69
0.16630345195592824,0.2469082792627161,-0.004124548618022801,0.3462383778402776,1.5307631115495877,1345,nivel_barragens_assimilado,5,0.20489830665170297,10.0,False,8900,649,0.3322636868556885,148,0.41301634510366464,69
0.1486064556909906,0.2489041326235589,-0.008067667117243322,0.3092773344845598,2.076967750746652,1345,integrado,5,0.16526791741389868,10.0,False,8900,649,0.3114692005816802,148,0.42238852800916077,69
0.16038869002902797,0.2637283905008404,-0.003987199049645608,0.3296490163377727,2.5829899679655526,1345,integrado_assimilado,5,0.16526791741389868,10.0,False,8900,649,0.331319800228496,148,0.45844456394238237,69
0.14722632214481765,0.2468866438448776,-0.009638144199157294,0.31213971704170435,2.1089293154717996,1345,barragens_chuva,5,0.16766802468064806,10.0,False,8900,649,0.3151083574447233,148,0.4290267060327863,69
0.161094356326074,0.2647529618497156,-0.00490013093109427,0.3237930829745065,2.643656658486318,1345,barragens_chuva_assimilado,5,0.16766802468064806,10.0,False,8900,649,0.33541362389056045,148,0.4709827141621814,69
0.5377992565055763,0.7250403911322694,0.022973977695167284,1.0900000000000005,4.2,1345,persistencia,5,,,False,0,0,1.520135135135135,148,1.1110144927536232,69
0.5856171003717472,0.8340168064597073,0.0002416356877323481,1.4900000000000002,3.355,1345,tendencia2h,5,,,False,0,0,1.335912162162162,148,0.590072463768116,69
0.2019267452291162,0.31833969907935666,-0.022393606930980997,0.4343151369637201,2.885311214074366,1344,nivel_montante,6,0.27629446755265596,1000.0,False,8899,649,0.43014111867294647,170,0.534349362836118,69
0.2307366324899678,0.33721778027899124,-0.01132284057118458,0.49753755208902334,2.457165249446982,1344,nivel_montante_assimilado,6,0.27629446755265596,1000.0,False,8899,649,0.424601050329536,170,0.5341299930795571,69
0.20121434443218628,0.29961951264324893,0.0162896652142494,0.46397463259715316,1.914052947990573,1344,nivel_barragens,6,0.2718907591206988,10.0,False,8899,649,0.40616860162824603,170,0.5437932127283173,69
0.2143901143644419,0.3136157952988351,0.008517598492364078,0.47997548772138127,1.8785558540446452,1344,nivel_barragens_assimilado,6,0.2718907591206988,10.0,False,8899,649,0.4122082063738754,170,0.5196751929392185,69
0.21323775129862826,0.33639402823342857,0.10725040671545226,0.46273194546611046,2.8218094236310023,1344,integrado,6,0.21924584788124402,10.0,True,8899,649,0.3913256144786018,170,0.6520891566074882,69
0.2077568162055036,0.3331209431390103,0.05525931652668937,0.4576835484190277,3.17318059852726,1344,integrado_assimilado,6,0.21924584788124402,10.0,True,8899,649,0.38275868568715454,170,0.587979473331746,69
0.21025548756152293,0.3318604774114507,0.10843437848241862,0.44957917220287474,2.9303161333273415,1344,barragens_chuva,6,0.22325986506831996,10.0,True,8899,649,0.3898754870698491,170,0.6352870878910346,69
0.20788645685746376,0.3330052521352775,0.05569300454652777,0.4585459662470283,3.2826824563905106,1344,barragens_chuva_assimilado,6,0.22325986506831996,10.0,True,8899,649,0.3887215152065678,170,0.5991778476592565,69
0.622455357142857,0.8278279453744342,0.028452380952380955,1.26,4.7299999999999995,1344,persistencia,6,,,False,0,0,1.6168823529411764,170,1.3398550724637677,69
0.7289583333333334,1.0273396642368509,0.0013095238095238166,1.869999999999999,4.09,1344,tendencia2h,6,,,False,0,0,1.547529411764706,170,0.7610144927536231,69
