id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_record_index,Q_zero,I_zero,Q_negative,I_negative,Q_missing,I_missing,Q_zero_positive_components,balance_residual_gt1
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 08:00:00,94.04,73.85,,1479.0,1479.0,142.0,1479.0,0.0,0.0,406.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39953,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 09:00:00,94.04,73.85,,1420.0,1420.0,144.0,1420.0,0.0,0.0,405.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39954,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 10:00:00,94.04,73.85,,1425.0,1425.0,161.0,1425.0,0.0,0.0,388.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39955,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 11:00:00,94.1,73.78,,1451.0,1451.0,167.0,1451.0,0.0,0.0,378.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39956,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 12:00:00,94.14,73.75,,1473.0,1473.0,166.0,1473.0,0.0,0.0,377.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39957,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 13:00:00,94.34,73.75,,1479.0,1479.0,164.0,1479.0,0.0,0.0,373.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39958,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 14:00:00,94.48,73.75,,1479.0,1479.0,163.0,1479.0,0.0,0.0,371.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39959,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 15:00:00,94.48,73.75,,1462.0,1462.0,163.0,1462.0,0.0,0.0,371.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39960,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 16:00:00,94.28,74.05,,1441.0,1441.0,167.0,1441.0,0.0,0.0,380.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39961,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 17:00:00,94.08,74.1,,1430.0,1430.0,169.0,1430.0,0.0,0.0,385.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39962,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 18:00:00,94.14,73.86,,1414.0,1414.0,167.0,1414.0,0.0,0.0,379.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39963,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 19:00:00,94.21,73.7,,1404.0,1404.0,165.0,1404.0,0.0,0.0,375.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39964,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 20:00:00,94.28,73.67,,1294.0,1294.0,164.0,1294.0,0.0,0.0,373.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39965,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 21:00:00,94.28,73.67,,1335.0,1335.0,164.0,1335.0,0.0,0.0,373.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39966,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 22:00:00,94.18,73.63,,1335.0,1335.0,164.0,1335.0,0.0,0.0,374.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39967,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 23:00:00,94.11,73.66,,1323.0,1323.0,165.0,1323.0,0.0,0.0,376.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39968,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-21 23:59:00,94.14,73.58,,1305.0,1305.0,165.0,1305.0,0.0,0.0,374.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39969,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 01:00:00,94.21,73.4,,1288.0,1288.0,163.0,1288.0,0.0,0.0,369.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39970,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 02:00:00,94.21,73.37,,1265.0,1265.0,163.0,1265.0,0.0,0.0,368.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39971,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 03:00:00,94.21,73.36,,1249.0,1249.0,163.0,1249.0,0.0,0.0,368.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39972,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 04:00:00,94.24,73.35,,1227.0,1227.0,163.0,1227.0,0.0,0.0,367.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39973,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 05:00:00,94.21,73.34,,1211.0,1211.0,163.0,1211.0,0.0,0.0,367.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39974,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 06:00:00,94.21,73.2,,1196.0,1196.0,162.0,1196.0,0.0,0.0,365.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39975,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 07:00:00,94.28,73.09,,1165.0,1165.0,161.0,1165.0,0.0,0.0,361.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39976,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 08:00:00,94.31,73.07,,1165.0,1165.0,161.0,1165.0,0.0,0.0,360.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39977,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 09:00:00,94.31,73.05,,1151.0,1151.0,160.0,1151.0,0.0,0.0,360.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39978,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 10:00:00,94.38,73.07,,1132.0,1132.0,160.0,1132.0,0.0,0.0,360.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39979,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 11:00:00,94.35,73.16,,1122.0,1122.0,161.0,1122.0,0.0,0.0,362.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39980,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 12:00:00,94.35,73.16,,1109.0,1109.0,161.0,1109.0,0.0,0.0,362.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39981,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 13:00:00,94.28,73.15,,1090.0,1090.0,161.0,1090.0,0.0,0.0,363.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39982,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 14:00:00,94.14,73.08,,1077.0,1077.0,162.0,1077.0,0.0,0.0,364.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39983,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 15:00:00,94.11,73.24,,1063.0,1063.0,163.0,1063.0,0.0,0.0,367.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39984,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 16:00:00,94.01,73.23,,1050.0,1050.0,164.0,1050.0,0.0,0.0,369.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39985,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 17:00:00,94.04,73.09,,1104.0,1104.0,163.0,1104.0,0.0,0.0,366.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39986,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 18:00:00,94.18,72.87,,949.0,949.0,160.0,949.0,0.0,0.0,359.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39987,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 19:00:00,94.31,72.56,,959.0,959.0,157.0,959.0,0.0,0.0,352.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39988,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 20:00:00,94.41,72.51,,969.0,969.0,156.0,969.0,0.0,0.0,350.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39989,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 21:00:00,94.44,72.65,,959.0,959.0,156.0,959.0,0.0,0.0,352.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39990,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 22:00:00,94.48,72.75,,949.0,949.0,157.0,949.0,0.0,0.0,353.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39991,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 23:00:00,94.48,72.77,,939.0,939.0,157.0,939.0,0.0,0.0,353.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39992,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-22 23:59:00,94.41,72.76,,929.0,929.0,157.0,929.0,0.0,0.0,354.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39993,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 01:00:00,94.41,72.77,,910.0,910.0,157.0,910.0,0.0,0.0,354.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39994,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 02:00:00,94.38,72.75,,900.0,900.0,157.0,900.0,0.0,0.0,354.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39995,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 03:00:00,94.34,72.75,,891.0,891.0,158.0,891.0,0.0,0.0,355.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39996,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 04:00:00,94.31,72.74,,882.0,882.0,158.0,882.0,0.0,0.0,355.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39997,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 05:00:00,94.24,72.74,,868.0,868.0,158.0,868.0,0.0,0.0,357.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39998,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 06:00:00,94.1,72.72,,855.0,855.0,159.0,855.0,0.0,0.0,359.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39999,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 07:00:00,94.03,72.72,,846.0,846.0,160.0,846.0,0.0,0.0,359.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40000,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 08:00:00,94.21,72.43,,841.0,841.0,157.0,841.0,0.0,0.0,351.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40001,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 09:00:00,94.38,72.22,,832.0,832.0,154.0,832.0,0.0,0.0,345.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40002,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 10:00:00,94.55,72.18,,819.0,819.0,153.0,819.0,0.0,0.0,342.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40003,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 11:00:00,94.41,72.28,,811.0,811.0,154.0,811.0,0.0,0.0,346.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40004,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 12:00:00,94.45,72.32,,803.0,803.0,154.0,803.0,0.0,0.0,347.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40005,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 13:00:00,94.48,72.33,,795.0,795.0,154.0,795.0,0.0,0.0,346.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40006,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 14:00:00,94.55,72.33,,783.0,783.0,153.0,783.0,0.0,0.0,345.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40007,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 15:00:00,94.51,72.38,,779.0,779.0,154.0,779.0,0.0,0.0,347.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40008,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 16:00:00,94.48,72.4,,768.0,768.0,154.0,768.0,0.0,0.0,347.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40009,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 17:00:00,94.28,72.45,,758.0,758.0,156.0,758.0,0.0,0.0,351.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40010,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 18:00:00,94.14,72.45,,751.0,751.0,156.0,751.0,0.0,0.0,354.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40011,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 19:00:00,94.11,72.42,,744.0,744.0,156.0,744.0,0.0,0.0,354.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40012,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 20:00:00,94.11,72.3,,734.0,734.0,156.0,734.0,0.0,0.0,352.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40013,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 21:00:00,94.11,72.15,,731.0,731.0,154.0,731.0,0.0,0.0,350.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40014,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 22:00:00,94.11,72.1,,728.0,728.0,154.0,728.0,0.0,0.0,349.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40015,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 23:00:00,94.21,72.13,,725.0,725.0,153.0,725.0,0.0,0.0,348.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40016,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-23 23:59:00,94.24,72.1,,734.0,734.0,153.0,734.0,0.0,0.0,347.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40017,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 01:00:00,94.38,72.08,,751.0,751.0,152.0,751.0,0.0,0.0,344.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40018,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 02:00:00,94.48,72.06,,783.0,783.0,151.0,783.0,0.0,0.0,342.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40019,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 03:00:00,94.54,72.13,,795.0,795.0,151.0,795.0,0.0,0.0,343.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40020,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 04:00:00,94.48,72.49,,803.0,803.0,153.0,803.0,0.0,0.0,350.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40021,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 05:00:00,94.41,72.64,,815.0,815.0,155.0,815.0,0.0,0.0,353.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40022,False,False,False,False,False,False,False,True
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 06:00:00,94.24,72.65,,832.0,832.0,157.0,832.0,0.0,0.0,356.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40023,False,False,False,False,False,False,False,True
