window,station,day,records,approved_level,approved_rain
2018-08-27,86160000,2018-09-04,0,0,0
2018-08-27,86160000,2018-09-05,0,0,0
2018-08-27,86163000,2018-08-27,24,24,24
2018-08-27,86163000,2018-08-28,24,24,24
2018-08-27,86163000,2018-08-29,24,24,24
2018-08-27,86163000,2018-08-30,24,24,24
2018-08-27,86163000,2018-08-31,24,24,24
2018-08-27,86163000,2018-09-01,24,24,24
2018-08-27,86163000,2018-09-02,24,24,24
2018-08-27,86163000,2018-09-03,24,24,24
2018-08-27,86163000,2018-09-04,24,24,24
2018-08-27,86163000,2018-09-05,24,24,24
2018-08-27,86200900,2018-08-27,7,7,7
2018-08-27,86200900,2018-08-28,5,5,5
2018-08-27,86200900,2018-08-29,7,7,7
2018-08-27,86200900,2018-08-30,2,2,2
2018-08-27,86200900,2018-08-31,7,7,7
2018-08-27,86200900,2018-09-01,6,6,6
2018-08-27,86200900,2018-09-02,2,2,2
2018-08-27,86200900,2018-09-03,2,2,2
2018-08-27,86200900,2018-09-04,5,5,5
2018-08-27,86200900,2018-09-05,5,5,5
2018-08-27,86280500,2018-08-27,0,0,0
2018-08-27,86280500,2018-08-28,0,0,0
2018-08-27,86280500,2018-08-29,0,0,0
2018-08-27,86280500,2018-08-30,0,0,0
2018-08-27,86280500,2018-08-31,0,0,0
2018-08-27,86280500,2018-09-01,0,0,0
2018-08-27,86280500,2018-09-02,0,0,0
2018-08-27,86280500,2018-09-03,0,0,0
2018-08-27,86280500,2018-09-04,0,0,0
2018-08-27,86280500,2018-09-05,0,0,0
2018-08-27,86298000,2018-08-27,0,0,0
2018-08-27,86298000,2018-08-28,0,0,0
2018-08-27,86298000,2018-08-29,0,0,0
2018-08-27,86298000,2018-08-30,7,7,7
2018-08-27,86298000,2018-08-31,24,24,24
2018-08-27,86298000,2018-09-01,24,24,24
2018-08-27,86298000,2018-09-02,24,24,24
2018-08-27,86298000,2018-09-03,24,24,24
2018-08-27,86298000,2018-09-04,24,24,24
2018-08-27,86298000,2018-09-05,24,24,24
2018-08-27,86403000,2018-08-27,24,24,24
2018-08-27,86403000,2018-08-28,24,24,24
2018-08-27,86403000,2018-08-29,24,24,24
2018-08-27,86403000,2018-08-30,24,24,24
2018-08-27,86403000,2018-08-31,24,24,24
2018-08-27,86403000,2018-09-01,24,24,24
2018-08-27,86403000,2018-09-02,24,24,24
2018-08-27,86403000,2018-09-03,24,24,24
2018-08-27,86403000,2018-09-04,24,24,24
2018-08-27,86403000,2018-09-05,24,24,24
2018-08-27,86410800,2018-08-27,24,24,24
2018-08-27,86410800,2018-08-28,24,24,24
2018-08-27,86410800,2018-08-29,24,24,24
2018-08-27,86410800,2018-08-30,24,24,24
2018-08-27,86410800,2018-08-31,24,24,24
2018-08-27,86410800,2018-09-01,24,24,24
2018-08-27,86410800,2018-09-02,24,24,24
2018-08-27,86410800,2018-09-03,24,24,24
2018-08-27,86410800,2018-09-04,24,24,24
2018-08-27,86410800,2018-09-05,24,24,24
2018-08-27,86447000,2018-08-27,24,24,24
2018-08-27,86447000,2018-08-28,24,24,24
2018-08-27,86447000,2018-08-29,24,24,24
2018-08-27,86447000,2018-08-30,24,24,24
2018-08-27,86447000,2018-08-31,24,24,24
2018-08-27,86447000,2018-09-01,24,24,24
2018-08-27,86447000,2018-09-02,24,24,24
2018-08-27,86447000,2018-09-03,24,24,24
2018-08-27,86447000,2018-09-04,24,24,24
2018-08-27,86447000,2018-09-05,24,24,24
2018-08-27,86448000,2018-08-27,24,24,24
2018-08-27,86448000,2018-08-28,24,24,24
2018-08-27,86448000,2018-08-29,24,24,24
2018-08-27,86448000,2018-08-30,24,24,24
2018-08-27,86448000,2018-08-31,24,24,24
2018-08-27,86448000,2018-09-01,24,24,24
2018-08-27,86448000,2018-09-02,24,24,24
2018-08-27,86448000,2018-09-03,24,24,24
2018-08-27,86448000,2018-09-04,24,24,24
2018-08-27,86448000,2018-09-05,24,24,24
2018-08-27,86450000,2018-08-27,0,0,0
2018-08-27,86450000,2018-08-28,0,0,0
2018-08-27,86450000,2018-08-29,0,0,0
2018-08-27,86450000,2018-08-30,0,0,0
2018-08-27,86450000,2018-08-31,11,11,11
2018-08-27,86450000,2018-09-01,24,24,24
2018-08-27,86450000,2018-09-02,24,24,24
2018-08-27,86450000,2018-09-03,24,24,24
2018-08-27,86450000,2018-09-04,24,24,24
2018-08-27,86450000,2018-09-05,24,24,24
2018-08-27,86471000,2018-08-27,24,24,24
2018-08-27,86471000,2018-08-28,24,24,24
2018-08-27,86471000,2018-08-29,24,24,24
2018-08-27,86471000,2018-08-30,24,24,24
2018-08-27,86471000,2018-08-31,24,24,24
2018-08-27,86471000,2018-09-01,24,24,24
2018-08-27,86471000,2018-09-02,24,24,24
2018-08-27,86471000,2018-09-03,24,24,24
2018-08-27,86471000,2018-09-04,24,24,24
2018-08-27,86471000,2018-09-05,24,24,24
2018-08-27,86472000,2018-08-27,96,96,96
2018-08-27,86472000,2018-08-28,96,96,96
2018-08-27,86472000,2018-08-29,96,96,96
2018-08-27,86472000,2018-08-30,96,96,96
2018-08-27,86472000,2018-08-31,96,96,96
2018-08-27,86472000,2018-09-01,96,96,96
2018-08-27,86472000,2018-09-02,96,96,96
2018-08-27,86472000,2018-09-03,96,96,96
2018-08-27,86472000,2018-09-04,96,96,96
2018-08-27,86472000,2018-09-05,92,92,92
2018-08-27,86472600,2018-08-27,0,0,0
2018-08-27,86472600,2018-08-28,0,0,0
2018-08-27,86472600,2018-08-29,0,0,0
2018-08-27,86472600,2018-08-30,0,0,0
2018-08-27,86472600,2018-08-31,0,0,0
2018-08-27,86472600,2018-09-01,0,0,0
2018-08-27,86472600,2018-09-02,0,0,0
2018-08-27,86472600,2018-09-03,0,0,0
2018-08-27,86472600,2018-09-04,0,0,0
2018-08-27,86472600,2018-09-05,0,0,0
2018-08-27,86479000,2018-08-27,24,24,24
2018-08-27,86479000,2018-08-28,24,24,24
2018-08-27,86479000,2018-08-29,24,24,24
2018-08-27,86479000,2018-08-30,24,24,24
2018-08-27,86479000,2018-08-31,24,24,24
2018-08-27,86479000,2018-09-01,24,24,24
2018-08-27,86479000,2018-09-02,24,24,24
2018-08-27,86479000,2018-09-03,24,24,24
2018-08-27,86479000,2018-09-04,24,24,24
2018-08-27,86479000,2018-09-05,24,24,24
2018-08-27,86488000,2018-08-27,24,21,24
2018-08-27,86488000,2018-08-28,24,20,24
2018-08-27,86488000,2018-08-29,24,17,24
2018-08-27,86488000,2018-08-30,24,15,24
2018-08-27,86488000,2018-08-31,24,14,24
2018-08-27,86488000,2018-09-01,24,24,24
2018-08-27,86488000,2018-09-02,24,24,24
2018-08-27,86488000,2018-09-03,24,6,24
2018-08-27,86488000,2018-09-04,24,24,24
2018-08-27,86488000,2018-09-05,24,21,24
2018-08-27,86493000,2018-08-27,24,24,24
2018-08-27,86493000,2018-08-28,24,24,24
2018-08-27,86493000,2018-08-29,24,24,24
2018-08-27,86493000,2018-08-30,24,24,24
2018-08-27,86493000,2018-08-31,24,24,24
2018-08-27,86493000,2018-09-01,24,24,24
2018-08-27,86493000,2018-09-02,24,24,24
2018-08-27,86493000,2018-09-03,23,23,23
2018-08-27,86493000,2018-09-04,24,24,24
2018-08-27,86493000,2018-09-05,24,24,24
2018-08-27,86495500,2018-08-27,24,24,24
2018-08-27,86495500,2018-08-28,24,24,24
2018-08-27,86495500,2018-08-29,24,24,24
2018-08-27,86495500,2018-08-30,24,24,24
2018-08-27,86495500,2018-08-31,24,24,24
2018-08-27,86495500,2018-09-01,24,24,24
2018-08-27,86495500,2018-09-02,24,24,24
2018-08-27,86495500,2018-09-03,22,22,22
2018-08-27,86495500,2018-09-04,24,24,24
2018-08-27,86495500,2018-09-05,22,22,22
2018-08-27,86500000,2018-08-27,0,0,0
2018-08-27,86500000,2018-08-28,0,0,0
2018-08-27,86500000,2018-08-29,0,0,0
2018-08-27,86500000,2018-08-30,0,0,0
2018-08-27,86500000,2018-08-31,0,0,0
2018-08-27,86500000,2018-09-01,0,0,0
2018-08-27,86500000,2018-09-02,0,0,0
2018-08-27,86500000,2018-09-03,0,0,0
2018-08-27,86500000,2018-09-04,0,0,0
2018-08-27,86500000,2018-09-05,0,0,0
2018-08-27,86504900,2018-08-27,0,0,0
2018-08-27,86504900,2018-08-28,0,0,0
2018-08-27,86504900,2018-08-29,0,0,0
2018-08-27,86504900,2018-08-30,0,0,0
2018-08-27,86504900,2018-08-31,0,0,0
2018-08-27,86504900,2018-09-01,0,0,0
2018-08-27,86504900,2018-09-02,0,0,0
2018-08-27,86504900,2018-09-03,0,0,0
2018-08-27,86504900,2018-09-04,0,0,0
2018-08-27,86504900,2018-09-05,0,0,0
2018-08-27,86505500,2018-08-27,24,24,24
2018-08-27,86505500,2018-08-28,24,24,24
2018-08-27,86505500,2018-08-29,24,24,24
2018-08-27,86505500,2018-08-30,24,24,24
2018-08-27,86505500,2018-08-31,24,24,24
2018-08-27,86505500,2018-09-01,24,24,24
2018-08-27,86505500,2018-09-02,24,24,24
2018-08-27,86505500,2018-09-03,24,24,24
2018-08-27,86505500,2018-09-04,24,24,24
2018-08-27,86505500,2018-09-05,24,24,24
2018-08-27,86510000,2018-08-27,24,24,24
2018-08-27,86510000,2018-08-28,24,24,24
2018-08-27,86510000,2018-08-29,24,24,24
2018-08-27,86510000,2018-08-30,24,24,24
2018-08-27,86510000,2018-08-31,24,24,24
2018-08-27,86510000,2018-09-01,24,24,23
2018-08-27,86510000,2018-09-02,24,20,23
2018-08-27,86510000,2018-09-03,24,24,22
2018-08-27,86510000,2018-09-04,24,24,22
2018-08-27,86510000,2018-09-05,24,24,24
2018-09-27,86060010,2018-09-27,0,0,0
2018-09-27,86060010,2018-09-28,0,0,0
2018-09-27,86060010,2018-09-29,0,0,0
2018-09-27,86060010,2018-09-30,0,0,0
2018-09-27,86060010,2018-10-01,0,0,0
2018-09-27,86060010,2018-10-02,0,0,0
2018-09-27,86060010,2018-10-03,0,0,0
2018-09-27,86060010,2018-10-04,0,0,0
2018-09-27,86060010,2018-10-05,0,0,0
2018-09-27,86060010,2018-10-06,0,0,0
2018-09-27,86099000,2018-09-27,24,24,24
2018-09-27,86099000,2018-09-28,24,24,24
2018-09-27,86099000,2018-09-29,24,24,24
2018-09-27,86099000,2018-09-30,24,24,24
2018-09-27,86099000,2018-10-01,24,24,24
2018-09-27,86099000,2018-10-02,24,24,24
2018-09-27,86099000,2018-10-03,24,24,24
2018-09-27,86099000,2018-10-04,24,24,24
2018-09-27,86099000,2018-10-05,24,24,24
2018-09-27,86099000,2018-10-06,24,24,24
2018-09-27,86102000,2018-09-27,24,24,24
2018-09-27,86102000,2018-09-28,24,24,24
2018-09-27,86102000,2018-09-29,24,24,24
2018-09-27,86102000,2018-09-30,24,24,24
2018-09-27,86102000,2018-10-01,24,24,24
2018-09-27,86102000,2018-10-02,24,24,24
2018-09-27,86102000,2018-10-03,24,24,24
2018-09-27,86102000,2018-10-04,24,24,24
2018-09-27,86102000,2018-10-05,24,24,24
2018-09-27,86102000,2018-10-06,24,24,24
2018-09-27,86117000,2018-09-27,24,24,24
2018-09-27,86117000,2018-09-28,24,24,24
2018-09-27,86117000,2018-09-29,24,24,24
2018-09-27,86117000,2018-09-30,24,24,24
2018-09-27,86117000,2018-10-01,24,24,24
2018-09-27,86117000,2018-10-02,24,24,24
2018-09-27,86117000,2018-10-03,24,24,24
2018-09-27,86117000,2018-10-04,24,24,24
2018-09-27,86117000,2018-10-05,24,24,24
2018-09-27,86117000,2018-10-06,24,24,24
2018-09-27,86125000,2018-09-27,0,0,0
2018-09-27,86125000,2018-09-28,0,0,0
2018-09-27,86125000,2018-09-29,0,0,0
2018-09-27,86125000,2018-09-30,0,0,0
2018-09-27,86125000,2018-10-01,0,0,0
2018-09-27,86125000,2018-10-02,0,0,0
2018-09-27,86125000,2018-10-03,0,0,0
2018-09-27,86125000,2018-10-04,0,0,0
2018-09-27,86125000,2018-10-05,0,0,0
2018-09-27,86125000,2018-10-06,0,0,0
2018-09-27,86125050,2018-09-27,0,0,0
2018-09-27,86125050,2018-09-28,0,0,0
2018-09-27,86125050,2018-09-29,0,0,0
2018-09-27,86125050,2018-09-30,0,0,0
2018-09-27,86125050,2018-10-01,0,0,0
2018-09-27,86125050,2018-10-02,0,0,0
2018-09-27,86125050,2018-10-03,0,0,0
2018-09-27,86125050,2018-10-04,0,0,0
2018-09-27,86125050,2018-10-05,0,0,0
2018-09-27,86125050,2018-10-06,0,0,0
2018-09-27,86160000,2018-09-27,0,0,0
2018-09-27,86160000,2018-09-28,0,0,0
2018-09-27,86160000,2018-09-29,0,0,0
2018-09-27,86160000,2018-09-30,0,0,0
2018-09-27,86160000,2018-10-01,0,0,0
2018-09-27,86160000,2018-10-02,0,0,0
2018-09-27,86160000,2018-10-03,0,0,0
2018-09-27,86160000,2018-10-04,0,0,0
2018-09-27,86160000,2018-10-05,0,0,0
2018-09-27,86160000,2018-10-06,0,0,0
2018-09-27,86163000,2018-09-27,24,24,24
2018-09-27,86163000,2018-09-28,24,24,24
2018-09-27,86163000,2018-09-29,24,24,24
2018-09-27,86163000,2018-09-30,24,24,24
2018-09-27,86163000,2018-10-01,24,24,24
2018-09-27,86163000,2018-10-02,24,24,24
2018-09-27,86163000,2018-10-03,24,4,24
2018-09-27,86163000,2018-10-04,24,0,24
2018-09-27,86163000,2018-10-05,24,0,24
2018-09-27,86163000,2018-10-06,24,0,24
2018-09-27,86200900,2018-09-27,3,3,3
2018-09-27,86200900,2018-09-28,9,9,9
2018-09-27,86200900,2018-09-29,8,8,8
2018-09-27,86200900,2018-09-30,6,6,6
2018-09-27,86200900,2018-10-01,5,5,5
2018-09-27,86200900,2018-10-02,9,9,9
2018-09-27,86200900,2018-10-03,2,2,2
2018-09-27,86200900,2018-10-04,4,4,4
2018-09-27,86200900,2018-10-05,4,4,4
2018-09-27,86200900,2018-10-06,9,9,9
2018-09-27,86280500,2018-09-27,0,0,0
2018-09-27,86280500,2018-09-28,0,0,0
2018-09-27,86280500,2018-09-29,0,0,0
2018-09-27,86280500,2018-09-30,0,0,0
2018-09-27,86280500,2018-10-01,0,0,0
2018-09-27,86280500,2018-10-02,0,0,0
2018-09-27,86280500,2018-10-03,0,0,0
2018-09-27,86280500,2018-10-04,0,0,0
2018-09-27,86280500,2018-10-05,0,0,0
2018-09-27,86280500,2018-10-06,0,0,0
2018-09-27,86298000,2018-09-27,23,23,23
2018-09-27,86298000,2018-09-28,24,24,24
2018-09-27,86298000,2018-09-29,24,24,24
2018-09-27,86298000,2018-09-30,24,24,24
2018-09-27,86298000,2018-10-01,23,23,23
2018-09-27,86298000,2018-10-02,2,2,2
2018-09-27,86298000,2018-10-03,0,0,0
2018-09-27,86298000,2018-10-04,0,0,0
2018-09-27,86298000,2018-10-05,0,0,0
2018-09-27,86298000,2018-10-06,0,0,0
2018-09-27,86403000,2018-09-27,24,24,24
2018-09-27,86403000,2018-09-28,24,24,24
2018-09-27,86403000,2018-09-29,24,24,24
2018-09-27,86403000,2018-09-30,24,24,24
2018-09-27,86403000,2018-10-01,24,24,24
2018-09-27,86403000,2018-10-02,24,24,24
2018-09-27,86403000,2018-10-03,24,24,24
2018-09-27,86403000,2018-10-04,24,24,24
2018-09-27,86403000,2018-10-05,24,24,24
2018-09-27,86403000,2018-10-06,24,24,24
2018-09-27,86410800,2018-09-27,24,24,24
2018-09-27,86410800,2018-09-28,24,24,24
2018-09-27,86410800,2018-09-29,24,24,24
2018-09-27,86410800,2018-09-30,24,24,24
2018-09-27,86410800,2018-10-01,24,24,24
2018-09-27,86410800,2018-10-02,24,24,24
2018-09-27,86410800,2018-10-03,24,24,24
2018-09-27,86410800,2018-10-04,24,24,24
2018-09-27,86410800,2018-10-05,24,24,24
2018-09-27,86410800,2018-10-06,24,24,24
2018-09-27,86447000,2018-09-27,24,24,24
2018-09-27,86447000,2018-09-28,24,24,24
2018-09-27,86447000,2018-09-29,24,24,24
2018-09-27,86447000,2018-09-30,23,23,23
2018-09-27,86447000,2018-10-01,24,24,24
2018-09-27,86447000,2018-10-02,24,24,24
2018-09-27,86447000,2018-10-03,24,24,24
2018-09-27,86447000,2018-10-04,24,24,24
2018-09-27,86447000,2018-10-05,24,24,24
2018-09-27,86447000,2018-10-06,24,24,24
2018-09-27,86448000,2018-09-27,24,24,24
2018-09-27,86448000,2018-09-28,24,24,24
2018-09-27,86448000,2018-09-29,24,24,24
2018-09-27,86448000,2018-09-30,24,24,24
2018-09-27,86448000,2018-10-01,24,24,24
2018-09-27,86448000,2018-10-02,24,24,24
2018-09-27,86448000,2018-10-03,24,24,24
2018-09-27,86448000,2018-10-04,24,24,24
2018-09-27,86448000,2018-10-05,24,24,24
2018-09-27,86448000,2018-10-06,23,23,23
2018-09-27,86450000,2018-09-27,24,24,24
2018-09-27,86450000,2018-09-28,24,24,24
2018-09-27,86450000,2018-09-29,24,24,24
2018-09-27,86450000,2018-09-30,24,24,24
2018-09-27,86450000,2018-10-01,24,24,24
2018-09-27,86450000,2018-10-02,24,24,24
2018-09-27,86450000,2018-10-03,24,24,24
2018-09-27,86450000,2018-10-04,25,25,25
2018-09-27,86450000,2018-10-05,24,24,24
2018-09-27,86450000,2018-10-06,24,24,24
2018-09-27,86471000,2018-09-27,24,24,24
2018-09-27,86471000,2018-09-28,24,24,24
2018-09-27,86471000,2018-09-29,24,24,24
2018-09-27,86471000,2018-09-30,24,24,24
2018-09-27,86471000,2018-10-01,24,24,24
2018-09-27,86471000,2018-10-02,24,24,24
2018-09-27,86471000,2018-10-03,24,24,24
2018-09-27,86471000,2018-10-04,24,24,24
2018-09-27,86471000,2018-10-05,24,24,24
2018-09-27,86471000,2018-10-06,24,24,24
2018-09-27,86472000,2018-09-27,96,96,96
2018-09-27,86472000,2018-09-28,96,96,96
2018-09-27,86472000,2018-09-29,96,96,96
2018-09-27,86472000,2018-09-30,96,96,96
2018-09-27,86472000,2018-10-01,96,96,96
2018-09-27,86472000,2018-10-02,96,96,96
2018-09-27,86472000,2018-10-03,96,96,96
2018-09-27,86472000,2018-10-04,96,96,96
2018-09-27,86472000,2018-10-05,96,96,96
2018-09-27,86472000,2018-10-06,96,96,96
2018-09-27,86472600,2018-09-27,0,0,0
2018-09-27,86472600,2018-09-28,0,0,0
2018-09-27,86472600,2018-09-29,0,0,0
2018-09-27,86472600,2018-09-30,0,0,0
2018-09-27,86472600,2018-10-01,0,0,0
2018-09-27,86472600,2018-10-02,0,0,0
2018-09-27,86472600,2018-10-03,0,0,0
2018-09-27,86472600,2018-10-04,0,0,0
2018-09-27,86472600,2018-10-05,0,0,0
2018-09-27,86472600,2018-10-06,0,0,0
2018-09-27,86479000,2018-09-27,24,24,24
2018-09-27,86479000,2018-09-28,24,24,24
2018-09-27,86479000,2018-09-29,24,24,24
2018-09-27,86479000,2018-09-30,24,24,24
2018-09-27,86479000,2018-10-01,24,24,24
2018-09-27,86479000,2018-10-02,24,24,24
2018-09-27,86479000,2018-10-03,24,24,24
2018-09-27,86479000,2018-10-04,24,24,24
2018-09-27,86479000,2018-10-05,24,24,24
2018-09-27,86479000,2018-10-06,24,24,24
2018-09-27,86488000,2018-09-27,24,13,24
2018-09-27,86488000,2018-09-28,24,18,24
2018-09-27,86488000,2018-09-29,24,24,24
2018-09-27,86488000,2018-09-30,24,24,24
2018-09-27,86488000,2018-10-01,24,24,24
2018-09-27,86488000,2018-10-02,24,24,24
2018-09-27,86488000,2018-10-03,24,24,24
2018-09-27,86488000,2018-10-04,24,24,24
2018-09-27,86488000,2018-10-05,24,24,24
2018-09-27,86488000,2018-10-06,24,24,24
2018-09-27,86493000,2018-09-27,24,24,24
2018-09-27,86493000,2018-09-28,23,23,23
2018-09-27,86493000,2018-09-29,24,24,24
2018-09-27,86493000,2018-09-30,24,24,24
2018-09-27,86493000,2018-10-01,24,24,24
2018-09-27,86493000,2018-10-02,24,24,24
2018-09-27,86493000,2018-10-03,24,24,24
2018-09-27,86493000,2018-10-04,24,24,24
2018-09-27,86493000,2018-10-05,24,24,24
2018-09-27,86493000,2018-10-06,24,24,24
2018-09-27,86495500,2018-09-27,23,23,23
2018-09-27,86495500,2018-09-28,0,0,0
2018-09-27,86495500,2018-09-29,0,0,0
2018-09-27,86495500,2018-09-30,0,0,0
2018-09-27,86495500,2018-10-01,0,0,0
2018-09-27,86495500,2018-10-02,0,0,0
2018-09-27,86495500,2018-10-03,0,0,0
2018-09-27,86495500,2018-10-04,0,0,0
2018-09-27,86495500,2018-10-05,0,0,0
2018-09-27,86495500,2018-10-06,0,0,0
2018-09-27,86500000,2018-09-27,0,0,0
2018-09-27,86500000,2018-09-28,0,0,0
2018-09-27,86500000,2018-09-29,0,0,0
2018-09-27,86500000,2018-09-30,0,0,0
2018-09-27,86500000,2018-10-01,0,0,0
2018-09-27,86500000,2018-10-02,0,0,0
2018-09-27,86500000,2018-10-03,0,0,0
2018-09-27,86500000,2018-10-04,0,0,0
2018-09-27,86500000,2018-10-05,0,0,0
2018-09-27,86500000,2018-10-06,0,0,0
2018-09-27,86504900,2018-09-27,0,0,0
2018-09-27,86504900,2018-09-28,0,0,0
2018-09-27,86504900,2018-09-29,0,0,0
2018-09-27,86504900,2018-09-30,0,0,0
2018-09-27,86504900,2018-10-01,0,0,0
2018-09-27,86504900,2018-10-02,0,0,0
2018-09-27,86504900,2018-10-03,0,0,0
2018-09-27,86504900,2018-10-04,0,0,0
2018-09-27,86504900,2018-10-05,0,0,0
2018-09-27,86504900,2018-10-06,0,0,0
2018-09-27,86505500,2018-09-27,24,24,24
2018-09-27,86505500,2018-09-28,24,24,24
2018-09-27,86505500,2018-09-29,24,24,24
2018-09-27,86505500,2018-09-30,24,24,24
2018-09-27,86505500,2018-10-01,24,24,24
2018-09-27,86505500,2018-10-02,24,24,24
2018-09-27,86505500,2018-10-03,24,24,24
2018-09-27,86505500,2018-10-04,24,24,24
2018-09-27,86505500,2018-10-05,24,24,24
2018-09-27,86505500,2018-10-06,24,24,24
2018-09-27,86510000,2018-09-27,24,24,24
2018-09-27,86510000,2018-09-28,24,24,23
2018-09-27,86510000,2018-09-29,24,24,24
2018-09-27,86510000,2018-09-30,24,23,22
2018-09-27,86510000,2018-10-01,24,24,24
2018-09-27,86510000,2018-10-02,24,23,24
2018-09-27,86510000,2018-10-03,24,23,24
2018-09-27,86510000,2018-10-04,24,24,24
2018-09-27,86510000,2018-10-05,24,24,24
2018-09-27,86510000,2018-10-06,24,24,24
