window,station,field,field_absent,empty,finite,finite_approved,finite_other_qc,nonempty_nonfinite,negative,zero_reported,qc_json
2018-09-27,86450000,NivelManual,0,241,0,0,0,0,0,0,"{""null"": 241}"
2018-09-27,86450000,ChuvaAcumAdotada,0,241,0,0,0,0,0,0,"{""null"": 241}"
2018-09-27,86471000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86471000,ChuvaFinal,0,0,240,240,0,0,0,212,"{""Dado aprovado"": 240}"
2018-09-27,86471000,VazaoFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86471000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86471000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86471000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86471000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86472000,NivelFinal,0,0,960,960,0,0,0,0,"{""Dado aprovado"": 960}"
2018-09-27,86472000,ChuvaFinal,0,0,960,960,0,0,0,889,"{""Dado aprovado"": 960}"
2018-09-27,86472000,VazaoFinal,0,0,960,960,0,0,0,0,"{""Dado aprovado"": 960}"
2018-09-27,86472000,NivelSensor,0,0,960,960,0,0,0,0,"{""Dado aprovado"": 960}"
2018-09-27,86472000,NivelDisplay,0,960,0,0,0,0,0,0,"{""null"": 960}"
2018-09-27,86472000,NivelManual,0,960,0,0,0,0,0,0,"{""null"": 960}"
2018-09-27,86472000,ChuvaAcumAdotada,0,0,960,960,0,0,0,0,"{""Dado aprovado"": 960}"
2018-09-27,86472600,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86472600,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86472600,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86472600,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-09-27,86472600,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-09-27,86472600,NivelManual,0,0,0,0,0,0,0,0,{}
2018-09-27,86472600,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-09-27,86479000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86479000,ChuvaFinal,0,0,240,240,0,0,0,229,"{""Dado aprovado"": 240}"
2018-09-27,86479000,VazaoFinal,0,2,238,238,0,0,0,0,"{""Dado aprovado"": 238, ""null"": 2}"
2018-09-27,86479000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86479000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86479000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86479000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86488000,NivelFinal,0,17,223,223,0,0,0,0,"{""null"": 17, ""Dado aprovado"": 223}"
2018-09-27,86488000,ChuvaFinal,0,0,240,240,0,0,0,209,"{""Dado aprovado"": 240}"
2018-09-27,86488000,VazaoFinal,0,17,223,223,0,0,0,0,"{""null"": 17, ""Dado aprovado"": 223}"
2018-09-27,86488000,NivelSensor,0,17,223,223,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86488000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86488000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86488000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86493000,NivelFinal,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-09-27,86493000,ChuvaFinal,0,0,239,239,0,0,0,206,"{""Dado aprovado"": 239}"
2018-09-27,86493000,VazaoFinal,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86493000,NivelSensor,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-09-27,86493000,NivelDisplay,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86493000,NivelManual,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86493000,ChuvaAcumAdotada,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86495500,NivelFinal,0,0,23,23,0,0,0,0,"{""Dado aprovado"": 23}"
2018-09-27,86495500,ChuvaFinal,0,0,23,23,0,0,0,23,"{""Dado aprovado"": 23}"
2018-09-27,86495500,VazaoFinal,0,23,0,0,0,0,0,0,"{""null"": 23}"
2018-09-27,86495500,NivelSensor,0,0,23,23,0,0,0,0,"{""Dado aprovado"": 23}"
2018-09-27,86495500,NivelDisplay,0,23,0,0,0,0,0,0,"{""null"": 23}"
2018-09-27,86495500,NivelManual,0,23,0,0,0,0,0,0,"{""null"": 23}"
2018-09-27,86495500,ChuvaAcumAdotada,0,23,0,0,0,0,0,0,"{""null"": 23}"
2018-09-27,86500000,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86500000,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86500000,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86500000,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-09-27,86500000,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-09-27,86500000,NivelManual,0,0,0,0,0,0,0,0,{}
2018-09-27,86500000,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-09-27,86504900,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86504900,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86504900,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86504900,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-09-27,86504900,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-09-27,86504900,NivelManual,0,0,0,0,0,0,0,0,{}
2018-09-27,86504900,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-09-27,86505500,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86505500,ChuvaFinal,0,0,240,240,0,0,0,207,"{""Dado aprovado"": 240}"
2018-09-27,86505500,VazaoFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86505500,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86505500,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86505500,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86505500,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86510000,NivelFinal,0,0,240,237,3,0,0,0,"{""Dado aprovado"": 237, ""Dado não avaliado"": 1, ""Dado suspeito"": 2}"
2018-09-27,86510000,ChuvaFinal,0,2,238,237,1,0,0,205,"{""Dado aprovado"": 237, ""null"": 2, ""Dado suspeito"": 1}"
2018-09-27,86510000,VazaoFinal,0,1,239,237,2,0,0,0,"{""Dado aprovado"": 237, ""null"": 1, ""Dado suspeito"": 2}"
2018-09-27,86510000,NivelSensor,0,0,240,237,3,0,0,0,"{""Dado aprovado"": 237, ""Dado não avaliado"": 1, ""Dado suspeito"": 2}"
2018-09-27,86510000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86510000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86510000,ChuvaAcumAdotada,0,0,240,239,1,0,0,32,"{""Dado aprovado"": 239, ""Dado não avaliado"": 1}"
