tau_h,origin,horizon_h,independent_correction_m3_s,reference_q_m3_s,reference_m,julho_levels_q_m3_s,julho_levels_m,expected_status
6,2026-07-01T04:00:00-03:00,4,76.69457954621842,686.1038707170856,3.9519945354797983,691.0192581474246,3.968239058763041,paired
6,2026-07-01T04:00:00-03:00,5,64.92055998404338,666.6088902231545,3.8871325027262653,674.5841445525399,3.913751889070353,paired
6,2026-07-01T04:00:00-03:00,6,54.954067596157614,651.4365738088018,3.8361591787473444,663.3247041102338,3.8761360530465776,paired
6,2026-07-01T04:00:00-03:00,7,46.5176139285509,640.1780012801971,3.798046479557284,657.3667683584149,3.85613484450918,paired
6,2026-07-01T04:00:00-03:00,8,39.376310076035416,632.3288745711599,3.7713267284797656,655.7095932424709,3.8505595291953103,paired
6,2026-07-01T04:00:00-03:00,9,33.331326872990125,627.3900835341775,3.754450515745104,657.6417254497101,3.8570593863070055,paired
6,2026-07-01T04:00:00-03:00,10,28.21435906434156,628.2477040606169,3.757384631032215,665.9929936966499,3.8850718443353625,paired
6,2026-07-01T04:00:00-03:00,11,23.88293932746698,633.581068890733,3.7755977080654173,678.9844826440951,3.9283885995951504,paired
6,2026-07-01T04:00:00-03:00,12,20.216471677372134,640.3199466701341,3.798528551562656,693.5012316518518,3.976425100426056,paired
6,2026-07-01T05:00:00-03:00,1,128.62463655125208,736.9766616274592,4.125671250201815,737.2748734337429,4.1266319318192775,paired
6,2026-07-01T05:00:00-03:00,2,108.87840421133221,696.1445098202538,3.9927197668897634,698.0849149033296,3.9991028669776583,paired
6,2026-07-01T05:00:00-03:00,3,92.16357940014599,662.1082700012502,3.8796465621300307,666.9715658120759,3.8959342793436846,paired
6,2026-07-01T05:00:00-03:00,4,78.01478566272864,631.5580935730221,3.7762848506272704,640.1968622872246,3.8056992125239564,paired
6,2026-07-01T05:00:00-03:00,5,66.03809033475808,605.3500849009671,3.6861113041306464,618.561815079716,3.7317477499053826,paired
6,2026-07-01T05:00:00-03:00,6,55.900036615048215,585.4037793256367,3.616498109381496,604.2463376051458,3.682281887346244,paired
6,2026-07-01T05:00:00-03:00,7,47.3183594153545,568.9753875851559,3.5584923229750824,594.4384336822131,3.648137703077948,paired
6,2026-07-01T05:00:00-03:00,8,40.0541264969033,558.554228686962,3.521371403195446,591.3465469012208,3.6373302551518023,paired
6,2026-07-01T05:00:00-03:00,9,33.905086086085554,555.2190214668309,3.509436445382505,595.8962838534211,3.6532261926315215,paired
6,2026-07-01T05:00:00-03:00,10,28.700035752714463,556.2947420175227,3.513288813643091,605.1776927247641,3.6855133674204836,paired
6,2026-07-01T05:00:00-03:00,11,24.294055768380034,558.5986476069788,3.5215301746907706,615.5421428767029,3.721349557117927,paired
6,2026-07-01T05:00:00-03:00,12,20.564474231407104,568.8980001764941,3.558217607378011,633.7856220285105,3.7838837716734357,paired
6,2026-07-01T06:00:00-03:00,1,137.04917473045856,724.3828597973234,4.090661745450176,724.5930842401151,4.091343382010108,paired
6,2026-07-01T06:00:00-03:00,2,116.00962182067374,685.2894123292717,3.962582500780898,687.08525478952,3.968525139028322,paired
6,2026-07-01T06:00:00-03:00,3,98.20002478267173,652.0427748466248,3.8514880847900583,656.4642836225175,3.866383044293811,paired
6,2026-07-01T06:00:00-03:00,4,83.12452636233701,622.9934632844911,3.752668819570375,630.3729379115862,3.777932897642878,paired
6,2026-07-01T06:00:00-03:00,5,70.36339245590635,598.5365522258384,3.6681250848293088,609.4901888680638,3.706147152057965,paired
6,2026-07-01T06:00:00-03:00,6,59.56132581523084,580.1528730427602,3.6037203494247008,595.5078317765995,3.65756593737743,paired
6,2026-07-01T06:00:00-03:00,7,50.41757381284846,567.0757705586049,3.5574400108831723,587.6750660620315,3.630164478612433,paired
6,2026-07-01T06:00:00-03:00,8,42.67755484589981,560.2440914938597,3.5331034819893565,586.9089406530513,3.6274770054535717,paired
6,2026-07-01T06:00:00-03:00,9,36.125770240071056,557.9370682902689,3.524860072022511,590.9960838455231,3.64179904802753,paired
6,2026-07-01T06:00:00-03:00,10,30.579804305817365,557.1963178362724,3.522210528799028,596.7423768154227,3.6618724049517537,paired
6,2026-07-01T06:00:00-03:00,11,25.885245495605712,564.3011219561928,3.5475691903421334,610.2244083771913,3.708686562528764,paired
6,2026-07-01T06:00:00-03:00,12,21.911387256337324,571.0355143016214,3.5714955178989447,623.4354783955847,3.7541852320192275,paired
6,2026-07-01T07:00:00-03:00,1,121.77632363342215,725.8793894138437,4.103055574412136,726.0609398631066,4.103643786994309,paired
6,2026-07-01T07:00:00-03:00,2,103.08143248005685,700.2483417514835,4.019449981602604,699.3334106671651,4.016444570587304,paired
6,2026-07-01T07:00:00-03:00,3,87.25654876991389,676.0428220744864,3.939434677259565,673.063888165218,3.929513674499561,paired
6,2026-07-01T07:00:00-03:00,4,73.86107391075869,661.2592680534888,3.890036773516379,655.5990694463504,3.871014380159825,paired
6,2026-07-01T07:00:00-03:00,5,62.52204924625215,652.3229125410762,3.8599759799060864,644.3729054933342,3.8331031543113765,paired
6,2026-07-01T07:00:00-03:00,6,52.923772089663444,647.3003269558064,3.8430128791338705,637.0788584208889,3.8083381057942463,paired
6,2026-07-01T07:00:00-03:00,7,44.799005886176055,646.9994543191285,3.8419951594465998,634.2266434534328,3.798625274516902,paired
6,2026-07-01T07:00:00-03:00,8,37.92153977591507,647.037106840433,3.842122531060757,631.669898350332,3.789904701193202,paired
6,2026-07-01T07:00:00-03:00,9,32.09989040002462,645.9252088012915,3.838360011470214,628.0798783860827,3.777637458680762,paired
6,2026-07-01T07:00:00-03:00,10,27.171970594612507,650.3804753892708,3.853421487570734,630.2962157290418,3.785213866840137,paired
6,2026-07-01T07:00:00-03:00,11,23.00057653760464,655.5363181392811,3.8708031458083445,633.9746374229135,3.797766315795525,paired
6,2026-07-01T07:00:00-03:00,12,19.469567701030165,661.1646830836012,3.889719401669903,638.4834342368447,3.8131152076040395,paired
6,2026-07-01T08:00:00-03:00,1,94.93762916509002,682.8726597174408,3.9724987524497086,683.0503387480395,3.973087750994318,paired
6,2026-07-01T08:00:00-03:00,2,80.36296809269088,656.0440926085554,3.8828919167302205,655.7506329188442,3.881904254632963,paired
6,2026-07-01T08:00:00-03:00,3,68.02578384843035,644.115518201631,3.8426107672686634,643.5381646420111,3.840654062286089,paired
6,2026-07-01T08:00:00-03:00,4,57.5825828490554,625.4573494901122,3.7790392648235747,624.6760466564929,3.7763618444782727,paired
6,2026-07-01T08:00:00-03:00,5,48.7426040537251,610.9785517631601,3.7292164615172565,610.5228601816825,3.727641247044562,paired
6,2026-07-01T08:00:00-03:00,6,41.25972355505746,598.8138628988806,3.687013652717888,599.0082905904785,3.6876906911891654,paired
6,2026-07-01T08:00:00-03:00,7,34.925601963394946,591.1555384125471,3.660279820816096,592.1010889038328,3.663587561978745,paired
6,2026-07-01T08:00:00-03:00,8,29.563883792817567,585.7127932581901,3.6412012084559215,587.4564890437252,3.647320642130995,paired
6,2026-07-01T08:00:00-03:00,9,25.025287347409883,587.5132080738792,3.647519580982922,590.5295267025456,3.6580888046597533,paired
6,2026-07-01T08:00:00-03:00,10,21.183448399718777,590.7723277876703,3.658938702125524,595.364372453486,3.6749880615303168,paired
6,2026-07-01T08:00:00-03:00,11,17.93140194052527,594.5363084003912,3.672097386604883,601.2205728606799,3.6953885360741,paired
6,2026-07-01T08:00:00-03:00,12,15.178604044322737,596.4178939167018,3.6786636046463554,605.4217058762973,3.709977615030275,paired
6,2026-07-01T09:00:00-03:00,1,58.0799603866477,638.0314608387364,3.8369949541189663,637.8533089943741,3.8363890994746552,paired
6,2026-07-01T09:00:00-03:00,2,49.16362504966809,629.7007283967299,3.8085957363976743,628.9496027890502,3.8060282716196316,paired
6,2026-07-01T09:00:00-03:00,3,41.61611013391845,614.5620727781697,3.7566253208826024,613.710519683366,3.75368780258974,paired
6,2026-07-01T09:00:00-03:00,4,35.22727668939705,602.5084440489954,3.7149017281745196,602.4973582240466,3.7148632113989435,paired
6,2026-07-01T09:00:00-03:00,5,29.819245935239735,594.2271664477867,3.6860546334667927,595.1402929803312,3.6892427871728466,paired
6,2026-07-01T09:00:00-03:00,6,25.24144673419916,589.2538843655336,3.6686582228506244,591.2775382968855,3.6757435264168064,paired
6,2026-07-01T09:00:00-03:00,7,21.366423370299465,585.0017485739594,3.6537406769823453,588.700649023169,3.6667196249380187,paired
6,2026-07-01T09:00:00-03:00,8,18.086286909234218,586.2559388228286,3.6581449004792597,591.7842408321476,3.677516191379856,paired
6,2026-07-01T09:00:00-03:00,9,15.309711339795113,587.6013294471451,3.662865459650613,595.8429650925603,3.6916948974908963,paired
6,2026-07-01T09:00:00-03:00,10,12.959390862487163,588.7418593032689,3.6668640538548396,600.6463357988558,3.708428257857167,paired
6,2026-07-01T09:00:00-03:00,11,10.969887530809798,589.3916525246666,3.669140871628668,605.234276429419,3.7243643599539156,paired
6,2026-07-01T09:00:00-03:00,12,9.285809318935918,589.39971691734,3.669169122632374,609.0730269696026,3.737663405858766,paired
6,2026-07-01T10:00:00-03:00,1,33.92755565697102,618.2365527529456,3.780472191541688,619.3273656663456,3.7842244470556823,paired
6,2026-07-01T10:00:00-03:00,2,28.719055833835146,605.1339664686456,3.735205255643863,608.2363104957767,3.7459561867928732,paired
6,2026-07-01T10:00:00-03:00,3,24.310155919454626,595.9291413645485,3.7031843863805296,601.5857824117779,3.7228839423024587,paired
6,2026-07-01T10:00:00-03:00,4,20.578102715059725,590.2246906896685,3.6832472224081636,598.6312432516334,3.71260330418193,paired
6,2026-07-01T10:00:00-03:00,5,17.418987881219984,587.2337397056066,3.6727649383826586,598.8973165546012,3.7135299130076485,paired
6,2026-07-01T10:00:00-03:00,6,14.744854907543795,586.1265761033343,3.6688796276229203,601.5964038600213,3.7229208665944524,paired
6,2026-07-01T10:00:00-03:00,7,12.481250215399507,590.3938793839286,3.683839576551887,610.1919537377515,3.752722754965898,paired
6,2026-07-01T10:00:00-03:00,8,10.565150211122722,593.4634753083233,3.694575653332403,618.0361832635153,3.7797826766996314,paired
6,2026-07-01T10:00:00-03:00,9,8.943206574439596,595.8913909492629,3.703052683700739,625.1988590802495,3.804379238452241,paired
6,2026-07-01T10:00:00-03:00,10,7.570260927184711,598.1463230150098,3.710914156743283,631.9587062481496,3.8274957896425983,paired
6,2026-07-01T10:00:00-03:00,11,6.408087527515334,599.9581073576431,3.7172226182558026,638.0605256633874,3.848282625826582,paired
6,2026-07-01T10:00:00-03:00,12,5.424328983541211,601.4904488289882,3.7225525146887017,643.8815794176821,3.86804365305827,paired
6,2026-07-01T11:00:00-03:00,1,28.69704208150166,606.310091999204,3.7411655103004056,607.894632248052,3.7466551938692985,paired
6,2026-07-01T11:00:00-03:00,2,24.291521680408067,596.7580169900823,3.7079574163221847,601.7281681751233,3.725260967929023,paired
6,2026-07-01T11:00:00-03:00,3,20.56232917224957,590.5924383736025,3.686416736770591,599.9523166246809,3.7190845244142428,paired
6,2026-07-01T11:00:00-03:00,4,17.405635865494407,589.7195504522671,3.6833603319797565,604.3074329023276,3.734219543124038,paired
6,2026-07-01T11:00:00-03:00,5,14.733552670241641,590.0863832487704,3.684644998287179,611.1785889909505,3.758015506679849,paired
6,2026-07-01T11:00:00-03:00,6,12.471683078072857,596.109293414276,3.705694910721443,624.9036483048386,3.805249638814941,paired
6,2026-07-01T11:00:00-03:00,7,10.557051804216195,601.16960094196,3.723318998509687,639.0119653506042,3.853399189227359,paired
6,2026-07-01T11:00:00-03:00,8,8.936351420992494,603.76481629375,3.732336061937405,651.434865829972,3.8954677100209314,paired
6,2026-07-01T11:00:00-03:00,9,7.564458165070416,605.0713416363722,3.736870079297264,662.3536305625502,3.9321949926920294,paired
6,2026-07-01T11:00:00-03:00,10,6.403175595431696,606.2563552505796,3.7409792436348437,672.5820430440847,3.9663948137782072,paired
6,2026-07-01T11:00:00-03:00,11,5.420171122798507,607.703620134489,3.745993711656627,682.5061804165698,3.9993914118807177,paired
6,2026-07-01T11:00:00-03:00,12,4.5880758012287775,609.4287706776282,3.75196515102786,692.1198787587304,4.031184776135097,paired
6,2026-07-01T12:00:00-03:00,1,78.2409288467225,569.1281655827574,3.6051590349862757,569.9533899688181,3.6080873132302793,paired
6,2026-07-01T12:00:00-03:00,2,66.22951640721746,536.4803846867536,3.4879984272366604,541.9491537348206,3.5078062877017615,paired
6,2026-07-01T12:00:00-03:00,3,56.06207528705267,518.0296143657882,3.4206039896113296,532.1873648248511,3.47239605271026,paired
6,2026-07-01T12:00:00-03:00,4,47.455522189931806,499.6837895219208,3.352694713264813,525.4346437333629,3.4477584309655365,paired
6,2026-07-01T12:00:00-03:00,5,40.170232278918284,486.8249220131774,3.3045378694530267,524.8525493200489,3.4456290923058974,paired
6,2026-07-01T12:00:00-03:00,6,34.00336750871538,478.73230862829763,3.2739862146299146,530.5409031107953,3.4663997140238703,paired
6,2026-07-01T12:00:00-03:00,7,28.783229180866854,473.3191360153557,3.253442007731179,540.7689308070782,3.50353788801523,paired
6,2026-07-01T12:00:00-03:00,8,24.36447748494203,477.827936721135,3.270560002038229,561.9391442984606,3.5795813716350438,paired
6,2026-07-01T12:00:00-03:00,9,20.624084927512257,488.38135737605694,3.3103919120888197,588.9748054569054,3.6751500684043297,paired
6,2026-07-01T12:00:00-03:00,10,17.457910983731093,501.25628485188224,3.358551702073708,618.0668412039449,3.77616903165106,paired
6,2026-07-01T12:00:00-03:00,11,14.777802602495495,511.260777660465,3.39565493260951,642.3459506695723,3.859117950428658,paired
6,2026-07-01T12:00:00-03:00,12,12.509139837053393,533.6302784119415,3.4776453636735596,677.6464577400623,3.977654825671676,paired
6,2026-07-01T13:00:00-03:00,1,125.49157107839426,608.1298489564297,3.7362621388869384,608.6775657720164,3.738158196386249,paired
6,2026-07-01T13:00:00-03:00,2,106.22632154567228,584.667441769476,3.65442950553134,588.8453864643241,3.6690902468331483,paired
6,2026-07-01T13:00:00-03:00,3,89.91863989076568,563.2924817702642,3.5787994065354427,573.2470220932416,3.6141525484928314,paired
6,2026-07-01T13:00:00-03:00,4,76.1144853945533,546.6922248187602,3.519318780278419,563.7205197130015,3.5803243593227165,paired
6,2026-07-01T13:00:00-03:00,5,64.42952088594294,532.4586206606078,3.4677769828689575,557.4081879905393,3.5577914511892557,paired
6,2026-07-01T13:00:00-03:00,6,54.53841197340882,524.8126047288658,3.439876636277268,558.785579308131,3.5627164003250007,paired
6,2026-07-01T13:00:00-03:00,7,46.16576904004602,525.1383562740273,3.441068399294438,569.6820146984563,3.6015182198763904,paired
6,2026-07-01T13:00:00-03:00,8,39.078479807919855,529.0608154091758,3.455397042323166,585.5310249160281,3.6574630987270185,paired
6,2026-07-01T13:00:00-03:00,9,33.079218993911034,533.5659093732241,3.4718049992503177,602.9243434954707,3.718209924252471,paired
6,2026-07-01T13:00:00-03:00,10,28.00095435200018,535.3831144948981,3.4784087157519332,618.2329727084912,3.771134417763858,paired
6,2026-07-01T13:00:00-03:00,11,23.702296138464458,550.3732040749202,3.5325659135466463,646.3919989138749,3.867219767080239,paired
6,2026-07-01T13:00:00-03:00,12,20.063560519155537,566.1932677380581,3.589125434480673,675.165844439604,3.9637956098907416,paired
6,2026-07-01T14:00:00-03:00,1,152.28776616969824,620.5681854647794,3.7763658772582245,626.3840717538524,3.79631522076306,paired
6,2026-07-01T14:00:00-03:00,2,128.90881098706467,588.615986675047,3.66548791373014,603.7805679729561,3.718384869631717,paired
6,2026-07-01T14:00:00-03:00,3,109.11895267792866,563.0044121779968,3.5749745039142375,587.8944237492674,3.662958314471364,paired
6,2026-07-01T14:00:00-03:00,4,92.36719928107033,545.9442928812317,3.5138246713148726,580.3396612549415,3.636403148314133,paired
6,2026-07-01T14:00:00-03:00,5,78.1871461707555,535.9909237785118,3.4778172520074078,582.0465015366567,3.64241400675892,paired
6,2026-07-01T14:00:00-03:00,6,66.18399035489568,534.3073848547177,3.4717021701582764,593.4467078093351,3.6823932452437376,paired
6,2026-07-01T14:00:00-03:00,7,56.02353831575587,540.556637189619,3.4943650671878626,613.4662265115381,3.7519098219732534,paired
6,2026-07-01T14:00:00-03:00,8,47.42290134799644,552.6536715413594,3.537957852524946,639.7060713319031,3.841751849996867,paired
6,2026-07-01T14:00:00-03:00,9,40.14261933236944,566.4472976418232,3.587230403430012,666.6434315386513,3.9325564667653934,paired
6,2026-07-01T14:00:00-03:00,10,33.9799936540914,594.6297247240534,3.686525394954793,706.5779486238796,4.06468316577785,paired
6,2026-07-01T14:00:00-03:00,11,28.763443640087413,624.406052779548,3.789538147174839,747.5521300247641,4.197371144307394,paired
6,2026-07-01T14:00:00-03:00,12,24.34772938625516,657.810032167696,3.902933662593621,791.0817029536322,4.335381271259382,paired
6,2026-07-01T15:00:00-03:00,1,153.30053811657916,607.6642952540319,3.7355784267608305,609.954235687321,3.743503645662016,paired
6,2026-07-01T15:00:00-03:00,2,129.76610393158128,575.7996923750236,3.6241095044336866,582.4128582999374,3.647430103109234,paired
6,2026-07-01T15:00:00-03:00,3,109.84463548833962,548.8536611938476,3.528029830181505,561.7150034427872,3.574104057571528,paired
6,2026-07-01T15:00:00-03:00,4,92.98147651815047,522.0800701123258,3.4307971288072165,542.6274377278237,3.505579913138331,paired
6,2026-07-01T15:00:00-03:00,5,78.70712062596014,504.2162163894597,3.3648798693792807,533.7795920792665,3.4735103789536046,paired
6,2026-07-01T15:00:00-03:00,6,66.62413922863637,491.0860548202362,3.3158702925216224,530.8489313500216,3.4628441856481187,paired
6,2026-07-01T15:00:00-03:00,7,56.39611629360854,481.46164546685014,3.279633745351169,532.508879058749,3.4688882979800892,paired
6,2026-07-01T15:00:00-03:00,8,47.73828179734542,474.6668664936227,3.2538872622540174,537.3629240540473,3.4865222017071504,paired
6,2026-07-01T15:00:00-03:00,9,40.409583119131156,484.3959068296157,3.290709972214711,558.8226819800079,3.5637774209783295,paired
6,2026-07-01T15:00:00-03:00,10,34.20597362079278,498.0587132605227,3.3419567325178674,583.9031634775455,3.652671769772594,paired
6,2026-07-01T15:00:00-03:00,11,28.95473155209152,515.852565219454,3.4079151880453766,612.4014255743118,3.7519607697309167,paired
6,2026-07-01T15:00:00-03:00,12,24.50965110795912,536.4832830245842,3.483331061981385,642.8572021644799,3.8561739838956006,paired
6,2026-07-01T16:00:00-03:00,1,108.64665115527035,580.8313205051174,3.6577081336789945,585.2063243479294,3.67309718857884,paired
6,2026-07-01T16:00:00-03:00,2,91.96740467350209,561.3723286739635,3.58872770668526,569.7628310734796,3.6185794600283794,paired
6,2026-07-01T16:00:00-03:00,3,77.84872734173916,542.556466026107,3.521169535163616,554.8329466021172,3.56534575999918,paired
6,2026-07-01T16:00:00-03:00,4,65.89752500077448,533.4261794919063,3.4880713731707784,549.8914268765274,3.5476084839478537,paired
6,2026-07-01T16:00:00-03:00,5,55.78105062867794,532.6584213816944,3.4852785362658034,555.0515662411447,3.5661291107201283,paired
6,2026-07-01T16:00:00-03:00,6,47.21763995237398,536.9671425739742,3.500932717853696,565.7671491177314,3.6043843104695457,paired
6,2026-07-01T16:00:00-03:00,7,39.9688693121495,543.3892509676252,3.5241780304790638,578.080007452489,3.648008147867718,paired
6,2026-07-01T16:00:00-03:00,8,33.83291743727584,563.7106304697368,3.5970636327478145,603.2701607228908,3.7361854939847,paired
6,2026-07-01T16:00:00-03:00,9,28.63894631038698,587.4775089026672,3.681069061537479,631.1831478598228,3.832297392621312,paired
6,2026-07-01T16:00:00-03:00,10,24.242344671866064,616.1694580431224,3.780803884610658,663.1603214621479,3.940466397042935,paired
6,2026-07-01T16:00:00-03:00,11,20.520701733233974,650.6530915808462,3.898396239507634,700.4706647654112,4.0642344601114315,paired
6,2026-07-01T16:00:00-03:00,12,17.37039899911371,685.2709203868525,4.014118741874207,736.7031444105879,4.182082600651019,paired
6,2026-07-01T17:00:00-03:00,1,34.57632851444135,553.8153243565941,3.581153899496073,556.0756543049246,3.589253024812701,paired
6,2026-07-01T17:00:00-03:00,2,29.26823020128884,555.1196774180423,3.585829114687806,560.4254736747794,3.6048044903689687,paired
6,2026-07-01T17:00:00-03:00,3,24.775021985282542,560.2850384165623,3.604303114834132,569.291497130176,3.636362907872187,paired
6,2026-07-01T17:00:00-03:00,4,20.971603344304853,579.5286013112458,3.6725734129889154,592.9812186236226,3.7197953348024417,paired
6,2026-07-01T17:00:00-03:00,5,17.752078972608942,604.3919645450558,3.7595358665763583,622.7719763045611,3.8229622540829564,paired
6,2026-07-01T17:00:00-03:00,6,15.026810429128417,625.8754856723131,3.8336023130630372,649.8534472065495,3.9151522141273785,paired
6,2026-07-01T17:00:00-03:00,7,12.719920411652891,658.0278642927225,3.942694787956237,688.061051812376,4.042805153541805,paired
6,2026-07-01T17:00:00-03:00,8,10.767180170527269,685.8762407551633,4.035578458427256,722.323779735488,4.155034849601888,paired
6,2026-07-01T17:00:00-03:00,9,9.114221242955939,715.9199948240803,4.134213096249296,759.1677676189636,4.273515354789714,paired
6,2026-07-01T17:00:00-03:00,10,7.71502171877202,751.1364477293631,4.247875843466842,801.4135816286828,4.406745398262734,paired
