horizon_h,phase,subset,start_origin,end_origin,n,start_target,end_target,min_target_m,max_target_m,missing_features
6,train,all,2025-05-01T11:00:00-03:00,2025-05-01T14:00:00-03:00,4,2025-05-01T17:00:00-03:00,2025-05-01T20:00:00-03:00,1.11,1.2,86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-01T17:00:00-03:00,2025-05-01T20:00:00-03:00,4,2025-05-01T23:00:00-03:00,2025-05-02T02:00:00-03:00,1.02,1.06,86472600:dH8|86510000:dH1|86510000:dH2|86510000:dH4
6,train,all,2025-05-01T23:00:00-03:00,2025-05-02T04:00:00-03:00,6,2025-05-02T05:00:00-03:00,2025-05-02T10:00:00-03:00,1.01,1.31,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH8
6,train,all,2025-05-02T07:00:00-03:00,2025-05-02T08:00:00-03:00,2,2025-05-02T13:00:00-03:00,2025-05-02T14:00:00-03:00,1.15,1.19,86472600:dH8
6,train,all,2025-05-02T14:00:00-03:00,2025-05-02T16:00:00-03:00,3,2025-05-02T20:00:00-03:00,2025-05-02T22:00:00-03:00,0.98,1.0,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
6,train,all,2025-05-02T18:00:00-03:00,2025-05-02T18:00:00-03:00,1,2025-05-03T00:00:00-03:00,2025-05-03T00:00:00-03:00,0.98,0.98,86472000:dH4
6,train,all,2025-05-02T22:00:00-03:00,2025-05-02T22:00:00-03:00,1,2025-05-03T04:00:00-03:00,2025-05-03T04:00:00-03:00,1.28,1.28,86472000:dH8
6,train,all,2025-05-03T15:00:00-03:00,2025-05-03T20:00:00-03:00,6,2025-05-03T21:00:00-03:00,2025-05-04T02:00:00-03:00,0.97,1.03,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-03T23:00:00-03:00,2025-05-04T00:00:00-03:00,2,2025-05-04T05:00:00-03:00,2025-05-04T06:00:00-03:00,0.95,0.96,86472600:dH8
6,train,all,2025-05-04T02:00:00-03:00,2025-05-04T19:00:00-03:00,18,2025-05-04T08:00:00-03:00,2025-05-05T01:00:00-03:00,0.95,0.95,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-05T07:00:00-03:00,2025-05-05T13:00:00-03:00,7,2025-05-05T13:00:00-03:00,2025-05-05T19:00:00-03:00,1.33,1.82,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-05T15:00:00-03:00,2025-05-05T17:00:00-03:00,3,2025-05-05T21:00:00-03:00,2025-05-05T23:00:00-03:00,1.11,1.2,86472600:dH8
6,train,all,2025-05-06T02:00:00-03:00,2025-05-06T07:00:00-03:00,6,2025-05-06T08:00:00-03:00,2025-05-06T13:00:00-03:00,0.94,0.96,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-06T10:00:00-03:00,2025-05-06T11:00:00-03:00,2,2025-05-06T16:00:00-03:00,2025-05-06T17:00:00-03:00,0.93,0.94,86472600:dH8
6,train,all,2025-05-10T21:00:00-03:00,2025-05-12T01:00:00-03:00,29,2025-05-11T03:00:00-03:00,2025-05-12T07:00:00-03:00,1.17,1.54,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-12T04:00:00-03:00,2025-05-12T05:00:00-03:00,2,2025-05-12T10:00:00-03:00,2025-05-12T11:00:00-03:00,1.49,1.53,86472600:dH8
6,train,all,2025-05-12T13:00:00-03:00,2025-05-12T15:00:00-03:00,3,2025-05-12T19:00:00-03:00,2025-05-12T21:00:00-03:00,1.07,1.09,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-12T17:00:00-03:00,2025-05-12T17:00:00-03:00,1,2025-05-12T23:00:00-03:00,2025-05-12T23:00:00-03:00,1.08,1.08,86472600:dH4
6,train,all,2025-05-12T21:00:00-03:00,2025-05-12T21:00:00-03:00,1,2025-05-13T03:00:00-03:00,2025-05-13T03:00:00-03:00,1.18,1.18,86472600:dH8
6,train,all,2025-05-15T08:00:00-03:00,2025-05-15T13:00:00-03:00,6,2025-05-15T14:00:00-03:00,2025-05-15T19:00:00-03:00,1.14,1.33,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-15T16:00:00-03:00,2025-05-15T17:00:00-03:00,2,2025-05-15T22:00:00-03:00,2025-05-15T23:00:00-03:00,1.07,1.08,86472600:dH8
6,train,all,2025-05-22T02:00:00-03:00,2025-05-22T16:00:00-03:00,15,2025-05-22T08:00:00-03:00,2025-05-22T22:00:00-03:00,1.08,1.92,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-22T18:00:00-03:00,2025-05-22T18:00:00-03:00,1,2025-05-23T00:00:00-03:00,2025-05-23T00:00:00-03:00,1.06,1.06,86472600:dH4
6,train,all,2025-05-22T22:00:00-03:00,2025-05-22T22:00:00-03:00,1,2025-05-23T04:00:00-03:00,2025-05-23T04:00:00-03:00,1.1,1.1,86472600:dH8
6,train,all,2025-05-23T05:00:00-03:00,2025-05-24T03:00:00-03:00,23,2025-05-23T11:00:00-03:00,2025-05-24T09:00:00-03:00,1.02,1.66,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-24T13:00:00-03:00,2025-05-25T09:00:00-03:00,21,2025-05-24T19:00:00-03:00,2025-05-25T15:00:00-03:00,1.04,1.1,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-27T10:00:00-03:00,2025-05-27T12:00:00-03:00,3,2025-05-27T16:00:00-03:00,2025-05-27T18:00:00-03:00,2.29,2.32,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-27T14:00:00-03:00,2025-05-27T14:00:00-03:00,1,2025-05-27T20:00:00-03:00,2025-05-27T20:00:00-03:00,2.35,2.35,86472600:dH4
6,train,all,2025-05-27T18:00:00-03:00,2025-05-27T18:00:00-03:00,1,2025-05-28T00:00:00-03:00,2025-05-28T00:00:00-03:00,2.71,2.71,86472600:dH8
6,train,all,2025-05-29T07:00:00-03:00,2025-05-30T07:00:00-03:00,25,2025-05-29T13:00:00-03:00,2025-05-30T13:00:00-03:00,4.31,4.83,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-30T09:00:00-03:00,2025-05-30T15:00:00-03:00,7,2025-05-30T15:00:00-03:00,2025-05-30T21:00:00-03:00,3.93,4.26,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH0.5
6,train,all,2025-05-30T17:00:00-03:00,2025-05-31T20:00:00-03:00,28,2025-05-30T23:00:00-03:00,2025-06-01T02:00:00-03:00,3.39,4.02,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
6,train,all,2025-06-04T03:00:00-03:00,2025-06-04T03:00:00-03:00,1,2025-06-04T09:00:00-03:00,2025-06-04T09:00:00-03:00,2.31,2.31,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-06-04T06:00:00-03:00,2025-06-04T06:00:00-03:00,1,2025-06-04T12:00:00-03:00,2025-06-04T12:00:00-03:00,2.15,2.15,86510000:dH1|86510000:dH2
6,train,all,2025-06-04T08:00:00-03:00,2025-06-04T09:00:00-03:00,2,2025-06-04T14:00:00-03:00,2025-06-04T15:00:00-03:00,2.11,2.11,86472600:dH1|86472600:dH2|86510000:dH0.5|86510000:dH1|86510000:dH2|86510000:dH4
6,train,all,2025-06-04T11:00:00-03:00,2025-06-04T13:00:00-03:00,3,2025-06-04T17:00:00-03:00,2025-06-04T19:00:00-03:00,2.19,2.32,86472600:dH4|86472600:dH8|86510000:dH4|86510000:dH8
6,train,all,2025-06-04T15:00:00-03:00,2025-06-04T18:00:00-03:00,4,2025-06-04T21:00:00-03:00,2025-06-05T00:00:00-03:00,2.41,2.51,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH8
6,train,all,2025-06-04T20:00:00-03:00,2025-06-04T20:00:00-03:00,1,2025-06-05T02:00:00-03:00,2025-06-05T02:00:00-03:00,2.56,2.56,86472600:dH4
6,train,all,2025-06-05T00:00:00-03:00,2025-06-05T00:00:00-03:00,1,2025-06-05T06:00:00-03:00,2025-06-05T06:00:00-03:00,2.62,2.62,86472600:dH8
6,train,all,2025-06-07T02:00:00-03:00,2025-06-07T04:00:00-03:00,3,2025-06-07T08:00:00-03:00,2025-06-07T10:00:00-03:00,3.95,3.98,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-06-07T06:00:00-03:00,2025-06-07T06:00:00-03:00,1,2025-06-07T12:00:00-03:00,2025-06-07T12:00:00-03:00,3.91,3.91,86472600:dH4
6,train,all,2025-06-07T10:00:00-03:00,2025-06-07T10:00:00-03:00,1,2025-06-07T16:00:00-03:00,2025-06-07T16:00:00-03:00,3.82,3.82,86472600:dH8
6,train,all,2025-06-10T21:00:00-03:00,2025-06-11T13:00:00-03:00,17,2025-06-11T03:00:00-03:00,2025-06-11T19:00:00-03:00,1.88,2.46,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-06-12T14:00:00-03:00,2025-06-12T16:00:00-03:00,3,2025-06-12T20:00:00-03:00,2025-06-12T22:00:00-03:00,2.08,2.11,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-06-12T18:00:00-03:00,2025-06-12T18:00:00-03:00,1,2025-06-13T00:00:00-03:00,2025-06-13T00:00:00-03:00,2.16,2.16,86472600:dH4
6,train,all,2025-06-12T21:00:00-03:00,2025-06-14T18:00:00-03:00,46,2025-06-13T03:00:00-03:00,2025-06-15T00:00:00-03:00,1.16,2.37,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH0.5
6,train,all,2025-06-16T14:00:00-03:00,2025-06-16T19:00:00-03:00,6,2025-06-16T20:00:00-03:00,2025-06-17T01:00:00-03:00,2.83,3.2,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-06-16T22:00:00-03:00,2025-06-16T23:00:00-03:00,2,2025-06-17T04:00:00-03:00,2025-06-17T05:00:00-03:00,3.27,3.28,86472600:dH8
6,train,all,2025-06-17T11:00:00-03:00,2025-06-18T04:00:00-03:00,18,2025-06-17T17:00:00-03:00,2025-06-18T10:00:00-03:00,3.23,11.16,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-06-20T07:00:00-03:00,2025-06-20T08:00:00-03:00,2,2025-06-20T13:00:00-03:00,2025-06-20T14:00:00-03:00,9.02,9.03,86510000:dH1|86510000:dH2
6,train,all,2025-06-20T10:00:00-03:00,2025-06-20T10:00:00-03:00,1,2025-06-20T16:00:00-03:00,2025-06-20T16:00:00-03:00,9.08,9.08,86510000:dH4
6,train,all,2025-06-20T14:00:00-03:00,2025-06-20T14:00:00-03:00,1,2025-06-20T20:00:00-03:00,2025-06-20T20:00:00-03:00,8.98,8.98,86510000:dH8
6,train,all,2025-06-23T07:00:00-03:00,2025-06-23T09:00:00-03:00,3,2025-06-23T13:00:00-03:00,2025-06-23T15:00:00-03:00,8.85,9.9,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-06-23T11:00:00-03:00,2025-06-23T11:00:00-03:00,1,2025-06-23T17:00:00-03:00,2025-06-23T17:00:00-03:00,10.76,10.76,86472600:dH4
6,train,all,2025-06-23T15:00:00-03:00,2025-06-23T15:00:00-03:00,1,2025-06-23T21:00:00-03:00,2025-06-23T21:00:00-03:00,11.41,11.41,86472600:dH8
6,train,all,2025-06-23T20:00:00-03:00,2025-06-26T05:00:00-03:00,58,2025-06-24T02:00:00-03:00,2025-06-26T11:00:00-03:00,5.17,11.22,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-06-30T20:00:00-03:00,2025-07-02T22:00:00-03:00,51,2025-07-01T02:00:00-03:00,2025-07-03T04:00:00-03:00,5.33,9.16,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-07-07T03:00:00-03:00,2025-07-07T05:00:00-03:00,3,2025-07-07T09:00:00-03:00,2025-07-07T11:00:00-03:00,3.9,4.0,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-07-07T07:00:00-03:00,2025-07-07T07:00:00-03:00,1,2025-07-07T13:00:00-03:00,2025-07-07T13:00:00-03:00,3.83,3.83,86472600:dH4
6,train,all,2025-07-07T11:00:00-03:00,2025-07-07T11:00:00-03:00,1,2025-07-07T17:00:00-03:00,2025-07-07T17:00:00-03:00,3.7,3.7,86472600:dH8
6,train,all,2025-07-08T03:00:00-03:00,2025-07-08T03:00:00-03:00,1,2025-07-08T09:00:00-03:00,2025-07-08T09:00:00-03:00,3.39,3.39,86510000:dH0.5
6,train,all,2025-07-21T12:00:00-03:00,2025-07-21T13:00:00-03:00,2,2025-07-21T18:00:00-03:00,2025-07-21T19:00:00-03:00,1.74,1.75,86510000:dH1|86510000:dH2
6,train,all,2025-07-21T15:00:00-03:00,2025-07-21T15:00:00-03:00,1,2025-07-21T21:00:00-03:00,2025-07-21T21:00:00-03:00,1.73,1.73,86510000:dH4
6,train,all,2025-07-21T19:00:00-03:00,2025-07-21T19:00:00-03:00,1,2025-07-22T01:00:00-03:00,2025-07-22T01:00:00-03:00,1.72,1.72,86510000:dH8
6,train,all,2025-07-22T06:00:00-03:00,2025-07-23T04:00:00-03:00,23,2025-07-22T12:00:00-03:00,2025-07-23T10:00:00-03:00,1.3,2.03,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-07-23T06:00:00-03:00,2025-07-23T11:00:00-03:00,6,2025-07-23T12:00:00-03:00,2025-07-23T17:00:00-03:00,1.32,1.6,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-07-23T15:00:00-03:00,2025-07-23T15:00:00-03:00,1,2025-07-23T21:00:00-03:00,2025-07-23T21:00:00-03:00,1.23,1.23,86472600:dH8
6,train,all,2025-08-17T01:00:00-03:00,2025-08-17T02:00:00-03:00,2,2025-08-17T07:00:00-03:00,2025-08-17T08:00:00-03:00,2.76,2.78,86472600:dH1|86472600:dH2|86510000:dH1|86510000:dH2
6,train,all,2025-08-17T04:00:00-03:00,2025-08-17T04:00:00-03:00,1,2025-08-17T10:00:00-03:00,2025-08-17T10:00:00-03:00,2.59,2.59,86472600:dH4|86510000:dH4
6,train,all,2025-08-17T08:00:00-03:00,2025-08-17T08:00:00-03:00,1,2025-08-17T14:00:00-03:00,2025-08-17T14:00:00-03:00,2.25,2.25,86472600:dH8|86510000:dH8
6,train,all,2025-08-19T14:00:00-03:00,2025-08-19T14:00:00-03:00,1,2025-08-19T20:00:00-03:00,2025-08-19T20:00:00-03:00,1.36,1.36,86510000:dH0.5
6,train,all,2025-08-29T07:00:00-03:00,2025-08-29T07:00:00-03:00,1,2025-08-29T13:00:00-03:00,2025-08-29T13:00:00-03:00,1.9,1.9,86510000:dH0.5
6,train,all,2025-08-29T09:00:00-03:00,2025-08-29T09:00:00-03:00,1,2025-08-29T15:00:00-03:00,2025-08-29T15:00:00-03:00,1.86,1.86,86510000:dH0.5
6,train,all,2025-09-02T18:00:00-03:00,2025-09-02T19:00:00-03:00,2,2025-09-03T00:00:00-03:00,2025-09-03T01:00:00-03:00,1.34,1.39,86510000:dH1|86510000:dH2
6,train,all,2025-09-02T21:00:00-03:00,2025-09-02T21:00:00-03:00,1,2025-09-03T03:00:00-03:00,2025-09-03T03:00:00-03:00,1.29,1.29,86510000:dH4
6,train,all,2025-09-03T01:00:00-03:00,2025-09-03T01:00:00-03:00,1,2025-09-03T07:00:00-03:00,2025-09-03T07:00:00-03:00,1.84,1.84,86510000:dH8
6,train,all,2025-09-14T22:00:00-03:00,2025-09-14T22:00:00-03:00,1,2025-09-15T04:00:00-03:00,2025-09-15T04:00:00-03:00,3.69,3.69,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-09-15T00:00:00-03:00,2025-09-15T03:00:00-03:00,4,2025-09-15T06:00:00-03:00,2025-09-15T09:00:00-03:00,3.6,3.65,86472600:dH2|86472600:dH4|86500000:dH1|86500000:dH2|86500000:dH4|86510000:dH1|86510000:dH2|86510000:dH4
6,train,all,2025-09-15T06:00:00-03:00,2025-09-15T07:00:00-03:00,2,2025-09-15T12:00:00-03:00,2025-09-15T13:00:00-03:00,3.35,3.47,86472600:dH8|86500000:dH8|86510000:dH8
6,train,all,2025-09-19T23:00:00-03:00,2025-09-19T23:00:00-03:00,1,2025-09-20T05:00:00-03:00,2025-09-20T05:00:00-03:00,2.74,2.74,86510000:dH0.5
6,train,all,2025-09-28T20:00:00-03:00,2025-09-28T20:00:00-03:00,1,2025-09-29T02:00:00-03:00,2025-09-29T02:00:00-03:00,3.85,3.85,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-09-28T23:00:00-03:00,2025-09-29T02:00:00-03:00,4,2025-09-29T05:00:00-03:00,2025-09-29T08:00:00-03:00,3.86,3.96,86472600:dH2|86472600:dH4|86500000:dH2|86500000:dH4|86510000:dH1|86510000:dH2|86510000:dH4
6,train,all,2025-09-29T04:00:00-03:00,2025-09-29T06:00:00-03:00,3,2025-09-29T10:00:00-03:00,2025-09-29T12:00:00-03:00,3.67,3.76,86472600:dH8|86500000:dH8|86510000:dH8
6,train,high_target_ge_7m,2025-06-17T17:00:00-03:00,2025-06-18T04:00:00-03:00,12,2025-06-17T23:00:00-03:00,2025-06-18T10:00:00-03:00,7.05,11.16,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,high_target_ge_7m,2025-06-20T07:00:00-03:00,2025-06-20T08:00:00-03:00,2,2025-06-20T13:00:00-03:00,2025-06-20T14:00:00-03:00,9.02,9.03,86510000:dH1|86510000:dH2
6,train,high_target_ge_7m,2025-06-20T10:00:00-03:00,2025-06-20T10:00:00-03:00,1,2025-06-20T16:00:00-03:00,2025-06-20T16:00:00-03:00,9.08,9.08,86510000:dH4
6,train,high_target_ge_7m,2025-06-20T14:00:00-03:00,2025-06-20T14:00:00-03:00,1,2025-06-20T20:00:00-03:00,2025-06-20T20:00:00-03:00,8.98,8.98,86510000:dH8
6,train,high_target_ge_7m,2025-06-23T07:00:00-03:00,2025-06-23T09:00:00-03:00,3,2025-06-23T13:00:00-03:00,2025-06-23T15:00:00-03:00,8.85,9.9,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,high_target_ge_7m,2025-06-23T11:00:00-03:00,2025-06-23T11:00:00-03:00,1,2025-06-23T17:00:00-03:00,2025-06-23T17:00:00-03:00,10.76,10.76,86472600:dH4
6,train,high_target_ge_7m,2025-06-23T15:00:00-03:00,2025-06-23T15:00:00-03:00,1,2025-06-23T21:00:00-03:00,2025-06-23T21:00:00-03:00,11.41,11.41,86472600:dH8
6,train,high_target_ge_7m,2025-06-23T20:00:00-03:00,2025-06-24T22:00:00-03:00,27,2025-06-24T02:00:00-03:00,2025-06-25T04:00:00-03:00,7.18,11.22,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,high_target_ge_7m,2025-06-30T20:00:00-03:00,2025-07-01T11:00:00-03:00,16,2025-07-01T02:00:00-03:00,2025-07-01T17:00:00-03:00,7.05,9.16,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,validation,all,2025-10-03T19:00:00-03:00,2025-10-03T21:00:00-03:00,3,2025-10-04T01:00:00-03:00,2025-10-04T03:00:00-03:00,4.41,4.45,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH0.5
6,validation,all,2025-10-03T23:00:00-03:00,2025-10-03T23:00:00-03:00,1,2025-10-04T05:00:00-03:00,2025-10-04T05:00:00-03:00,4.36,4.36,86472600:dH4
6,validation,all,2025-10-04T03:00:00-03:00,2025-10-04T03:00:00-03:00,1,2025-10-04T09:00:00-03:00,2025-10-04T09:00:00-03:00,4.19,4.19,86472600:dH8
6,validation,all,2025-10-06T23:00:00-03:00,2025-10-07T00:00:00-03:00,2,2025-10-07T05:00:00-03:00,2025-10-07T06:00:00-03:00,4.98,4.99,86510000:dH1|86510000:dH2
6,validation,all,2025-10-07T02:00:00-03:00,2025-10-07T02:00:00-03:00,1,2025-10-07T08:00:00-03:00,2025-10-07T08:00:00-03:00,5.01,5.01,86510000:dH4
6,validation,all,2025-10-07T06:00:00-03:00,2025-10-07T06:00:00-03:00,1,2025-10-07T12:00:00-03:00,2025-10-07T12:00:00-03:00,5.17,5.17,86510000:dH8
6,validation,all,2025-10-09T07:00:00-03:00,2025-10-09T09:00:00-03:00,3,2025-10-09T13:00:00-03:00,2025-10-09T15:00:00-03:00,3.89,4.3,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,validation,all,2025-10-09T11:00:00-03:00,2025-10-09T11:00:00-03:00,1,2025-10-09T17:00:00-03:00,2025-10-09T17:00:00-03:00,3.44,3.44,86472600:dH4
6,validation,all,2025-10-09T15:00:00-03:00,2025-10-09T15:00:00-03:00,1,2025-10-09T21:00:00-03:00,2025-10-09T21:00:00-03:00,3.33,3.33,86472600:dH8
6,validation,all,2025-10-15T19:00:00-03:00,2025-10-16T06:00:00-03:00,12,2025-10-16T01:00:00-03:00,2025-10-16T12:00:00-03:00,2.23,3.19,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH0.5|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
6,validation,all,2025-10-17T22:00:00-03:00,2025-10-17T23:00:00-03:00,2,2025-10-18T04:00:00-03:00,2025-10-18T05:00:00-03:00,3.32,3.34,86510000:dH1|86510000:dH2
6,validation,all,2025-10-18T01:00:00-03:00,2025-10-18T01:00:00-03:00,1,2025-10-18T07:00:00-03:00,2025-10-18T07:00:00-03:00,3.12,3.12,86510000:dH4
6,validation,all,2025-10-18T05:00:00-03:00,2025-10-18T05:00:00-03:00,1,2025-10-18T11:00:00-03:00,2025-10-18T11:00:00-03:00,2.55,2.55,86510000:dH8
6,validation,all,2025-10-21T23:00:00-03:00,2025-10-22T00:00:00-03:00,2,2025-10-22T05:00:00-03:00,2025-10-22T06:00:00-03:00,2.09,2.2,86510000:dH0.5|86510000:dH1|86510000:dH2
6,validation,all,2025-10-22T02:00:00-03:00,2025-10-22T02:00:00-03:00,1,2025-10-22T08:00:00-03:00,2025-10-22T08:00:00-03:00,2.32,2.32,86510000:dH4
6,validation,all,2025-10-22T06:00:00-03:00,2025-10-22T06:00:00-03:00,1,2025-10-22T12:00:00-03:00,2025-10-22T12:00:00-03:00,2.03,2.03,86510000:dH8
6,validation,all,2025-10-23T02:00:00-03:00,2025-10-23T03:00:00-03:00,2,2025-10-23T08:00:00-03:00,2025-10-23T09:00:00-03:00,2.35,2.57,86510000:dH1|86510000:dH2
6,validation,all,2025-10-23T05:00:00-03:00,2025-10-23T05:00:00-03:00,1,2025-10-23T11:00:00-03:00,2025-10-23T11:00:00-03:00,1.96,1.96,86510000:dH4
6,validation,all,2025-10-23T09:00:00-03:00,2025-10-23T09:00:00-03:00,1,2025-10-23T15:00:00-03:00,2025-10-23T15:00:00-03:00,1.51,1.51,86510000:dH8
6,validation,all,2025-10-24T04:00:00-03:00,2025-10-24T05:00:00-03:00,2,2025-10-24T10:00:00-03:00,2025-10-24T11:00:00-03:00,2.52,2.55,86472600:dH1|86472600:dH2|86510000:dH1|86510000:dH2
6,validation,all,2025-10-24T07:00:00-03:00,2025-10-24T07:00:00-03:00,1,2025-10-24T13:00:00-03:00,2025-10-24T13:00:00-03:00,2.57,2.57,86472600:dH4|86510000:dH4
6,validation,all,2025-10-24T11:00:00-03:00,2025-10-24T11:00:00-03:00,1,2025-10-24T17:00:00-03:00,2025-10-24T17:00:00-03:00,1.98,1.98,86472600:dH8|86510000:dH8
6,validation,all,2025-10-28T00:00:00-03:00,2025-10-28T01:00:00-03:00,2,2025-10-28T06:00:00-03:00,2025-10-28T07:00:00-03:00,2.25,2.27,86472000:dH1|86472000:dH2|86510000:dH1|86510000:dH2
6,validation,all,2025-10-28T03:00:00-03:00,2025-10-28T03:00:00-03:00,1,2025-10-28T09:00:00-03:00,2025-10-28T09:00:00-03:00,2.26,2.26,86472000:dH4|86510000:dH4
6,validation,all,2025-10-28T07:00:00-03:00,2025-10-28T07:00:00-03:00,1,2025-10-28T13:00:00-03:00,2025-10-28T13:00:00-03:00,2.23,2.23,86472000:dH8|86510000:dH8
6,validation,all,2025-10-30T00:00:00-03:00,2025-10-30T01:00:00-03:00,2,2025-10-30T06:00:00-03:00,2025-10-30T07:00:00-03:00,3.51,3.54,86510000:dH1|86510000:dH2
6,validation,all,2025-10-30T03:00:00-03:00,2025-10-30T03:00:00-03:00,1,2025-10-30T09:00:00-03:00,2025-10-30T09:00:00-03:00,3.56,3.56,86510000:dH4
6,validation,all,2025-10-30T07:00:00-03:00,2025-10-30T07:00:00-03:00,1,2025-10-30T13:00:00-03:00,2025-10-30T13:00:00-03:00,3.32,3.32,86510000:dH8
6,validation,all,2025-11-02T02:00:00-03:00,2025-11-02T03:00:00-03:00,2,2025-11-02T08:00:00-03:00,2025-11-02T09:00:00-03:00,3.5,3.55,86472000:dH1|86472000:dH2|86472600:dH1|86472600:dH2|86500000:dH1|86500000:dH2|86510000:dH1|86510000:dH2
6,validation,all,2025-11-02T05:00:00-03:00,2025-11-02T05:00:00-03:00,1,2025-11-02T11:00:00-03:00,2025-11-02T11:00:00-03:00,3.37,3.37,86472000:dH4|86472600:dH4|86500000:dH4|86510000:dH4
6,validation,all,2025-11-02T09:00:00-03:00,2025-11-02T09:00:00-03:00,1,2025-11-02T15:00:00-03:00,2025-11-02T15:00:00-03:00,2.51,2.51,86472000:dH8|86472600:dH8|86500000:dH8|86510000:dH8
6,validation,all,2025-11-03T16:00:00-03:00,2025-11-03T16:00:00-03:00,1,2025-11-03T22:00:00-03:00,2025-11-03T22:00:00-03:00,2.47,2.47,86510000:dH0.5
