horizon_h,phase,origin,target_time,base_m,target_m,high_target_ge_7m,missing_feature_indices,missing_features
12,validation,2026-01-12T01:00:00-03:00,2026-01-12T13:00:00-03:00,2.61,3.2,False,6|7|8|9|10|11,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
12,validation,2026-01-12T02:00:00-03:00,2026-01-12T14:00:00-03:00,2.96,3.19,False,7|8|9,86472000:dH0.5|86472000:dH1|86472000:dH2
12,validation,2026-01-12T03:00:00-03:00,2026-01-12T15:00:00-03:00,3.16,3.18,False,9,86472000:dH2
12,validation,2026-01-12T04:00:00-03:00,2026-01-12T16:00:00-03:00,3.27,3.18,False,10,86472000:dH4
12,validation,2026-01-12T05:00:00-03:00,2026-01-12T17:00:00-03:00,3.33,3.18,False,10,86472000:dH4
12,validation,2026-01-12T08:00:00-03:00,2026-01-12T20:00:00-03:00,3.31,3.17,False,11,86472000:dH8
12,validation,2026-01-12T09:00:00-03:00,2026-01-12T21:00:00-03:00,3.29,3.16,False,11,86472000:dH8
12,validation,2026-01-19T00:00:00-03:00,2026-01-19T12:00:00-03:00,2.2,2.25,False,1,86510000:dH0.5
12,validation,2026-01-21T05:00:00-03:00,2026-01-21T17:00:00-03:00,2.03,2.01,False,2,86510000:dH1
12,validation,2026-01-21T06:00:00-03:00,2026-01-21T18:00:00-03:00,2.11,1.95,False,3,86510000:dH2
12,validation,2026-01-21T08:00:00-03:00,2026-01-21T20:00:00-03:00,2.17,1.77,False,4,86510000:dH4
12,validation,2026-01-21T12:00:00-03:00,2026-01-22T00:00:00-03:00,2.13,1.45,False,5,86510000:dH8
12,validation,2026-01-21T16:00:00-03:00,2026-01-22T04:00:00-03:00,2.03,2.1,False,2,86510000:dH1
12,validation,2026-01-21T17:00:00-03:00,2026-01-22T05:00:00-03:00,2.02,2.2,False,3,86510000:dH2
12,validation,2026-01-21T19:00:00-03:00,2026-01-22T07:00:00-03:00,1.89,2.25,False,4,86510000:dH4
12,validation,2026-01-21T23:00:00-03:00,2026-01-22T11:00:00-03:00,1.52,2.21,False,5,86510000:dH8
12,validation,2026-01-22T15:00:00-03:00,2026-01-23T03:00:00-03:00,1.97,1.47,False,6|7|8|9|10|11,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
12,validation,2026-01-22T16:00:00-03:00,2026-01-23T04:00:00-03:00,1.91,1.79,False,6|7|8|9|10|11,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
12,validation,2026-01-22T17:00:00-03:00,2026-01-23T05:00:00-03:00,1.87,2.07,False,8|9,86472000:dH1|86472000:dH2
12,validation,2026-01-22T18:00:00-03:00,2026-01-23T06:00:00-03:00,1.83,2.21,False,9,86472000:dH2
12,validation,2026-01-22T19:00:00-03:00,2026-01-23T07:00:00-03:00,1.79,2.26,False,10,86472000:dH4
12,validation,2026-01-22T20:00:00-03:00,2026-01-23T08:00:00-03:00,1.74,2.27,False,10,86472000:dH4
12,validation,2026-01-22T23:00:00-03:00,2026-01-23T11:00:00-03:00,1.51,2.21,False,2|11|12|13|14|15|16|17,86510000:dH1|86472000:dH8|86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-01-23T00:00:00-03:00,2026-01-23T12:00:00-03:00,1.44,2.18,False,3|11|14|15,86510000:dH2|86472000:dH8|86472600:dH1|86472600:dH2
12,validation,2026-01-23T01:00:00-03:00,2026-01-23T13:00:00-03:00,1.38,2.13,False,15,86472600:dH2
12,validation,2026-01-23T02:00:00-03:00,2026-01-23T14:00:00-03:00,1.34,2.07,False,4|16,86510000:dH4|86472600:dH4
12,validation,2026-01-23T03:00:00-03:00,2026-01-23T15:00:00-03:00,1.41,2.01,False,16,86472600:dH4
12,validation,2026-01-23T06:00:00-03:00,2026-01-23T18:00:00-03:00,2.18,1.85,False,5|17,86510000:dH8|86472600:dH8
12,validation,2026-01-23T07:00:00-03:00,2026-01-23T19:00:00-03:00,2.25,1.81,False,17,86472600:dH8
12,validation,2026-01-28T20:00:00-03:00,2026-01-29T08:00:00-03:00,1.09,1.03,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-01-28T21:00:00-03:00,2026-01-29T09:00:00-03:00,1.07,1.18,False,20,86500000:dH1
12,validation,2026-01-28T22:00:00-03:00,2026-01-29T10:00:00-03:00,1.06,1.36,False,21,86500000:dH2
12,validation,2026-01-29T00:00:00-03:00,2026-01-29T12:00:00-03:00,1.02,1.56,False,22,86500000:dH4
12,validation,2026-01-29T04:00:00-03:00,2026-01-29T16:00:00-03:00,0.97,1.67,False,23,86500000:dH8
12,validation,2026-01-30T21:00:00-03:00,2026-01-31T09:00:00-03:00,1.52,1.51,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-01-30T22:00:00-03:00,2026-01-31T10:00:00-03:00,1.44,1.56,False,14,86472600:dH1
12,validation,2026-01-30T23:00:00-03:00,2026-01-31T11:00:00-03:00,1.36,1.56,False,15,86472600:dH2
12,validation,2026-01-31T01:00:00-03:00,2026-01-31T13:00:00-03:00,1.23,1.53,False,16,86472600:dH4
12,validation,2026-01-31T05:00:00-03:00,2026-01-31T17:00:00-03:00,1.06,1.5,False,17,86472600:dH8
12,validation,2026-01-31T23:00:00-03:00,2026-02-01T11:00:00-03:00,1.27,1.54,False,1,86510000:dH0.5
12,validation,2026-02-01T23:00:00-03:00,2026-02-02T11:00:00-03:00,1.31,1.53,False,2,86510000:dH1
12,validation,2026-02-02T00:00:00-03:00,2026-02-02T12:00:00-03:00,1.25,1.53,False,3,86510000:dH2
12,validation,2026-02-02T02:00:00-03:00,2026-02-02T14:00:00-03:00,1.15,1.51,False,4,86510000:dH4
12,validation,2026-02-02T06:00:00-03:00,2026-02-02T18:00:00-03:00,1.06,1.48,False,5,86510000:dH8
12,validation,2026-02-02T15:00:00-03:00,2026-02-03T03:00:00-03:00,1.5,1.12,False,2,86510000:dH1
12,validation,2026-02-02T16:00:00-03:00,2026-02-03T04:00:00-03:00,1.49,1.09,False,3,86510000:dH2
12,validation,2026-02-02T18:00:00-03:00,2026-02-03T06:00:00-03:00,1.48,1.04,False,4,86510000:dH4
12,validation,2026-02-02T22:00:00-03:00,2026-02-03T10:00:00-03:00,1.34,1.18,False,5,86510000:dH8
12,validation,2026-02-03T08:00:00-03:00,2026-02-03T20:00:00-03:00,1.02,1.36,False,2,86510000:dH1
12,validation,2026-02-03T09:00:00-03:00,2026-02-03T21:00:00-03:00,1.05,1.32,False,3,86510000:dH2
12,validation,2026-02-03T11:00:00-03:00,2026-02-03T23:00:00-03:00,1.28,1.25,False,4,86510000:dH4
12,validation,2026-02-03T15:00:00-03:00,2026-02-04T03:00:00-03:00,1.48,1.12,False,5,86510000:dH8
12,validation,2026-02-04T00:00:00-03:00,2026-02-04T12:00:00-03:00,1.22,1.66,False,1|2|8,86510000:dH0.5|86510000:dH1|86472000:dH1
12,validation,2026-02-04T01:00:00-03:00,2026-02-04T13:00:00-03:00,1.19,1.64,False,3|9,86510000:dH2|86472000:dH2
12,validation,2026-02-04T03:00:00-03:00,2026-02-04T15:00:00-03:00,1.13,1.52,False,4|10,86510000:dH4|86472000:dH4
12,validation,2026-02-04T07:00:00-03:00,2026-02-04T19:00:00-03:00,1.16,1.23,False,5|11,86510000:dH8|86472000:dH8
12,validation,2026-02-04T10:00:00-03:00,2026-02-04T22:00:00-03:00,1.6,1.07,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-02-04T11:00:00-03:00,2026-02-04T23:00:00-03:00,1.65,1.04,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-02-04T12:00:00-03:00,2026-02-05T00:00:00-03:00,1.66,1.0,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-02-04T13:00:00-03:00,2026-02-05T01:00:00-03:00,1.65,0.98,False,14|15,86472600:dH1|86472600:dH2
12,validation,2026-02-04T14:00:00-03:00,2026-02-05T02:00:00-03:00,1.6,0.95,False,15|16,86472600:dH2|86472600:dH4
12,validation,2026-02-04T15:00:00-03:00,2026-02-05T03:00:00-03:00,1.53,0.94,False,16,86472600:dH4
12,validation,2026-02-04T16:00:00-03:00,2026-02-05T04:00:00-03:00,1.46,0.92,False,16,86472600:dH4
12,validation,2026-02-04T18:00:00-03:00,2026-02-05T06:00:00-03:00,1.31,1.08,False,17,86472600:dH8
12,validation,2026-02-04T19:00:00-03:00,2026-02-05T07:00:00-03:00,1.25,1.31,False,17,86472600:dH8
12,validation,2026-02-04T20:00:00-03:00,2026-02-05T08:00:00-03:00,1.19,1.51,False,17,86472600:dH8
12,validation,2026-02-05T06:00:00-03:00,2026-02-05T18:00:00-03:00,1.03,1.49,False,1,86510000:dH0.5
12,validation,2026-02-10T00:00:00-03:00,2026-02-10T12:00:00-03:00,0.96,1.32,False,2,86510000:dH1
12,validation,2026-02-10T01:00:00-03:00,2026-02-10T13:00:00-03:00,0.99,1.3,False,3,86510000:dH2
12,validation,2026-02-10T03:00:00-03:00,2026-02-10T15:00:00-03:00,1.05,1.23,False,4,86510000:dH4
12,validation,2026-02-10T07:00:00-03:00,2026-02-10T19:00:00-03:00,1.05,1.06,False,5,86510000:dH8
12,validation,2026-02-10T15:00:00-03:00,2026-02-11T03:00:00-03:00,1.24,0.94,False,2,86510000:dH1
12,validation,2026-02-10T16:00:00-03:00,2026-02-11T04:00:00-03:00,1.19,0.94,False,3,86510000:dH2
12,validation,2026-02-10T18:00:00-03:00,2026-02-11T06:00:00-03:00,1.11,0.96,False,4,86510000:dH4
12,validation,2026-02-10T22:00:00-03:00,2026-02-11T10:00:00-03:00,1.0,1.28,False,5,86510000:dH8
12,validation,2026-02-12T11:00:00-03:00,2026-02-12T23:00:00-03:00,1.4,0.95,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-02-12T12:00:00-03:00,2026-02-13T00:00:00-03:00,1.36,0.94,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-02-12T13:00:00-03:00,2026-02-13T01:00:00-03:00,1.31,0.93,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-02-12T14:00:00-03:00,2026-02-13T02:00:00-03:00,1.26,0.91,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-02-12T15:00:00-03:00,2026-02-13T03:00:00-03:00,1.2,0.91,False,14|15|16,86472600:dH1|86472600:dH2|86472600:dH4
12,validation,2026-02-12T16:00:00-03:00,2026-02-13T04:00:00-03:00,1.15,0.91,False,15|16,86472600:dH2|86472600:dH4
12,validation,2026-02-12T17:00:00-03:00,2026-02-13T05:00:00-03:00,1.1,0.94,False,16,86472600:dH4
12,validation,2026-02-12T18:00:00-03:00,2026-02-13T06:00:00-03:00,1.07,1.04,False,16,86472600:dH4
12,validation,2026-02-12T19:00:00-03:00,2026-02-13T07:00:00-03:00,1.04,1.16,False,17,86472600:dH8
12,validation,2026-02-12T20:00:00-03:00,2026-02-13T08:00:00-03:00,1.01,1.25,False,17,86472600:dH8
12,validation,2026-02-12T21:00:00-03:00,2026-02-13T09:00:00-03:00,0.99,1.28,False,17,86472600:dH8
12,validation,2026-02-12T22:00:00-03:00,2026-02-13T10:00:00-03:00,0.97,1.27,False,6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-02-12T23:00:00-03:00,2026-02-13T11:00:00-03:00,0.96,1.24,False,8|14|20,86472000:dH1|86472600:dH1|86500000:dH1
12,validation,2026-02-13T00:00:00-03:00,2026-02-13T12:00:00-03:00,0.94,1.2,False,9|15|21,86472000:dH2|86472600:dH2|86500000:dH2
12,validation,2026-02-13T02:00:00-03:00,2026-02-13T14:00:00-03:00,0.92,1.1,False,10|16|22,86472000:dH4|86472600:dH4|86500000:dH4
12,validation,2026-02-13T06:00:00-03:00,2026-02-13T18:00:00-03:00,1.01,0.97,False,11|17|23,86472000:dH8|86472600:dH8|86500000:dH8
12,validation,2026-02-13T15:00:00-03:00,2026-02-14T03:00:00-03:00,1.08,0.88,False,1,86510000:dH0.5
12,validation,2026-02-14T08:00:00-03:00,2026-02-14T20:00:00-03:00,0.94,0.88,False,1,86510000:dH0.5
12,validation,2026-02-27T01:00:00-03:00,2026-02-27T13:00:00-03:00,0.98,0.86,False,1,86510000:dH0.5
12,validation,2026-03-22T16:00:00-03:00,2026-03-23T04:00:00-03:00,0.98,0.95,False,2,86510000:dH1
12,validation,2026-03-22T17:00:00-03:00,2026-03-23T05:00:00-03:00,0.97,1.08,False,3,86510000:dH2
12,validation,2026-03-22T19:00:00-03:00,2026-03-23T07:00:00-03:00,0.95,1.69,False,4,86510000:dH4
12,validation,2026-03-22T23:00:00-03:00,2026-03-23T11:00:00-03:00,0.94,1.59,False,5,86510000:dH8
12,validation,2026-03-23T17:00:00-03:00,2026-03-24T05:00:00-03:00,1.15,2.73,False,19,86500000:dH0.5
12,validation,2026-03-30T19:00:00-03:00,2026-03-31T07:00:00-03:00,1.02,1.08,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-03-30T20:00:00-03:00,2026-03-31T08:00:00-03:00,0.99,1.21,False,20,86500000:dH1
12,validation,2026-03-30T21:00:00-03:00,2026-03-31T09:00:00-03:00,0.97,1.31,False,21,86500000:dH2
12,validation,2026-03-30T23:00:00-03:00,2026-03-31T11:00:00-03:00,0.93,1.36,False,22,86500000:dH4
12,validation,2026-03-31T03:00:00-03:00,2026-03-31T15:00:00-03:00,0.89,1.2,False,23,86500000:dH8
12,validation,2026-04-07T20:00:00-03:00,2026-04-08T08:00:00-03:00,1.14,1.31,False,1,86510000:dH0.5
12,validation,2026-04-28T14:00:00-03:00,2026-04-29T02:00:00-03:00,1.23,1.06,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-04-28T15:00:00-03:00,2026-04-29T03:00:00-03:00,1.19,1.03,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-04-28T16:00:00-03:00,2026-04-29T04:00:00-03:00,1.15,1.01,False,14|15,86472600:dH1|86472600:dH2
12,validation,2026-04-28T17:00:00-03:00,2026-04-29T05:00:00-03:00,1.12,0.99,False,15,86472600:dH2
12,validation,2026-04-28T18:00:00-03:00,2026-04-29T06:00:00-03:00,1.11,0.97,False,16,86472600:dH4
12,validation,2026-04-28T19:00:00-03:00,2026-04-29T07:00:00-03:00,1.1,0.96,False,16,86472600:dH4
12,validation,2026-04-28T22:00:00-03:00,2026-04-29T10:00:00-03:00,1.12,0.92,False,17,86472600:dH8
12,validation,2026-04-28T23:00:00-03:00,2026-04-29T11:00:00-03:00,1.11,0.91,False,17,86472600:dH8
12,validation,2026-05-01T08:00:00-03:00,2026-05-01T20:00:00-03:00,0.97,1.14,False,1,86510000:dH0.5
12,validation,2026-05-05T10:00:00-03:00,2026-05-05T22:00:00-03:00,3.2,2.52,False,19,86500000:dH0.5
12,validation,2026-05-07T10:00:00-03:00,2026-05-07T22:00:00-03:00,2.62,2.81,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-05-07T11:00:00-03:00,2026-05-07T23:00:00-03:00,2.64,2.8,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-05-07T12:00:00-03:00,2026-05-08T00:00:00-03:00,2.66,2.82,False,14|15,86472600:dH1|86472600:dH2
12,validation,2026-05-07T13:00:00-03:00,2026-05-08T01:00:00-03:00,2.72,2.83,False,15,86472600:dH2
12,validation,2026-05-07T14:00:00-03:00,2026-05-08T02:00:00-03:00,2.79,2.85,False,16,86472600:dH4
12,validation,2026-05-07T15:00:00-03:00,2026-05-08T03:00:00-03:00,2.86,2.87,False,16,86472600:dH4
12,validation,2026-05-07T18:00:00-03:00,2026-05-08T06:00:00-03:00,2.9,2.98,False,17,86472600:dH8
12,validation,2026-05-07T19:00:00-03:00,2026-05-08T07:00:00-03:00,2.89,2.97,False,17,86472600:dH8
12,validation,2026-05-15T16:00:00-03:00,2026-05-16T04:00:00-03:00,1.48,1.19,False,2,86510000:dH1
12,validation,2026-05-15T17:00:00-03:00,2026-05-16T05:00:00-03:00,1.48,1.18,False,3,86510000:dH2
12,validation,2026-05-15T19:00:00-03:00,2026-05-16T07:00:00-03:00,1.45,1.32,False,4,86510000:dH4
12,validation,2026-05-15T23:00:00-03:00,2026-05-16T11:00:00-03:00,1.3,1.67,False,5,86510000:dH8
12,validation,2026-05-17T19:00:00-03:00,2026-05-18T07:00:00-03:00,1.22,1.5,False,1,86510000:dH0.5
12,validation,2026-05-18T15:00:00-03:00,2026-05-19T03:00:00-03:00,1.51,1.05,False,6|7|8|9|10|11,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
12,validation,2026-05-18T16:00:00-03:00,2026-05-19T04:00:00-03:00,1.47,1.04,False,6|7|8|9|10|11,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
12,validation,2026-05-18T17:00:00-03:00,2026-05-19T05:00:00-03:00,1.42,1.03,False,8|9,86472000:dH1|86472000:dH2
12,validation,2026-05-18T18:00:00-03:00,2026-05-19T06:00:00-03:00,1.36,1.07,False,9,86472000:dH2
12,validation,2026-05-18T19:00:00-03:00,2026-05-19T07:00:00-03:00,1.31,1.17,False,10,86472000:dH4
12,validation,2026-05-18T20:00:00-03:00,2026-05-19T08:00:00-03:00,1.26,1.31,False,10,86472000:dH4
12,validation,2026-05-18T23:00:00-03:00,2026-05-19T11:00:00-03:00,1.16,1.45,False,11,86472000:dH8
12,validation,2026-05-19T00:00:00-03:00,2026-05-19T12:00:00-03:00,1.13,1.42,False,11,86472000:dH8
12,validation,2026-05-22T13:00:00-03:00,2026-05-23T01:00:00-03:00,1.29,1.07,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-05-22T14:00:00-03:00,2026-05-23T02:00:00-03:00,1.24,1.08,False,20,86500000:dH1
12,validation,2026-05-22T15:00:00-03:00,2026-05-23T03:00:00-03:00,1.19,1.08,False,21,86500000:dH2
12,validation,2026-05-22T17:00:00-03:00,2026-05-23T05:00:00-03:00,1.1,1.15,False,22,86500000:dH4
12,validation,2026-05-22T21:00:00-03:00,2026-05-23T09:00:00-03:00,1.01,1.51,False,23,86500000:dH8
12,validation,2026-06-26T18:00:00-03:00,2026-06-27T06:00:00-03:00,2.45,2.14,False,12|13|14|15|16|17,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
12,validation,2026-06-26T19:00:00-03:00,2026-06-27T07:00:00-03:00,2.43,2.13,False,14,86472600:dH1
12,validation,2026-06-26T20:00:00-03:00,2026-06-27T08:00:00-03:00,2.41,2.13,False,15,86472600:dH2
12,validation,2026-06-26T22:00:00-03:00,2026-06-27T10:00:00-03:00,2.41,2.14,False,16,86472600:dH4
12,validation,2026-06-27T02:00:00-03:00,2026-06-27T14:00:00-03:00,2.27,2.18,False,17,86472600:dH8
12,validation,2026-06-28T07:00:00-03:00,2026-06-28T19:00:00-03:00,2.9,1.95,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T08:00:00-03:00,2026-06-28T20:00:00-03:00,2.92,1.87,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T09:00:00-03:00,2026-06-28T21:00:00-03:00,2.94,1.81,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T10:00:00-03:00,2026-06-28T22:00:00-03:00,2.98,1.78,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T11:00:00-03:00,2026-06-28T23:00:00-03:00,3.03,1.76,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T12:00:00-03:00,2026-06-29T00:00:00-03:00,3.06,1.91,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T13:00:00-03:00,2026-06-29T01:00:00-03:00,3.01,2.57,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T14:00:00-03:00,2026-06-29T02:00:00-03:00,2.86,3.36,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T15:00:00-03:00,2026-06-29T03:00:00-03:00,2.65,3.91,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T16:00:00-03:00,2026-06-29T04:00:00-03:00,2.45,4.22,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T17:00:00-03:00,2026-06-29T05:00:00-03:00,2.26,4.38,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T18:00:00-03:00,2026-06-29T06:00:00-03:00,2.1,4.45,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T19:00:00-03:00,2026-06-29T07:00:00-03:00,1.98,4.47,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T20:00:00-03:00,2026-06-29T08:00:00-03:00,1.89,4.54,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T21:00:00-03:00,2026-06-29T09:00:00-03:00,1.83,4.7,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T22:00:00-03:00,2026-06-29T10:00:00-03:00,1.78,4.9,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-28T23:00:00-03:00,2026-06-29T11:00:00-03:00,1.76,5.05,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T00:00:00-03:00,2026-06-29T12:00:00-03:00,1.84,5.14,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T01:00:00-03:00,2026-06-29T13:00:00-03:00,2.37,5.14,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T02:00:00-03:00,2026-06-29T14:00:00-03:00,3.17,5.04,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T03:00:00-03:00,2026-06-29T15:00:00-03:00,3.8,4.9,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T04:00:00-03:00,2026-06-29T16:00:00-03:00,4.16,4.78,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T05:00:00-03:00,2026-06-29T17:00:00-03:00,4.35,4.71,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T06:00:00-03:00,2026-06-29T18:00:00-03:00,4.44,4.69,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T07:00:00-03:00,2026-06-29T19:00:00-03:00,4.47,4.73,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T08:00:00-03:00,2026-06-29T20:00:00-03:00,4.52,4.8,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T09:00:00-03:00,2026-06-29T21:00:00-03:00,4.66,4.92,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T10:00:00-03:00,2026-06-29T22:00:00-03:00,4.85,5.13,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T11:00:00-03:00,2026-06-29T23:00:00-03:00,5.02,5.36,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T12:00:00-03:00,2026-06-30T00:00:00-03:00,5.12,5.49,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T13:00:00-03:00,2026-06-30T01:00:00-03:00,5.15,5.51,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T14:00:00-03:00,2026-06-30T02:00:00-03:00,5.08,5.46,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T15:00:00-03:00,2026-06-30T03:00:00-03:00,4.94,5.37,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
12,validation,2026-06-29T16:00:00-03:00,2026-06-30T04:00:00-03:00,4.8,5.26,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
