phase,horizon_h,population,subset,family,scheduled_rows,missing_truth,observed_targets,pairs,failures,hits,paired_hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
validation,1,complete_upstream18,all,hourly_plus2018,6052,23,6029,6012,17,6004,0.9986693280106453,0.9958533753524631,0.033843188877675234,0.0029595934764063787,0.17374023120054063,0.8833202854291589
validation,1,complete_upstream18,level_ge_7m,hourly_control,6052,23,28,28,0,27,0.9642857142857143,0.9642857142857143,0.11175831395564192,0.030567589701569014,0.4173924200906329,0.5495482370290699
validation,1,complete_upstream18,level_ge_7m,hourly_plus2018,6052,23,28,28,0,28,1.0,1.0,0.10785300605884565,0.02251621310899754,0.3738429761272824,0.4987287585302056
validation,1,missing_upstream18,all,hourly_control,499,11,488,473,15,471,0.9957716701902748,0.9651639344262295,0.14705611970072532,0.11058269574540416,0.39949057864018644,0.6525121643332157
validation,1,missing_upstream18,all,hourly_plus2018,499,11,488,473,15,471,0.9957716701902748,0.9651639344262295,0.06174601491451919,0.0038049446832513598,0.4158256975460883,0.7975660224653423
validation,1,missing_upstream18,level_ge_7m,hourly_control,499,11,0,0,0,0,,,,,,
validation,1,missing_upstream18,level_ge_7m,hourly_plus2018,499,11,0,0,0,0,,,,,,
validation,2,full_schedule,all,hourly_control,6550,34,6516,6483,33,6463,0.9969150084837267,0.9918661755678331,0.04697639021777642,0.008387216032728434,0.23445177377991713,1.529144066050014
validation,2,full_schedule,all,hourly_plus2018,6550,34,6516,6483,33,6458,0.9961437606046584,0.9910988336402701,0.04613520718562284,0.0019001198523659077,0.22326576127706038,1.404936291437802
validation,2,full_schedule,level_ge_7m,hourly_control,6550,34,28,28,0,28,1.0,1.0,0.1272477658500362,0.029969960833958847,0.3724973528044566,0.49159525822109984
validation,2,full_schedule,level_ge_7m,hourly_plus2018,6550,34,28,28,0,28,1.0,1.0,0.13511955229142725,0.04394819096827339,0.4390080740295065,0.46796161614206255
validation,2,complete_upstream18,all,hourly_control,6052,27,6025,6008,17,5998,0.998335552596538,0.9955186721991701,0.039870847550834976,0.00225776582726307,0.18965161707466294,1.529144066050014
validation,2,complete_upstream18,all,hourly_plus2018,6052,27,6025,6008,17,5996,0.9980026631158455,0.9951867219917012,0.04293559967760832,0.0017367650629617284,0.19789546521921456,1.404936291437802
validation,2,complete_upstream18,level_ge_7m,hourly_control,6052,27,28,28,0,28,1.0,1.0,0.1272477658500362,0.029969960833958847,0.3724973528044566,0.49159525822109984
validation,2,complete_upstream18,level_ge_7m,hourly_plus2018,6052,27,28,28,0,28,1.0,1.0,0.13511955229142725,0.04394819096827339,0.4390080740295065,0.46796161614206255
validation,2,missing_upstream18,all,hourly_control,498,7,491,475,16,465,0.9789473684210527,0.9470468431771895,0.13685028567669047,0.08591508305259353,0.49908663699206834,0.8408999197809859
validation,2,missing_upstream18,all,hourly_plus2018,498,7,491,475,16,462,0.9726315789473684,0.9409368635437881,0.08660519015015165,0.003966300009713921,0.5513231704350017,0.9406457868760261
validation,2,missing_upstream18,level_ge_7m,hourly_control,498,7,0,0,0,0,,,,,,
validation,2,missing_upstream18,level_ge_7m,hourly_plus2018,498,7,0,0,0,0,,,,,,
validation,3,full_schedule,all,hourly_control,6549,34,6515,6481,34,6434,0.9927480327110014,0.9875671527244819,0.059442849304242845,0.012567365876841263,0.2985854292999378,1.9711629977394143
validation,3,full_schedule,all,hourly_plus2018,6549,34,6515,6481,34,6446,0.9945995988273415,0.9894090560245588,0.055262712838616786,0.003486250936552058,0.28767017853545823,1.7618698423225414
validation,3,full_schedule,level_ge_7m,hourly_control,6549,34,28,28,0,26,0.9285714285714286,0.9285714285714286,0.14959411655102878,0.04780645842582164,0.7200839922053385,0.8236742817138918
validation,3,full_schedule,level_ge_7m,hourly_plus2018,6549,34,28,28,0,27,0.9642857142857143,0.9642857142857143,0.15897043189009014,0.10143216998420436,0.4958732691653287,0.6169649364250152
validation,3,complete_upstream18,all,hourly_control,6052,27,6025,6008,17,5981,0.9955059920106525,0.9926970954356846,0.05021648529414181,0.005225966395475087,0.2523620965068291,1.9711629977394143
validation,3,complete_upstream18,all,hourly_plus2018,6052,27,6025,6008,17,5987,0.9965046604527297,0.9936929460580913,0.05100833096873412,0.0032521661439157638,0.24732596054514863,1.7618698423225414
validation,3,complete_upstream18,level_ge_7m,hourly_control,6052,27,28,28,0,26,0.9285714285714286,0.9285714285714286,0.14959411655102878,0.04780645842582164,0.7200839922053385,0.8236742817138918
validation,3,complete_upstream18,level_ge_7m,hourly_plus2018,6052,27,28,28,0,27,0.9642857142857143,0.9642857142857143,0.15897043189009014,0.10143216998420436,0.4958732691653287,0.6169649364250152
validation,3,missing_upstream18,all,hourly_control,497,7,490,473,17,453,0.9577167019027484,0.9244897959183673,0.17663522768201642,0.10581710812641415,0.7015174904973577,1.1227443876755785
validation,3,missing_upstream18,all,hourly_plus2018,497,7,490,473,17,459,0.9704016913319239,0.936734693877551,0.10930145760448359,0.006459573207501031,0.6075677657982057,0.9001936006061899
validation,3,missing_upstream18,level_ge_7m,hourly_control,497,7,0,0,0,0,,,,,,
validation,3,missing_upstream18,level_ge_7m,hourly_plus2018,497,7,0,0,0,0,,,,,,
validation,4,full_schedule,all,hourly_control,6548,34,6514,6480,34,6411,0.9893518518518518,0.9841879029782008,0.07054729055411385,0.018127242453789674,0.38642418829013436,2.3443139281322054
validation,4,full_schedule,all,hourly_plus2018,6548,34,6514,6480,34,6414,0.9898148148148148,0.9846484494933988,0.07149639529680597,0.0001088598179097591,0.37293871464313005,1.7699094314496264
validation,4,full_schedule,level_ge_7m,hourly_control,6548,34,28,28,0,27,0.9642857142857143,0.9642857142857143,0.18225033037992147,0.09755420221620871,0.5183154094765156,0.561008592115118
validation,4,full_schedule,level_ge_7m,hourly_plus2018,6548,34,28,28,0,27,0.9642857142857143,0.9642857142857143,0.16898347869280797,0.12428611546656783,0.491040999920106,0.503930142699331
validation,4,complete_upstream18,all,hourly_control,6052,32,6020,6003,17,5972,0.9948359153756455,0.9920265780730897,0.06042667303999245,0.010935467010446448,0.30544262301072583,2.3443139281322054
validation,4,complete_upstream18,all,hourly_plus2018,6052,32,6020,6003,17,5970,0.9945027486256871,0.9916943521594684,0.0647490105277622,-0.0010304890512505696,0.32819734055975897,1.7699094314496264
validation,4,complete_upstream18,level_ge_7m,hourly_control,6052,32,28,28,0,27,0.9642857142857143,0.9642857142857143,0.18225033037992147,0.09755420221620871,0.5183154094765156,0.561008592115118
validation,4,complete_upstream18,level_ge_7m,hourly_plus2018,6052,32,28,28,0,27,0.9642857142857143,0.9642857142857143,0.16898347869280797,0.12428611546656783,0.491040999920106,0.503930142699331
validation,4,missing_upstream18,all,hourly_control,496,2,494,477,17,439,0.9203354297693921,0.888663967611336,0.19791430719409445,0.10863505793888271,0.6691678779668504,0.9619429676720079
validation,4,missing_upstream18,all,hourly_plus2018,496,2,494,477,17,444,0.9308176100628931,0.8987854251012146,0.15641159606948885,0.014447457850550115,0.808534810267208,1.4310939319199552
validation,4,missing_upstream18,level_ge_7m,hourly_control,496,2,0,0,0,0,,,,,,
validation,4,missing_upstream18,level_ge_7m,hourly_plus2018,496,2,0,0,0,0,,,,,,
validation,5,full_schedule,all,hourly_control,6547,34,6513,6479,34,6366,0.9825590368884087,0.9774297558728696,0.08526315030480959,0.019335071758892045,0.4806461187089258,2.13998043891651
validation,5,full_schedule,all,hourly_plus2018,6547,34,6513,6479,34,6371,0.983330760919895,0.9781974512513435,0.08546882192571821,0.015175320683071356,0.4633391658020326,2.2877692677646824
validation,5,full_schedule,level_ge_7m,hourly_control,6547,34,28,28,0,27,0.9642857142857143,0.9642857142857143,0.2049457152856696,0.09042493717279403,0.7651951972683694,1.110735224661627
validation,5,full_schedule,level_ge_7m,hourly_plus2018,6547,34,28,28,0,26,0.9285714285714286,0.9285714285714286,0.2069427268842947,0.17131282147422536,0.8697268750095466,1.2678339314169245
validation,5,complete_upstream18,all,hourly_control,6052,30,6022,6005,17,5948,0.9905079100749375,0.9877117236798406,0.07404683713479451,0.013124062796584738,0.3586944707195163,2.13998043891651
validation,5,complete_upstream18,all,hourly_plus2018,6052,30,6022,6005,17,5948,0.9905079100749375,0.9877117236798406,0.07763808126090246,0.013372777428128209,0.37207520261116467,2.2877692677646824
validation,5,complete_upstream18,level_ge_7m,hourly_control,6052,30,28,28,0,27,0.9642857142857143,0.9642857142857143,0.2049457152856696,0.09042493717279403,0.7651951972683694,1.110735224661627
validation,5,complete_upstream18,level_ge_7m,hourly_plus2018,6052,30,28,28,0,26,0.9285714285714286,0.9285714285714286,0.2069427268842947,0.17131282147422536,0.8697268750095466,1.2678339314169245
validation,5,missing_upstream18,all,hourly_control,495,4,491,474,17,418,0.8818565400843882,0.8513238289205702,0.22736011356628733,0.09802095534255324,0.8965940050123407,1.4131069877526423
validation,5,missing_upstream18,all,hourly_plus2018,495,4,491,474,17,423,0.8924050632911392,0.8615071283095723,0.1846747242299765,0.03801133807955576,0.8577133422797102,1.3739159184721794
validation,5,missing_upstream18,level_ge_7m,hourly_control,495,4,0,0,0,0,,,,,,
validation,5,missing_upstream18,level_ge_7m,hourly_plus2018,495,4,0,0,0,0,,,,,,
validation,6,full_schedule,all,hourly_control,6546,34,6512,6478,34,6289,0.9708243284964495,0.9657555282555282,0.1069154567904564,0.02632190535337341,0.6025535202733918,2.423297278017234
validation,6,full_schedule,all,hourly_plus2018,6546,34,6512,6478,34,6297,0.9720592775548008,0.9669840294840295,0.10998568015499516,0.027712947506318048,0.5779264539748741,2.3396457491762686
validation,6,full_schedule,level_ge_7m,hourly_control,6546,34,28,28,0,21,0.75,0.75,0.36918320277457173,0.13791868164112467,1.578197786948408,2.1737320381886134
validation,6,full_schedule,level_ge_7m,hourly_plus2018,6546,34,28,28,0,20,0.7142857142857143,0.7142857142857143,0.3692234500870168,0.30776734072338713,1.4878989068825719,1.9213556810105823
validation,6,complete_upstream18,all,hourly_control,6052,31,6021,6004,17,5891,0.9811792138574283,0.9784089021757183,0.09480310904991884,0.020181247285881748,0.49414197324008746,2.423297278017234
validation,6,complete_upstream18,all,hourly_plus2018,6052,31,6021,6004,17,5892,0.9813457694870087,0.9785749875435974,0.0998103184129382,0.027925854012666965,0.4899353491174231,2.3396457491762686
validation,6,complete_upstream18,level_ge_7m,hourly_control,6052,31,28,28,0,21,0.75,0.75,0.36918320277457173,0.13791868164112467,1.578197786948408,2.1737320381886134
validation,6,complete_upstream18,level_ge_7m,hourly_plus2018,6052,31,28,28,0,20,0.7142857142857143,0.7142857142857143,0.3692234500870168,0.30776734072338713,1.4878989068825719,1.9213556810105823
validation,6,missing_upstream18,all,hourly_control,494,3,491,474,17,398,0.8396624472573839,0.8105906313645621,0.2603385281705985,0.10410357420826775,0.9808399711166834,1.3831457069374478
validation,6,missing_upstream18,all,hourly_plus2018,494,3,491,474,17,405,0.8544303797468354,0.824847250509165,0.2388735955543831,0.025016131759231747,1.174888070543126,1.677101583062738
validation,6,missing_upstream18,level_ge_7m,hourly_control,494,3,0,0,0,0,,,,,,
validation,6,missing_upstream18,level_ge_7m,hourly_plus2018,494,3,0,0,0,0,,,,,,
validation,7,full_schedule,all,hourly_control,6545,34,6511,6478,33,6140,0.9478234022846558,0.9430195054523115,0.13949033131269187,0.052766202959570255,0.7275794244038952,2.536478690960327
validation,7,full_schedule,all,hourly_plus2018,6545,34,6511,6478,33,6153,0.9498301945044767,0.9450161265550606,0.13915851308049038,0.05073872653259546,0.7220441317889,2.7133829166057124
validation,7,full_schedule,level_ge_7m,hourly_control,6545,34,28,28,0,18,0.6428571428571429,0.6428571428571429,0.5738217500950386,0.5405097221212716,2.238398669728622,2.536478690960327
validation,7,full_schedule,level_ge_7m,hourly_plus2018,6545,34,28,28,0,16,0.5714285714285714,0.5714285714285714,0.5725053823217915,0.5518630339809024,2.1846646603544317,2.7133829166057124
validation,7,complete_upstream18,all,hourly_control,6052,30,6022,6005,17,5751,0.9577019150707744,0.9549983394221189,0.1294671026767006,0.049476277160627496,0.624297797301902,2.536478690960327
validation,7,complete_upstream18,all,hourly_plus2018,6052,30,6022,6005,17,5761,0.9593671940049958,0.9566589173032215,0.12960320626571112,0.051430835478307804,0.6282670422300742,2.7133829166057124
validation,7,complete_upstream18,level_ge_7m,hourly_control,6052,30,28,28,0,18,0.6428571428571429,0.6428571428571429,0.5738217500950386,0.5405097221212716,2.238398669728622,2.536478690960327
validation,7,complete_upstream18,level_ge_7m,hourly_plus2018,6052,30,28,28,0,16,0.5714285714285714,0.5714285714285714,0.5725053823217915,0.5518630339809024,2.1846646603544317,2.7133829166057124
validation,7,missing_upstream18,all,hourly_control,493,4,489,473,16,389,0.8224101479915433,0.7955010224948875,0.2667408343975281,0.0945336541702495,1.0659389326497803,1.5803018224686582
validation,7,missing_upstream18,all,hourly_plus2018,493,4,489,473,16,392,0.828752642706131,0.8016359918200409,0.26046848649010856,0.04195201571017976,1.106620324253393,1.7155362526834497
validation,7,missing_upstream18,level_ge_7m,hourly_control,493,4,0,0,0,0,,,,,,
validation,7,missing_upstream18,level_ge_7m,hourly_plus2018,493,4,0,0,0,0,,,,,,
validation,8,full_schedule,all,hourly_control,6544,34,6510,6476,34,5941,0.9173872760963557,0.9125960061443933,0.18532634211090973,0.08509686509230623,0.8958190403944191,2.76587318635416
validation,8,full_schedule,all,hourly_plus2018,6544,34,6510,6476,34,6037,0.9322112415071031,0.9273425499231951,0.17531939134626504,0.07683780285979291,0.8016289306051665,3.323489250588137
validation,8,full_schedule,level_ge_7m,hourly_control,6544,34,28,28,0,17,0.6071428571428571,0.6071428571428571,0.5086703318662178,0.4243695365030664,2.147413456524762,2.2652426805252706
validation,8,full_schedule,level_ge_7m,hourly_plus2018,6544,34,28,28,0,16,0.5714285714285714,0.5714285714285714,0.6408143136294168,0.599659209509787,2.6462575728170834,2.6819911556511764
validation,8,complete_upstream18,all,hourly_control,6052,31,6021,6004,17,5577,0.9288807461692206,0.9262580966616841,0.17328927546547981,0.07898996839520142,0.849881741401155,2.76587318635416
validation,8,complete_upstream18,all,hourly_plus2018,6052,31,6021,6004,17,5658,0.9423717521652232,0.9397110114598903,0.16748698563996858,0.07773460033305526,0.7599393204225814,3.323489250588137
validation,8,complete_upstream18,level_ge_7m,hourly_control,6052,31,28,28,0,17,0.6071428571428571,0.6071428571428571,0.5086703318662178,0.4243695365030664,2.147413456524762,2.2652426805252706
validation,8,complete_upstream18,level_ge_7m,hourly_plus2018,6052,31,28,28,0,16,0.5714285714285714,0.5714285714285714,0.6408143136294168,0.599659209509787,2.6462575728170834,2.6819911556511764
validation,8,missing_upstream18,all,hourly_control,492,3,489,472,17,364,0.7711864406779662,0.7443762781186094,0.3384419102023528,0.1627786612139529,1.1778654337130363,1.9664365679641493
validation,8,missing_upstream18,all,hourly_plus2018,492,3,489,472,17,379,0.8029661016949152,0.7750511247443763,0.2749502469831378,0.0654302350007523,1.021697160260728,1.8283354177602735
validation,8,missing_upstream18,level_ge_7m,hourly_control,492,3,0,0,0,0,,,,,,
validation,8,missing_upstream18,level_ge_7m,hourly_plus2018,492,3,0,0,0,0,,,,,,
validation,9,full_schedule,all,hourly_control,6543,34,6509,6475,34,5786,0.8935907335907336,0.8889230296512521,0.21878441884440672,0.10647921085312329,1.008842450925985,3.5276644420723478
validation,9,full_schedule,all,hourly_plus2018,6543,34,6509,6475,34,5854,0.9040926640926641,0.8993701029343986,0.20812100785559834,0.09030021954288331,0.9286114696598639,4.072832687328837
validation,9,full_schedule,level_ge_7m,hourly_control,6543,34,28,28,0,13,0.4642857142857143,0.4642857142857143,0.7165782762772184,0.6127256257142735,1.903824085879278,2.095221544541152
validation,9,full_schedule,level_ge_7m,hourly_plus2018,6543,34,28,28,0,13,0.4642857142857143,0.4642857142857143,0.7837122193904021,0.7510611416470393,2.220618190398717,2.2285036317419387
validation,9,complete_upstream18,all,hourly_control,6052,31,6021,6004,17,5426,0.9037308461025982,0.9011792061119416,0.2089278865715522,0.10337028420303894,0.9754947781080116,3.5276644420723478
validation,9,complete_upstream18,all,hourly_plus2018,6052,31,6021,6004,17,5493,0.914890073284477,0.9123069257598405,0.19981426586179107,0.09178680405069174,0.8726049591239571,4.072832687328837
validation,9,complete_upstream18,level_ge_7m,hourly_control,6052,31,28,28,0,13,0.4642857142857143,0.4642857142857143,0.7165782762772184,0.6127256257142735,1.903824085879278,2.095221544541152
validation,9,complete_upstream18,level_ge_7m,hourly_plus2018,6052,31,28,28,0,13,0.4642857142857143,0.4642857142857143,0.7837122193904021,0.7510611416470393,2.220618190398717,2.2285036317419387
validation,9,missing_upstream18,all,hourly_control,491,3,488,471,17,360,0.7643312101910829,0.7377049180327869,0.3444290467981621,0.14610977477479287,1.415624064504208,2.8520809707180774
validation,9,missing_upstream18,all,hourly_plus2018,491,3,488,471,17,361,0.7664543524416136,0.7397540983606558,0.31400992278302686,0.07135021235629768,1.1543724674780882,1.9910341397744409
validation,9,missing_upstream18,level_ge_7m,hourly_control,491,3,0,0,0,0,,,,,,
validation,9,missing_upstream18,level_ge_7m,hourly_plus2018,491,3,0,0,0,0,,,,,,
validation,10,full_schedule,all,hourly_control,6542,34,6508,6474,34,5538,0.8554216867469879,0.8509526736324524,0.2738224589819417,0.11351685835755757,1.1215426969665274,3.409399053803099
validation,10,full_schedule,all,hourly_plus2018,6542,34,6508,6474,34,5655,0.8734939759036144,0.8689305470190535,0.2530941949520817,0.0974712946270978,0.9885091434538832,3.1111901107671254
validation,10,full_schedule,level_ge_7m,hourly_control,6542,34,28,28,0,10,0.35714285714285715,0.35714285714285715,0.8418339887890641,0.7069442336381091,2.0655457240480026,2.142675103203933
validation,10,full_schedule,level_ge_7m,hourly_plus2018,6542,34,28,28,0,13,0.4642857142857143,0.4642857142857143,0.7515828535227723,0.6463781657004158,2.214413563136772,2.525319408509713
validation,10,complete_upstream18,all,hourly_control,6052,32,6020,6003,17,5199,0.8660669665167416,0.8636212624584717,0.262405112999366,0.1050447003229315,1.042203596790738,3.3056167254271487
validation,10,complete_upstream18,all,hourly_plus2018,6052,32,6020,6003,17,5297,0.882392137264701,0.8799003322259136,0.24522437794639035,0.09927222531407562,0.9480315480903575,3.1111901107671254
validation,10,complete_upstream18,level_ge_7m,hourly_control,6052,32,28,28,0,10,0.35714285714285715,0.35714285714285715,0.8418339887890641,0.7069442336381091,2.0655457240480026,2.142675103203933
validation,10,complete_upstream18,level_ge_7m,hourly_plus2018,6052,32,28,28,0,13,0.4642857142857143,0.4642857142857143,0.7515828535227723,0.6463781657004158,2.214413563136772,2.525319408509713
validation,10,missing_upstream18,all,hourly_control,490,2,488,471,17,339,0.7197452229299363,0.694672131147541,0.41933907879808135,0.22149640120651776,1.5453997572190683,3.409399053803099
validation,10,missing_upstream18,all,hourly_plus2018,490,2,488,471,17,358,0.7600849256900213,0.7336065573770492,0.3533967671074222,0.0745180315402024,1.2883204936806658,1.9775437081343545
validation,10,missing_upstream18,level_ge_7m,hourly_control,490,2,0,0,0,0,,,,,,
validation,10,missing_upstream18,level_ge_7m,hourly_plus2018,490,2,0,0,0,0,,,,,,
validation,11,full_schedule,all,hourly_control,6541,34,6507,6473,34,5408,0.8354704155723776,0.8311049638850468,0.2992631393422329,0.10767500591598611,1.1855684950852179,3.527340696401988
validation,11,full_schedule,all,hourly_plus2018,6541,34,6507,6473,34,5439,0.8402595396261393,0.8358690640848317,0.2823132697537959,0.11473459228350148,1.1093492013416353,3.5257920239134646
validation,11,full_schedule,level_ge_7m,hourly_control,6541,34,28,28,0,7,0.25,0.25,0.9209712478068522,0.6956724442253732,2.5728744812092708,2.727934416347221
validation,11,full_schedule,level_ge_7m,hourly_plus2018,6541,34,28,28,0,10,0.35714285714285715,0.35714285714285715,0.9504250181422906,0.8550698917836154,2.333856325424367,2.50777083296966
validation,11,complete_upstream18,all,hourly_control,6052,32,6020,6003,17,5084,0.8469098783941362,0.8445182724252491,0.28914165284354865,0.10297252765819966,1.124561558524063,3.527340696401988
validation,11,complete_upstream18,all,hourly_plus2018,6052,32,6020,6003,17,5108,0.8509078793936365,0.8485049833887043,0.27421997816842936,0.11617100515849986,1.0889150252371604,3.5257920239134646
validation,11,complete_upstream18,level_ge_7m,hourly_control,6052,32,28,28,0,7,0.25,0.25,0.9209712478068522,0.6956724442253732,2.5728744812092708,2.727934416347221
validation,11,complete_upstream18,level_ge_7m,hourly_plus2018,6052,32,28,28,0,10,0.35714285714285715,0.35714285714285715,0.9504250181422906,0.8550698917836154,2.333856325424367,2.50777083296966
validation,11,missing_upstream18,all,hourly_control,489,2,487,470,17,324,0.6893617021276596,0.6652977412731006,0.4285382105158533,0.16773665906809712,1.6092819984708377,3.1570375309797685
validation,11,missing_upstream18,all,hourly_plus2018,489,2,487,470,17,331,0.7042553191489361,0.6796714579055442,0.3856835450451902,0.0963882380524053,1.328543998447635,2.1466195915941952
validation,11,missing_upstream18,level_ge_7m,hourly_control,489,2,0,0,0,0,,,,,,
validation,11,missing_upstream18,level_ge_7m,hourly_plus2018,489,2,0,0,0,0,,,,,,
validation,12,full_schedule,all,hourly_control,6540,34,6506,6472,34,5316,0.8213844252163165,0.8170919151552413,0.31507131086568224,0.1062843946032003,1.2843162161573485,4.015683208089365
validation,12,full_schedule,all,hourly_plus2018,6540,34,6506,6472,34,5399,0.8342088998763906,0.8298493698124808,0.2929927450683551,0.10966701005832719,1.1117811980472403,3.7351037893426646
validation,12,full_schedule,level_ge_7m,hourly_control,6540,34,28,28,0,9,0.32142857142857145,0.32142857142857145,0.8500946765774603,0.5584028353004495,2.287700837946899,2.4377570478483914
validation,12,full_schedule,level_ge_7m,hourly_plus2018,6540,34,28,28,0,8,0.2857142857142857,0.2857142857142857,1.0017210918586577,0.908863571015828,2.243986605336371,2.259778508248031
validation,12,complete_upstream18,all,hourly_control,6052,33,6019,6002,17,4993,0.83188937020993,0.8295397906629008,0.30532070073064727,0.1055365210922723,1.2114592642144435,4.015683208089365
validation,12,complete_upstream18,all,hourly_plus2018,6052,33,6019,6002,17,5068,0.8443852049316894,0.8420003322811098,0.2860664312220691,0.11280684723700606,1.0702795028690102,3.7351037893426646
validation,12,complete_upstream18,level_ge_7m,hourly_control,6052,33,28,28,0,9,0.32142857142857145,0.32142857142857145,0.8500946765774603,0.5584028353004495,2.287700837946899,2.4377570478483914
validation,12,complete_upstream18,level_ge_7m,hourly_plus2018,6052,33,28,28,0,8,0.2857142857142857,0.2857142857142857,1.0017210918586577,0.908863571015828,2.243986605336371,2.259778508248031
validation,12,missing_upstream18,all,hourly_control,488,1,487,470,17,323,0.6872340425531915,0.6632443531827515,0.4395886768879799,0.1158348984597746,1.8724901776607918,3.750935174645684
validation,12,missing_upstream18,all,hourly_plus2018,488,1,487,470,17,331,0.7042553191489361,0.6796714579055442,0.3814432465692245,0.06957062123613428,1.2614664810589977,2.0391103124633707
validation,12,missing_upstream18,level_ge_7m,hourly_control,488,1,0,0,0,0,,,,,,
validation,12,missing_upstream18,level_ge_7m,hourly_plus2018,488,1,0,0,0,0,,,,,,
